intervencion_id,fecha_reunion,actor,cargo,texto,etiqueta_v3,es_relevante_v3,confianza_humana,cita_literal,fundamento_humano,revision_etiqueta_v3,revision_relevancia_v3,revision_confianza,revision_cita_literal,revision_fundamento,revision_estado
RPM-2008-10-09:2127:1,2008-10-09,Consejo del Banco Central de Chile,Consejo,"En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 129-01-081009-Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile, acordó mantener la tasa de interés de Política Monetaria en 8,25% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 8,25% anual. La inflación sigue alta y los riesgos de escenarios alternativos han aumentado. Dada la incertidumbre de la economía global y su impacto sobre la inflación proyectada, el Consejo estima que esta decisión es necesaria para reevaluar con mayor información el curso de la política monetaria contenido en el escenario base del IPoM. En el ámbito externo, el sistema financiero global ha sufrido tensiones extraordinarias, afectando la liquidez, el acceso al crédito y los precios de los activos. Los mercados anticipan una desaceleración significativa de la economía global y los precios de los productos básicos, en particular el cobre y el petróleo, han caído de manera significativa. Diversos bancos centrales y autoridades gubernamentales han tomado medidas de excepción. En el plano interno, la información disponible de actividad para el tercer trimestre es coherente con las perspectivas de que la expansión anual de la economía en el segundo semestre será mayor que en la primera mitad del 2008. La demanda interna continúa creciendo a tasas elevadas, particularmente en su componente importado y el desempleo se ha mantenido estable. Las condiciones financieras locales se han estrechado. La inflación de septiembre estuvo algo por sobre lo anticipado, principalmente por el comportamiento del precio interno de los combustibles. Las distintas medidas subyacentes de inflación siguen altas, la dinámica salarial sigue ajustada a patrones históricos y las expectativas de inflación de mediano plazo se han reducido. El Consejo reafirma su compromiso de conducir la política monetaria de manera de reducir la elevada inflación actual hacia 3%, en el horizonte de política. Ello resulta esencial para alinear la dinámica inflacionaria con el objetivo de estabilidad de precios. Aunque la trayectoria futura de la TPM en el escenario base del último Informe de Política Monetaria contempla ajustes adicionales para asegurar la convergencia de la inflación a la meta, el Consejo evaluará en sus futuras decisiones las implicancias que se derivan de los desarrollos financieros en curso sobre la inflación proyectada.” •J El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 18:10 horas.",hawkish,1,media,"Aunque la trayectoria futura de la TPM en el escenario base del último Informe de Política Monetaria contempla ajustes adicionales para asegurar la convergencia de la inflación a la meta, el Consejo evaluará en sus futuras decisiones las implicancias que se derivan de los desarrollos financieros","El Acuerdo mantiene la TPM en 8,25% con inflación alta y medidas subyacentes altas, y el Comunicado reafirma el compromiso de reducir la elevada inflación hacia 3%, señalando que el escenario base contempla ajustes adicionales al alza de la TPM. Sostener restricción y sesgo al alza (aunque condicionado a reevaluación) configura dirección hawkish con confianza media por la cautela introducida por los desarrollos financieros.",,,,,,
RPM-2011-05-12:4055:1,2011-05-12,José De Gregorio Rebeco,Presidente del Banco Central,"El Presidente señor José De Gregorio expresa su agradecimiento al planteamiento que formula el Vicepresidente señor Manuel Marfán y, junto con los Consejeros señores Enrique Marshall, Sebastián Claro y Rodrigo Vergara, por las razones expresadas por el señor Vicepresidente de sumarse al voto de mayoría del Consejo, no tienen inconveniente en modificar el Acuerdo, de manera que este sea adoptado en forma unánime. En virtud de lo anterior, se deja constancia que el Acuerdo del Consejo es el siguiente: 170-01-110512 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó aumentar la tasa de interés de política monetaria en 50 puntos base, hasta 5% anual.",hawkish,1,alta,"el Consejo del Banco Central de Chile acordó aumentar la tasa de interés de política monetaria en 50 puntos base, hasta 5% anual.",El Acuerdo del Consejo aumenta la TPM en 50 puntos base hasta 5% anual. Acción hawkish explícita (subir tasa) según Codebook v3.,,,,,,
RPM-2006-06-15:731:1,2006-06-15,Pablo García Silva,Gerente de Estabilidad Financiera,"El Gerente de Estabilidad Financiera, señor Pablo García, señala que concuerda con lo que mencionó la Gerencia de División Estudios, no obstante simplemente quiere acotar un par de aspectos que cree que pueden complementar la discusión. Hace presente que en primer lugar, tal como se discutió en la mañana, debido al ciclo que se está viendo en la economía mundial no era razonable esperar que se prolongara indefinidamente, en particular en lo que se refiere a las condiciones financieras que eran extraordinariamente favorables. Agrega el señor García que, estos ajustes nunca se producen de la manera cómo podría anticiparse, es decir, no se producen en forma gradual, sino que siempre sorprenden. Indica el señor García que este es un sitio donde se agotan las holguras, donde la inflación tiende a subir y, la política monetaria reacciona. Señala también que ello es lo que se debe esperar a estas alturas después de varios años de una expansión bastante significativa. Por otra parte, estima que no pareciera ser que lo que se está visualizando sea la antesala de disfunciones financieras mayores en el mundo. Asimismo, señala que por el lado doméstico hay un punto que quizás no se ha destacado, en cuanto a que es posible que lo que se está observando en el primer semestre, en términos de desaceleración de actividad, sea simplemente el efecto rezagado del frenazo de la demanda agregada interna hacia fines del año pasado y que no habría tenido como efectos solamente una disminución del componente importado sino que también algún componente local. Menciona que hay una serie de indicadores que se frenaron fuertemente, lo cual de hecho se destacó que era algo razonable que ocurriese y, puede que lo que se está presentando ahora su el impacto transitorio en la actividad doméstica. Finalmente, con respecto a las implicancias sobre la política monetaria, cree que estos dos puntos nos llevan obviamente a rechazar o descartar lo que ha sido la trayectoria que está implícita en las últimas proyecciones del IPoM en el sentido que todavía queda algo de camino por recorrer en la normalización de la política monetaria. Señala que, hay que destacar que aunque los datos de inflación y salarios no han seguido acelerándose de todas maneras se tuvo el año pasado una depreciación significativa de la moneda y esa desaceleración, esa manera de la inflación subyacente puede también estar reflejando el impacto de ello con algunos trimestres de rezago. Por otro lado, a pesar de que el ciclo doméstico está normalizándose de a poco, el ciclo del crédito todavía da señales de que faltaría ahí algún camino por recorrer, en particular el crédito de consumo. Le parece que todavía hay algo de distracción por el lado del empuje monetario que se debe ir retirando. Agrega el señor García que no necesariamente esto tenga que producirse en la reunión de hoy, sin embargo posiblemente puede resultar en el curso del segundo semestre de este año.",hawkish,1,media,cree que estos dos puntos nos llevan obviamente a rechazar o descartar lo que ha sido la trayectoria que está implícita en las últimas proyecciones del IPoM en el sentido que todavía queda algo de camino por recorrer en la normalización de la política monetaria,"El Gerente respalda que aún queda camino por recorrer en la normalización de la política monetaria y señala que hay empuje monetario que se debe ir retirando, aunque no necesariamente en la reunión de hoy. Retiro gradual del impulso monetario configura dirección hawkish; confianza media porque no propone alza inmediata y sugiere que podría materializarse en el segundo semestre.",,,,,,
RPM-2011-04-12:3967:1,2011-04-12,Enrique Marshall Rivera,Consejero,"El Consejero señor Enrique Marshall plantea que el principal impulso para la actividad proviene de la demanda interna, que sigue mostrando un elevado dinamismo, favorecido por expectativas que son en general positivas, condiciones financieras que apoyan la expansión del crédito y un crecimiento apreciable de la masa salarial, que resulta de la evolución tanto del empleo como de los salarios. En todo caso, indica que un factor de riesgo que debe ser monitoreado es que la demanda no se modere en los términos contemplados en las proyecciones internas. Hace presente que la inflación se muestra al alza, de acuerdo con lo anticipado Al respecto, precisa que la inflación total, después de su último registro, ha sobrepasado el 3% y que la subyacente, desde niveles más bajos, sigue la misma tendencia. Subraya que esta trayectoria alcista, que permanecerá por algún tiempo, despierta bastante preocupación y que ello responde, en lo fundamental, a la evolución de los precios de los combustibles y los alimentos, especificando que en el caso del petróleo, este se ha instalado en niveles por sobre los anticipados y continúa subiendo. Señala, además, que se sabe, por experiencia propia, que los incrementos en el precio del petróleo se transmiten con rapidez a los precios internos, y que es por ello que los desarrollos recientes han reafirmado esta preocupación por la inflación. Por el lado de los costos, destaca que un antecedente que debe ser mencionado es que los salarios siguen aumentando a un ritmo relevante, y que también requiere atención la evolución del costo de generación de la energía eléctrica. Comenta que, como resultado de todo ello, las expectativas de inflación se mantienen altas e incluso han vuelto a subir como lo recogen algunos indicadores, y que las expectativas para la TPM se han ajustado al alza en el corto plazo, sugiriendo un adelantamiento de la normalización monetaria. Sin embargo, hace notar que no se advierte un desplazamiento generalizado de la curva de tasas, puesto que los niveles a los cuales se espera que converja la TPM en el horizonte de política no han cambiado sustancialmente. Plantea que de este cuadro macroeconómico, que no difiere en lo sustancial con el descrito en el reciente IPoM, se deduce con claridad la necesidad de proseguir con la normalización de la política monetaria. El Consejero señor Enrique Marshall declara coincidir con las opciones que presenta la Minuta de Opciones de la Gerencia de División Estudios y concuerda, al mismo tiempo, con que un alza de 50 puntos base es la alternativa más adecuada en estas circunstancias. A su juicio, esta opción es muy coherente con las señales entregadas al mercado y reforzaría el compromiso del Banco Central por lograr que la inflación, afectada transitoriamente por factores no controlables, converja nuevamente a la meta en un horizonte de mediano plazo. Además, estima que un alza de 50 puntos constituye un mejor seguro frente a dos riesgos relevantes que se enfrentan, como son una nueva escalada del precio del petróleo y un comportamiento más dinámico de la demanda interna. Sostiene que son riesgos que, de materializarse, tendrían un impacto no menor sobre la trayectoria de la inflación, particularmente si ambos se presentan en forma conjunta. Argumenta también que como la TPM se encuentra todavía por debajo de su nivel neutral, existe espacio para adelantar un tanto la normalización monetaria, sin comprometer excesivamente los próximos pasos. Por último, hace presente que el mercado espera un alza de la magnitud sugerida, de manera que la decisión debería ser bien asimilada. Por todo lo anterior, el Consejero señor Enrique Marshall vota por subir la TPM en 50 puntos base, para dejada en 4,5%.",hawkish,1,alta,"se deduce con claridad la necesidad de proseguir con la normalización de la política monetaria. El Consejero señor Enrique Marshall declara coincidir con las opciones que presenta la Minuta de Opciones de la Gerencia de División Estudios y concuerda, al mismo tiempo, con que un alza de 50 puntos","El Consejero vota por subir la TPM en 50 puntos base hasta 4,5%, argumentando la necesidad de proseguir con la normalización monetaria y reforzar el compromiso antiinflacionario. Acción hawkish explícita (subir tasa y retirar impulso) según Codebook v3.",,,,,,
RPM-2015-04-16:6745:1,2015-04-16,Alberto Arenas de Mesa,Ministro de Hacienda,"El señor Alberto Arenas señala que es precisamente el manejo basado en este marco el que le ha permitido al Banco Central efectuar una política monetaria contracíclica en la coyuntura actual, y que si bien la inflación aumentó por sobre el rango de tolerancia, nunca ha estado en cuestionamiento del cumplimiento en el horizonte de política. Por lo tanto, cabe preguntarse si los antecedentes disponibles hacen presuponer que en adelante habrá presiones inflacionarias que pongan en cuestionamiento la meta del Banco Central y que ameriten restar impulso monetario. Indica que, ciertamente, no hay antecedentes que apuntan en esa dirección, como los salarios, que muy incididos por la inflación pasada han mostrado atenuaciones en su ritmo de expansión; el tipo de cambio, que se ha apreciado y, en términos reales, se encuentra en niveles históricamente elevados, por lo que es difícil que pueda volver a aumentar con la fuerza que lo hizo en meses pasados; y la actividad, que si bien es esperable que aumente su dinamismo, aún se encuentra por debajo de su potencial y su recuperación es débil, por lo que las holguras de capacidad seguirán presentes. Al finalizar su intervención, el señor Alberto Arenas expresa que en este contexto es fundamental que la política monetaria siga colaborando en la recuperación del crecimiento.",dovish,1,media,es fundamental que la política monetaria siga colaborando en la recuperación del crecimiento.,"El Ministro de Hacienda argumenta contra la necesidad de restar impulso monetario y subraya que la política monetaria debe seguir colaborando con la recuperación del crecimiento, con holguras de capacidad presentes. Respaldo a mantener una orientación expansiva y rechazo a mayor endurecimiento configura dirección dovish, con confianza media por no proponer recortes explícitos.",,,,,,
RPM-2007-11-13:1562:1,2007-11-13,Beltrán de Ramón Acevedo,Gerente de Mercados Financieros Nacionales,"El Gerente de Mercados Financieros Nacionales señor Beltrán De Ramón señala que le parece adecuado recomendar la mantención de la Tasa de Política Monetaria en el día de hoy. Menciona que concuerda con que sería confuso para el mercado subir la Tasa de Política Monetaria en esta Reunión si en la del mes de octubre, con PIB e inflación más alta se mantuvo. Sin embargo, agrega el señor De Ramón que quiere llamar la atención a lo que se ha visto en los últimos días y que es un aumento generalizado de expectativas y de compensación inflacionaria de corto y mediano plazo. Indica que en la Encuesta de Expectativas Económicas, el dato de la inflación para el año 2008 es 340, cifra que no se había observado antes en ese nivel; por su parte, la Encuesta a Operadores de Mesa de Dinero muestra una inflación para 2008 de 360, aunque si bien es cierto había llegado a 390 hace dos semanas atrás, antes de las últimas cifras de IPC e IMACEC. Se podría interpretar, agrega el señor De Ramón, que detrás de este aumento de la inflación está el aumento reciente del precio del petróleo. Considera importante prestarle atención a este fenómeno, aunque si bien es cierto, las cifras se han revertido algo comparadas con dos semanas atrás. Estima que esta situación podría mejorar con un par de IPC más bajos de lo esperado, ya que en su opinión este hecho se produjo como consecuencia de cuatro IPC cerca de 1%, mientras el mercado esperaba solamente la mitad de esa cifra. Agrega que si no se revirtiera este fenómeno y, por el contrario, empeorara en los próximos días, situación que espera no ocurra, habría que actuar en consecuencia.",hawkish,1,media,"si no se revirtiera este fenómeno y, por el contrario, empeorara en los próximos días, situación que espera no ocurra, habría que actuar en consecuencia.","El Gerente recomienda mantener la TPM hoy, pero advierte sobre el aumento generalizado de expectativas y compensaciones inflacionarias de corto y mediano plazo, señalando que si el fenómeno no se revierte y empeora habría que actuar en consecuencia. Sesgo de cautela restrictiva ante riesgos inflacionarios configura dirección hawkish, con confianza media por no proponer alza inmediata.",,,,,,
RPM-2010-08-12:3343:1,2010-08-12,José De Gregorio Rebeco,Presidente del Banco Central,"El Presidente señor José De Gregorio indica que el desarrollo más importante del último mes proviene del escenario internacional. Al respecto, señala que la mayoría de los indicadores muestra una desaceleración en las economías desarrolladas, en particular en los Estados Unidos, donde la última decisión de la Reserva Federal indicaría un panorama de mayor debilidad económica. Hace presente que el escenario central del IPoM, en tanto, contempla una recuperación pausada del mundo, provocada en parte importante por el término del ciclo de los inventarios en los Estados Unidos, por fricciones que aún persisten en los mercados financieros y por la debilidad global de la demanda privada en las economías industrializadas como resultado de la reducción del apalancamiento y en respuesta a los elevados niveles de deuda. Manifiesta que a esto se suman las limitaciones de los estímulos fiscales, lo que hace prever, tal como los mercados ya lo esperan, que el retiro de los estímulos monetarios será más pausado que lo proyectado anteriormente. Menciona, asimismo, que las expectativas de inflación global se estarían reduciendo y que la única nota disonante es el aumento del precio internacional del trigo, aunque sus niveles actuales no debieran tener efectos relevantes en la inflación. A diferencia de lo ocurrido algunos meses atrás con la crisis en Grecia, cuyas repercusiones fueron fundamentalmente financieras y de corto plazo, el señor Presidente hace notar que hoy se enfrenta un panorama que puede resultar en un debilitamiento más duradero. Con todo, subraya que se cuenta con un esquema de políticas que permite ajustarse con prontitud a cambios importantes en el escenario global y que permite mitigar sus efectos. En su opinión, la pregunta central en materia de proyecciones es si estos desarrollos representan un cambio significativo respecto del panorama mundial algo menos positivo del IPoM y con relación a lo que en ese momento eran las proyecciones de consenso, o si el debilitamiento es más severo. Sobre el particular, manifiesta que aún es prematuro para conclusiones precisas, pero ciertamente los riesgos de una desaceleración importante en el mundo son mayores y es algo que ya se está observando en los precios de los activos financieros. En el ámbito interno, menciona que las noticias de actividad son muy auspiciosas y muestran un importante dinamismo de la economía; que las noticias inflacionarias se encuentran dentro de los rangos proyectados, aunque en el margen las medidas subyacentes habrían sido algo menores; y que el peso se ha apreciado alrededor de 5% desde la Reunión anterior. Agrega que las expectativas inflacionarias a 24 meses son coherentes con la meta, aunque en plazos menores la Encuesta de Expectativas Económicas muestra una leve alza y que, de esta forma, los indicadores de inflación efectiva y de expectativas son consistentes con el logro de la meta, pero la formación de expectativas tiene internalizada un proceso de normalización para la TPM. A este respecto, destaca que la tasa de interés no solo es muy baja aún, sino que constituye una razón suficientemente poderosa para continuar con el proceso de normalización de la política monetaria. De hecho, señala que de tener una TPM más cercana a sus niveles normales, las noticias externas, el fortalecimiento del peso, los diferenciales de tasas de interés y las perspectivas benignas de inflación llevarían a tomar una posición cautelosa. A su juicio, el punto de partida es muy relevante a la hora de tomar la decisión. Destaca que la TPM real, considerando la inflación esperada a doce meses, es la misma que se tenía en enero de este año e inferior a la tasa real de todo el segundo semestre del año pasado, período en el cual era recomendable mantener la tasa en sus niveles mínimos por un tiempo prolongado para maximizar el estímulo monetario. El Presidente señor José De Gregorio plantea que en la actualidad no se justifica un grado de expansividad tan elevado y que lo que corresponde ahora es mantener un ritmo de normalización que reduzca la posibilidad de tener que hacer ajustes más bruscos y disruptivos en el futuro, y encontrarse ya con niveles de inflación más elevados y complejos de contener. En su opinión, esta es la mejor forma de permitir que el proceso de sólida expansión que está atravesando la economía chilena se sostenga en el tiempo. Por lo anterior, el Presidente señor José De Gregorio manifiesta que su voto es por subir la TPM en 50 puntos base, para llevarla a 2%, y mantener un comunicado muy similar al de la Reunión pasada. En consecuencia, el Presidente señor José De Gregorio señala que el acuerdo unánime del Consejo es de aumentar la TPM en 50 puntos base.",hawkish,1,alta,"la tasa de interés no solo es muy baja aún, sino que constituye una razón suficientemente poderosa para continuar con el proceso de normalización de la política monetaria.","El Presidente vota por subir la TPM en 50 puntos base hasta 2%, argumentando que la tasa real sigue siendo muy baja y no se justifica un grado de expansividad tan elevado, debiendo continuar el proceso de normalización monetaria. Acción hawkish explícita (subir tasa y retirar estímulo) según Codebook v3.",,,,,,
RPM-2007-08-09:1365:2,2007-08-09,Igal Magendzo Weinberger,Gerente de Análisis Macroeconómico,"El Gerente señor Magendzo señala que las noticias más recientes muestran que la inflación IPC se ha elevado hasta casi 4% y sus perspectivas de corto plazo son sustantivamente mayores que lo proyectado en el IPoM de mayo. Esto ocurre en un contexto d e copamiento de las holguras de capacidad en el curso del segundo trimestre y shocks, de magnitud inusual, en precios de productos específicos, exacerbado, en esta coyuntura, por el efecto de fenómenos climáticos en los precios de los perecibles. Ello intensifica el escenario de mayor inflación de corto plazo que ya se había delineado en el último par de meses, proyectándose que la inflación anual del IPC se ubicará en niveles por sobre 5% durante algunos meses. A su vez, las medidas alternativas de tendencia inflacionaria han vuelto a aumentar y se ubican en valores algo por sobre 3%, mientras que los costos laborales siguen contenidos. Por su lado, en junio el Imacec creció 6,1% anual, con lo que, considerando el promedio de los datos publicados, la actividad aumentó en el segundo trimestre a una tasa similar a la del primer cuarto. Menciona el señor Magendzo que las expectativas de mercado tan to para la inflación como para la Tasa de Política Monetaria se han ajustado a este escenario d e cierre más rápido de las holguras y mayor inflación efectiva. Las primeras, con un aumento significativo de la inflación esperada en el corto plazo, pero con una mantención levemente sobre 3% en las expectativas a plazos mayores. Las segundas, con un empinamiento de la curva de rendimiento, que anticipa entre tres y cuatro nuevos ajustes de 25 puntos base de la Tasa de Política Monetaria en lo que queda del año 2007.",hawkish,1,media,las expectativas de mercado tan to para la inflación como para la Tasa de Política Monetaria se han ajustado a este escenario d e cierre más rápido de las holguras y mayor inflación efectiva.,"El Gerente reporta inflación elevada (casi 4%, con proyección sobre 5%), copamiento de holguras y expectativas de mercado que anticipan entre tres y cuatro nuevos ajustes de 25 puntos base de la TPM en lo que queda del año. La dirección implícita del diagnóstico es restrictiva, configurando dirección hawkish; confianza media porque el Gerente reporta expectativas ajenas más que proponer un voto explícito.",,,,,,
RPM-2009-04-09:2500:1,2009-04-09,José De Gregorio Rebeco,Presidente del Banco Central,"El Presidente señor José De Gregorio señala que las cifras más recientes siguen denotando algo de mayor debilidad económica a la esperada durante el primer trimestre, principalmente por la sorpresa a la baja del IMACEC de febrero. Agrega que la inflación estuvo en línea con lo esperado por el mercado, aunque algo menos de lo que el Banco esperaba. Señala que en todo caso, las desviaciones no reflejan un cambio sustancial del panorama de debilidad esperado para todo este año. Al respecto, menciona que la inflación seguirá contenida y evolucionando de acuerdo a lo esperado, es decir, con una importante baja en los próximos meses, para luego situarse en torno al rango meta hacia fines de año e inicios del próximo. Indica que las cifras de salarios confirman un panorama benigno en materia inflacionaria. Continuando con su votación, el señor Presidente hace presente que la situación internacional sigue muy debilitada, aunque las cifras en el margen así como los precios de los activos mostrarían que la recesión mundial estaría próxima a tocar fondo o al menos que las severas caídas observadas en los dos últimos trimestres no se estarían repitiendo. Con todo, advierte que hay que evaluar con mucha cautela el escenario internacional, pues las incertidumbres y riesgos siguen siendo excepcionalmente elevados, y aún no se advierten signos claros de que vaya a comenzar la recuperación en el curso del 2009. Por otra parte, el Presidente señor José De Gregorio señala que internamente, la actividad sigue débil, aunque el cambio de signo del ciclo debiera estar observándose en este segundo trimestre, algo que al igual que en el escenario internacional presenta altos grados de incertidumbre. Agrega que en los mercados financieros se han estado reflejando los efectos del significativo recorte de la Tasa de Política Monetaria, lo que debería permitir una recuperación más sostenida hacia el segundo semestre. En tal sentido, señala que la política monetaria está teniendo sus efectos en las tasas de colocación y en los próximos meses se debería reflejar en las cifras de actividad. Señala que con todo, aún hay espacios para seguir aumentando el impulso monetario, tal como se preveía el mes anterior y, por lo tanto, se justifica seguir reduciendo la Tasa de Política Monetaria. Indica que la pregunta que enfrentamos hoy es de qué magnitud debiera ser este ajuste. Al respecto, el señor Presidente indica que 25 puntos base es muy bajo y no resultaría coherente con la magnitud de las brechas y el impulso monetario previsto, ni tampoco con llegar en el próximo par de meses a una tasa consistente con la actual posición cíclica de la economía, algo que cree debiera estar más cerca del 1% que del 2%. No obstante, y tal como lo señalara el comunicado de la Reunión de marzo, dada la desviación de lo que podría ser una tasa en la que nos detengamos en los próximos meses, los cambios debieran ser de magnitudes similares a los patrones históricos, los que se encuentran en el rango de 25 a 50 puntos base. En su opinión, no es fácilmente descartable mantener un ritmo algo más rápido de convergencia de tasas reduciéndola en 75 puntos base. De adoptar esta decisión, se tendrían mayores espacios en la decisión de baja del próximo mes, y eso sin duda que es una ventaja de una actitud más agresiva. Sin embargo, una rebaja de ese tipo se desvía de los patrones históricos, lo que podría indicar que el panorama es significativamente peor de lo presupuestado hace un mes, lo que no es así, a pesar de las sorpresas de inflación y actividad. Agrega que si bien ha habido algunas desviaciones, no cree que sean de una magnitud y persistencia que ameriten cambiar la trayectoria ya anunciada de recortes de la tasa de interés. Precisa que, en todo caso, debiéramos mantener un sesgo expansivo. El Presidente señor José De Gregorio destaca que las inéditas bajas de tasas de los meses anteriores permitieron al Banco adelantar el ajuste y mitigar los riesgos de escenarios mucho peores a los actuales. Lo anterior, es precisamente lo que permite volver a patrones históricos. Por lo tanto, el argumento para un ajuste de tasas mayor, basado en pequeñas sorpresas en el margen, no le parece que hoy día sea el más adecuado. Señala que si bien la inflación medida en doce meses tendrá una volatilidad inusual debido en gran parte a los muy elevados registros mensuales del año pasado, una trayectoria de política monetaria con un mayor impulso, no debiera amenazar el cumplimiento de la meta de inflación en el horizonte de política. Indica que las holguras que se están generando han sido abordadas oportuna y agresivamente por las políticas monetarias y fiscal, lo que limita el riesgo de un escenario de inflación persistentemente debajo de la meta y, coincidiendo con la exposición del Vicepresidente señor Jorge Desonneaux, recalca que de lo último que se le podría acusar al Banco Central de Chile, es de pasividad. El Presidente señor José De Gregorio señala que sin duda el señor Ministro hizo una pregunta que también lo ha tenido bastante preocupado por muchos días, y pensando qué significa, más allá de los elementos tácticos, el volver a patrones históricos y cuál es la diferencia entre hacer el ajuste de una sola vez o hacerio de inmediato. Indica que cuando los mercados financieros funcionan sin problemas debería dar lo mismo. En nuestro país, tampoco podemos estar pensando que el mercado financiero y los arbitrajes no están operando, pero sin duda, dadas las dificultades, se podría pensar en adelantar el ajuste. De hecho, uno de los argumentos que le ha tocado exponer en el último tiempo, es que precisamente la muy severa baja de tasas pudo haber ayudado al traspaso de las Tasas de Política Monetaria hacia las tasas de colocaciones, por cuanto fueron significativas y evidentes, y la competencia en el mercado bancario debiera reflejar esas bajas de tasas. Sin embargo, considera que en esta oportunidad hay que dar tiempo para que continúen transmitiéndose las rebajas en la Tasa de Política Monetaria a las tasas de mercado y, por ello, indica que pareciera ser adecuado seguir con dosis importantes, pero sostenidas en el tiempo, las que darán mayor espacio para continuas rebajas en las tasas de colocación, y su efecto final sobre las tasas largas debiera ocurrir una vez concluido con el proceso de baja de tasas en un momento en que se pueda anunciar que las tasas bajas permanecerán por un tiempo prolongado. Por lo anterior, el Presidente señor José De Gregorio señala que su voto es por reducir la Tasa de Política Monetaria en 50 puntos base y mantener el sesgo a la baja, pues el relajamiento monetario aún no ha concluido.",dovish,1,alta,"su voto es por reducir la Tasa de Política Monetaria en 50 puntos base y mantener el sesgo a la baja, pues el relajamiento monetario aún no ha concluido.","El Presidente vota por reducir la TPM en 50 puntos base manteniendo sesgo a la baja, señalando que aún hay espacio para seguir aumentando el impulso monetario y que el relajamiento no ha concluido. Acción dovish explícita (bajar tasa con sesgo a la baja) según Codebook v3.",,,,,,
RPM-2014-09-11:6432:1,2014-09-11,Joaquín Vial Ruiz-Tagle,Consejero,"El Consejero señor Joaquín Vial inicia su intervención agradeciendo el apoyo del staff para esta Reunión, que ha aportado antecedentes valiosos para el análisis; e indica que atendido que solo una semana atrás se dio a conocer el IPoM del mes de septiembre y que los antecedentes recogidos con posterioridad no alteran en nada sustantivo el escenario base, hará solo unos alcances limitados a las principales novedades de los últimos días. En lo que concierne al panorama internacional, llama la atención sobre la debilidad de la demanda por materias primas industriales -hierro, petróleo-, que unida a aumentos de producción significativos se ha traducido en bajas de precios relevantes. En la medida que ello pudiera transferirse hacia el precio del cobre, sería un tema a seguir con atención, en especial, por su potencial impacto en el mercado cambiario. En el plano local, señala que lo más importante ha sido la sorpresa en materia de inflación y la aceleración de los salarios nominales, lo que obliga a ser extremadamente cautelosos para evitar que se traslade hacia mayores expectativas de inflación, especialmente en un entorno de gran sensibilidad del tipo de cambio a noticias negativas. En estas circunstancias y habida cuenta que hace solo unos días se dio una señal clara de que se necesitaba un impulso monetario adicional acotado, estima que la única opción relevante para esta Reunión es bajar la TPM a 3,25%, ya que un recorte de 50 puntos base provocaría gran confusión y podría ser contraproducente. Agrega que también es necesario ir ajustando el mensaje en el Comunicado, indicando claramente que en la medida que el escenario base del IPoM siga vigente, se estará muy cerca de alcanzar el nivel de estímulo monetario requerido, sin poner en peligro la meta de inflación.",dovish,1,alta,"la única opción relevante para esta Reunión es bajar la TPM a 3,25%, ya que un recorte de 50 puntos base provocaría gran confusión y podría ser contraproducente.","El Consejero vota por bajar la TPM a 3,25% en 25 puntos base, señalando que se necesita un impulso monetario adicional acotado y que se está cerca del nivel de estímulo requerido. Acción dovish explícita (bajar tasa) según Codebook v3.",,,,,,
