orden,intervencion_id,meeting_id,fecha_reunion,actor,cargo,texto,etiqueta_v3,es_relevante_v3,confianza,cita_literal,fundamento,estado_revision_v3,incluir_evaluacion,sha256_texto,procedencia
150,RPM-2015-07-14:6908:1,RPM-2015-07-14,2015-07-14,Rodrigo Valdés Pulido,Ministro de Hacienda,"El señor Rodrigo Valdés manifiesta estar de acuerdo con el análisis de opciones presentado en esta Reunión, sin perjuicio de lo cual cree importante remarcar cuatro ideas centrales con miras a los próximos meses, dos de las cuales no concuerdan plenamente con el diagnóstico consignado en la Minuta de Opciones, pero incorporan pequeños matices que es preciso considerar. Señala que la primera de ellas dice relación con las condiciones financieras holgadas, que a nivel de tasas se observan claramente. Sin embargo, indica que de la lectura de los resultados de la Encuesta sobre Créditos Bancarios del Banco Central, publicada recientemente, no colige que las condiciones de oferta de crédito sean holgadas, como tampoco advierte por parte de los bancos un particular interés en tomar más riesgo; por el contrario, cree que los bancos muestran la obvia reacción cíclica. Por lo mismo, no es correcto concluir que, atendido el nivel de tasas actual, el canal financiero ya está despejado, ya que, ciertamente, hay temas de demanda por crédito de primer orden en toda la discusión. Deja constancia que solo ha querido poner un matiz a este respecto, ya que, en su opinión, la sensación en cuanto a que las condiciones financieras son muy holgadas o claramente holgadas tiene ciertos matices. En segundo lugar, considera importante remarcar que hay holguras crecientes. En su opinión, ello se hará patente con la evolución del desempleo, aunque existe una incipiente discusión en cuanto a que el PIB potencial ya es tan bajo y su crecimiento tan débil que no hay holguras, y que esto podría explicar la inflación. Luego, es muy importante afinar ese diagnóstico y determinar cuánto es holgura y cuánto responde simplemente a algo más estructural de la economía para poder graduar riesgos inflacionarios hacia adelante. Agrega que la encuesta del IMCE refleja holguras bastante grandes, aunque menores que las observadas durante la última crisis. A su juicio, es importante traspasar este mensaje al mercado, porque tiene implicancias para la política macro de corto plazo y para la política fiscal en particular; asimismo, que hay ciclos, que no todo es únicamente de carácter estructural. Señala que un tercer tema dice relación con los salarios. Sobre el particular, observa que ni la Minuta de Antecedentes ni la Minuta de Opciones dan cuenta de la desaceleración de los salarios, que ha sido muy notable en los últimos dos meses. A este respecto, recuerda la secuencia de preocupaciones que ha levantado el Banco, que han sido muy relevantes, pero que han ido desapareciendo, como es el caso del déficit de cuenta corriente hace dos años y medio; luego, el consumo, que registraba altas tasas de crecimiento y no se desaceleraba; y, hasta hace poco, los salarios. Luego, plantea la conveniencia de ir descartando temas, entre los cuales cree que el desanclaje de expectativas es el único que queda como un tema macro de importancia con implicancias para el alza de tasas. Por último, alude al calendario de la subida de tasas. A este respecto, indica que la curva se ha aplanado muchísimo; que el Banco, en su último IPoM, comenzó a discutir si es que subía o no la tasa a fin de año. En su opinión, también es importante comenzar a comunicar qué se entiende por sesgo neutral. En este sentido, estima que debe aclararse si es igualmente probable un alza o un recorte de tasas, y si se ha definido el momento en que se comenzará a evaluar un alza de tasa. Lo expresado, para reflejar en el discurso lo que muestra la curva y si ella nos deja tranquilos como política macroeconómica. Antes de finalizar su intervención, reitera la pregunta formulada en la Reunión del mes de mayo último, esto es, cuál es el tipo de cambio real apropiado para las circunstancias actuales y, en especial, cuando muchos socios comerciales también se han depreciado, particularmente en Sudamérica. En su opinión, en las circunstancias actuales, la macroeconomía es mucho más parecida a lo observado en los períodos 1986-1990 y 2000-2003 que en otros episodios, cuando el tipo de cambio real fue significativamente mayor. Reconoce que resulta complejo determinarlo, particularmente en un régimen de flotación, pero es una pregunta respecto de la cual aún no tiene una buena respuesta. Asimismo, cuestiona si los precios relativos están suficientemente realineados a esta nueva realidad o no. A su juicio, con el precio del cobre que cae hoy bajo los US$2,50 la libra, esta pregunta cobra incluso mayor importancia.",neutral,1,media,"plantea la conveniencia de ir descartando temas, entre los cuales cree que el desanclaje de expectativas es el único que queda como un tema macro de importancia con implicancias para el alza de tasas.","La unidad contiene un diagnóstico macroeconómico y consideraciones sobre condiciones financieras, holguras, salarios, sesgo neutral y tipo de cambio real, sin adoptar ni recomendar una dirección de tasa propia. Al ser análisis y sugerencias comunicacionales con opciones balanceadas sin resolución direccional, corresponde N.",cerrado,true,5e3adf59646699b33ba018a4d79be5ce2aaf248b67a0d03f58925aca87baeb9f,IA asistida; validación humana fila por fila
151,RPM-2013-09-12:5767:1,RPM-2013-09-12,2013-09-12,Sebastián Claro Edwards,Consejero,"El Consejero señor Sebastián Claro manifiesta que México ha sorprendido por segunda vez en el año al rebajar su tasa de instancia, totalizando una disminución de 75 puntos base en el presente ejercicio, en circunstancias que debiera verse beneficiado por la recuperación que exhibe la economía estadounidense.",neutral,1,media,"El Consejero señor Sebastián Claro manifiesta que México ha sorprendido por segunda vez en el año al rebajar su tasa de instancia, totalizando una disminución de 75 puntos base en el presente ejercicio, en circunstancias que debiera verse beneficiado por la recuperación que exhibe la economía est","La unidad comenta la decisión de política monetaria de México y su contexto externo, sin conexión con la orientación de la TPM doméstica ni con un sesgo direccional de política monetaria para Chile. Al ser diagnóstico externo sin resolución direccional propia, corresponde N.",cerrado,true,4f9077a8fc6183d4acda10ed260fd2a89c75b182500b666cbc03812c0290e731,IA asistida; validación humana fila por fila
152,RPM-2011-12-13:4477:4,RPM-2011-12-13,2011-12-13,Luis Óscar Herrera Barriga,Gerente de División Estudios,"El señor Luis Óscar Herrera comenta que la última edición de The Economist incluye un análisis algo más crítico respecto del resultado de las acciones emprendidas por el FMI. Al respecto, precisa que a pesar de haberse involucrado en los países en problemas, no ha conseguido que bajen los spreads de economías como Portugal, Irlanda o Grecia. Agrega que con los recursos actuales y con los US$ 200 millones adicionales, no tiene la capacidad de estabilizar la situación de deuda de España e Italia.",neutral,1,media,El señor Luis Óscar Herrera comenta que la última edición de The Economist incluye un análisis algo más crítico respecto del resultado de las acciones emprendidas por el FMI.,"La unidad comenta un análisis periodístico sobre la efectividad del FMI y los spreads de economías europeas, sin conexión con la orientación de la TPM doméstica ni con un sesgo direccional de política monetaria para Chile. Al ser diagnóstico externo sin resolución direccional propia, corresponde N.",cerrado,true,b78755ae0628d4f6d2e6a0514c5d737d6848f679c25f092c2f366ffee6c5cac3,IA asistida; validación humana fila por fila
153,RPM-2009-06-16:2593:2,RPM-2009-06-16,2009-06-16,Pablo García Silva,Gerente de División Estudios,"El Gerente de División Estudios comienza su exposición recordando que en la última Reunión de Política Monetaria del mes de mayo pasado, el Consejo acordó reducir la tasa de interés hasta 1,25% anual y señaló que no descartaba que pudiera ser necesario disminuirla nuevamente. Detalla, a continuación, que desde dicha Reunión las principales noticias han sido que, en el ámbito externo, los mercados accionarios siguen mostrando retornos favorables; las condiciones de liquidez interbancaria se han continuado aliviando; los spreads crediticios han tendido a disminuir; y, se observan alzas en las tasas libres de riesgo de largo plazo. Menciona, que los precios de los principales commodities han continuado aumentando y que, por primera vez en más de un año, las perspectivas de crecimiento global se ven menos debilitadas en el margen, apoyándose en mejores niveles de confianza. Informa el señor Pablo García que, a nivel local, hasta antes de los anuncios de financiamiento fiscal, el peso se mantenía relativamente estable y que las tasas de interés de largo plazo habían aumentado, aunque con cierta reversión en el caso de los papeles en Unidades de Fomento a plazos más largos. Agrega, que los anuncios del día 15 de junio provocaron una apreciación del peso de entre 2,5% y 3%, igual a la observada en ocasiones similares, y que al cierre de esta minuta aún no se registraban transacciones en instrumentos de renta fija o en depósitos a plazo. Indica, el señor Gerente de División que se continúa observando un entorno favorable para la emisión de bonos corporativos, mientras que los agregados crediticios, salvo los asociados a comercio exterior, han vuelto a crecer en lo más reciente. Las tasas de créditos comerciales y de consumo han continuado descendiendo, mientras que los hipotecarios a largo plazo se han mantenido estables. Respecto de la última Reunión de Política Monetaria, señala que las proyecciones de actividad para el segundo trimestre se han revisado a la baja, en torno a un punto porcentual, junto con una corrección relevante de la demanda interna. Agrega, que estas correcciones, sin embargo, no modifican de manera significativa el escenario para el presente año, en cuanto se sigue considerando una recuperación de la actividad y de la demanda en el curso del segundo semestre. i Comenta el señor Pablo García, que la inflación de mayo pasado estuvo por debajo de lo proyectado, principalmente por el efecto de la guerra de precios de las farmacias y por menores precios de algunos servicios. Hacia el mediano plazo, indica que las medidas de expectativas de inflación se mantienen en niveles coherentes con la meta, a pesar de que las perspectivas de variación interanual del IPC son muy reducidas hacia el segundo semestre de este año. Manifiesta que luego de la última Reunión de Política Monetaria y de la divulgación del IPoM, las distintas medidas de expectativas para la Tasa de Política Monetaria se ajustaron levemente a la baja en el corto plazo, con lo que anticipan un nivel mínimo de entre 0,75% y 1% para los próximos meses. Sin embargo, señala que a plazos más largos, la trayectoria implícita en los precios de los activos y la entregada por la Encuesta de Expectativas Económicas siguen considerando un proceso de normalización menos gradual que el previsto en el último IPoM. Destaca el Gerente de División que los antecedentes centrales que se consideran para la presente Reunión son el panorama de política monetaria contenido en el IPoM de mayo y las noticias coyunturales. Menciona, que al igual que el mes pasado, la magnitud de la reducción de la tasa está principalmente determinada por el punto más bajo del ciclo de tasas que se considere adecuado para la coyuntura actual, y que la trayectoria implícita para la Tasa de Política Monetaria en las proyecciones del IPoM la ubica entre 0,75% y 1%, lo que es congruente con opciones de 25 ó 50 puntos base. Informa que, como es habitual, lo anterior se debe complementar con los antecedentes coyunturales, entre los que destacan tres: i) el escenario global; ii) las noticias locales de actividad e inflación; y iii) los anuncios de financiamiento fiscal. Respecto del primer punto, plantea que es indudable que la percepción del mercado ha mejorado de modo sustancial en los últimos meses y que ese aspecto se ha consolidado en el último mes, lo que se refleja en que, por primera vez en vahos trimestres, el panorama de crecimiento global ha tendido a mejorar, aunque levemente. Señala, además, que el alza de los commodities ha propendido a disipar los temores de deflación; que se ha consolidado un escenario de significativos déficit fiscales en el mundo desarrollado; y, que todo lo anterior ha contribuido a generar un importante aumento en las tasas de largo plazo en el mundo. Acerca del segundo punto, comenta que las noticias de inflación y crecimiento sugieren menores presiones inflacionarias subyacentes para el corto plazo y que, de hecho, las proyecciones de corto plazo para la inflación IPCX1 se corrigen a la baja en torno a un punto porcentual, lo que el mayor precio de los combustibles no alcanza a compensar. Agrega, que las perspectivas de actividad también se han revisado a la baja para el segundo trimestre. Respecto del tercer punto, el señor Pablo García señala que el anuncio de las medidas de financiamiento fiscal sugiere que podrían producirse efectos desinflacionarios adicionales, generados por una apreciación cambiaria o un alza del nivel de las tasas de interés considerando el plan de deuda del Estado. Indica, que estos antecedentes sugieren que puede ser necesario un impulso monetario mayor que el contemplado en el citado IPoM. Añade, que una alternativa para imprimir un impulso monetario superior es naturalmente una mayor reducción de la Tasa de Política Monetaria, por ejemplo, con ajustes de 50 ó 75 puntos base en la Reunión en curso, pero que esto lleva a dos consideraciones adicionales: la primera, que el incremento de la curva de retorno sigue siendo mayor que lo contemplado en el IPoM, por lo que imprimir un sesgo más expansivo a la política monetaria está más vinculado a las expectativas de Tasa de Política Monetaria que a su nivel actual; y la segunda, que, debido a las fricciones existentes en los mercados de liquidez locales, niveles de la Tasa de Política Monetaria muy reducidos pueden motivar un desplazamiento de los recursos administrados por los fondos mutuos monetarios hacia captaciones directas por parte de los bancos. Indica, que estos ajustes en la liquidez podrían introducir ruido y volatilidad, amortiguando el potencial efecto expansivo de rebajas más agresivas en la Tasa de Política Monetaria. En relación con aspectos comunicacionales o tácticos, advierte el Gerente de División que, en esta oportunidad, una reducción de 25 puntos base podría ser sorpresiva, dado que una mayoría relevante del mercado espera 50 puntos base, principalmente, si no se incluye un sesgo en la trayectoria implícita en adelante, y que una reducción de 75 puntos base también podría ser sorpresiva. En razón de los puntos mencionados y del mismo reducido nivel que alcanzaría la Tasa de Política Monetaria con una disminución de 50 ó 75 puntos base, al señor García no le parece evidente que la inclusión de un sesgo tenga carácter informativo en dichos casos. El señor Gerente de División Estudios señala que el conjunto de los aspectos anteriores muestra que para la comunicación del impulso monetario apropiado para la coyuntura es necesario poner en la balanza, por un lado, las perspectivas globales más auspiciosas y, por otro, las noticias coyunturales. Agrega, que es evidente que si se considera que el segundo aspecto es pasajero, lo que no está incluido en las proyecciones de la Gerencia de División Estudios, sería posible validar en términos comunicacionales el escenario de política monetaria implícito en los precios de los activos financieros. Si, por el contrario, se considera que el peso de las noticias coyunturales sesga la política monetaria hacia una instancia más expansiva, porque, por ejemplo, se avizora un escenario de riesgo de menores presiones inflacionarias, ello se requiere comunicar de manera quizás más clara que en el último IPoM, señalando que la Tasa de Política Monetaria se mantendrá en un nivel de estímulo por un tiempo más prolongado que el que tiene implícito el mercado. Concluye el Gerente de División Estudios que este mensaje puede ser comunicado de forma más potente si se informa, además, que el nivel al que llegará la Tasa de Política Monetaria en la presente Reunión es el que se considera como punto de llegada del actual ciclo de relajamiento monetario.",dovish,1,alta,"estos antecedentes sugieren que puede ser necesario un impulso monetario mayor que el contemplado en el citado IPoM. Añade, que una alternativa para imprimir un impulso monetario superior es naturalmente una mayor reducción de la Tasa de Política Monetaria, por ejemplo, con ajustes de 50 ó 75 pun","La unidad sostiene que puede ser necesario un impulso monetario mayor que el contemplado en el IPoM y plantea reducir la TPM en 50 o 75 puntos base, comunicando un nivel de estímulo por un tiempo más prolongado. Ello constituye una dirección Dovish clara de ampliación del impulso monetario, con confianza alta.",cerrado,true,0e906e007ceabb2e87a56a08732abb85c4470f244f888b8999a4a34441d81982,IA asistida; validación humana fila por fila
154,RPM-2005-10-11:447:1,RPM-2005-10-11,2005-10-11,José De Gregorio Rebeco,Vicepresidente del Banco Central,"El Vicepresidente señor José De Gregorio, señala que varias noticias se han acumulado desde nuestra última Reunión de Política Monetaria, lo que hace necesario evaluar cuidadosamente la estrategia de reducción pausada del actual estímulo monetario. Por el lado inflacionario, el aumento del IPC fue sorpresivo. Sin embargo, esta sorpresa se vio fundamentalmente en aumentos en los precios de los perecibles y combustibles. Señala que no hubo sorpresas en nuestras medidas de inflación subyacente lo que sugiere que no se debería sobreenfatizar ni sobrerreacionar al aumento de la inflación. Por el lado de los determinantes en la inflación, aún se observa un incremento acotado en los costos laborales, ya que el aumento de la productividad está más que compensando el aumento de los salarios. Asimismo, la apreciación del tipo de cambio, que no responde a una modificación de las paridades de cambios internacionales, también estaría conteniendo la presión inflacionaria. Por el lado de la actividad, también se observa un leve debilitamiento de la velocidad de expansión de la economía, lo que puede llevar al crecimiento anual a estar en la parte inferior del rango proyectado e incluso aumenta la probabilidad que se esté levemente bajo el rango previsto en el último tiempo. Señala, que se han presentado algunas novedades en el entorno externo, pero no le parece que tenga un impacto significativo en la economía nacional. En su opinión, lo anterior, indicaría que a pesar de haber un conjunto importante de noticias, ellas no deberían cambiar de manera significativa el escenario central en el cual la inflación irá convergiendo, gradualmente, al centro del rango meta en el horizonte de política. Ello también implica, en su opinión, que debería seguirse con la estrategia de gradual retiro del impulso monetario. Agrega, que si bien el mes pasado se discutió la posibilidad de tener que hacer alguna pausa, la necesidad de reafirmar el compromiso del Banco con la estabilidad de precios en un escenario donde el desanclaje de expectativas podría tener implicancias muy negativas para la conducción de la política monetaria, le lleva a descartar dicha opción. Tampoco le parece que las noticias sean lo suficientemente definitivas para sugerir un alza de 50 puntos base o más. De hecho el conjunto de antecedentes analizados para esta reunión sugieren que los últimos desarrollos sean neutrales desde el punto de vista inflacionario. Expresa el señor Vicepresidente, que no se puede descartar que en los últimos meses sea necesario cambiar el ritmo de ajuste de la Tasa de Política Monetaria, acelerándola o pausándola, de acuerdo a lo que ocurra con las perspectivas inflacionarias. Sin embargo, cree que hoy la mejor opción es aumentar la tasa de Política Monetaria en 25 puntos base y en tal sentido vota por ello.",hawkish,1,alta,"Sin embargo, cree que hoy la mejor opción es aumentar la tasa de Política Monetaria en 25 puntos base y en tal sentido vota por ello.","La unidad respalda explícitamente aumentar la TPM en 25 puntos base, manteniendo la estrategia de gradual retiro del impulso monetario y descartando una pausa para reafirmar el compromiso con la estabilidad de precios. Ello constituye una dirección Hawkish clara, con confianza alta.",cerrado,true,e8bc61564a775786fd0a9a38caad903653a9c4d338777c48353c2c3e98e43d51,IA asistida; validación humana fila por fila
155,RPM-2014-06-12:6289:1,RPM-2014-06-12,2014-06-12,Rodrigo Vergara Montes,Presidente del Banco Central,"El Presidente señor Rodrigo Vergara agradece la presentación del Consejero señor Joaquín Vial y, a continuación, concede la palabra al Consejero señor Sebastián Claro.",neutral,0,alta,,"La unidad es una formalidad procedimental: agradecimiento al Consejero y entrega de la palabra a otro Consejero. No contiene discusión monetaria ni contexto macroeconómico evaluable, por lo que es_relevante_v3 = 0 y la cita es cadena vacía.",cerrado,true,17002f43aa7bf1f5de49a163bdeb18ba86ec686c498a31446b25709318f67de5,IA asistida; validación humana fila por fila
156,RPM-2011-12-13:4506:1,RPM-2011-12-13,2011-12-13,Beltrán de Ramón Acevedo,Gerente de División Operaciones Financieras,"El Gerente de División Operaciones Financieras señor Beltrán de Ramón se suma a los argumentos contenidos en la Minuta de Opciones, excepto el que señala textualmente “mantener la TPM en 5,25% coincide con la expectativa mayoritaria del mercado”, habida consideración que la mediana de la Encuesta de Operadores Financieros que, en su opinión, constituye un mejor reflejo del mercado, indica una baja de la TPM. A su juicio, es más correcto señalar que el mercado está dividido. Reitera que la Minuta antedicha propone dos alternativas razonables, esto es, mantener la TPM e Introducir un sesgo a la baja, o bajar la TPM en 25 puntos base e introducir un sesgo a la baja para la próxima Reunión. El señor Beltrán de Ramón indica que si bien existen argumentos para seguir ambas opciones, recomienda la de bajar la TPM en esta oportunidad, basado en los siguientes dos argumentos. En primer lugar, reitera lo que manifestó en la RPM anterior en cuanto a que producto del deterioro de la situación internacional y la alta apertura de la economía chilena, la dirección que debe tomar la TPM de aquí en adelante es claramente a la baja. A su juicio, la única incertidumbre, que no es menor, es la magnitud de esta baja, es decir, si es mayor o menor que lo que indica hoy día la curva de rendimiento que se proyecta a partir de los precios o las encuestas de analistas y de mercado. Hace presente que el segundo argumento es que, hoy, las tasas de depósitos a 180 y 360 días están 66 puntos base por sobre el promedio observado en los meses de septiembre y octubre pasados, precisando que ello es a nivel absoluto, no solo a nivel de spread. En otras palabras, manifiesta que la estrechez de liquidez en dólares que se ha ido transmitiendo de manera paulatina al mercado local en pesos equivale hoy —todo lo demás constante— a haber tenido una TPM de entre 5,75 y 6,00%. En este sentido, plantea que si este aumento de tasas es precisamente una consecuencia de un escenario de mayor riesgo asociado a un ciclo más negativo producto de la crisis europea y no una contaminación aguda del canal financiero, como ocurrió en el año 2008, la primera respuesta del Banco Central debiera ser una reducción de tasas y solo cuando la crisis se agudice, reinstalar las medidas de estabilidad financiera que implemento hace tres años.",dovish,1,alta,"recomienda la de bajar la TPM en esta oportunidad, basado en los siguientes dos argumentos. En primer lugar, reitera lo que manifestó en la RPM anterior en cuanto a que producto del deterioro de la situación internacional y la alta apertura de la economía chilena, la dirección que debe tomar la T","La unidad recomienda explícitamente bajar la TPM en esta oportunidad, sostiene que la dirección de la TPM de aquí en adelante es claramente a la baja ante el deterioro internacional, y propone reducir la tasa con sesgo a la baja. Ello constituye una dirección Dovish clara de ampliación del impulso monetario, con confianza alta.",cerrado,true,2b813834fd3b5bbbc1eb910405c39bc8e0c6081bf49001f82a323dbf4884df2c,IA asistida; validación humana fila por fila
157,RPM-2007-04-12:1185:1,RPM-2007-04-12,2007-04-12,Igal Magendzo Weinberger,Gerente de Análisis Macroeconómico,"El Gerente de Análisis Macroeconómico señor Magendzo señala que las expectativas para la tasa de política monetaria derivadas de la curva forward aumentaron con respecto al mes anterior, deduciéndose una menor probabilidad de un nuevo recorte de la tasa de política monetaria en lo que resta del año 2007 y gran parte del 2008. Las tasas de interés swap también indican que dicha tasa se mantendría en su nivel actual por un lapso prolongado. Las noticias de precios de marzo y la publicación de la minuta de la reunión del mes pasado, contribuyeron a que el mercado asignara alguna probabilidad a la opción de un nuevo recorte de la tasa de política monetaria, la que, no obstante, es reducida. La Encuesta de Expectativas Económicas del mes de abril también señala que la tasa de política monetaria se mantendrá por todo el 2007, esperándose un incremento de 25 puntos base a diciembre del 2008. Comenta el señor Gerente de Análisis Macroeconómico, que los datos del mes de febrero mostraron que el consumo sigue creciendo a tasas elevadas, similares a las registradas a lo largo del año 2006. El consumo durable, tras un débil registro en enero, tuvo un crecimiento significativamente superior en el segundo mes del año. Agrega que, no obstante, en términos trimestrales su tasa de crecimiento anual sigue una trayectoria descendente respecto de los registros de 2006, coherente además con la evolución del crecimiento anual de las colocaciones de consumo. Indica también que las expectativas de los consumidores tuvieron una caída importante durante marzo, ubicándose en la zona pesimista. Destaca, sin embargo, el señor Gerente de Análisis Macroeconómico que la caída no se asocia a una situación de orden personal. Por el lado de la inversión, en marzo las importaciones de bienes de capital habrían crecido más de 17%, US$ 612 millones en el mes, valor superior al de enero y febrero, y que está por encima del crecimiento registrado en el segundo, tercer y cuarto trimestre de 2006. Destaca también los anuncios que se han hecho respecto de la colocación de bonos corporativos para lo que resta del 2007, los que, de concretarse, serían similares a los máximos observados en el 2001. Comenta el señor Magendzo que respecto de la Formación Bruta de Capital Fijo en edificación y obras, los datos de ventas de vivienda del primer bimestre de 2007 muestran tasas de crecimiento anual menores que a fines del 2006, con un número de meses necesarios para agotar el stock, que aumenta marginalmente, siguiendo en niveles elevados.",neutral,1,alta,"las expectativas para la tasa de política monetaria derivadas de la curva forward aumentaron con respecto al mes anterior, deduciéndose una menor probabilidad de un nuevo recorte de la tasa de política monetaria en lo que resta del año 2007 y gran parte del 2008.","La unidad es un diagnóstico macroeconómico que reporta expectativas de mercado sobre la TPM (menor probabilidad de recorte, mantención esperada) y analiza consumo e inversión, sin que el actor adopte o recomiende una dirección propia. Al ser diagnóstico y expectativas ajenas sin resolución direccional, corresponde N.",cerrado,true,ac3ad177a6fc08c1a4775803f6c7a719946fcab464483ec2b65516cc1c895267,IA asistida; validación humana fila por fila
158,RPM-2013-08-13:5745:1,RPM-2013-08-13,2013-08-13,Sebastián Claro Edwards,Consejero,"El Consejero señor Sebastián Claro inicia su intervención mencionando que en lo atinente al ámbito externo, en medio de la volatilidad que ha caracterizado a los mercados internacionales en los últimos trimestres, es de opinión que el mes pasado ha sido más pausado. En efecto, con vaivenes, las cifras de Estados Unidos de América siguen apuntando a una recuperación moderada y al inicio del retiro del estímulo monetario en lo que resta del año. Las tasas de interés de largo plazo se han mantenido estables después del incremento que experimentaron en los dos meses anteriores y en Europa, las cifras han sido algo más positivas de lo esperado, aunque en lo fundamental, la Zona Euro se encuentra sumida en un largo estancamiento. Por otro lado, los datos en China han tendido a mostrar una estabilización en el deterioro de las expectativas de crecimiento para este año, centrándose más bien en torno al 7,5%, lo que hasta ahora ha permitido estabilizar los precios de los commodities; y otros países en desarrollo siguen exhibiendo un fenómeno de desaceleración. Con todo, plantea que las expectativas de crecimiento para el mundo no han variado sustancialmente respecto de lo observado en los últimos meses; los precios de las materias primas, que mostraron un declive hacia comienzos de año, se han mantenido estables; y las condiciones financieras, si bien no son tan promisorias como lo eran a comienzos de año, en general, siguen siendo positivas para la economía chilena. En su opinión, todo ello confirma la validez del escenario en que la corrección de los precios de las materias primas, junto con algún mayor dinamismo en Estados Unidos de América, configuran un panorama de reajuste en las economías en desarrollo. En relación con el ámbito interno, señala que las cifras confirman la desaceleración de la actividad, cuya tasa de crecimiento en el primer semestre fue del orden de 4,3%, mientras que si se excluyen los sectores de recursos naturales resulta inferior al 4%, con una velocidad que ronda el 3% en los últimos dos trimestres. Por el lado de la demanda, en cambio, las señales son mixtas, ya que la inversión ha mostrado signos más claros de moderación en su expansión, aunque todavía continúa creciendo a tasas altas, mientras que el consumo ha mantenido un dinamismo en torno al 7%, medido en términos anuales. Por otra parte, consigna que la inflación ha estado en línea con lo esperado, aunque los registros subyacentes continúan acotados y se estima que se mantendrán bajo 2% anual en los próximos meses. Agrega que las expectativas a mediano plazo se mantienen en torno a la meta del Banco Central de Chile. Hace presente que el componente de la demanda que ha mostrado una menor desaceleración es el consumo, que se mantiene creciendo impulsado por el dinamismo en la masa salarial. Expresa que, hasta esta fecha, no hay signos de que el consumo se encuentre impulsado por una profundización del endeudamiento de los hogares. Además, es razonable anticipar que la corrección en los salarios reales hacia niveles cercanos al 3% y 3,5%, junto con tasas de crecimiento del empleo en torno a las observadas en los últimos meses, llevarán una expansión del consumo más cercana al 5% en los trimestres venideros. El Consejero señor Sebastián Claro plantea que las velocidades en las cuales se producen estos ajustes son difíciles de anticipar, no obstante, en su opinión, el conjunto de antecedentes confirma el escenario planteado en el IPoM del mes de junio, en orden a que la economía chilena se encuentra en un proceso gradual y moderado de desaceleración, impulsado en parte por un menor dinamismo en la inversión. Consigna que las encuestas de percepciones de negocios, la evolución del crédito y la baja generalizada en la bolsa constituyen ejemplos de lo señalado y dan cuenta de perspectivas de crecimiento más acotadas y que las presiones inflacionarias debieran mantenerse moderadas. En razón de lo expuesto, considera que ambas opciones planteadas por la Gerencia de División Estudios son válidas y que un ajuste acotado de la TPM sigue siendo necesario en la medida que se consoliden algunas de las tendencias observadas. Señala que de acuerdo con la trayectoria del PIB, se podría argumentar que ese ajuste en la TPM podría materializarse en esta fecha, mientras que los datos y antecedentes generales recabados por el lado de la demanda sugieren esperar. Deja constancia que en su voto en la Reunión pasada expresó “que la desaceleración se observaba con menor claridad en los indicadores de consumo, aunque algunos de sus determinantes debieran comenzar a ceder. Ello justificaba recabar más información, lo que en ese momento favorecía la opción de mantener.” En esta oportunidad, el Consejero señor Sebastián Claro considera que los datos disponibles lo hacen estimar que la opción de mantener la Tasa de Política Monetaria en 5% anual sigue siendo válida y, en consecuencia, su voto refleja esta opción, como también lo referente al sesgo del Comunicado.",neutral,1,media,considera que ambas opciones planteadas por la Gerencia de División Estudios son válidas y que un ajuste acotado de la TPM sigue siendo necesario en la medida que se consoliden algunas de las tendencias observadas.,"La unidad contiene un extenso diagnóstico macroeconómico, considera válidas ambas opciones (mantener o bajar la TPM) y, aunque reconoce la necesidad de un ajuste acotado, vota por mantener la TPM en 5% sin un sesgo direccional resuelto. Al ser opciones balanceadas sin resolución y mantención sin sesgo propio, corresponde N.",cerrado,true,2ada748bc837d25ca1360072ccc2628767c543c82411eb9f95c83b3c1d4ad7b4,IA asistida; validación humana fila por fila
159,RPM-2007-04-12:1178:2,RPM-2007-04-12,2007-04-12,Sergio Lehmann Beresi,Gerente de Análisis Internacional,El Gerente señor Sergio Lehmann señala que son precios internos y que se toma una clasificación equivalente de los distintos componentes de la lectura IPC.,neutral,1,media,El Gerente señor Sergio Lehmann señala que son precios internos y que se toma una clasificación equivalente de los distintos componentes de la lectura IPC.,"La unidad es una aclaración técnica sobre la clasificación de componentes del IPC, sin conexión con la orientación de la TPM ni con un sesgo direccional de política monetaria. Al ser una precisión metodológica sin resolución direccional de tasa, corresponde N.",cerrado,true,2d563c33d5eab9233e18182945ed0d90be1ca12bea2ac4825888f9afae241704,IA asistida; validación humana fila por fila
