intervencion_id,meeting_id,texto,etiqueta_v3,relevancia_v3,origen,miembros
RPM-2006-07-13:758:1,RPM-2006-07-13,"El Vicepresidente señor José De Gregorio señala que, básicamente, está de acuerdo sobre todo cuando se miran agregados más amplios. Indica el señor De Gregorio que está completamente de acuerdo en el tema del M I, aunque todavía y se ha estudiado suficientemente, a veces más que ser un indicador de la política monetaria es un indicador del ciclo y también eso puede ayudar.",neutral,1,base_v3,1|2|3|4
RPM-2006-12-14:1019:1,RPM-2006-12-14,"El Vicepresidente señor José De Gregorio señala que las noticias acumuladas durante este mes indicarían que, en primer lugar no hay cambios significativos en el escenario externo. Los desarrollos recientes son coherentes con una desaceleración de la economía de los Estados Unidos de América, mientras otras zonas compensarían en parte dicho menor dinamismo. Con todo, se espera un menor crecimiento de la economía mundial para el próximo año, lo que ha sido contemplado en nuestro escenario base. Respecto al escenario interno, señala el señor De Gregorio que las últimas noticias de actividad indicarían que efectivamente el cuarto trimestre registrará un crecimiento mayor, lo que reforzaría la idea que la economía tomará un ritmo de mayor expansión hacia el próximo año, en comparación con el 2006. Sin embargo, estas noticias son aún recientes, de modo que no corresponde considerar aún que representan el cambio de tendencia esperado en las proyecciones. En tanto, en el ámbito inflacionario, indica el señor De Gregorio que tanto las medidas de inflación efectivas como las subyacentes, indican que las presiones inflacionarias están bien contenidas y la mayoría de estas medidas se estarían ubicando algo bajo el 3%, y que lo mismo indicarían las presiones de costos. Señala el señor Vicepresidente, que si bien algunos indicadores de inflación subyacentes registrarían puntualmente un alza, la mayoría de ellos están demostrando una desaceleración, que hace más probable un escenario en el cual la inflación se desvíe por la parte inferior del rango meta o no converja en el horizonte de política del 3%. No obstante, esta información es muy reciente para considerar que representan una tendencia más duradera. Por lo anterior, señala el señor De Gregorio que las dos opciones hoy son mantener o bajar la tasa de política monetaria, para así asegurar el cumplimiento de nuestra meta. Indica que resultará algo paradojal que pese al leve repunte de actividad observado, se pueda sugerir una baja en la tasa de política monetaria, y manifiesta que nuestro objetivo es la inflación y que ella está cediendo. En todo caso, le parece prematuro optar por una baja en la tasa de interés y para ello se deben acumular más antecedentes y revisar con cuidado nuestras proyecciones, proceso que ya se está empezando con la preparación del próximo Informe de Política Monetaria. En este contexto, señala que habrá que ser muy cuidadoso en identificar si las perspectivas inflacionarias se desvían significativamente al centro del rango meta, lo que podrá requerir una reducción de la tasa de política monetaria. Sin embargo, a su juicio, aún es muy temprano para adoptar un relajamiento monetario, mientras no se acumule más información que permita separar las tendencias de los fenómenos puntuales. Asimismo, cree que de confirmarse en los meses siguientes un escenario que requiera reducir la tasa de El Consejero señor José De Gregorio señala que es por lo anterior que su voto es por mantener la tasa de política monetaria en 5,25%.",hawkish,1,base_v3,1|2|4|5
RPM-2007-02-08:1074:1,RPM-2007-02-08,"El Vicepresidente don José De Gregorio menciona que ese era el escenario que se tenía hace uno y dos años atrás y que venía muy fuerte. Después, agrega, cambió un poco el mundo y venía el softlanding sin mayores problemas; ahora, aparentemente lo que estaría pasando y que estamos conversando, es que no habría siquiera ese softlanding, el cual ahora si podría ser inducido por una política monetaria más dura de lo que se contemplaba antes.",neutral,1,base_v3,1|2|3|4
RPM-2007-05-10:1254:1,RPM-2007-05-10,"El Gerente de División Política Financiera señor Pablo García, manifiesta que concuerda con la opinión de la Gerencia de División Estudios, en el sentido de que en esta ocasión es difícil argumentar por una opción distinta a la mantención de la Tasa de Política Monetaria. Indica que lo más relevante y difícil ha sido construir un nuevo escenario de mediano plazo para la política monetaria, dados los nuevos antecedentes que se manejan. Agrega que la construcción de un nuevo escenario de proyección ha permitido incorporar en buena medida el significativo cambio en la coyuntura que se ha observado en meses recientes y que se perfiló con mayor precisión con la última información disponible. Lo anterior, ha motivado que para este año se tenga medio punto adicional de crecimiento y de inflación. Indica el señor Gerente de División, que se trata de un cambio en perspectivas no marginal, estando probablemente dentro de los cambios significativos que hemos observado en años recientes. Estima que dadas las reglas habituales sencillas, este cambio en el panorama tiene implícito una modificación entre 50 y 100 puntos base en la Tasa de Política Monetaria, lo que es congruente con la variación en las perspectivas privadas, así como en la trayectoria implícita de la Tasa de Política Monetaria entre el IPoM pasado y el actual. Indica el señor García que más allá de ejercicios mecánicos de proyección de la Tasa de Política Monetaria, es siempre difícil dibujar un escenario de política monetaria muy preciso, particularmente porque hay aspectos cuyas implicancias cuesta dilucidar. El primero se refiere a la persistencia de las noticias. Como se ha argumentado en otras oportunidades, ha sido solo en ocasiones que sorpresas de magnitud sean breves, ocurriendo por el contrario, una secuencia más persistente de noticias por el lado del crecimiento. Esto se vio inicialmente en el período 2003-2005, luego, en la desaceleración en el curso del 2006, y se ve interrumpida con los datos más recientes. En su opinión, no es descartable que se puedan ver en los próximos meses, noticias que reafirmen o incluso acentúen el cambio de escenario. Dado los sesgos que han ocurrido, estima el señor Gerente de División que este escenario es más probable. El segundo aspecto mencionado por el señor García, se refiere a las perspectivas privadas y el cambio en las visiones de mercado más recientes. Indica que el salto en las tasas de interés de largo plazo, así como la apreciación más reciente del peso, reflejan de manera relativamente correcta las implicancias sobre la Tasa de Política Monetaria de las noticias de crecimiento e inflación, con solo un aumento de 25 puntos base en la forward hacia fines de 2009. De hecho, la Encuesta de Expectativas Económicas, típicamente muy pegajosa, dio un salto significativo en perspectivas de crecimiento hasta un nivel similar al de las proyecciones internas. A su vez, no cree el señor Gerente que sea ilógico que la Tasa de Política Monetaria neutral se ubique en 7%, que de hecho era el nivel que se consideraba adecuado hace un año y medio y que solo se modificó una vez que se validó la trayectoria que el mercado indicaba, con tasas de largo plazo significativamente inferiores. El tercer aspecto que agrega el Gerente de División señor García, se refiere a la naturaleza e implicancias del ciclo macro actual, en particular en relación con el escenario nacional de ahorro e inversión y de precios relativos que se han estado observando. Más allá del switching que en algunas ramas del sector industrial se discutió en Informes anteriores, estima que los datos revelan un cambio más generalizado en la estructura de la producción y la demanda interna, incluso en la composición de los precios en el IPC, y que se ha hecho probablemente más visible debido a la apreciación cambiaria más reciente. Estima que hace una comprensión más integrada de cómo estos fenómenos afectan el proceso inflacionario y la trayectoria de la política monetaria.",hawkish,1,base_v3,1|2|3|5
RPM-2007-05-10:1261:1,RPM-2007-05-10,"El Presidente señor Vittorio Corbo, señala que agradece al staff el excelente trabajo de preparación para esta Reunión, como también el realizado en todo el ejercicio de preparación del IPoM que se está completando y que es parte integral del material que se ha utilizado en esta ocasión. Menciona el señor Presidente, que el entorno externo continúa siendo muy favorable, tanto en actividad como en condiciones financieras, mientras que los precios de los productos primarios se mantienen altos. En la economía nacional, comenta el señor Presidente, el repunte observado en la actividad el cuarto trimestre del año 2006 se afirma en los primeros meses del año 2007. En particular, destaca el alto crecimiento de la actividad en marzo y las buenas cifras parciales de abril. Lo anterior, apoyado por un entorno externo favorable, el impulso que aportan las condiciones financieras internas, la política fiscal y la entrada en operación de expansiones de capacidad programadas en algunas industrias. Indica, que este cuadro consolida una situación donde el producto crecería este año por encima de tendencia, contribuyendo a un cierre progresivo de las brechas de capacidad. Señala que en cuanto a la inflación, las últimas cifras también muestran niveles algo por encima de lo esperado en el escenario base de enero, particularmente impulsados por mayores precios internacionales de gasolina y de alimentos y por mayores precios de productos y servicios relacionados con la salud; el IPCX1, influido por los precios de los alimentos no perecibles y los precios de la salud, supera en torno a medio punto las proyecciones de enero, pero igual se ubica bajo el 3%. En paralelo, las diferentes medidas de expectativas de inflación se encuentran bien ancladas en torno al 3%. Hacia delante, indica el Presidente señor Corbo, el cierre progresivo de las brechas de capacidad que contempla el escenario base del IPoM de mayo, debiera contribuir a que la inflación IPCX1 siga aumentando para acercarse al 3%, durante el tercer trimestre del año, y converger al 3% en el horizonte de política, con un alza moderada en la Tasa de Política Monetaria a partir de sus valores actuales. En estas circunstancias, le parece que la evolución futura de la inflación del IPC estará afectada además, por la evolución de los precios de los combustibles y las tarifas reguladas; para los próximos meses, sólo por efecto base de comparación, se estima que ésta debiera descender a valores en torno al 2% en el segundo y tercer trimestre, para luego ir convergiendo gradualmente al 3%. Manifiesta que hacia delante será necesario estar atentos a la persistencia de los desarrollos recientes, para poder así validar las proyecciones del IPoM y evaluar el curso futuro de la política monetaria, para poder mantener la inflación en torno a la meta. En vista de lo anterior, el Presidente señor Vittorio Corbo señala que es razonable, en esta ocasión, mantener la tasa de instancia en 5%, por lo cual vota en consecuencia.",hawkish,1,base_v3,1|2|3|5
RPM-2007-09-13:1434:1,RPM-2007-09-13,"El Gerente de Análisis Macroeconómico indica que el tipo de cambio nominal, aunque ha tenido una volatilidad algo mayor que la habitual por las turbulencias en el mercado financiero internacional, se ubica en niveles menores respecto de lo que se observaba al momento de la publicación del IPoM, lo que también se aprecia en sus medidas multilaterales. Menciona el señor Gerente, que esta situación se ha intensificado en el últimos dos días, lo que es coherente con expectativas de recortes mayores en las tasas de interés en Estados Unidos de América. Señala que el tipo de cambio real, por su parte, muestra una leve caída de su nivel en los últimos datos, desde casi 95 en el mes de mayo a cerca de 93 en agosto, principalmente vinculada a la mayor inflación interna que se ha observado en los últimos meses. Hace presente también, que el crecimiento de la actividad y de los indicadores de demanda del mes de julio fue menor que lo observado en meses previos y que lo anticipado en el escenario base del IPoM. No obstante, señala que la volatilidad de esta información es alta, especialmente considerando el efecto calendario. Todo ello lleva a que la información del mes de julio no sea suficiente para modificar el escenario base de crecimiento anual incluido en el IPoM del mes de septiembre, aunque ratifica la evaluación que el balance de riesgos para la actividad está sesgado a la baja. Así, los indicadores de actividad y demanda del mes de julio mostraron tasas de crecimiento anual menores que las de meses anteriores, en parte por el desempeño de sectores específicos tales como minería y electricidad, gas y agua, EGA, y por efectos calendario. Agrega que en el mes de julio el Imacec aumentó 4,0% anual, 4,6% corregido por efecto calendario, que constituye el menor crecimiento del año. Indica que el menor número de días hábiles continuará afectando a la actividad en el curso del tercer trimestre, en particular por el feriado que se decretó para el día 17 de septiembre del año en curso. Señala el señor Magendzo, que los indicadores de consumo también mostraron en el mes de julio tasas de variación anual menores que las de meses anteriores, tanto en su componente durable como habitual. Agrega que al mismo tiempo, las percepciones de los consumidores siguen deteriorándose, llegando al menor nivel del año. Señala que no obstante, los datos del mes de agosto de las importaciones de bienes de consumo indican un crecimiento significativo en sus valores de un 27%. Por su parte, los indicadores de inversión mantuvieron su dinamismo y los indicadores de edificación, IMACON, permanecieron con un crecimiento anual similar al exhibido en los últimos meses, de 5,4%, mientras las colocaciones hipotecarias siguen dinámicas. La variación anual de las ventas de viviendas nuevas informadas por la Cámara Chilena de la Construcción volvió a ser negativa en el mes de julio, de menos 14,9% y menos 15,6% el mes anterior, con lo cual los meses para agotar stock aumentaron de 17,7% a 18,3%. Por otra parte, en el mes de agosto las importaciones de bienes de capital alcanzaron niveles nominales históricos — según la Compilación de Referencia 2003, CdeR—, llegando a US$ 638 millones y con tasas de incremento anual del orden de 27%. Por el lado de la actividad sectorial, el señor Magendzo indica que coherente con el bajo crecimiento del consumo en el mes de julio, se apreció un moderado incremento de la actividad del comercio. A su vez, la industria, afectada en parte por las restricciones de gas natural en la producción de metanol y la menor cantidad de días hábiles, creció a una tasa anual también menor que la de meses anteriores. En la actividad sectorial, también incidieron negativamente los sectores de recursos naturales. Menciona que como ha sido lo habitual durante este año, el valor agregado de la generación eléctrica aportó negativamente al Imacec, a lo que se sumó la caída en la producción minera, determinada en parte por los conflictos laborales de empresas del sector. Por el lado del comercio exterior, a los ya comentados incrementos de las importaciones de bienes de consumo y de capital, se sumó un bajo crecimiento de las exportaciones, especialmente mineras. Por otra parte, el señor Gerente de Análisis Macroeconómico menciona que los datos del mercado laboral del mes de julio continuaron mostrando un crecimiento importante del empleo en términos anuales de 3,2%, con un empleo asalariado que siguió registrando tasas de incremento en torno a 5% anual. Indica que la tasa de desempleo nacional, eliminada estacionalidad, se ubicó en 6,5%, más 0,3 punto porcentual respecto del mes previo y sigue por debajo de varias estimaciones para su valor, coherente con la estabilidad de precios. Asimismo, comenta el señor Magendzo que el crecimiento anual y la velocidad de expansión de las distintas medidas de salarios nominales registraron un incremento significativo en el mes de julio. El incremento anual del costo de la mano de obra subió a 5,7%, 4,7% en junio y, el crecimiento del IREM llegó a 8,1% anual, 6,7% en junio, ampliándose la brecha entre ambos. Señala que con un dato adicional no se puede precisar con exactitud cuánto del aumento de los salarios responde a la indización esperable, en atención a los niveles que ha alcanzado la inflación en lo más reciente y cuánto de ello pudiera responder a un traspaso mayor que lo habitual de este mismo fenómeno. Sin embargo, los CLU en el último registro estarían creciendo algo más que la indexación habitual, aunque todavía dentro de rangos coherentes con la meta de inflación. En el caso del los IREM, este crecimiento es mucho mayor. Hace presente el señor Gerente de Análisis Macroeconómico que en el mes de agosto nuevamente se registró un alto incremento mensual de la inflación, destacando, una vez más, el aumento en los precios de los alimentos perecibles y no perecibles. Menciona que el IPC tuvo un incremento mensual de 1,1%, 4,7% anual, mientras los indicadores de inflación subyacente — IPCX e IPCX1— aumentaron 0,8%, 4,2% anual y 0,7%, 5% anual, respectivamente. Agrega que el escenario base del IPoM de septiembre incorporaba para el mes de agosto una inflación mensual mayor que las proyecciones de mercado, pero, aun así, algo menor que el dato efectivo. Señala que las velocidades de expansión de los tres indicadores continuaron aumentando, ubicándose sobre 7% en el caso del IPCX1. Asimismo, las medidas de tendencia inflacionaria registraron importantes aumentos, ubicándose sobre 4% anual las medias podadas por subgrupos y por artículos y, en 3,2% la medida que poda los componentes más volátiles. Por su parte, la medición del IPC que excluye los precios de la energía y los alimentos, continúa anotando incrementos anuales inferiores a 2%, mientras que el IPCX1, sin alimentos, creció 2,6% anual, levemente por encima del promedio del año 2006 que fue 2,5%. El Gerente de Análisis Macroeconómico señala que las expectativas de inflación de corto plazo del sector privado apuntan a una inflación al mes de diciembre de este año, marginalmente mayor que las proyecciones internas y se mantienen cerca de 3% para el horizonte de largo plazo. Hace presente que según la Encuesta de Expectativas Económicas de septiembre la inflación se ubicaría en 5,7% anual, 4,8% en el mes de agosto. Señala que a un plazo mayor, también alineado con el escenario base del IPoM, las expectativas de inflación, incorporando la transitoriedad de los shocks de precios actuales, se mantienen en 3,5% y 3% a uno y dos años plazo, respectivamente. Asimismo, el señor Magendzo señala que por su lado, la encuesta a los operadores de mesas de dinero prevé una inflación a un año de 3,7%, 3,5% en agosto, proyección que a dos años se mantiene en 3,2%, 3,15% en el mes de agosto. Agrega que las medidas indirectas de expectativas de inflación que se derivan de los precios de los activos financieros presentan movimientos mixtos. La compensación inflacionaria de 1 en 1 disminuye, contemplando una inflación de 3,18%, 3,60% en el mes de agosto. Menciona que a mayor plazo, en cambio, muestran aumentos de distinta magnitud. La de 3 en 2 se ubica en 3,71%, 3,43% en agosto y la de 5 en 5 en 3,23%, 3,20% en agosto. No obstante las desviaciones de la inflación respecto de su valor esperado, los niveles de las expectativas no son diferentes a los valores que han alcanzado en períodos de inflación elevada. Finalmente, señala que los indicadores de expectativas de inflación en base a encuestas a consumidores y empresarios, IPEC e IMCE, también presentan alzas en la inflación esperada para los próximos 12 meses.",neutral,1,base_v3,1|2|3|4|5
RPM-2007-10-11:1504:2,RPM-2007-10-11,"El Gerente señor Igal Magendzo señala que en este momento no podría dar una respuesta definitiva, pero le parece difícil identificar en que consiste un efecto de segunda vuelta, pero le parece que las medias podadas darían una indicación de lo que está pasando con la inflación más de tendencia, más allá de los shocks a precios específicos que se están observando. En cuanto a las expectativas de mercado, el Gerente de Análisis Macroeconómico señor Magendzo comenta que para esta ocasión, la mayoría del mercado espera una mantención de la Tasa de Política Monetaria y en el caso de los operadores de las mesa de dinero un 80% espera una mantención de la tasa versus un 20% que apuesta a un incremento. Las otras encuestas como la de expectativas, un 70% espera la mantención y un 30% el alza, y en el caso de Bloomberg y Reuters los porcentajes son similares.",neutral,1,base_v3,1|3|4|5
RPM-2007-12-13:1614:1,RPM-2007-12-13,"En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 116-01-071213 - Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile, por unanimidad de sus miembros, acordó aumentar la Tasa de Interés de Política Monetaria en 25 puntos base a 6% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó aumentar la tasa de interés de política monetaria en 25 puntos base, a 6% anual. Esta decisión es necesaria para reducir los riesgos de propagación de la mayor inflación actual hacia costos y expectativas, de manera de asegurar que la inflación converja a 3% anual en el horizonte de política. En el ámbito externo, los problemas y riesgos asociados a la crisis subprime se han intensificado y se prevé un menor dinamismo de las economías industrializadas. En otro plano, el precio del petróleo, si bien continúa elevado, disminuyó respecto de los altos niveles alcanzados hace un mes, mientras que el del cobre y los de varios productos alimenticios siguen altos, todos por encima de lo proyectado. Lo anterior configura un panorama externo relevante para la economía chilena que, aunque se mantiene positivo, presenta mayores riesgos de un escenario adverso. En lo interno, la información disponible apunta a que el crecimiento de la actividad en el segundo semestre será menor que el proyectado en el último Informe de Política Monetaria, situación que va más allá del desempeño de algunos sectores específicos. Sin embargo, por el lado de la demanda interna, tanto el consumo como la inversión se mantienen dinámicos. El empleo asalariado sigue creciendo, aunque a tasas más reducidas, y las condiciones financieras internas no muestran cambios relevantes. El Consejo estima oportuno señalar que la trayectoria futura de la TPM dependerá de la nueva información que se acumule y de sus implicancias sobre la inflación proyectada. De particular importancia para esto será el desarrollo del escenario internacional, la evolución de las brechas de capacidad y la eventual propagación de los recientes shocks inflacionarios a otros precios.”",hawkish,1,base_v3,1|2|3|4
RPM-2008-01-10:1637:1,RPM-2008-01-10,"El Vicepresidente señor Jorge Desormeaux agradece el trabajo realizado por la Gerencia de División Estudios. Indica el señor Vicepresidente que el panorama inflacionario que enfrenta la economía chilena ha sufrido cambios muy importantes en los últimos treinta días. Agrega que en el plano internacional, las noticias más relevantes han sido la acentuación de las señales de debilidad de la economía de Estados Unidos de América, lo que ha llevado a una corrección significativa de las tasas de interés de largo plazo y también en los principales mercados accionarios. Por otra parte, menciona el señor Vicepresidente que pareciera haberse atenuado el riesgo de iliquidez en los mercados internacionales, después de las intervenciones coordinadas de los bancos centrales del mundo desarrollado. Comenta que pese a las señales de debilidad de la economía de Estados Unidos de América, los precios de los commodities siguen en niveles elevados, lo que en parte es testimonio de la fortaleza de las economías emergentes, así como de restricciones de oferta y riesgos geopolíticos en el caso del petróleo. Indica que las sorpresas más importantes de los últimos treinta días se dieron en el plano interno, con un registro inflacionario inusualmente elevado y sorpresivo en el mes de diciembre. Señala que como resultado de esta sorpresa y del análisis que se realiza con motivo de la elaboración del Informe de Política Monetaria del mes de enero, se han elevado las proyecciones de inflación previéndose que ésta seguirá aumentando hasta fines del primer trimestre de este año, para luego descender gradualmente y retornar al rango de tolerancia de 2% a 4%, recién a principios de 2009. Agrega el señor Vicepresidente que el mercado ha reaccionado frente a estos desarrollos y ello se ha traducido en correcciones en el mercado bursátil y en los precios de los activos financieros, incluyendo el tipo de cambio, que evidencia una apreciación significativa tanto nominal como real. Así, la trayectoria implícita para la inflación, que se desprende de los precios de los activos financieros, se ha elevado, redondeando, aproximadamente en 30 puntos base a plazos intermedios y a plazos más largos, el movimiento ha sido menor. Por otro lado, señala el señor Vicepresidente que los diferentes indicadores de tendencia inflacionaria también registran aumentos. Agrega que otros indicadores de expectativas privadas de inflación, como la Encuesta de Expectativas del Banco Central de Chile, muestran ajustes más reducidos. Indica que esto sugiere que las medidas de compensación inflacionaria pueden contener premios por riesgo que reduzcan hoy su valor informativo. Menciona también, que la trayectoria implícita para la Tasa de Política Monetaria a partir de estos antecedentes, también ha experimentado una corrección al alza, que contempla aumentos de 50 a 75 puntos base en los próximos 12 meses, dependiendo de la fuente escogida. Comenta también el señor Vicepresidente que a partir de los antecedentes antes señalados, concuerda con la Gerencia de División Estudios, en que las únicas opciones a considerar para la Reunión de hoy son un aumento de 25 puntos base o un incremento mayor de 50 puntos base. Agrega, que la opción de mantener no es coherente con el cuadro macroeconómico recién descrito y que contiene el Informe de Política Monetaria del mes de enero. Menciona que un aumento de 50 puntos base tiene una ventaja importante en relación a la alternativa de 25 puntos base, puesto que entrega una señal potente respecto a la voluntad del Banco Central de Chile de llevar la inflación de vuelta a la meta. Sin embargo, indica el señor Vicepresidente que dicha señal también envuelve riesgos y podría resultar prematura. Indica que un riesgo es que, tal como señala el Informe de Opciones, un ajuste de 50 puntos base, que va a resultar una sorpresa para el mercado, sea entendido como una señal que el Banco Central de Chile está percibiendo un desanclaje de expectativas o una propagación superior a la esperada del shock inflacionario. Ello sin duda también tendrá efectos sobre el tipo de cambio real, que ya se encuentra por debajo de valores compatibles con los fundamentos de largo plazo de la economía chilena. Sin embargo, esta señal podría resultar también prematura, considerando esencialmente cuatro elementos. El primero de ellos, que no existe evidencia de un desanclaje de expectativas a mediano plazo y que es probable que los aumentos de la compensación inflacionaria que se han observado en las últimas semanas, sean meramente un reflejo de mayores primas por riesgo asociadas a la volatilidad ya señalada de los precios de los activos financieros. En segundo lugar, la evaluación de los costos laborales no parece alejarse de valores coherentes con la meta inflacionaria. En tercer lugar, que para los próximos meses también se prevén inflaciones elevadas y es posible que las circunstancias exijan una reacción de política para reafirmar el compromiso con la meta inflacionaria y ello podría llevar a una sobrerreacción de la política monetaria que deba revertirse luego a corto plazo; y por último, el mercado espera en forma generalizada un aumento de 25 puntos base en esta Reunión. Por todo lo anterior, el señor Vicepresidente señala que la decisión de aumentar en 25 puntos base no debería tener efectos ulteriores sobre los precios de los activos financieros. En consecuencia, vota a favor de un aumento de la Tasa de Política Monetaria a 6,25.",hawkish,1,base_v3,1|2|4|5
RPM-2008-08-14:2026:1,RPM-2008-08-14,"El Ministro de Hacienda estima que en la referida Encuesta no existe un cambio propiamente tal, ya que no es que el desempleo surja repentinamente, puesto que en las buenas y en las malas, éste se encuentra siempre entre los tres primeros en importancia.",neutral,1,base_v3,1|2|3|5
RPM-2008-09-04:2073:1,RPM-2008-09-04,"El Ministro de Hacienda señor Andrés Velasco sobre este mismo tema indica que sus dudas tienen que ver con el comentario efectuado por el Consejero señor Manuel Marfán. A su parecer, existe el temor que un crecimiento tan fuerte del empleo sea un fenómeno transitorio, porque las productividades no son consistentes. Es decir, la productividad del trabajo no solo se observa en los Costos Laborales Unitarios porque éstos incluyen productividad y salarios, pero lo que está pasando con el cuociente dividido por L es muy extraño. En consecuencia, señala que si ese cuociente dejara de comportarse de modo irregular, lo más natural sería que con estas tasas de crecimiento se produjera una caída en la demanda por trabajo, lo que tendería a reforzar esa tendencia a la baja en el salario real y, más bien, constituiría una fuente de desinflación. Agrega, que lo anómalo en ese comportamiento del empleo es hasta cuándo durará con las tasas que se observan.",neutral,1,base_v3,1|3|4|5
RPM-2009-08-13:2677:1,RPM-2009-08-13,"El Consejero señor Sebastián Claro manifiesta que ello resulta interesante, porque más allá de la cifra de inflación a la baja, que a todos ha sorprendido y especialmente al mercado, la lectura que se hace de la cifra de IMACEC es que ella es bastante positiva, dentro de lo que se podría haber esperado o de las perspectivas que había. Señala que el movimiento en la curva de forward no se produce justo después de la RPM, sino que después de haberse conocido el IMACEC. Agrega que después de ello, habría pensado que no se produciría una corrección de las tasas a la baja tan significativa como para sostener que el escenario futuro se vislumbra tan negativo, que determinará que las tasas efectivamente permanezcan muy bajas. En razón de lo expuesto, manifiesta que le llama la atención que las cifras hayan sido interpretadas como que efectivamente las tasas se corrigen 50 ó 60 puntos hacia abajo.",neutral,1,base_v3,1|2|4|5
RPM-2009-08-13:2688:1,RPM-2009-08-13,"En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 142-01-090813 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 0,50% anual y continuar aplicando las medidas complementarias de política monetaria adoptadas en la reunión anterior. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 0,50% anual y continuar aplicando las medidas complementarias de política monetaria adoptadas en la reunión anterior. En el ámbito externo, los datos recientes muestran una estabilización de las perspectivas de crecimiento global para este año. Estas perspectivas han incidido en un mejor ambiente en los mercados financieros. Los precios de los productos básicos, en particular el del cobre, han aumentado. En el plano interno, la información disponible para el segundo trimestre de este año indica que el debilitamiento de la actividad se habría detenido. Aunque el desempleo sigue aumentando, la ocupación ha tendido a estabilizarse. Las condiciones crediticias se mantienen estrechas, a pesar de las menores tasas de interés de colocación. En julio, el conjunto de indicadores de inflación mostró reducidas presiones inflacionarias subyacentes. La dinámica salarial sigue ajustada a patrones históricos. Se prevén registros de inflación anual reducidos en los próximos trimestres. Las expectativas de inflación de mediano plazo se han mantenido estables. El Consejo reitera que la TPM se mantendrá en el nivel mínimo de 0,50% por un período de tiempo prolongado y que continuará usando sus políticas con flexibilidad para que la inflación proyectada se ubique en 3% en el horizonte de política.”",dovish,1,base_v3,1|2|4|5
RPM-2010-01-14:2887:1,RPM-2010-01-14,"149-01-100114 - Tasa de Política Monetaria El Consejo aprobó, por la unanimidad de sus miembros, mantener la tasa de interés de política monetaria en 0,50% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 0,50% anual. En el ámbito externo, los datos recientes reafirman las perspectivas de actividad global para este año, que han incidido en una progresiva estabilización de los mercados financieros. Los precios del cobre y del petróleo han vuelto a aumentar. En el plano interno, la información disponible sugiere que la actividad y la demanda se están expandiendo. La tasa de desocupación ha continuado reduciéndose. Las condiciones crediticias se han vuelto menos estrechas. En diciembre, el IPC y las diversas medidas subyacentes mostraron reducciones. La dinámica salarial sigue acorde con sus patrones históricos. Se prevén registros de inflación anual reducidos en los próximos trimestres, mientras que las expectativas de inflación de mediano plazo se han mantenido estables. El Consejo considera que el entorno macroeconómico es congruente con una TPM que se mantendrá en el nivel mínimo de 0,50% hasta al menos el segundo trimestre de este año. Con ello, reitera que continuará usando sus políticas con flexibilidad para que la inflación proyectada se ubique en 3% en el horizonte de política.”",dovish,1,base_v3,1|2|3|4|5
