intervencion_id,metodo,etiqueta,prob_hawkish,prob_dovish,prob_neutral,score,frase_justificante,confianza,es_relevante,nota,ronda,version_codebook,fecha,etiquetador
RPM-2006-03-16:614:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,suspension de la sesion (logistica),escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-03-16:619:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,transito procedimental: apertura de la votacion,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-04-13:633:3,ia_ronda,neutral,0.00,0.00,1.00,0.00,la economía de Estados Unidos de América ha mostrado que la desaceleración que tuvo el cuarto trimestre fue más bien transitoria,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-04-13:650:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,transito procedimental: apertura de la votacion,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-05-11:657:2,ia_ronda,neutral,0.00,0.00,1.00,0.00,"ha mostrado una dinámica mayor a la que se anticipaba, ha llevado a revisar el crecimiento mundial, en una décima",alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-05-11:673:1,ia_ronda,dovish,0.00,0.75,0.25,-0.75,le parece oportuno realizar una pausa,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-06-15:682:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,la compensación inflacionaria no está mostrando aún preocupaciones por la inflación,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-06-15:708:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"ahora resulta obvia, porque estábamos muy acelerados, pero que no estaba contemplado en nuestras proyecciones del escenario central",alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-06-15:711:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,consulta la razón por la cual el comercio cae tan fuertemente,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-06-15:721:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,se deberían trabajar separadamente las dos muestras,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-06-15:724:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,otras medidas alternativas se pueden construir para datos trimestrales,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-07-13:752:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"el bono de Chile se ha mantenido permanentemente, por debajo en materia de spread, del rendimiento exigido a los Bonos Clase A",alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-07-13:770:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,suspension de la sesion (logistica),escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-07-13:772:1,ia_ronda,hawkish,0.85,0.00,0.15,0.85,el señor De Ramón recomienda la opción de subir la tasa de política monetaria en 25 puntos base,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-07-13:774:1,ia_ronda,neutral,0.25,0.00,0.75,0.25,en conjunto toda esta información indica que las brechas se estarían dejando de cerrar en circunstancias que todavía parecen no alcanzar el pleno empleo,media,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-07-13:775:1,ia_ronda,dovish,0.00,0.70,0.30,-0.70,"la información reciente sugiere que este proceso de normalización monetaria, podría ser, a su juicio, más corto o más lento dada la real información acerca del curso de la actividad",alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-07-13:779:1,ia_ronda,hawkish,0.95,0.00,0.05,0.95,vota por un alza de 25 puntos base en la tasa de política monetaria,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-07-13:780:3,ia_ronda,hawkish,0.95,0.00,0.05,0.95,su decisión también es por subir la tasa otro cuarto de punto ahora,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-08-10:807:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,transito procedimental: invitacion a exponer,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-08-10:818:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,ofrecimiento de la palabra,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-08-10:820:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,esta es una oportunidad para reiterar el tipo de mensaje que se dio en la reunión anterior,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-09-07:838:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,la percepción que existe es que ella estaría en torno a 5%,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-10-12:897:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,ofrecimiento de la palabra,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-10-12:906:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,ha habido una apreciación aproximada de 1% el último mes,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-11-16:957:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,entiende que éstas han caído en la apreciación del staff,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-12-14:989:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,fijacion de fecha de sesion futura (logistica),escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-12-14:1010:5,ia_ronda,neutral,0.00,0.25,0.75,-0.25,"el menor nivel de actividad, independiente de que si es transitoria o permanente, tiene impacto sobre la presión inflacionaria",media,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2006-12-14:1014:3,ia_ronda,neutral,0.00,0.00,1.00,0.00,"la sorpresa incide en la riqueza, la riqueza incide en la demanda, la demanda incide en la brecha y la brecha incide en la inflación",alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-01-11:1023:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,fijacion de fecha de sesion futura (logistica),escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-01-11:1050:1,ia_ronda,dovish,0.00,0.85,0.15,-0.85,la medida de política monetaria más adecuada es la reducción de la tasa de política monetaria en esta ocasión,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-01-11:1057:1,ia_ronda,dovish,0.00,0.90,0.10,-0.90,"acordó reducir la tasa de interés de política monetaria desde 5,25% a 5% anual",alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-03-15:1133:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,la demanda por estos bienes producidos en Chile se ha mantenido estable a la baja,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-03-15:1165:1,ia_ronda,hawkish,0.60,0.00,0.40,0.60,"lo lleva a considerar que el riesgo de equivocarse, si se adopta la decisión de bajar la tasa de política monetaria es mayor que aquél implícito en la mantención de ésta",media,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-04-12:1192:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,Se trata de la matriz nueva de inventarios que es muy distinta,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-04-12:1201:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,si la instalación del Plan Transantiago va a tener algún efecto en la productividad,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-04-12:1215:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,transito procedimental: apertura de la votacion,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-05-10:1223:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,constancia de asistencia y fijacion de fecha (logistica),escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-05-10:1226:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,cuál es el supuesto de proyección del crack spread,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-05-10:1227:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"implícitamente lo que sugiere es que éste converge a los niveles de largo plazo, en torno a US$ 7 por barril",alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-05-10:1227:2,ia_ronda,neutral,0.00,0.00,1.00,0.00,"consulta con qué información se cuenta, ya que en algún momento apareció como un tema algo preocupante",alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-05-10:1251:2,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,reanudacion de sesion (logistica),escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-05-10:1251:5,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,ofrecimiento de la palabra,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-06-14:1278:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,estuvieron asociadas a noticias de actividad y a la preocupación por la inflación,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-07-12:1314:2,ia_ronda,neutral,0.00,0.00,1.00,0.00,entonces la diferencia es aumento no estacional,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-07-12:1324:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"Ello, además, conlleva un cierre de brechas de capacidad más rápido que el previsto",alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-07-12:1325:3,ia_ronda,neutral,0.00,0.00,1.00,0.00,los datos del Instituto Nacional de Estadísticas resultan similares a los de importaciones,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-07-12:1329:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,observó las cifras del número de operaciones del crédito hipotecario del sector bancario y éstas aparecen diferentes,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-07-12:1332:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,la novedad que se observa entre los meses junio y julio de un Imacec algo menor de lo esperado,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-07-12:1335:2,ia_ronda,neutral,0.00,0.00,1.00,0.00,"todo lo cual sumado presenta un escenario extremo, más bien incierto",alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-08-09:1360:2,ia_ronda,neutral,0.00,0.00,1.00,0.00,la gasolina es estacional y no así el petróleo,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-08-09:1361:2,ia_ronda,neutral,0.00,0.00,1.00,0.00,efectivamente hay una percepción de riesgo que al parecer está aumentando de forma algo más marcada,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-08-09:1379:2,ia_ronda,neutral,0.00,0.00,1.00,0.00,el aumento de la inflación es explicable fundamentalmente por alimentos y combustibles,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-09-13:1404:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,encabezado de acta: lista de asistentes y fecha,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-09-13:1429:1,ia_ronda,neutral,0.00,0.25,0.75,-0.25,"se está en presencia de una especie de escenario bimodal, en que junto a nuestro escenario base coexiste un escenario alternativo más perverso",media,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-09-13:1438:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,por qué se sigue invirtiendo con cobertura total o muy cercana a ella,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-09-13:1442:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,hay que ajustarse simplemente a todas las variables en las ecuaciones de arbitraje,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-09-13:1452:2,ia_ronda,neutral,0.30,0.00,0.70,0.30,una de las conclusiones que se podría sacar sobre el alza de los salarios es que es una anticipación de lo que vendrá en los próximos meses,media,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-09-13:1456:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,suspension de la sesion (logistica),escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-09-13:1456:3,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,fijacion de fecha y aclaracion administrativa (logistica),escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-09-13:1459:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,transito procedimental: solicitud de presentacion de opciones,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-10-11:1497:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,hay que tener cuidado y mostrar preocupación sobre el tema,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-10-11:1503:3,ia_ronda,neutral,0.00,0.00,1.00,0.00,qué tan alejadas están éstas de las proyecciones del IPC mensual del mercado,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-10-11:1507:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,Codelco representa el doble de las empresas privadas,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-11-13:1536:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,Chile ha sido más bien sensible a shocks de términos de intercambio que a shocks financieros en los últimos años,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-11-13:1545:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"si se deshace el shock inicial de un trimestre, tendría un impacto de 75 puntos base en la Tasa de Política Monetaria",alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-11-13:1548:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,la Regla de Taylor en el Modelo Económico de Proyección mira hacia delante,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-11-13:1556:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,ofrecimiento de la palabra,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-12-13:1607:2,ia_ronda,dovish,0.00,0.65,0.35,-0.65,"tiende a recomendar en el margen una política más parsimoniosa y valorar, como dijo el señor Klaus Schmidt-Hebbel, la opción de esperar",alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-12-13:1611:1,ia_ronda,hawkish,0.95,0.00,0.05,0.95,vota en esta ocasión por un aumento de 25 puntos base en la Tasa de Política Monetaria,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2007-12-13:1613:1,ia_ronda,hawkish,0.95,0.00,0.05,0.95,cree que se justifica un alza de la tasa de interés de 25 puntos base,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2008-02-07:1648:2,ia_ronda,neutral,0.00,0.00,1.00,0.00,también hay presiones desde el punto de vista de otros alimentos,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2008-02-07:1652:4,ia_ronda,neutral,0.00,0.00,1.00,0.00,"si se está en medio de una crisis de liquidez, la tasa de interés que se considera no es la Libor más un spread normal",alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2008-03-13:1719:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,consulta si el tipo de cambio afecta a los costos marginales,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2008-04-10:1774:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,se considera que las opciones más plausibles para esta ocasión son un incremento de la Tasa de Política Monetaria de 25 puntos base o su mantención en el nivel actual,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2008-08-14:2042:1,ia_ronda,hawkish,0.95,0.00,0.05,0.95,el Consejero señor Manuel Marfán vota por aumentar en 50 puntos base la Tasa de Política Monetaria,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2008-10-09:2101:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,encabezado de acta: lista de asistentes y fecha,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2008-11-13:2138:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"las distintas medidas de expectativas de mercado respecto de la Tasa de Política Monetaria apuntan a que ésta se mantendrá en 8,25% hasta fines de este año",alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2008-11-13:2140:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,consulta si esta proyección a 48 meses significa la tasa en cuatro años,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2008-11-13:2162:3,ia_ronda,neutral,0.00,0.00,1.00,0.00,lo interesante es que el encargado de Hacienda de la Cámara de Representantes de Estados Unidos de América se manifestó muy contrario,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
RPM-2008-12-11:2206:3,ia_ronda,neutral,0.00,0.00,1.00,0.00,efectivamente hay una diferencia en la composición de los días,alta,1,,escalado_t05_r09,v2,2026-09-15,ia_agente
