intervencion_id,metodo,etiqueta,prob_hawkish,prob_dovish,prob_neutral,score,frase_justificante,confianza,es_relevante,nota,ronda,version_codebook,fecha,etiquetador
RPM-2006-04-13:649:3,ia_ronda,neutral,0.0,-0.0,1.0,0.0,"el tipo de cambio estuviera en una trayectoria preocupante, entonces ése es un elemento que se debería también considerar",alta,1,reflexión metodológica: rol de expectativas de mercado y del tipo de cambio en decisiones,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2006-05-11:672:1,ia_ronda,dovish,0.0,0.7,0.3,-0.7,"vota, en consecuencia, por mantener la tasa de política monetaria en 5%",alta,1,vota pausa: dos alzas consecutivas alterarían la estrategia de normalización pausada,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2006-06-15:722:1,ia_ronda,neutral,0.0,-0.0,1.0,0.0,"hacer uno ahora es bueno internamente, pero esperar dos años es demasiado",alta,1,debate metodológico sobre empalme de series con el INE,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2006-06-15:737:1,ia_ronda,dovish,0.0,0.75,0.25,-0.75,vota en esta oportunidad por mantener la tasa de política monetaria en el nivel actual,alta,1,vota mantener por error de tipo 2: costo de mantener errado menor que el de elevar,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2006-07-13:762:2,ia_ronda,neutral,0.0,-0.0,1.0,0.0,si ese efecto tendería a desaparecer en términos significativos dentro del horizonte habitual de proyecciones,alta,1,consulta técnica: persistencia del efecto de la política sobre el tipo de cambio,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2006-07-13:769:2,ia_ronda,neutral,0.0,-0.0,1.0,0.0,el Gobierno se ceñirá tajantemente a la regla fiscal ya anunciada sin cambio alguno,alta,1,"política fiscal (regla, gasto próximo año) y proyecciones de cobre/Codelco",enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2006-07-13:770:3,ia_ronda,neutral,0.0,-0.0,1.0,0.0,,alta,0,trámite: solicita presentación de opciones,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2006-07-13:780:4,ia_ronda,hawkish,0.85,0.0,0.15,0.85,"acordó aumentar la tasa de interés de política monetaria en 25 puntos base hasta 5,25% anual",alta,1,acuerdo+comunicado: alza +25; ajustes pausados necesarios pero menos frecuentes,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2006-08-10:816:1,ia_ronda,neutral,0.0,-0.0,1.0,0.0,,alta,0,trámite: solicita presentación de opciones,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2006-08-10:826:1,ia_ronda,hawkish,0.55,0.0,0.45,0.55,lo prudente es reafirmar la política de ajustes más pausados en la Tasa de Política Monetaria,media,1,vota mantener reafirmando retiro pausado pendiente (convención sesión 8c),enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2006-09-07:866:1,ia_ronda,neutral,0.0,-0.0,1.0,0.0,,alta,0,trámite: solicita presentación de opciones,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2006-09-07:867:1,ia_ronda,dovish,0.0,0.7,0.3,-0.7,se justifica solamente la opción de mantener la tasa de política monetaria en esta reunión,alta,1,opciones del staff (sep-2006): solo mantención; proyección con mantención prolongada,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2006-10-12:922:1,ia_ronda,neutral,0.0,-0.0,1.0,0.0,se está viendo la inflación algo por debajo de lo proyectado,alta,1,lectura de coyuntura: actividad débil e inflación bajo lo proyectado,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2006-10-12:936:1,ia_ronda,dovish,0.0,0.75,0.25,-0.75,a su parecer hay todas las razones del mundo para mantener la tasa,alta,1,mantener + cambiar el sesgo comunicacional desde 'más alzas' a 'mantención',enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2006-11-16:975:2,ia_ronda,neutral,0.0,-0.0,1.0,0.0,,alta,0,trámite: solicita presentación de opciones,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2006-11-16:976:1,ia_ronda,dovish,0.0,0.75,0.25,-0.75,es difícil justificar una opción distinta a la de mantener la tasa de política monetaria en esta reunión,alta,1,opciones del staff (nov-2006): mantención; evaluar eliminar sesgo al alza,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2006-11-16:984:1,ia_ronda,dovish,0.0,0.65,0.35,-0.65,"vota por mantener la tasa de política monetaria en 5,25%",alta,1,vota mantener; desenfatizar signo de futuros movimientos en el comunicado,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2006-12-14:1001:1,ia_ronda,neutral,0.0,-0.0,1.0,0.0,"el mercado, al esperar baja de tasa, puede haber generado esta depreciación reciente",alta,1,interpretación de la Reserva Federal: expectativa de baja y depreciación,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2007-01-11:1058:1,ia_ronda,neutral,0.0,-0.0,1.0,0.0,,alta,0,trámite: aprueba texto del comunicado y levanta la sesión,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2007-02-08:1066:1,ia_ronda,neutral,0.0,-0.0,1.0,0.0,a lo mejor hay otros factores importantes que están influyendo en el precio,alta,1,"diagnóstico del precio del petróleo (restricción OPEP, clima)",enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2007-03-15:1149:1,ia_ronda,dovish,0.0,0.65,0.35,-0.65,es de actuar de modo simétrico hacia arriba o por debajo del 3%,media,1,"argumento de simetría: estamos por debajo de la meta, apoya mayor impulso",enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2007-04-12:1209:4,ia_ronda,neutral,0.0,-0.0,1.0,0.0,"las opciones más plausibles para esta reunión son disminuir la Tasa de Política Monetaria en 25 puntos base, o mantenerla en su nivel actual",alta,1,"opciones del staff (abr-2007): -25 o mantener, sin recomendación explícita",enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2007-04-12:1214:1,ia_ronda,neutral,0.0,-0.0,1.0,0.0,su lectura es que más bien no se materializaron,media,1,cuestionamiento metodológico a la selección de riesgos; lee que los riesgos de inflación no se materializaron,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2007-05-10:1260:1,ia_ronda,neutral,0.0,-0.0,1.0,0.0,la decisión más adecuada es mantener la Tasa de Política Monetaria en 5%,alta,1,vota mantener: antecedentes en ambas direcciones tras quitar sesgo a la baja,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2007-08-09:1367:2,ia_ronda,neutral,0.0,-0.0,1.0,0.0,se debió haber pensado en la posibilidad de una baja de un punto a lo menos con respecto de la tasa neutral,alta,1,consulta metodológica: desempleo bajo vs tasa neutral y medición de brecha,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2007-08-09:1387:1,ia_ronda,hawkish,0.75,0.0,0.25,0.75,un aumento de 25 puntos base y reforzar el sesgo de las últimas reuniones,alta,1,opciones del staff (ago-2007): +25 o +50; inclina +25 reforzando sesgo,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2007-08-09:1402:1,ia_ronda,hawkish,0.95,0.0,0.05,0.95,"acordó aumentar la tasa de interés de política monetaria en 25 puntos base a 5,5% anual",alta,1,acuerdo+comunicado: alza +25; necesario seguir aumentando la TPM,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2007-09-13:1415:1,ia_ronda,neutral,0.0,-0.0,1.0,0.0,cuando se incluya habrá comunicacionalmente un alza en el spread completamente predecible y explicable,alta,1,técnica: bono Codelco y su efecto medible en el EMBI,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2007-09-13:1465:1,ia_ronda,hawkish,0.85,0.0,0.15,0.85,vota por elevar la tasa de política en 25 puntos base,alta,1,vota alza +25; propone en paralelo eliminar el sesgo de futuros movimientos,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2007-12-13:1596:2,ia_ronda,neutral,0.0,-0.0,1.0,0.0,"los métodos no están haciendo un buen trabajo, limpiando los componentes de días estacionales",alta,1,metodología: volatilidad irregular de la demanda interna,enriquecido_t09_r13,v2,2026-09-16,ia_agente
RPM-2007-12-13:1602:1,ia_ronda,neutral,0.0,-0.0,1.0,0.0,las opciones que parecen plausibles son mantener la Tasa de Política Monetaria en su nivel actual,alta,1,opciones del staff (dic-2007): mantener o +25; sesgo neutro previo; prudente esperar al IPoM,enriquecido_t09_r13,v2,2026-09-16,ia_agente
