fecha,meeting_id,TPM,TPM_post,dTPM,policy_decision,ipc_ultimo,imacec_ultimo,desempleo_ultimo,dolar_reunion,cobre_reunion
2008-04-10,RPM-2008-04-10,6.25,6.25,0.0,mantiene,8.226895926,75.053531974984,,435.48,3.93945840515286
2008-05-08,RPM-2008-05-08,6.25,6.25,0.0,mantiene,8.800994834,74.871055326447,,469.42,3.80239045631861
2008-06-10,RPM-2008-06-10,6.25,6.75,0.5,sube,9.393638867,73.741646042606,,483.55,3.74698357978772
2008-07-10,RPM-2008-07-10,6.75,7.25,0.5,sube,9.405377989,71.175614376829,,502.57,3.81658350721219
2008-08-14,RPM-2008-08-14,7.25,7.75,0.5,sube,9.259082708,70.786547912996,,517.91,3.46307720221355
2008-09-04,RPM-2008-09-04,7.75,8.25,0.5,sube,9.196728162,70.220106541471,,516.81,3.17103329402159
2008-10-09,RPM-2008-10-09,8.25,8.25,0.0,mantiene,9.828114553,75.251925378092,,607.18,2.23428286310442
2008-11-13,RPM-2008-11-13,8.25,8.25,0.0,mantiene,8.867050118,74.105553698677,,645.28,1.68602013970788
2008-12-11,RPM-2008-12-11,8.25,8.25,0.0,mantiene,7.091686097,78.492054985693,,664.96,1.39344098702713
2009-01-08,RPM-2009-01-08,8.25,7.25,-1.0,baja,6.306158228,71.012969470127,,630.19,1.46089540052617
2009-02-12,RPM-2009-02-12,7.25,4.75,-2.5,baja,4.513821512,67.35317472083,,602.12,1.50354712873084
2009-03-12,RPM-2009-03-12,4.75,2.25,-2.5,baja,3.698842423,75.47801242437,,601.47,1.7008754422571
2009-04-09,RPM-2009-04-09,2.25,1.75,-0.5,baja,3.16815817,73.301019024223,,580.61,1.99879796788533
2009-05-07,RPM-2009-05-07,1.75,1.25,-0.5,baja,1.771404867,72.779489795381,,571.12,2.07231697360065
2009-06-16,RPM-2009-06-16,1.25,0.75,-0.5,baja,0.61782345,71.269542073,,565.21,2.27431280050803
2009-07-09,RPM-2009-07-09,0.75,0.5,-0.25,baja,-0.935828446,68.749135142568,,546.05,2.36575342465753
2009-08-13,RPM-2009-08-13,0.5,0.5,0.0,mantiene,-2.302769812,71.488672153271,,546.53,2.79656173455502
2009-09-08,RPM-2009-09-08,0.5,0.5,0.0,mantiene,-2.230925048,70.422142442318,,550.96,2.8106822099247
2009-10-13,RPM-2009-10-13,0.5,0.5,0.0,mantiene,-3.094779135,75.065190753094,,554.44,2.85220901750884
2009-11-12,RPM-2009-11-12,0.5,0.5,0.0,mantiene,-3.359957536,76.253120201958,,506.01,3.02803229610814
2009-12-15,RPM-2009-12-15,0.5,0.5,0.0,mantiene,-2.578053643,79.446361235564,,497.11,3.1668828812483
2010-01-14,RPM-2010-01-14,0.5,0.5,0.0,mantiene,-1.320588228,72.478647028526,,490.01,3.3503810215005
2010-02-11,RPM-2010-02-11,0.5,0.5,0.0,mantiene,0.258670818,69.784255933159,,535.63,3.1063140705797
2010-03-18,RPM-2010-03-18,0.5,0.5,0.0,mantiene,0.303468392,75.714061392483,9.2275980636192,526.89,3.38511748162932
2010-04-15,RPM-2010-04-15,0.5,0.5,0.0,mantiene,0.922542942,77.836153679346,8.836054099283,516.34,3.51314070579697
2010-05-13,RPM-2010-05-13,0.5,0.5,0.0,mantiene,1.503038333,77.265079570532,9.0877307261896,529.35,3.10155130182346
2010-06-15,RPM-2010-06-15,0.5,1.0,0.5,sube,1.163940432,76.186444175657,8.6560640009262,535.01,2.9480631407058
2010-07-15,RPM-2010-07-15,1.0,1.5,0.5,sube,2.252296258,74.112635101111,8.5111787141127,534.98,3.05508935861381
2010-08-12,RPM-2010-08-12,1.5,2.0,0.5,sube,2.624253391,77.296542693899,8.4362750412026,513.27,3.30397804590402
2010-09-16,RPM-2010-09-16,2.0,2.5,0.5,sube,1.876405257,75.05015526522,8.1245686923359,494.51,3.49691554023406
2010-10-14,RPM-2010-10-14,2.5,2.75,0.25,sube,1.983969033,80.061679388225,7.8146967084653,475.93,3.76140796516375
2010-11-16,RPM-2010-11-16,2.75,3.0,0.25,sube,2.461339386,82.742487762095,7.2250504372039,483.13,3.84191690102513
2010-12-16,RPM-2010-12-16,3.0,3.25,0.25,sube,2.972868111,85.153296099552,7.2101288890971,474.12,4.14916991744534
2011-01-13,RPM-2011-01-13,3.25,3.25,0.0,mantiene,2.71926761,78.010367477195,7.4417617188178,493.27,4.33443708609272
2011-02-17,RPM-2011-02-17,3.25,3.5,0.25,sube,2.667120057,74.279064630843,7.4427693646653,474.13,4.47591399800417
2011-03-17,RPM-2011-03-17,3.5,4.0,0.5,sube,3.365292526,84.796447395721,7.5481165580962,484.01,4.32307448063141
2011-04-12,RPM-2011-04-12,4.0,4.5,0.5,sube,3.217910593,82.417454723301,7.2111118602051,471.0,4.30157398167468
2011-05-12,RPM-2011-05-12,4.5,5.0,0.5,sube,3.2590622,82.970070411295,7.3047634518804,467.83,4.04928331670144
2011-06-14,RPM-2011-06-14,5.0,5.25,0.25,sube,3.433921646,80.371445138843,7.2122553970482,467.12,4.10298013245033
2011-07-14,RPM-2011-07-14,5.25,5.25,0.0,mantiene,2.904199243,77.225680203992,7.5533693014775,463.65,4.36325864102331
2011-08-18,RPM-2011-08-18,5.25,5.25,0.0,mantiene,3.172484307,80.76100654037,7.5146494707645,467.66,4.10110677673954
2011-09-15,RPM-2011-09-15,5.25,5.25,0.0,mantiene,3.272251786,78.670318350874,7.6263811757401,476.85,3.77158668239136
2011-10-13,RPM-2011-10-13,5.25,5.25,0.0,mantiene,3.671900041,84.178775752689,7.4366909896981,502.33,3.33280413680486
2011-11-15,RPM-2011-11-15,5.25,5.25,0.0,mantiene,3.927711705,86.446293627724,7.3319133368942,501.35,3.42546040097977
2011-12-13,RPM-2011-12-13,5.25,5.25,0.0,mantiene,4.437732798,91.043493166839,6.8146096671283,514.11,3.43261816202486
2012-01-12,RPM-2012-01-12,5.25,5.0,-0.25,baja,4.247461729,82.48850775212,6.853915676547,506.91,3.64848498593849
2012-02-14,RPM-2012-02-14,5.0,5.0,0.0,mantiene,4.412114881,79.583912810663,6.5283728037424,478.2,3.82050712147328
2012-03-15,RPM-2012-03-15,5.0,5.0,0.0,mantiene,3.788849417,89.288491287334,6.7973028961148,485.71,3.83609271523179
2012-04-17,RPM-2012-04-17,5.0,5.0,0.0,mantiene,3.511317914,87.623528867105,6.7636742906146,486.95,3.74654359067404
2012-05-17,RPM-2012-05-17,5.0,5.0,0.0,mantiene,3.130711525,88.03861747833,6.9418393842258,500.77,3.59245668148417
2012-06-14,RPM-2012-06-14,5.0,5.0,0.0,mantiene,2.65108839,86.063196111227,6.7812921942007,502.07,3.3657398167468
2012-07-12,RPM-2012-07-12,5.0,5.0,0.0,mantiene,2.507445114,82.963262681021,6.6649669414834,492.54,3.44252472103783
2012-08-16,RPM-2012-08-16,5.0,5.0,0.0,mantiene,2.567829886,86.65082638185,6.5384289832067,481.79,3.39855302549215
2012-09-13,RPM-2012-09-13,5.0,5.0,0.0,mantiene,2.844968059,82.73009513732,6.5762953945396,473.54,3.65979315975687
2012-10-18,RPM-2012-10-18,5.0,5.0,0.0,mantiene,2.919948163,89.847446247651,6.6949333295345,472.19,3.66031026036469
2012-11-13,RPM-2012-11-13,5.0,5.0,0.0,mantiene,2.132343771,91.596476733005,6.3597240604042,479.98,3.49006622516556
2012-12-13,RPM-2012-12-13,5.0,5.0,0.0,mantiene,1.486964626,94.690431285772,6.2246556879872,474.92,3.61180259457498
2013-01-17,RPM-2013-01-17,5.0,5.0,0.0,mantiene,1.577965321,86.554672664635,6.119549592693,475.47,3.65112492062052
2013-02-14,RPM-2013-02-14,5.0,5.0,0.0,mantiene,1.304911635,82.285195359712,6.354761938598,470.67,3.66074571350812
2013-03-14,RPM-2013-03-14,5.0,5.0,0.0,mantiene,1.703502833,92.915157208564,6.4261089083845,471.28,3.47586863830173
2013-04-11,RPM-2013-04-11,5.0,5.0,0.0,mantiene,1.472745895,91.368569088713,6.5390100414664,468.54,3.26742266170734
2013-05-16,RPM-2013-05-16,5.0,5.0,0.0,mantiene,1.388182892,90.698739135295,6.5412356813197,478.71,3.27913000090719
2013-06-13,RPM-2013-06-13,5.0,5.0,0.0,mantiene,2.155705242,88.646666078708,6.2605406935358,498.85,3.17701623877347
2013-07-11,RPM-2013-07-11,5.0,5.0,0.0,mantiene,2.224083237,85.498049116008,5.8831519808406,508.29,3.12663521727297
2013-08-13,RPM-2013-08-13,5.0,5.0,0.0,mantiene,2.288652953,88.96484131586,5.8489625959424,506.78,3.25785176449242
2013-09-12,RPM-2013-09-12,5.0,5.0,0.0,mantiene,2.004025209,85.273491618431,5.8604966913638,503.92,3.2484033384741
2013-10-17,RPM-2013-10-17,5.0,4.75,-0.25,baja,1.738996817,92.312526870442,5.9526644251095,496.89,3.26079107321056
2013-11-19,RPM-2013-11-19,4.75,4.5,-0.25,baja,2.448889962,94.526531734956,5.8648368756726,517.33,3.20529801324503
2013-12-12,RPM-2013-12-12,4.5,4.5,0.0,mantiene,2.838074806,96.980609650914,5.7817319689281,532.04,3.26723668692733
2014-01-16,RPM-2014-01-16,4.5,4.5,0.0,mantiene,2.839350376,88.078671663367,6.2314665991056,529.51,3.30894039735099
2014-02-18,RPM-2014-02-18,4.5,4.25,-0.25,baja,3.217484018,84.838081379971,6.1846947292971,546.99,3.24419395808764
2014-03-13,RPM-2014-03-13,4.25,4.0,-0.25,baja,3.5049060952732,95.263987189245,6.4964041476347,573.24,3.02450784722852
2014-04-17,RPM-2014-04-17,4.0,4.0,0.0,mantiene,4.331577051,92.838728367733,6.1441471565352,555.84,3.02586410233149
2014-05-15,RPM-2014-05-15,4.0,4.0,0.0,mantiene,4.739017557,92.54806051706,6.324242958052,550.22,3.1225074843509
2014-06-12,RPM-2014-06-12,4.0,4.0,0.0,mantiene,4.314826847,89.942043284048,6.5178319122478,554.41,3.0872267077928
2014-07-15,RPM-2014-07-15,4.0,3.75,-0.25,baja,4.500899992,86.087121980501,6.5941218073472,553.93,3.22258005987481
2014-08-14,RPM-2014-08-14,3.75,3.5,-0.25,baja,4.54280838,89.666893555672,6.8264777631324,576.49,3.17542864918806
2014-09-11,RPM-2014-09-11,3.5,3.25,-0.25,baja,4.905575228,87.372380292488,6.7605499259606,590.82,3.1172230790166
2014-10-16,RPM-2014-10-16,3.25,3.0,-0.25,baja,5.683268603,94.000625580328,6.5636702551218,588.22,3.0568810668602
2014-11-18,RPM-2014-11-18,3.0,3.0,0.0,mantiene,5.451905161,95.3287724996,6.2148680033327,595.22,3.03961262814116
2014-12-11,RPM-2014-12-11,3.0,3.0,0.0,mantiene,4.646381038,99.349040900448,6.2055968190967,615.49,2.91343100789259
2015-01-15,RPM-2015-01-15,3.0,3.0,0.0,mantiene,4.540275754,90.417666680005,6.2266912629249,625.38,2.63804318243672
2015-02-12,RPM-2015-02-12,3.0,3.0,0.0,mantiene,4.399923758,87.073518075102,6.2152623703,628.22,2.58644198494058
2015-03-19,RPM-2015-03-19,3.0,3.0,0.0,mantiene,4.184044992,97.390514439681,6.2288644027975,642.18,2.68794339109135
2015-04-16,RPM-2015-04-16,3.0,3.0,0.0,mantiene,4.13628886,95.096728372158,6.3558414864696,616.7,2.73450058967613
2015-05-14,RPM-2015-05-14,3.0,3.0,0.0,mantiene,3.969235178,93.712205895916,6.7515088944151,600.5,2.85793794792706
2015-06-11,RPM-2015-06-11,3.0,3.0,0.0,mantiene,4.418892872,92.150143156088,6.6702240657655,624.45,2.64610813753062
2015-07-14,RPM-2015-07-14,3.0,3.0,0.0,mantiene,4.617367017,88.231811991162,6.6916061135188,647.68,2.47523813843781
2015-08-13,RPM-2015-08-13,3.0,3.0,0.0,mantiene,4.983354035,90.888637975423,6.5585027061965,681.76,2.30832350539781
2015-09-15,RPM-2015-09-15,3.0,3.0,0.0,mantiene,4.644814218,89.969027331847,6.5439997153519,688.65,2.36237412682573
2015-10-15,RPM-2015-10-15,3.0,3.25,0.25,sube,3.989201299,95.106440692775,6.4452389584113,681.07,2.36896035562007
2015-11-12,RPM-2015-11-12,3.25,3.25,0.0,mantiene,3.936670218,97.421909724648,6.1748227596574,699.08,2.18100335661798
2015-12-17,RPM-2015-12-17,3.25,3.5,0.25,sube,4.378512128,101.42633911097,5.8704192154739,709.23,2.09970062596389
