intervencion_id,fold,etapa,contraste,b_activa,sentido,rango,termino,tfidf,coef_contraste,aporte,df_train
RPM-2005-03-10:165:1,1,B,neutral_vs_dovish,True,a_favor,4,si,0.07291383371096001,0.2360979805627047,0.01721480889424252,407
RPM-2005-03-10:165:1,1,B,neutral_vs_dovish,True,a_favor,5,las explicaciones,0.1457961905784802,0.11097784351502861,0.016180146823105864,4
RPM-2005-03-10:165:1,1,B,neutral_vs_dovish,True,en_contra,1,el senor ministro,0.088194442049817,-0.7944744554540528,-0.07006823132160238,58
RPM-2005-03-10:165:1,1,B,neutral_vs_dovish,True,en_contra,2,el senor ministro que,0.12961917296681222,-0.5106755050401741,-0.06619333661771651,9
RPM-2005-03-10:165:1,1,B,neutral_vs_dovish,True,en_contra,3,senor ministro,0.08666349967017214,-0.7282419129872801,-0.06311199278597869,62
RPM-2005-03-10:165:1,1,B,neutral_vs_dovish,True,en_contra,4,senor ministro que,0.12739477604144311,-0.4847370587562281,-0.06175296903923753,10
RPM-2005-03-10:165:1,1,B,neutral_vs_dovish,True,en_contra,5,ministro que,0.1253640607511643,-0.46152502220726843,-0.05785865092217445,11
RPM-2005-03-10:165:1,1,HD,hawkish_vs_dovish,True,a_favor,1,puede ser,0.09350138058333597,0.5571579604448919,0.052095038504593086,46
RPM-2005-03-10:165:1,1,HD,hawkish_vs_dovish,True,a_favor,2,la primera,0.09350138058333597,0.45047989006356914,0.042120491645973125,46
RPM-2005-03-10:165:1,1,HD,hawkish_vs_dovish,True,a_favor,3,si las,0.12015622429048073,0.31232243866144366,0.03752748499075433,14
RPM-2005-03-10:165:1,1,HD,hawkish_vs_dovish,True,a_favor,4,primera,0.08741641990256807,0.4163052301392326,0.03639191280548639,60
RPM-2005-03-10:165:1,1,HD,hawkish_vs_dovish,True,a_favor,5,que puede ser,0.11723510389255457,0.30644614178959356,0.03592624527017551,16
RPM-2005-03-10:165:1,1,HD,hawkish_vs_dovish,True,en_contra,1,el senor ministro,0.088194442049817,-0.7599160996848163,-0.06702037641637548,58
RPM-2005-03-10:165:1,1,HD,hawkish_vs_dovish,True,en_contra,2,senor ministro,0.08666349967017214,-0.6994438441259945,-0.06061625135471706,62
RPM-2005-03-10:165:1,1,HD,hawkish_vs_dovish,True,en_contra,3,el senor ministro que,0.12961917296681222,-0.43783239674744756,-0.056751473164481356,9
RPM-2005-03-10:165:1,1,HD,hawkish_vs_dovish,True,en_contra,4,la tercera,0.14154107836283228,-0.3995508075943154,-0.056552852167639917,5
RPM-2005-03-10:165:1,1,HD,hawkish_vs_dovish,True,en_contra,5,senor ministro que,0.12739477604144311,-0.43074615417685735,-0.05487480984207367,10
RPM-2005-03-10:180:1,1,A,relevante_vs_irrelevante,True,a_favor,1,que,0.1033247919400288,2.690485098958898,0.27799381306767595,1025
RPM-2005-03-10:180:1,1,A,relevante_vs_irrelevante,True,a_favor,2,en,0.09751261802650296,2.3012769776798927,0.22440354289768455,909
RPM-2005-03-10:180:1,1,A,relevante_vs_irrelevante,True,a_favor,3,lo,0.08690090740604874,1.388246186613246,0.12063985331967796,656
RPM-2005-03-10:180:1,1,A,relevante_vs_irrelevante,True,a_favor,4,tambien,0.14659060422840733,0.7289836336660781,0.10686215133173033,368
RPM-2005-03-10:180:1,1,A,relevante_vs_irrelevante,True,a_favor,5,inflacion,0.06882347423389859,1.4949390680111931,0.10288690042851673,380
RPM-2005-03-10:180:1,1,A,relevante_vs_irrelevante,True,en_contra,1,al,0.12667194880698462,-0.9939780279709111,-0.12590913387439878,621
RPM-2005-03-10:180:1,1,A,relevante_vs_irrelevante,True,en_contra,2,sergio,0.12017348676751853,-0.9409392444801911,-0.11307594984557913,76
RPM-2005-03-10:180:1,1,A,relevante_vs_irrelevante,True,en_contra,3,reunion,0.07649925112460176,-1.4175883802001368,-0.1084444494882477,299
RPM-2005-03-10:180:1,1,A,relevante_vs_irrelevante,True,en_contra,4,lehmann,0.11376709533824914,-0.5869864860246568,-0.06677974751783097,93
RPM-2005-03-10:180:1,1,A,relevante_vs_irrelevante,True,en_contra,5,habria,0.12561417289935847,-0.522085798807805,-0.0655813757997433,64
RPM-2005-03-10:180:1,1,B,neutral_vs_hawkish,True,a_favor,1,lehmann,0.05788663791843556,0.48525172624052815,0.02808959097618127,61
RPM-2005-03-10:180:1,1,B,neutral_vs_hawkish,True,a_favor,2,de analisis,0.05227540266602628,0.500061960023146,0.026140940318172292,88
RPM-2005-03-10:180:1,1,B,neutral_vs_hawkish,True,a_favor,3,gerente de analisis,0.05335877276198999,0.46496402970393713,0.024809910003471547,82
RPM-2005-03-10:180:1,1,B,neutral_vs_hawkish,True,a_favor,4,el gerente de analisis,0.05578270024945484,0.40096092254257487,0.022366682953937334,70
RPM-2005-03-10:180:1,1,B,neutral_vs_hawkish,True,a_favor,5,senor sergio,0.06286100395885703,0.32358731398470714,0.020341023425428588,44
RPM-2005-03-10:180:1,1,B,neutral_vs_hawkish,True,en_contra,1,estrategia,0.06320982771728964,-0.8977677767076164,-0.05674774649582259,43
RPM-2005-03-10:180:1,1,B,neutral_vs_hawkish,True,en_contra,2,la estrategia,0.06864567122784636,-0.7252295239800817,-0.0497838674678642,30
RPM-2005-03-10:180:1,1,B,neutral_vs_hawkish,True,en_contra,3,la inflacion,0.033106523504404815,-1.399078900215982,-0.04631863849451725,305
RPM-2005-03-10:180:1,1,B,neutral_vs_hawkish,True,en_contra,4,inflacion,0.02974467240578522,-1.5304219110210977,-0.04552189838595833,379
RPM-2005-03-10:180:1,1,B,neutral_vs_hawkish,True,en_contra,5,de la,0.06256717492435544,-0.687252145390885,-0.04299942519781006,550
RPM-2005-03-10:180:1,1,HD,hawkish_vs_dovish,True,a_favor,1,punto de,0.13120491978923937,0.539154643479785,0.07073974175176115,45
RPM-2005-03-10:180:1,1,HD,hawkish_vs_dovish,True,a_favor,2,de vista,0.13495326504304717,0.4081558020861267,0.05508195813778655,40
RPM-2005-03-10:180:1,1,HD,hawkish_vs_dovish,True,a_favor,3,punto de vista,0.13742848076134218,0.3637527854801341,0.04998999268124124,37
RPM-2005-03-10:180:1,1,HD,hawkish_vs_dovish,True,a_favor,4,punto,0.09589353990128904,0.4864799180780691,0.046650281435395145,135
RPM-2005-03-10:180:1,1,HD,hawkish_vs_dovish,True,a_favor,5,el punto de,0.14302644588481553,0.3194902756509058,0.04569555862110908,31
RPM-2005-03-10:180:1,1,HD,hawkish_vs_dovish,True,en_contra,1,la manana,0.0821348801657121,-0.4620697803503092,-0.03795204603726956,12
RPM-2005-03-10:180:1,1,HD,hawkish_vs_dovish,True,en_contra,2,externa,0.07396886102670043,-0.4275294895531081,-0.031623869397570024,21
RPM-2005-03-10:180:1,1,HD,hawkish_vs_dovish,True,en_contra,3,de la manana,0.08967093442442643,-0.30399219269749006,-0.027259263976914236,7
RPM-2005-03-10:180:1,1,HD,hawkish_vs_dovish,True,en_contra,4,tactica,0.09174360923490271,-0.27788254098186366,-0.025493947253041938,6
RPM-2005-03-10:180:1,1,HD,hawkish_vs_dovish,True,en_contra,5,de la division,0.08784270567380692,-0.2522073074952088,-0.022154572281084944,8
RPM-2006-08-10:806:1,1,A,relevante_vs_irrelevante,True,a_favor,1,que,0.10584576276658128,2.690485098958898,0.2847764475114255,1025
RPM-2006-08-10:806:1,1,A,relevante_vs_irrelevante,True,a_favor,2,en,0.09878979505313874,2.3012769776798927,0.22734268098550314,909
RPM-2006-08-10:806:1,1,A,relevante_vs_irrelevante,True,a_favor,3,un,0.10012830560013732,1.7107940224108875,0.17129890669484552,660
RPM-2006-08-10:806:1,1,A,relevante_vs_irrelevante,True,a_favor,4,mas,0.1016468261913589,1.4796838986786187,0.15040517206713785,516
RPM-2006-08-10:806:1,1,A,relevante_vs_irrelevante,True,a_favor,5,se,0.09973398306527431,1.3658392177330432,0.13622058541127485,898
RPM-2006-08-10:806:1,1,A,relevante_vs_irrelevante,True,en_contra,1,presidente,0.10355359290985253,-3.813849127232742,-0.3949377799410557,318
RPM-2006-08-10:806:1,1,A,relevante_vs_irrelevante,True,en_contra,2,corbo,0.0917318209456476,-2.5117610677775692,-0.2304084165276206,99
RPM-2006-08-10:806:1,1,A,relevante_vs_irrelevante,True,en_contra,3,vittorio,0.09827981649608439,-2.04827774526516,-0.2013043609376734,77
RPM-2006-08-10:806:1,1,A,relevante_vs_irrelevante,True,en_contra,4,senor,0.05112192294356737,-1.7079814552811943,-0.08731529634592727,1032
RPM-2006-08-10:806:1,1,A,relevante_vs_irrelevante,True,en_contra,5,significa,0.12016296566117231,-0.6265228440807494,-0.0752848429992151,33
RPM-2006-08-10:806:1,1,B,neutral_vs_dovish,True,a_favor,1,significa,0.05670482792789316,0.3214855280630417,0.018229781550122646,30
RPM-2006-08-10:806:1,1,B,neutral_vs_dovish,True,a_favor,2,corbo,0.05443622813701487,0.31843667738063464,0.01733449161708523,36
RPM-2006-08-10:806:1,1,B,neutral_vs_dovish,True,a_favor,3,efecto de,0.05281102188594457,0.3083617596630067,0.016284899638351426,41
RPM-2006-08-10:806:1,1,B,neutral_vs_dovish,True,a_favor,4,el efecto,0.04781731730168596,0.3260386507350777,0.015590293614812777,61
RPM-2006-08-10:806:1,1,B,neutral_vs_dovish,True,a_favor,5,tomado,0.07256255814617459,0.18475822774180642,0.013406529643498994,8
RPM-2006-08-10:806:1,1,B,neutral_vs_dovish,True,en_contra,1,escenario,0.04870160777278553,-1.0072823438303542,-0.04905626962567801,273
RPM-2006-08-10:806:1,1,B,neutral_vs_dovish,True,en_contra,2,le,0.058684418472185654,-0.8133236141040241,-0.04772942332339099,172
RPM-2006-08-10:806:1,1,B,neutral_vs_dovish,True,en_contra,3,le parece,0.06931886061745202,-0.5909580190282246,-0.04096453655178306,105
RPM-2006-08-10:806:1,1,B,neutral_vs_dovish,True,en_contra,4,cree que,0.04454909715934375,-0.918670094198673,-0.040925923283840156,79
RPM-2006-08-10:806:1,1,B,neutral_vs_dovish,True,en_contra,5,parece,0.0613515076019615,-0.6635288045862368,-0.04070849249869293,152
RPM-2006-08-10:806:1,1,HD,hawkish_vs_dovish,True,a_favor,1,paises,0.09349128274766838,0.399161201659311,0.03731809276622972,79
RPM-2006-08-10:806:1,1,HD,hawkish_vs_dovish,True,a_favor,2,corbo,0.05443622813701487,0.535876575150475,0.029171099498173453,36
RPM-2006-08-10:806:1,1,HD,hawkish_vs_dovish,True,a_favor,3,la economia mundial,0.05343660778555095,0.4691295373690487,0.025068691089006823,39
RPM-2006-08-10:806:1,1,HD,hawkish_vs_dovish,True,a_favor,4,economia mundial,0.05311999990927211,0.4661707496706279,0.024762990180209065,40
RPM-2006-08-10:806:1,1,HD,hawkish_vs_dovish,True,a_favor,5,como se,0.04471038189606864,0.5345496281005352,0.023899918014776395,78
RPM-2006-08-10:806:1,1,HD,hawkish_vs_dovish,True,en_contra,1,desaceleracion,0.07961160745568599,-0.6642321975414416,-0.05288059297009692,133
RPM-2006-08-10:806:1,1,HD,hawkish_vs_dovish,True,en_contra,2,estados unidos de america,0.06608967862080979,-0.4854330049017448,-0.032082111285890294,122
RPM-2006-08-10:806:1,1,HD,hawkish_vs_dovish,True,en_contra,3,unidos de america,0.06608967862080979,-0.4854330049017448,-0.032082111285890294,122
RPM-2006-08-10:806:1,1,HD,hawkish_vs_dovish,True,en_contra,4,esperaba,0.05670482792789316,-0.5521590185863425,-0.031310082137772914,30
RPM-2006-08-10:806:1,1,HD,hawkish_vs_dovish,True,en_contra,5,le,0.058684418472185654,-0.5277642057915312,-0.03097153550731092,172
RPM-2006-08-10:808:1,1,A,relevante_vs_irrelevante,True,a_favor,1,tasa,0.057495573654731465,2.318880965916707,0.1333253913724189,381
RPM-2006-08-10:808:1,1,A,relevante_vs_irrelevante,True,a_favor,2,en,0.05206884216484925,2.3012769776798927,0.11982482772841564,909
RPM-2006-08-10:808:1,1,A,relevante_vs_irrelevante,True,a_favor,3,que,0.03850321047124535,2.690485098958898,0.10359231403496383,1025
RPM-2006-08-10:808:1,1,A,relevante_vs_irrelevante,True,a_favor,4,anual,0.09839949816381363,0.9684777012691402,0.0952977197877272,146
RPM-2006-08-10:808:1,1,A,relevante_vs_irrelevante,True,a_favor,5,con,0.050718118305377764,1.7875977557235936,0.090663594457217,614
RPM-2006-08-10:808:1,1,A,relevante_vs_irrelevante,True,en_contra,1,millones,0.09669466216946665,-0.9155103548325247,-0.08852496447317952,14
RPM-2006-08-10:808:1,1,A,relevante_vs_irrelevante,True,en_contra,2,16,0.053248111419282956,-1.4209539890658716,-0.0756631163314541,49
RPM-2006-08-10:808:1,1,A,relevante_vs_irrelevante,True,en_contra,3,reunion,0.042830896520118365,-1.4175883802001368,-0.06071658122047427,299
RPM-2006-08-10:808:1,1,A,relevante_vs_irrelevante,True,en_contra,4,junio,0.11295414219271098,-0.5316761259208763,-0.06005502072773637,43
RPM-2006-08-10:808:1,1,A,relevante_vs_irrelevante,True,en_contra,5,mes,0.07405034295610592,-0.6722024927928902,-0.04977682512726284,285
RPM-2006-08-10:808:1,1,B,neutral_vs_dovish,True,a_favor,1,respecto de,0.028938483602878283,0.5428584534847627,0.015709500454852667,172
RPM-2006-08-10:808:1,1,B,neutral_vs_dovish,True,a_favor,2,de los,0.028861685530528758,0.5305822363683543,0.015313497654148122,443
RPM-2006-08-10:808:1,1,B,neutral_vs_dovish,True,a_favor,3,magendzo,0.056647687454592616,0.22087270705025783,0.0125119280762328,12
RPM-2006-08-10:808:1,1,B,neutral_vs_dovish,True,a_favor,4,diciembre,0.04360511164153477,0.28350092420249307,0.012362089450327997,69
RPM-2006-08-10:808:1,1,B,neutral_vs_dovish,True,a_favor,5,de consumo,0.035897770435483416,0.3414716038083909,0.012258069243749961,65
RPM-2006-08-10:808:1,1,B,neutral_vs_dovish,True,en_contra,1,la tasa,0.0252847744321491,-1.9969891267137405,-0.05049341961241135,348
RPM-2006-08-10:808:1,1,B,neutral_vs_dovish,True,en_contra,2,tasa,0.0279881450911016,-1.7954745606507587,-0.05025200251087534,380
RPM-2006-08-10:808:1,1,B,neutral_vs_dovish,True,en_contra,3,tasa de,0.029676657130392633,-1.6456075414543863,-0.048836130778930203,323
RPM-2006-08-10:808:1,1,B,neutral_vs_dovish,True,en_contra,4,la tasa de,0.027070397210625218,-1.6977378926336004,-0.045958439113121356,302
RPM-2006-08-10:808:1,1,B,neutral_vs_dovish,True,en_contra,5,base,0.025345262060882567,-1.3198946678184367,-0.033453076248619824,241
RPM-2006-08-10:808:1,1,HD,hawkish_vs_dovish,True,a_favor,1,puntos,0.02706948827096439,0.9536045801357729,0.025813587997123223,205
RPM-2006-08-10:808:1,1,HD,hawkish_vs_dovish,True,a_favor,2,puntos base,0.022979922586549715,1.0640883071285492,0.024452666923066798,178
RPM-2006-08-10:808:1,1,HD,hawkish_vs_dovish,True,a_favor,3,costos,0.027572551217711096,0.7860745599345527,0.021674081064735163,104
RPM-2006-08-10:808:1,1,HD,hawkish_vs_dovish,True,a_favor,4,de los,0.028861685530528758,0.623183899010382,0.017986137720926436,443
RPM-2006-08-10:808:1,1,HD,hawkish_vs_dovish,True,a_favor,5,base,0.025345262060882567,0.7092503426226674,0.017976135800542255,241
RPM-2006-08-10:808:1,1,HD,hawkish_vs_dovish,True,en_contra,1,en julio,0.0748799289553752,-0.36918061847261396,-0.027644218482930808,11
RPM-2006-08-10:808:1,1,HD,hawkish_vs_dovish,True,en_contra,2,tasas,0.026893896326168214,-0.9365388034709992,-0.02518717748598268,278
RPM-2006-08-10:808:1,1,HD,hawkish_vs_dovish,True,en_contra,3,julio,0.06632586689405928,-0.34051054449235996,-0.022584657050023917,32
RPM-2006-08-10:808:1,1,HD,hawkish_vs_dovish,True,en_contra,4,mes,0.03894478825785583,-0.5783875312177367,-0.022525179934258732,246
RPM-2006-08-10:808:1,1,HD,hawkish_vs_dovish,True,en_contra,5,ultimo mes,0.030131795143531256,-0.7308698904144038,-0.02202242181454195,77
RPM-2007-06-14:1296:3,1,A,relevante_vs_irrelevante,True,a_favor,1,que,0.10345405193994298,2.690485098958898,0.27834158517133645,1025
RPM-2007-06-14:1296:3,1,A,relevante_vs_irrelevante,True,a_favor,2,con,0.12053228250250779,1.7875977557235936,0.2154632376937251,614
RPM-2007-06-14:1296:3,1,A,relevante_vs_irrelevante,True,a_favor,3,consumo,0.21494511514994613,0.9666844236948818,0.20778409476475568,166
RPM-2007-06-14:1296:3,1,A,relevante_vs_irrelevante,True,a_favor,4,mas,0.1331034427458584,1.4796838986786187,0.19695102108973805,516
RPM-2007-06-14:1296:3,1,A,relevante_vs_irrelevante,True,a_favor,5,fuerte,0.2506512313292306,0.6799342848380416,0.17042636571761496,101
RPM-2007-06-14:1296:3,1,A,relevante_vs_irrelevante,True,en_contra,1,senor,0.04900556891468725,-1.7079814552811943,-0.08370060291179038,1032
RPM-2007-06-14:1296:3,1,A,relevante_vs_irrelevante,True,en_contra,2,vicepresidente,0.13900006531339398,-0.48936310228852625,-0.06802150318007025,125
RPM-2007-06-14:1296:3,1,A,relevante_vs_irrelevante,True,en_contra,3,otro,0.14888569769005428,-0.233375926151892,-0.03474633758918703,99
RPM-2007-06-14:1296:3,1,A,relevante_vs_irrelevante,True,en_contra,4,agregada,0.1950309804660923,-0.06746701101209227,-0.013158157306805,33
RPM-2007-06-14:1296:3,1,A,relevante_vs_irrelevante,True,en_contra,5,demanda,0.1953128081501527,-0.04146260320757857,-0.0080981774656877,218
RPM-2007-06-14:1296:3,1,B,neutral_vs_hawkish,True,a_favor,1,consumo,0.10723448278062896,0.5126618610953466,0.05497502951591414,166
RPM-2007-06-14:1296:3,1,B,neutral_vs_hawkish,True,a_favor,2,fuerte,0.126540477416278,0.27405860806721083,0.034679507104865476,101
RPM-2007-06-14:1296:3,1,B,neutral_vs_hawkish,True,a_favor,3,inversion,0.11276602435467223,0.24781975453174795,0.027945648475095983,144
RPM-2007-06-14:1296:3,1,B,neutral_vs_hawkish,True,a_favor,4,promedio,0.0821586951776028,0.32870558467865085,0.02700602193478898,73
RPM-2007-06-14:1296:3,1,B,neutral_vs_hawkish,True,a_favor,5,arriba,0.18319974785696974,0.13701185233139232,0.025100536800527446,23
RPM-2007-06-14:1296:3,1,B,neutral_vs_hawkish,True,en_contra,1,mas,0.06336393629943325,-0.7445212830561712,-0.047175799153143544,511
RPM-2007-06-14:1296:3,1,B,neutral_vs_hawkish,True,en_contra,2,creciendo,0.13058102399491492,-0.3167033428274659,-0.04135544680902309,91
RPM-2007-06-14:1296:3,1,B,neutral_vs_hawkish,True,en_contra,3,puede ser,0.09265675323801564,-0.44091392921083006,-0.04085365313809178,46
RPM-2007-06-14:1296:3,1,B,neutral_vs_hawkish,True,en_contra,4,de la demanda agregada,0.12238040575215699,-0.2928235621591534,-0.03583586635082916,12
RPM-2007-06-14:1296:3,1,B,neutral_vs_hawkish,True,en_contra,5,la demanda agregada,0.10918502737943185,-0.3033219383571104,-0.03311821414430344,22
RPM-2007-06-14:1296:3,1,HD,hawkish_vs_dovish,True,a_favor,1,creciendo,0.13058102399491492,0.5816322990353049,0.07595014119654668,91
RPM-2007-06-14:1296:3,1,HD,hawkish_vs_dovish,True,a_favor,2,cualquier,0.11241739672669135,0.48852660349600463,0.054918888996753394,19
RPM-2007-06-14:1296:3,1,HD,hawkish_vs_dovish,True,a_favor,3,puede ser,0.09265675323801564,0.5571579604448919,0.051624447655538426,46
RPM-2007-06-14:1296:3,1,HD,hawkish_vs_dovish,True,a_favor,4,punto de,0.09315414185004221,0.539154643479785,0.05022448813782483,45
RPM-2007-06-14:1296:3,1,HD,hawkish_vs_dovish,True,a_favor,5,esta creciendo,0.11907081536803463,0.41859392973163906,0.049842320521256055,14
RPM-2007-06-14:1296:3,1,HD,hawkish_vs_dovish,True,en_contra,1,la inversion,0.12503419307418803,-0.48939284845410896,-0.0611908399027379,105
RPM-2007-06-14:1296:3,1,HD,hawkish_vs_dovish,True,en_contra,2,arriba,0.18319974785696974,-0.2850224030351647,-0.05221603236962978,23
RPM-2007-06-14:1296:3,1,HD,hawkish_vs_dovish,True,en_contra,3,inversion,0.11276602435467223,-0.4323791558236044,-0.048757678416057194,144
RPM-2007-06-14:1296:3,1,HD,hawkish_vs_dovish,True,en_contra,4,consumo,0.10723448278062896,-0.3485195419392596,-0.03737331281879822,166
RPM-2007-06-14:1296:3,1,HD,hawkish_vs_dovish,True,en_contra,5,inversion el,0.1366973458862097,-0.23524744611089393,-0.03215770150986834,6
RPM-2007-07-12:1325:1,1,A,relevante_vs_irrelevante,False,a_favor,1,sobre,0.2567010927002478,0.6250256633637714,0.16044477075117738,352
RPM-2007-07-12:1325:1,1,A,relevante_vs_irrelevante,False,a_favor,2,para,0.1945790516291382,0.38620138050888103,0.07514669835728201,603
RPM-2007-07-12:1325:1,1,A,relevante_vs_irrelevante,False,a_favor,3,la,0.13095297438209924,0.2613402346443781,0.03422328105239705,1046
RPM-2007-07-12:1325:1,1,A,relevante_vs_irrelevante,False,a_favor,4,escenario,0.27824814380123325,0.08835443819066466,0.024584458423153235,292
RPM-2007-07-12:1325:1,1,A,relevante_vs_irrelevante,False,en_contra,1,palabra,0.40610654565315485,-3.270538329785395,-1.3281870235353854,96
RPM-2007-07-12:1325:1,1,A,relevante_vs_irrelevante,False,en_contra,2,comentarios,0.4421962631610307,-2.513706619425971,-1.1115516737933115,70
RPM-2007-07-12:1325:1,1,A,relevante_vs_irrelevante,False,en_contra,3,presidente,0.26841485023322914,-3.813849127232742,-1.0236937422983081,318
RPM-2007-07-12:1325:1,1,A,relevante_vs_irrelevante,False,en_contra,4,ofrece,0.4578735417806572,-2.006119801760489,-0.918549178868385,61
RPM-2007-07-12:1325:1,1,A,relevante_vs_irrelevante,False,en_contra,5,senor,0.1325099680749634,-1.7079814552811943,-0.22632456811194057,1032
RPM-2007-07-12:1325:1,1,B,neutral_vs_dovish,False,a_favor,1,senor,0.0707502583083709,0.4344236644143957,0.03073558647258753,854
RPM-2007-07-12:1325:1,1,B,neutral_vs_dovish,False,a_favor,2,comentarios,0.3111182982853638,0.07486370368614215,0.023291468094172263,19
RPM-2007-07-12:1325:1,1,B,neutral_vs_dovish,False,a_favor,3,el senor,0.11905272418572081,0.09504553920609093,0.011315430364185858,401
RPM-2007-07-12:1325:1,1,B,neutral_vs_dovish,False,en_contra,1,el escenario,0.16535838885368123,-1.0813482861385855,-0.178810010385566,194
RPM-2007-07-12:1325:1,1,B,neutral_vs_dovish,False,en_contra,2,escenario,0.1435879508149199,-1.0072823438303542,-0.14463360764265012,273
RPM-2007-07-12:1325:1,1,B,neutral_vs_dovish,False,en_contra,3,ofrece,0.4141327867015998,-0.2899620094184422,-0.12008277499805499,3
RPM-2007-07-12:1325:1,1,B,neutral_vs_dovish,False,en_contra,4,el escenario interno,0.3783137385367475,-0.29433668551396047,-0.11135161188530132,6
RPM-2007-07-12:1325:1,1,B,neutral_vs_dovish,False,en_contra,5,interno,0.19537606229557783,-0.5343012628818159,-0.10438967682140357,121
RPM-2007-07-12:1325:1,1,HD,hawkish_vs_dovish,False,a_favor,1,interno,0.19537606229557783,0.1740244207735228,0.03400020607399964,121
RPM-2007-07-12:1325:1,1,HD,hawkish_vs_dovish,False,a_favor,2,escenario,0.1435879508149199,0.16200533166277825,0.02326201359454979,273
RPM-2007-07-12:1325:1,1,HD,hawkish_vs_dovish,False,a_favor,3,para,0.10233323422270861,0.18053275235630922,0.01847450043174844,521
RPM-2007-07-12:1325:1,1,HD,hawkish_vs_dovish,False,a_favor,4,senor presidente,0.2667523729825679,0.06414496875350673,0.01711082262989059,39
RPM-2007-07-12:1325:1,1,HD,hawkish_vs_dovish,False,en_contra,1,el escenario interno,0.3783137385367475,-0.36052592846032777,-0.13639191183525856,6
RPM-2007-07-12:1325:1,1,HD,hawkish_vs_dovish,False,en_contra,2,ofrece,0.4141327867015998,-0.2068021570249169,-0.08564355358463066,3
RPM-2007-07-12:1325:1,1,HD,hawkish_vs_dovish,False,en_contra,3,sobre el,0.19131079146561275,-0.3463068068953576,-0.06625222931707998,129
RPM-2007-07-12:1325:1,1,HD,hawkish_vs_dovish,False,en_contra,4,presidente,0.18215140725719625,-0.25475194722477823,-0.04640342568850435,149
RPM-2007-07-12:1325:1,1,HD,hawkish_vs_dovish,False,en_contra,5,escenario interno,0.30799541062202007,-0.1332304593004907,-0.04103437001961497,20
RPM-2008-06-10:1854:1,1,A,relevante_vs_irrelevante,True,a_favor,1,tasa,0.16201416603581054,2.318880965916707,0.3756915658293101,381
RPM-2008-06-10:1854:1,1,A,relevante_vs_irrelevante,True,a_favor,2,que,0.0872317230062185,2.690485098958898,0.23469565090474095,1025
RPM-2008-06-10:1854:1,1,A,relevante_vs_irrelevante,True,a_favor,3,con,0.12597020214210433,1.7875977557235936,0.22518405063727312,614
RPM-2008-06-10:1854:1,1,A,relevante_vs_irrelevante,True,a_favor,4,una,0.1572107720791101,1.0756567388582896,0.16910482640800942,607
RPM-2008-06-10:1854:1,1,A,relevante_vs_irrelevante,True,a_favor,5,en,0.056883983139282994,2.3012769776798927,0.13090580079716313,909
RPM-2008-06-10:1854:1,1,A,relevante_vs_irrelevante,True,en_contra,1,consulta,0.15605209730194544,-0.9802658397754854,-0.1529725402104173,98
RPM-2008-06-10:1854:1,1,A,relevante_vs_irrelevante,True,en_contra,2,senor,0.05121649813728149,-1.7079814552811943,-0.08747682902292062,1032
RPM-2008-06-10:1854:1,1,A,relevante_vs_irrelevante,True,en_contra,3,sebastian,0.15981887643454018,-0.48960590196989273,-0.07824826514854788,90
RPM-2008-06-10:1854:1,1,A,relevante_vs_irrelevante,True,en_contra,4,tabla,0.28952419030119053,-0.18407568459904952,-0.05329436353767714,4
