intervencion_id,meeting_id,fold,etiqueta_ia,relevancia_ia,pred_a,pred_b_sin_mascara,pred,acierto,confusion_hd,texto,texto_identico_en_train
RPM-2006-01-12:564:1,RPM-2006-01-12,2,neutral,1,1,neutral,neutral,True,False,"El Vicepresidente señor De Gregorio quiere hacer una aclaración respecto a la historia de estas alzas, en el sentido que las bajas de tasas agresivas del Banco Central empezaron en el mes de enero de 2002; en el período 2001-2002, el Banco no fue tan activo en esta materia. Durante el segundo semestre del año 2001, se produjo la intervención masiva y única, y con apreciación sobre el tipo de cambio, ya que era el momento en que el Banco estaba consciente que la tasa debía bajar; sin embargo, se esperó una mayor turbulencia para proceder en tal sentido. Es así que durante el primer semestre del año 2002, se bajaron las tasas prácticamente todos los meses, desde 6,5% hasta 3% o 3,5% durante el primer semestre de ese año.",False
RPM-2006-01-12:567:1,RPM-2006-01-12,2,neutral,1,1,neutral,neutral,True,False,"El Consejero señor Desormeaux señala que quiere hacer una consideración al respecto. Se trata de un alcance que hizo el Ministro también el año 2000, considerando que es el único Consejero de esa época que se encuentra en el cargo. Agrega que en aquella oportunidad, efectivamente se ajustaron las tasas de interés en dos oportunidades, y después de eso la economía mostró una desaceleración y empezó a aumentar el desempleo. Indica que quiere recordar al Ministro que la causa de estas decisiones fue la caída de los mercados accionarios. Al respecto, señala que un solo mercado, el Nasdaq, perdió siete trillones de dólares, y naturalmente se interrumpió la expansión de la economía mundial, la más larga que haya conocido el mundo hasta ese momento. Indudablemente señala, lo anterior afectó a la economía chilena y eso hace que si uno analiza las decisiones previas, éstas aparezcan como inconsistentes, pero había buenas razones para proceder como se hizo.",False
RPM-2006-10-12:897:1,RPM-2006-10-12,2,neutral,0,0,neutral,neutral,True,False,"El Presidente señor Vittorio Corbo, ofrece la palabra a los asistentes para
comentarios.",True
RPM-2006-10-12:906:1,RPM-2006-10-12,2,neutral,1,1,neutral,neutral,True,False,"Con respecto al tipo de cambio, el Gerente de Análisis Financiero señor Igal
Magendzo, comenta que el dólar ha estado relativamente estable. Sin embargo, en términos
multilaterales y respecto al tipo de cambio real, indica que ha habido una apreciación
aproximada de 1% el último mes.",False
RPM-2006-10-12:919:1,RPM-2006-10-12,2,neutral,1,1,neutral,neutral,True,False,"El Presidente señor Vittorio Corbo, señala que aquí se presentan dos noticias,
una la inflación baja y la otra, proyecciones de que el precio del petróleo bajó.",False
RPM-2006-10-12:922:1,RPM-2006-10-12,2,neutral,1,1,neutral,neutral,True,False,"El Presidente señor Vittorio Corbo, sobre la coyuntura doméstica, destaca dos
aspectos: en primer lugar, que en la economía nacional se observan cifras parciales al tercer
trimestre que siguen débiles en actividad y que están muy relacionadas con la industria y
también con la minería. En segundo lugar, que se está viendo la inflación algo por debajo de lo
proyectado y que tiene que ver con la tendencia inflacionaria que se presenta hacia la baja.",False
RPM-2006-10-12:936:1,RPM-2006-10-12,2,dovish,1,1,dovish,dovish,True,False,"El Ministro de Hacienda, señor Andrés Velasco, señala que va a ser breve
debido a que los fundamentos de la discusión, por lo que intuye y escucha, le parecen bastante
compartidos. Señala el señor Ministro, que desde la última reunión se han suscitado noticias,
cambios e innovaciones, los que quiere resumir en dos hechos fundamentales. Indica el señor
Ministro, que en primer lugar la inflación viene más baja en todas sus medidas relevantes,
como acaba de señalar el Gerente de División Operaciones Financieras, señor Esteban
Jadresic. En segundo lugar, señala que la actividad, para ser preciso, se refiere a la demanda
agregada, parece también ser más débil de lo que se había pensado. Agrega, que hay una
serie de conjeturas acerca de por qué eso podría ser así. Se pregunta el señor Ministro hacia
dónde apunta esto y cree que se refiere a dos elementos: en cuanto a los hechos, sospecha
que no habrá matiz alguno respecto a la conveniencia de no alterar tasas, y respecto a las
señales, sesgos e indicaciones que se den hacia delante, quiere secundar lo que varios han
dicho en esta reunión, pero con algo más de énfasis.
El señor Ministro de Hacienda don Andrés Velasco, cree que mantener lo que se
le comunica al mercado en un lenguaje del tenor que “en el escenario central se contemplan
más alzas”, resulta inconveniente por tres razones: primero, porque deja muy poco claro cuál
es el horizonte en que eso podría ocurrir, porque si lo que se ha comunicado y lo que se va a
seguir comunicando, es que la pausa va a ser muy prolongada, cuando las pausas se
convierten en cuasi indefinidas, cree que la idea de mantener una especie de estado
estacionario al cual se converge, se vuelve muy difícil de asir. ¿Qué quiere decir cuándo un
desarrollo es muy largo?, ¿qué quiere decir una pausa?, ¿cuál es la diferencia entre pausa y
estado estacionario?.
Le parece que en las circunstancias actuales se prestaría para malos
entendidos. En segundo término, indica que si bien es cierto que todos compartimos y está
implícito en las proyecciones tanto del Banco, como de Hacienda, que el próximo año va a ser
mejor y hay motivos exógenos para que el próximo año sea mejor, todos sabemos que la
actividad es una variable endógena y depende de muchas cosas, entre otras, del movimiento
de las tasas largas que el Banco Central no determina directamente, pero en las que sí incide
mediante la información que transmite.
Por último, la tercera razón que mencionaron dos
miembros del staff, consiste en que, dado que el signo de la dirección del próximo movimiento
ha pasado de ser cierto, a incierto, siempre es bueno abonar el terreno para que esa
posibilidad, en caso que el Consejo decidiera adoptarla en el futuro, sea menos sorpresiva para
el mercado y constituya un cambio menos brusco con respecto a lo que se ha dicho y lo que se
ha hecho anteriormente. Indica el señor Ministro, que resume su comentario diciendo: uno,
que a su parecer hay todas las razones del mundo para mantener la tasa, y dos, que hay
razones poderosas para cambiar el fraseo del sesgo desde una situación en la cual el estado
estacionario o el escenario central es uno de tasas más altas, a uno en el cual el escenario
central es de mantención de las tasas actuales.",False
RPM-2007-10-11:1497:1,RPM-2007-10-11,2,neutral,1,1,neutral,neutral,True,False,"El Presidente señor Vittorio Corbo señala que está completamente de acuerdo con esa apreciación y que hay que tener cuidado y mostrar preocupación sobre el tema, porque tal como él lo ha manifestado, en el resto del mundo también se está analizando.",False
RPM-2007-10-11:1502:1,RPM-2007-10-11,2,neutral,1,1,neutral,neutral,True,False,"El Consejero señor Manuel Marfán señala que quiere efectuar brevemente un comentario en cuanto a que el fenómeno de la apreciación del peso no es efectivo sino que es solamente caída del dólar la que se está reflejando, entonces su comentario no resulta válido, pero sí hay algo de apreciación real efectiva. Agrega que tiene la impresión que los efectos macro de la apreciación sobre la demanda agregada es una curva Yieid y que inicialmente tiene efectos expansivos en la apreciación en el corto plazo, considerando que el sector privado que es un importador neto y el principal exportador del país es el Estado, el ingreso que se genera da un efecto positivo. Indica el señor Consejero que si así fuera, tal vez podrían revertirse parte de los efectos de demanda agregada que se están viendo de aquí hacia delante, ya que ésta aparece expandiéndose, pero en realidad es un efecto de acumulación de inventario de un sector exportador, no es un fenómeno doméstico. En lo doméstico, lo que resalta es la caída en la proyección del consumo privado que baja en un punto respecto de lo proyectado en el IPoM para el tercer trimestre y medio punto para el cuarto trimestre, que es algo que a lo mejor se podría eventualmente revertir.",False
RPM-2007-10-11:1503:3,RPM-2007-10-11,2,neutral,1,1,neutral,neutral,True,False,"Consulta el Consejero señor Jorge Desormeaux, con respecto a proyecciones de inflación, qué tan alejadas están éstas de las proyecciones del IPC mensual del mercado y hasta qué punto se podría tener sorpresas.",False
RPM-2007-10-11:1504:2,RPM-2007-10-11,2,neutral,1,1,neutral,neutral,True,False,"El Gerente señor Igal Magendzo señala que en este momento no podría dar una respuesta definitiva, pero le parece difícil identificar en que consiste un efecto de segunda vuelta, pero le parece que las medias podadas darían una indicación de lo que está pasando con la inflación más de tendencia, más allá de los shocks a precios específicos que se están observando. En cuanto a las expectativas de mercado, el Gerente de Análisis Macroeconómico señor Magendzo comenta que para esta ocasión, la mayoría del mercado espera una mantención de la Tasa de Política Monetaria y en el caso de los operadores de las mesa de dinero un 80% espera una mantención de la tasa versus un 20% que apuesta a un incremento. Las otras encuestas como la de expectativas, un 70% espera la mantención y un 30% el alza, y en el caso de Bloomberg y Reuters los porcentajes son similares.",False
RPM-2007-10-11:1507:1,RPM-2007-10-11,2,neutral,1,1,neutral,neutral,True,False,"El Gerente de División Estudios señor Rodrigo Valdés señala que tiene una cifra distinta que se refiere al cambio de crecimiento de los planes de producción del tercer trimestre. Indica que la Minera Escondida estaba sobrecumpliendo un 25%; las mineras privadas sin ésta estaban alrededor de un 90% de lo que señalaron que iban a producir y Codelco alrededor de un 80%. En consecuencia, Codelco representa el doble de las empresas privadas.",False
RPM-2007-10-11:1508:3,RPM-2007-10-11,2,neutral,0,0,neutral,neutral,True,False,"A continuación, el Presidente don Vittorio Corbo, solicita al Gerente de División Estudios que presente las Opciones de Política Monetaria.",False
RPM-2007-10-11:1519:1,RPM-2007-10-11,2,neutral,1,1,hawkish,hawkish,False,False,"El Presidente señor Vittorio Corbo señala que desde la última Reunión se han tenido noticias importantes tanto en el frente externo como en el interno, que apuntan a un escenario distinto al del último IPoM. En el frente externo, las acciones tomadas por los bancos centrales de los países industriales han permitido reducir los problemas de liquidez y de estrechez crediticia que experimentaban sus mercados monetarios y crediticios. Sin embargo, le parece que las condiciones financieras son igual ahora, menos favorables de lo que eran en la primera quincena de julio. Además, persiste la incertidumbre sobre los efectos finales que se terminará teniendo en el sistema financiero y en la actividad económica de Estados Unidos de América y en el resto de los países industriales. Agrega que en paralelo, se comienza a internalizar en las proyecciones que este ajuste tendrá un impacto negativo en el crecimiento de Estados Unidos de América, del resto de los países industriales y de los países emergentes y, los riesgos de estas proyecciones son marcadamente a la baja. En contraste, a pesar de las proyecciones de menor crecimiento, los precios de los productos primarios se mantienen altos. Comenta también el señor Presidente que en cuanto a paridades cambiarias, el dólar ha continuado su depreciación con respecto a las principales monedas. El Presidente señor Corbo señala que otro desarrollo importante del último mes, es el aumento en los flujos de capitales hacia los mercados accionarios de los países emergentes y la asociada alza en los precios de sus acciones. Agrega el Presidente señor Corbo que en el frente interno, el crecimiento del producto se desacelera más allá de los sectores de recursos naturales, alcanzando también a la industria. Por el lado de la demanda interna se mantiene el dinamismo de la inversión y el del consumo se reduce algo en el margen. Como resultado, el crecimiento estimado para el tercer trimestre se revisa a la baja en más de un punto porcentual con respecto al proyectado en el último IPoM. Indica el señor Presidente que la principal noticia en el frente interno sigue siendo una inflación que nuevamente supera a la proyectada. A su juicio, la principal causa siguen siendo shocks inesperados y más persistentes en precios de alimentos, especialmente de perecibles. Además, las distintas medidas de tendencia inflacionaria siguieron aumentando. Señala que por el lado de los costos, los laborales estabilizaron su tasa de crecimiento y el peso se apreció con respecto al dólar, más allá de la caída en su valor en los mercados internacionales. De otra parte, las expectativas de inflación de mediano y largo plazo se mantienen ancladas en torno al 3% anual, coherentes con un aumento transitorio de la inflación. Indica el señor Presidente que con este cuadro, decidir el curso de la política monetaria no resulta fácil y concuerda con la Minuta de la Gerencia de División Estudios que las opciones a que se enfrentan hoy son subir la tasa en 25 puntos base o mantenerla. Señala que los argumentos a favor de subirla siguen siendo los altos registros de inflación de los últimos meses, por la inusual persistencia que han mostrado los shocks de oferta y los riesgos que esto conlleva para la inflación proyectada por eventuales efectos de segunda vuelta en otros precios de bienes y servicios, salarios y expectativas de inflación de largo plazo del sector privado. Señala el señor Presidente que se agrega ahora que esta vez la inflación sin alimentos y combustibles también experimentó una importante alza. En estas circunstancias, el principal activo con que se cuenta, expectativas de inflación de mediano y largo plazo ancladas en torno al 3% anual, es también el principal riesgo, es decir que las expectativas comiencen a alejarse en forma persistente de ese 3%. Agrega que para controlar este riesgo habría que volver a subir la Tasa de Política Monetaria en 25 puntos base. Sin embargo, señala el señor Presidente que también existen argumentos para mantenerla. La reciente apreciación del peso y la ampliación de las brechas de capacidad deberían contribuir a reducir las presiones inflacionarias hacia adelante. Además, la sorpresa inflacionaria de los últimos meses por sus efectos en el ingreso disponible debería también contribuir a moderar el crecimiento de la demanda y a reducir las presiones inflacionarias. De otra parte, existe el riesgo destacado en la versión reciente del WEO, que la desaceleración de la economía mundial se profundice con efectos negativos en el dinamismo de la actividad interna, en el precio de los productos primarios, incluidos los alimentos y en las tasas de interés de los países industriales. En consecuencia, ponderando estas dos opciones, cree también que en esta ocasión lo apropiado es mantener la Tasa de Política Monetaria a la espera de acumular más antecedentes para poder calibrar las proyecciones de inflación para el horizonte de política. Estima eso sí, que el Comunicado debería destacar la preocupación del Banco Central de Chile, por los eventuales efectos del salto observado en la inflación a otros precios, salarios y expectativas de inflación. Por lo anterior su voto es por mantener la Tasa de Política Monetaria en 5,75% anual.",False
RPM-2008-09-04:2050:3,RPM-2008-09-04,2,neutral,1,1,neutral,neutral,True,False,"El Presidente señor José De Gregorio, señala que en lo referido al crecimiento, no resulta evidente qué es lo que empuja su promedio, porque si bajan bastante Estados Unidos de América, la Zona Euro y Japón respecto al promedio 2000-2006, China, al igual que el resto de Asia en 2 décimas y América Latina han mostrado un mayor crecimiento.",False
RPM-2008-09-04:2067:1,RPM-2008-09-04,2,neutral,1,1,neutral,neutral,True,False,"El Consejero señor Manuel Marfán sobre el mismo tema, comenta que existen numerosas inversiones de grandes empresas, pero que no son grandes proyectos, e indica que por ejemplo, la renovación de equipos de computación es también de empresas grandes, pero corresponde al tamaño de los proyectos.",False
RPM-2008-09-04:2073:1,RPM-2008-09-04,2,neutral,1,1,neutral,neutral,True,False,"El Ministro de Hacienda señor Andrés Velasco sobre este mismo tema indica que sus dudas tienen que ver con el comentario efectuado por el Consejero señor Manuel Marfán. A su parecer, existe el temor que un crecimiento tan fuerte del empleo sea un fenómeno transitorio, porque las productividades no son consistentes. Es decir, la productividad del trabajo no solo se observa en los Costos Laborales Unitarios porque éstos incluyen productividad y salarios, pero lo que está pasando con el cuociente dividido por L es muy extraño. En consecuencia, señala que si ese cuociente dejara de comportarse de modo irregular, lo más natural sería que con estas tasas de crecimiento se produjera una caída en la demanda por trabajo, lo que tendería a reforzar esa tendencia a la baja en el salario real y, más bien, constituiría una fuente de desinflación. Agrega, que lo anómalo en ese comportamiento del empleo es hasta cuándo durará con las tasas que se observan.",False
RPM-2008-09-04:2086:1,RPM-2008-09-04,2,hawkish,1,1,hawkish,hawkish,True,False,"El Gerente de División Estudios señala que en la última Reunión de Política Monetaria, el Consejo acordó aumentar la Tasa de Interés de Política Monetaria en 50 puntos base, hasta 7,75% anual, dado el deterioro que había experimentado el panorama inflacionario, y para asegurar la convergencia de la inflación hacia el 3%. Asimismo, indica que se reafirmó el compromiso de conducir la política monetaria de manera de reducir la elevada inflación vigente hacia el 3% en el horizonte de política, señalando que ello resultaba esencial para alinear la dinámica inflacionaria con el objetivo de estabilidad de precios. Indica el Gerente de División Estudios señor García que en la Reunión pasada señaló que, en el escenario más probable, serían necesarios ajustes adicionales para asegurar la convergencia de la inflación a la meta. Agrega el señor Gerente de División Estudios, que desde dicha Reunión, las principales noticias que se han acumulado son las siguientes: • En el ámbito internacional, siguen las preocupaciones por la elevada inflación mientras las perspectivas de crecimiento mundial se mantienen sin cambios relevantes gracias al dinamismo de las economías emergentes. Indica que aunque el crecimiento de Estados Unidos de América en el segundo trimestre fue mayor que lo previsto, ello no altera significativamente el panorama de bajo crecimiento hacia el mediano plazo en esa economía. Las cifras coyunturales en la Euro Zona y Japón confirman un panorama de crecimiento debilitado. Con ello, se siguen descartando cambios evidentes en las políticas monetarias de las economías desarrolladas en el corto plazo y el dólar ha tendido a fortalecerse. • Señala el señor Gerente de División Estudios, que el precio del petróleo ha caído de manera importante en los días más recientes, pero los precios a futuro se mantienen más altos. Agrega que el resto de los productos básicos muestran algunas tendencias al alza. • Por su parte, los mercados financieros internacionales se han visto nuevamente tensionados, lo que ha afectado las valoraciones bursátiles y las primas por activos más riesgosos en diversos mercados. • Comenta el Gerente de División Estudios señor García que las cifras nacionales de actividad y demanda reafirman el panorama de un crecimiento para el año de entre 4% y 5%. De hecho, la proyección puntual contenida en las versiones preliminares del IPoM alcanza a 4,6%, dos décimas por encima de lo proyectado en el Informe de mayo. Asimismo, el empleo ha continuado creciendo a tasas elevadas. • El peso no ha mostrado tendencias evidentes después de la última Reunión de Política Monetaria, oscilando entre $ 525 y $ 510. • Menciona también, que la inflación de agosto estuvo cerca de lo previsto, incluyendo las cifras de inflación subyacente. Los salarios nominales crecieron a una tasa superior a la de meses anteriores. Las medidas de expectativas privadas previas a la divulgación del IPC y del IMACEC, consideran tendencias inflacionarias algo por debajo de las Encuestas de Expectativas Económicas y algo por encima (compensaciones) de las del escenario base contenido en las versiones preliminares del IPoM. Las expectativas de crecimiento de la Encuesta de Expectativas Económicas son en todo caso mayores para el 2009 y menores para el 2008. Señala el señor García que el principal antecedente tras las opciones de política, en esta ocasión, es el escenario central y sus riesgos asociados que se han discutido en versiones preliminares del IPoM. El panorama de corto y mediano plazo contenido en el escenario central de dicho Informe indica un escenario de crecimiento de la actividad y la demanda durante este año por encima de perspectivas previas, pero con una desaceleración durante los próximos dos años, principalmente en la demanda interna. De esta forma, hace presente el señor Gerente de División Estudios, que el crecimiento de la actividad en el bienio 2009-2010, llegaría a cifras hasta un punto por debajo del crecimiento de tendencia de la economía. Indica que proyecciones alternativas indican una desaceleración incluso mayor para el 2009. Comenta el señor Gerente de División Estudios que la ampliación de holguras vinculada a estas perspectivas de crecimiento son el ingrediente esencial para lograr la reducción de las tendencias inflacionarias y así alcanzar una variación del IPC de 3% en el horizonte habitual, en torno a dos años. Por el lado de los costos importados, señala que las perspectivas del escenario central no contienen fuerzas desinflacionarias relevantes como para reducir por sí mismas los registros inflacionarios actuales. A su vez, estima que de acuerdo con las visiones de consenso, el escenario internacional seguirá siendo relativamente benigno por el lado del crecimiento. Agrega que así, queda radicado en la política monetaria el generar el suficiente efecto en las holguras como para permitir una convergencia a la meta en el horizonte planteado de dos años. Manifiesta el señor García que en el escenario central, las proyecciones consideran alzas adicionales de la Tasa de Política Monetaria en éste y quizá el próximo trimestre, hasta niveles del orden de 8,75%-9,25%. Si bien esto es significativamente superior al nivel actual de la Tasa de Política Monetaria, es un nivel coherente con el carácter transitorio del aumento de la inflación, con expectativas de mediano plazo que contemplan un retorno a la meta en los horizontes habituales, y mayores holguras que apacigüen la propagación de los mayores costos y precios de meses recientes a la inflación. Comenta el señor Gerente de División Estudios, que de esta manera, en este escenario la dinámica inflacionaria comienza a ceder hacia fines del cuarto trimestre. Indica el señor Gerente de División Estudios que lo anterior lleva a que se considere, al igual que en Reuniones previas, como las opciones más plausibles alzas de 50 ó 75 puntos base. Indica que evidentemente, una secuencia de acciones de política monetaria puede contemplar ajustes sucesivos de una u otra magnitud, pero se debe considerar que el escenario base tiene como punto de referencia un nivel máximo para la Tasa de Política Monetaria del orden de 8,75%-9,25%. Indica el señor García que en ese sentido, y bajo el criterio de que los ajustes de la Tasa de Política Monetaria deberían converger de manera suave al nivel deseado. Hace presente que no le parece conveniente efectuar un aumento de 75 puntos base, ya que luego debería proseguirse, en el escenario base, con aumentos de menor magnitud. Agrega que esa implementación de la política monetaria resultaría, sin duda, confusa desde el punto de vista comunicacional. Por ello, el señor García considera que las razones para optar por un aumento de 75 puntos base radican en una ponderación relativamente mayor de los escenarios de riesgo posibles y una menor ponderación para el escenario base. Comenta que en los próximos meses pueden materializarse eventos que apunten a la necesidad de incrementar la Tasa de Política Monetaria por encima, quizá considerablemente, de los niveles implícitos en el escenario base. En primer lugar, cree que es posible que el reciente dinamismo de la actividad y la demanda continúe sorprendiendo, empujando el crecimiento del PIB más cerca de 5% para este año y presionando las holguras de capacidad. En segundo lugar, la dinámica inflacionaria puede no ceder como se anticipa, debido a presiones de costos laborales o costos importados mayores que los previstos. En este sentido, señala el Gerente de División Estudios señor García que las recientes cifras de salarios deben tomarse con cuidado. Aunque un aumento de la Tasa de Política Monetaria de 75 puntos base, en esta ocasión, difícilmente puede acotar la probabilidad de que estos riesgos se materialicen en el corto plazo, sí podría mitigar su impacto en las frágiles expectativas de mediano plazo, dejando a la política monetaria en un mejor pie para realizar los ajustes necesarios con el fin de conducir la inflación a la meta. Menciona el señor Gerente de División Estudios que al igual que en ocasiones anteriores, en este proceso de desinflación la comunicación global de la política monetaria es tan relevante como la decisión misma. Agrega que en términos del Comunicado, dado que el mercado considera un nivel de tasas aun superior al que se alcanzaría con alzas de 50 ó 75 puntos base, le parece que la exclusión de un sesgo sería muy sorpresiva. Con respecto a un alza de 75 puntos base, señala el señor García que algunos analistas no la descartan del todo, lo que junto con la inclusión de esta opción en minutas de Reuniones de Política Monetaria anteriores haría que un alza de esa magnitud fuese menos sorpresiva que en meses recientes. En todo caso, señala que dada la discusión anterior, una opción de ese tipo debería señalizar una preocupación mayor con las perspectivas inflacionarias de mediano plazo, lo que tendría que incluirse con un sesgo más preciso que en meses anteriores en el Comunicado. Indica que sin un mensaje nítido, un aumento de 75 puntos base puede ser confuso en cuanto a señalizar la dirección futura de la política monetaria. Finalmente, hace presente el señor Gerente de División Estudios que la divulgación del Informe de Política Monetaria de septiembre da la oportunidad de comunicar, en términos más precisos, la orientación general de la política monetaria, particularmente en la comparación de la trayectoria con lo que espera el mercado, el sesgo en las proyecciones y las trayectorias proyectadas de inflación y crecimiento.",False
RPM-2008-09-04:2094:1,RPM-2008-09-04,2,hawkish,1,1,hawkish,hawkish,True,False,"El Consejero señor Manuel Marfán agradece como siempre el análisis efectuado por el staff. Indica que en esta ocasión se cuenta con menos información que la habitual, ya que solo hoy se dieron a conocer importantes datos de la coyuntura, no siendo posible evaluar en profundidad la reacción del mercado y de los analistas. Indica, en particular, que no se cuenta con una Encuesta de Expectativas Económicas actualizada, respecto de la Reunión anterior. A la vez, sin embargo, indica que nos beneficiamos de la cercanía del próximo IPoM y del escenario central allí contenido. Agrega el señor Consejero que, respecto de la Minuta de Opciones, hace suyo el listado de antecedentes relevantes a considerar desde la Reunión de Política Monetaria anterior, contenido en el párrafo dos de la misma, que da por reproducido, a lo cual agregaría tres elementos importantes. Primero, que la evidencia confirma que se ha acentuado la propagación de los shocks inflacionarios hacia otros precios. Segundo, que la compensación inflacionaria implícita en los precios de los activos ha aumentado respecto de la Reunión de Política Monetaria anterior, dando cuenta que las expectativas se mantendrían desalineadas con la meta y el horizonte de política. Y tercero, que el mercado financiero reaccionó con fuerza a la decisión de hace un mes de elevar por segunda vez consecutiva la Tasa de Política Monetaria en 50 puntos base y de hecho espera mayoritariamente que la decisión de hoy sea la misma. Comenta el Consejero señor Manuel Marfán, que en este conjunto de antecedentes hay algunas contradicciones potenciales que espera se resuelvan pronto y para bien. Indica que las expectativas privadas de inflación superan las proyecciones del Banco Central, y que las expectativas de crecimiento de la actividad, en el mediano plazo, también superarían las nuevas proyecciones de la Institución. Agrega, que el Banco Central de Chile, en tanto, ha señalado que hará todo lo que esté a su alcance para alinear la inflación hacia 3% en dos años, y el mercado sí parece creer que el Banco será proactivo, es decir, espera un Banco Central que esté delante de la curva. Agrega el Consejero señor Marfán que el problema de esta combinación, es que mientras más demoren las expectativas en alinearse con la meta, mayores serán los costos reales, en términos de crecimiento y empleo, de la política de estabilización. Hace presente el Consejero señor Manuel Marfán, que desde esta perspectiva solo cabe reiterar que el Consejo hará todo lo que esté a su alcance para alinear la inflación hacia el 3% en dos años, aunque ello implique costos reales superiores a los esperados. Aún así, estima que esos mayores costos reales son menores que los que habrían si se hubiera sido contemplativo con la inflación. Señala que la moderación de la propagación inflacionaria requiere una economía más bien fría, es decir, una economía creciendo moderadamente por debajo del producto de tendencia durante un plazo más o menos equivalente al horizonte de política. En su opinión, este es un componente aún no internalizado por los agentes privados y por los analistas. Indica el Consejero señor Marfán que por cuarta vez consecutiva, hace presente que cambios en la Tasa de Política Monetaria de 50 puntos base deben reservarse para ocasiones espacialísimas y le parece que la actual coyuntura sigue siéndolo. Agrega que descarta, por ahora, un aumento de 75 puntos base, ya que su justificación sería más bien preventiva, en el caso que se diera uno de los escenarios de riesgo. Menciona que en la antesala del próximo IPoM, la decisión debe ser consistente con el escenario base que se dará a conocer, y cuyo eje pasa por alinear las expectativas de inflación con la meta de política y que mientras antes se dé ese alineamiento, los costos reales de la estabilización serán menores. En consecuencia, por las razones expuestas, el Consejero señor Manuel Marfán vota por subir la Tasa de Política Monetaria en 50 puntos base, manteniendo un tono hawkish en el Comunicado.",False
RPM-2008-09-04:2095:1,RPM-2008-09-04,2,hawkish,1,1,hawkish,hawkish,True,False,"El Vicepresidente señor Jorge Desormeaux señala que en las últimas tres Reuniones de Política Monetaria la decisión de política fue afectada de manera decisiva por novedades tanto en el plano interno como externo. Comenta que en el plano externo, el componente más significativo fue el shock que experimentaron los precios de los bienes primarios, y en el plano interno, y en parte como consecuencia de lo anterior, las novedades se relacionaron con inflaciones superiores a las esperadas. En el mes de agosto, se percibió asimismo un grado de propagación inflacionaria superior al estimado en meses previos, lo que dio lugar a tres ajustes sucesivos de 50 puntos base en la Tasa de Política Monetaria. Comenta el señor Vicepresidente que para esta Reunión, después de mucho tiempo, las noticias en materia inflacionaria no contienen sorpresas. Por el lado de los costos importados, los precios de los commodities han experimentado descensos, que en algunos casos han sido significativos, pero se mantienen en niveles elevados, y no se espera que se constituyan en un factor desinflacionario importante, no obstante la mayor debilidad que se observa en las economías desarrolladas. Indica que pese a esta ausencia de sorpresas, las opciones de política para esta Reunión son las de un aumento de 50 ó 75 puntos base. El Vicepresidente señor Desormeaux comenta que como lo señala la Minuta de Opciones, el principal antecedente para esta decisión es el escenario central del IPoM de septiembre, el cual se encuentra en elaboración. Indica que éste reconoce la necesidad de ampliar las holguras de capacidad de la economía chilena como ingrediente esencial para reducir la tendencia inflacionaria y converger a 3% en el horizonte de política. Señala que esta situación se ve dificultada porque en el presente año la actividad, y especialmente la demanda interna, están creciendo por encima de lo previsto y dado que no se espera una desaceleración significativa de la economía mundial, la tarea de la ampliación de las holguras queda entregada por entero a la Política Monetaria. Al respecto, señala que el escenario central del IPoM de septiembre sugiere que se requiere un aumento de entre 100 y 150 puntos base adicionales en la Tasa de Política Monetaria para generar dichas holguras y garantizar la convergencia inflacionaria. En consecuencia, y dada la preferencia por ajustes graduales, ello es plenamente coherente con la opción de aumentar la Tasa de Política Monetaria en 50 puntos base en esta Reunión. Agrega que esta decisión es además la que espera el mercado en forma generalizada. Sin embargo, manifiesta el Vicepresidente señor Desormeaux que la opción de aumentar la Tasa de Política Monetaria en 75 puntos base tiene algunas ventajas que es necesario ponderar. En primer lugar, para una adecuada evaluación, deben considerarse también los escenarios de riesgo, y aquí surge en primer lugar, la preocupación por el elevado dinamismo de la demanda interna y de la actividad, que podría seguir presionando las holguras de capacidad en los próximos meses, postergando así la convergencia inflacionaria. En segundo lugar, la evolución de las remuneraciones podría exacerbar las presiones de costos, especialmente dadas las escasas holguras en el mercado laboral. Por último y en tercer lugar, las expectativas del sector privado siguen anticipando una ampliación de holguras más gradual que la prevista en el escenario central del IPoM, y una inflación superior a la meta, al cabo de 24 meses, pese a contemplar una trayectoria similar para la Tasa de Política Monetaria. Comenta el señor Vicepresidente que en la medida que dichas expectativas persistan, éstas pueden transformarse en una profecía autocumplida, obligando a aumentar la dosis de ajuste contemplada en el escenario central, ya que resultará insuficiente para garantizar la convergencia inflacionaria. Indica que desde esa perspectiva, un ajuste de 75 puntos base puede entenderse como una anticipación del ajuste que contempla el escenario base, y que puede constituir un seguro, frente a la materialización de esos escenarios de riesgo. Ello, sin perjuicio que el escenario internacional aún presenta una elevada incertidumbre y representa un escenario de riesgo, pero que apunta en la dirección contraria. Agrega el Vicepresidente señor Desormeaux que la opción por un aumento de 75 puntos base no sería una sorpresa completa para el mercado, ya que esta opción ha sido mencionada en las Minutas de las Reuniones anteriores. En suma, señala el Vicepresidente señor Jorge Desormeaux que por las razones expuestas, tiene una preferencia por un ajuste de 75 puntos base en esta Reunión, pero señala que también valora, de manera especial, el hecho que la decisión de hoy cuente con un fuerte respaldo del Consejo. Por ello, su voto se sumará a la mayoría si ésta se inclina por la opción alternativa de 50 puntos base.",False
