etapa,contraste,termino,folds_presente,folds_positivo,folds_negativo,coef_medio,coef_sd,coef_min,coef_max,df_train_min,df_train_max,reuniones_train_min
A,irrelevante_vs_relevante,16,5,5,0,1.5577503547875908,0.11768329650287514,1.4209539890658716,1.7618785659606588,49,56,33
A,irrelevante_vs_relevante,agradece,5,5,0,1.1175894436342797,0.06280095311046936,1.0378519668219686,1.2086974528983463,66,80,49
A,irrelevante_vs_relevante,aprueba,5,5,0,1.1436817278375357,0.03464121251133123,1.100720445179794,1.1877244278202852,20,23,20
A,irrelevante_vs_relevante,comentarios,5,5,0,2.368962182178019,0.30384502070928926,1.7641057702438443,2.552315052361176,69,76,41
A,irrelevante_vs_relevante,concede,5,5,0,1.1514154720736927,0.032268315546436825,1.0880996606451998,1.1789615492983632,22,29,19
A,irrelevante_vs_relevante,consejo,5,5,0,1.283938713660633,0.06210050593003545,1.1919130777252354,1.3538351978914462,147,157,73
A,irrelevante_vs_relevante,consulta,5,5,0,0.96428404132045,0.20516754496355002,0.7608539654096046,1.3442056060361918,98,102,56
A,irrelevante_vs_relevante,continuacion,5,5,0,1.6695571719281523,0.10534057116037238,1.54576963436277,1.7809084527182895,87,95,60
A,irrelevante_vs_relevante,corbo,5,5,0,2.590277075129562,0.18011404943668058,2.3299266404271513,2.852911279461273,99,105,27
A,irrelevante_vs_relevante,don,5,5,0,1.984743172422491,0.055522689430610804,1.8797732371054834,2.0380499264033496,66,69,31
A,irrelevante_vs_relevante,ellas,5,5,0,1.179396809317624,0.15801417515004929,0.8997752769897936,1.3639230491619578,24,28,20
A,irrelevante_vs_relevante,felipe,5,5,0,1.0665976080852035,0.16257732464139008,0.7572727437508106,1.2196003790592862,26,29,19
A,irrelevante_vs_relevante,fija,5,5,0,1.0964883510322598,0.082224136996713,0.9529159628997455,1.2067281401687355,28,33,19
A,irrelevante_vs_relevante,horas,5,5,0,2.8179059004765206,0.02388400302204218,2.773664744629999,2.8442082033429634,89,93,52
A,irrelevante_vs_relevante,larrain,5,5,0,1.0416527866306458,0.16418729041393595,0.7262037933361829,1.17843166211824,19,23,13
A,irrelevante_vs_relevante,levanta,5,5,0,1.126239903429855,0.033603518051271666,1.0782451918209806,1.1678134125401791,20,24,20
A,irrelevante_vs_relevante,mediana,5,5,0,1.0304406159367978,0.22392507334429484,0.5879182662436846,1.205323686570538,7,9,7
A,irrelevante_vs_relevante,monetaria,5,5,0,1.1247599011175153,0.14298025423347432,0.9053001172426955,1.3188703505796995,456,467,105
A,irrelevante_vs_relevante,ofrece,5,5,0,2.159487175360496,0.08876728776530024,2.006119801760489,2.2490427547186007,59,67,42
A,irrelevante_vs_relevante,opciones,5,5,0,1.1783105830927059,0.07849617618925465,1.085267055454113,1.309601276349886,135,143,71
A,irrelevante_vs_relevante,opiniones,5,5,0,1.0974343978481784,0.02401375990935259,1.0672235493999307,1.136869138250462,10,12,8
A,irrelevante_vs_relevante,palabra,5,5,0,3.3536922319980547,0.11097183559543503,3.1836200222488342,3.469802808398931,89,96,62
A,irrelevante_vs_relevante,politica,5,5,0,1.0353760965725354,0.12922065008770053,0.8300155163304619,1.1938673735235674,494,508,108
A,irrelevante_vs_relevante,presidente,5,5,0,3.6933090097322556,0.08914616383194815,3.574790309883643,3.813849127232742,309,318,101
A,irrelevante_vs_relevante,reanuda,5,5,0,1.527034852725084,0.046656096600115375,1.4650822092031024,1.6032412046167248,17,20,17
A,irrelevante_vs_relevante,reunion,5,5,0,1.402125614536715,0.14444237451704955,1.1261836055251817,1.542284621180645,286,299,95
A,irrelevante_vs_relevante,rodrigo,5,5,0,1.027336206349032,0.20812686938196248,0.62060075872626,1.1855314961119936,158,173,70
A,irrelevante_vs_relevante,senor,5,5,0,1.57000618879545,0.0953273067341097,1.44544388697828,1.7079814552811943,1025,1040,114
A,irrelevante_vs_relevante,sesion,5,5,0,3.548680529040232,0.07956412491184355,3.426191132807393,3.6210132954863785,88,97,51
A,irrelevante_vs_relevante,soto,5,5,0,1.2078393050962442,0.29132218277444977,0.692174521073308,1.4698129414368348,72,86,41
A,irrelevante_vs_relevante,vergara,5,5,0,0.9488856068519882,0.24064961674653945,0.4738806974360369,1.1345251744613103,104,117,45
A,irrelevante_vs_relevante,vittorio,5,5,0,2.0500655855469114,0.12527147655772108,1.8305182771597255,2.2167789324649427,77,80,26
B,dovish_vs_resto,25 anual,5,5,0,0.6772700354122738,0.12051653570621298,0.5226768496728531,0.8269379380968989,17,19,15
B,dovish_vs_resto,baja,5,5,0,0.9081696187984958,0.12304933228641347,0.6963770717449376,1.0131971673094515,198,218,85
B,dovish_vs_resto,bajar,5,5,0,1.2693975098409598,0.05251364141608364,1.1913091588548461,1.35645030764984,31,36,27
B,dovish_vs_resto,bajar la,5,5,0,1.5031549845001524,0.0781931344812917,1.4149755584541623,1.6309858312325467,17,20,14
B,dovish_vs_resto,bajar la tasa,5,5,0,1.3597720935113013,0.0834034317343866,1.2485843820907616,1.4712457153733347,16,18,12
B,dovish_vs_resto,bajar la tasa de,5,5,0,0.8552155227664832,0.057328227319845035,0.766029437659093,0.9412475452103759,9,11,7
B,dovish_vs_resto,bajas,5,5,0,0.721277975053963,0.11634272653752538,0.5385169866643904,0.8913643856748784,41,48,29
B,dovish_vs_resto,de tasas,5,5,0,0.7512217686655264,0.056787182630925415,0.6605794831590287,0.8374781599077885,95,105,56
B,dovish_vs_resto,en consecuencia,5,5,0,0.8273107329060396,0.09741953507762728,0.6461729723820671,0.9132874078469018,75,82,45
B,dovish_vs_resto,en un,5,5,0,0.8168195157723146,0.11756845307246146,0.6599789001143572,0.9671499650922792,173,180,76
B,dovish_vs_resto,estimulo,5,5,0,0.6668901142029778,0.1486108055007445,0.4550319336192995,0.869304275115385,60,66,39
B,dovish_vs_resto,la inflacion,5,5,0,0.6951549148738233,0.07330638773962987,0.6034508207006541,0.817304439943,297,305,97
B,dovish_vs_resto,la politica,5,5,0,0.7130951624434956,0.090166980122159,0.5896709144086488,0.8560080617502521,178,193,75
B,dovish_vs_resto,la politica monetaria,5,5,0,0.745434739421394,0.09547051357450625,0.5970185431011843,0.8657874085120935,160,173,71
B,dovish_vs_resto,la tasa,5,5,0,1.0865130486699752,0.06431343053906452,1.0101669384006757,1.1748518265358374,348,364,101
B,dovish_vs_resto,la tasa de,5,5,0,0.7713241896357016,0.05267423760118395,0.7106679228878363,0.8557822795344896,302,316,95
B,dovish_vs_resto,la tasa en,5,5,0,0.8168433020296957,0.038193210905378715,0.7545429126338377,0.8500369463031556,30,35,21
B,dovish_vs_resto,la tpm,5,5,0,0.7288283952414598,0.10606790459550723,0.6155894705222291,0.9026150126116123,88,102,56
B,dovish_vs_resto,le,5,5,0,0.7718714098885815,0.08478613431655736,0.6705439099477777,0.9184041405956005,172,184,59
B,dovish_vs_resto,mantener,5,5,0,1.1931522604988234,0.09065429549541282,1.0727733436434979,1.3201368723643472,164,175,80
B,dovish_vs_resto,mantener la,5,5,0,0.8789635676994056,0.051058846226794526,0.8152797581995381,0.9485332493372451,133,142,71
B,dovish_vs_resto,mantener la tasa,5,5,0,0.8951948054865628,0.057978336632451714,0.8440552130250334,1.0069963679484033,102,111,61
B,dovish_vs_resto,mantenerse,5,5,0,0.6961879679197003,0.07542747817907365,0.5998953434092161,0.8033767596005164,19,21,18
B,dovish_vs_resto,monetaria,5,5,0,0.8123076899589581,0.03128745847572776,0.7816190486026893,0.8520057062431925,354,363,98
B,dovish_vs_resto,politica,5,5,0,0.9214750509223238,0.03579354539276465,0.8740221322846671,0.9812782751183586,387,402,101
B,dovish_vs_resto,politica monetaria,5,5,0,0.7863547564034173,0.03883642137979476,0.7173217199494291,0.8203470933809067,347,356,98
B,dovish_vs_resto,politica monetaria en,5,5,0,0.700506465409438,0.0739118238763024,0.6277244750935111,0.8335258262658645,183,186,77
B,dovish_vs_resto,por mantener,5,5,0,0.7954440506668251,0.09111296784544612,0.6496243080443477,0.8923025545086894,43,50,33
B,dovish_vs_resto,por mantener la,5,5,0,0.7238077216886957,0.08912662880808016,0.5760809617721165,0.8128298037626889,40,47,31
B,dovish_vs_resto,rebajar,4,4,0,0.915975543960797,0.034633757759846714,0.8661821025320171,0.9605288210794003,3,3,3
B,dovish_vs_resto,rebajar la,4,4,0,0.915975543960797,0.034633757759846714,0.8661821025320171,0.9605288210794003,3,3,3
B,dovish_vs_resto,rebajar la tasa,4,4,0,0.8490824547978338,0.03456310168666475,0.7991255600617344,0.893547069401203,3,3,3
B,dovish_vs_resto,rebajar la tasa de,4,4,0,0.8490824547978338,0.03456310168666475,0.7991255600617344,0.893547069401203,3,3,3
B,dovish_vs_resto,recorte,5,5,0,0.8102868636920542,0.084889967644808,0.6516990633612672,0.8953518292088597,18,23,15
B,dovish_vs_resto,reduccion de,5,5,0,0.7828181888708391,0.0523944850714939,0.7012149749713401,0.8637396680687779,45,52,35
B,dovish_vs_resto,reducir,5,5,0,0.7275232953294276,0.05719163326834753,0.6695789994813564,0.8365417558196365,40,44,35
B,dovish_vs_resto,reducir la,5,5,0,0.7559954077960422,0.07780443810194988,0.6167543973578904,0.8496912617097223,20,24,18
B,dovish_vs_resto,reducir la tasa,5,5,0,1.016329197313743,0.09492846316722368,0.8398195038863956,1.1258874603692486,5,9,5
B,dovish_vs_resto,reducir la tasa de,5,5,0,1.016329197313743,0.09492846316722368,0.8398195038863956,1.1258874603692486,5,9,5
B,dovish_vs_resto,sesgo,5,5,0,0.7574183195809534,0.07765718716048955,0.6468938612026185,0.8586643264464653,61,69,39
B,dovish_vs_resto,su,5,5,0,0.7566463434630493,0.08302384219923314,0.6172416351468084,0.8772110710084128,452,464,109
B,dovish_vs_resto,su decision,5,5,0,0.7708599454240128,0.04434473608003869,0.7169019442427673,0.8239889893286096,4,5,4
B,dovish_vs_resto,tasa,5,5,0,0.9141322565594638,0.06940137332517853,0.8135002273774814,0.9901312832529043,380,399,104
B,dovish_vs_resto,tasas,5,5,0,0.746340002657042,0.05961841909207197,0.6436604887169668,0.8177334763458954,276,281,95
B,dovish_vs_resto,tpm,5,5,0,0.7625407313842356,0.1138639537990147,0.6230498106182601,0.9291276807381763,97,111,57
B,dovish_vs_resto,votacion,5,5,0,0.916969976727389,0.11091079497840788,0.8384991665390169,1.1353963640924976,19,22,16
B,hawkish_vs_resto,25,5,5,0,1.732287584482377,0.05907446418439694,1.638805161805593,1.795369621131047,151,166,58
B,hawkish_vs_resto,25 puntos,5,5,0,1.9791864023036734,0.04479440745482601,1.8989188618308628,2.0242182694439115,113,125,43
B,hawkish_vs_resto,25 puntos base,5,5,0,1.9826520396743166,0.04426264519138655,1.9051853075490381,2.0299329827180825,113,124,42
B,hawkish_vs_resto,25 puntos base en,5,5,0,1.0943955196459167,0.10147124658618001,0.8970930006064068,1.1863190428357504,38,46,19
B,hawkish_vs_resto,alza,5,5,0,0.9918496638152231,0.06278363945276211,0.9017225682260457,1.0690905669117678,239,254,89
B,hawkish_vs_resto,aumentar la,5,5,0,1.0661883441356614,0.09172206715332158,0.9233772164690957,1.1754009796248122,43,48,22
B,hawkish_vs_resto,aumentar la tasa,5,5,0,1.063115564152716,0.09409519695272785,0.8913942574430805,1.1585287992590043,36,41,18
B,hawkish_vs_resto,aumentar la tasa de,5,5,0,1.121533841448041,0.10483744826768135,0.924832733903574,1.2160765146513492,33,38,17
B,hawkish_vs_resto,base,5,5,0,1.4187902214090988,0.05828038566037364,1.3606279176005935,1.5181849273875634,229,241,80
B,hawkish_vs_resto,base en,5,5,0,1.2155695099475419,0.05161690983278479,1.150057865449024,1.2896371435666214,65,74,35
B,hawkish_vs_resto,de 25,5,5,0,1.260806964195061,0.026457693476932283,1.2234763595211184,1.3055869074119926,70,79,32
B,hawkish_vs_resto,de 25 puntos,5,5,0,1.2197487319974063,0.017078135870873683,1.2035487598290722,1.2491571789646478,62,69,29
B,hawkish_vs_resto,de 25 puntos base,5,5,0,1.2195804501047005,0.01967851169101445,1.195193011612143,1.2511802612256377,62,68,29
B,hawkish_vs_resto,de politica,5,5,0,1.3672833885569065,0.06940901159488622,1.2862528139379312,1.4510655796525471,329,346,95
B,hawkish_vs_resto,de politica monetaria,5,5,0,1.3862715846889027,0.05326446335727799,1.3339010459957805,1.4872811501926642,298,304,90
B,hawkish_vs_resto,en 25,5,5,0,1.176608386509864,0.02790173194854243,1.1360034866535935,1.2143621578349846,102,109,49
B,hawkish_vs_resto,en 25 puntos,5,5,0,1.3684195291100247,0.04162125769235693,1.3072761585001276,1.432122597222568,77,84,35
B,hawkish_vs_resto,en 25 puntos base,5,5,0,1.3684195291100247,0.04162125769235693,1.3072761585001276,1.432122597222568,77,84,35
B,hawkish_vs_resto,monetaria,5,5,0,1.3795543236115857,0.035125098637803866,1.3355706792646598,1.4375446250190271,354,363,98
B,hawkish_vs_resto,politica,5,5,0,1.368761329142728,0.058211913026498786,1.2925235104729593,1.461310799856131,387,402,101
B,hawkish_vs_resto,politica monetaria,5,5,0,1.4081397740505603,0.026306089850464596,1.3727490152498456,1.4335547057511178,347,356,98
B,hawkish_vs_resto,puntos,5,5,0,1.4886584393406064,0.051611993193609325,1.4058941068783106,1.5559253647927318,199,213,74
B,hawkish_vs_resto,puntos base,5,5,0,1.579036536741765,0.07266614452205278,1.4687901817022713,1.6869702573149334,168,182,65
B,hawkish_vs_resto,puntos base en,5,5,0,1.1793623312205874,0.05519024491308944,1.0927642238520532,1.24185393749447,61,71,31
B,hawkish_vs_resto,subir,5,5,0,1.2994379607617843,0.08589978790166578,1.156044270403188,1.4218135518530115,60,70,38
B,hawkish_vs_resto,subir la,5,5,0,1.26009158382686,0.10031020196397342,1.0715309153168247,1.3681028740730907,39,48,27
B,hawkish_vs_resto,subir la tasa,5,5,0,1.0160990294333692,0.10711376490632454,0.8169588275295653,1.1263808335218326,31,39,21
B,hawkish_vs_resto,subir la tasa de,5,5,0,1.041440041501972,0.13605629826643392,0.7791760253211345,1.1671558476128947,21,26,16
B,hawkish_vs_resto,tasa de politica,5,5,0,1.0791355244049705,0.07103566456541933,0.9564204608485691,1.1537797874768296,221,227,78
B,hawkish_vs_resto,tasa de politica monetaria,5,5,0,1.045068090038125,0.05227819757176003,0.9974422343036564,1.1295021779119727,209,213,77
B,neutral_vs_resto,analisis macroeconomico,5,5,0,0.37130608112771046,0.009334365970988094,0.35323681164600207,0.3797791202365404,54,65,36
B,neutral_vs_resto,anos,5,5,0,0.475778930508077,0.013766802973286009,0.4528022057056753,0.49179751620916656,140,151,64
B,neutral_vs_resto,bancos,5,5,0,0.370119947424435,0.021361894127486195,0.3402680018426371,0.4043517583645422,56,60,40
B,neutral_vs_resto,caida,5,5,0,0.30306734728885487,0.06275594319186487,0.23627789972379176,0.4053546309757531,154,160,79
B,neutral_vs_resto,china,5,5,0,0.369383806406149,0.03533691871283246,0.32417789452513357,0.4251409253791083,72,80,42
B,neutral_vs_resto,claudio,5,5,0,0.43264815668709183,0.013517192523652926,0.421676838311172,0.45769134266426964,51,60,29
B,neutral_vs_resto,claudio soto,5,5,0,0.4289121769582714,0.013483952518147322,0.41698800487460863,0.4521791740559745,50,59,28
B,neutral_vs_resto,consejeros mantener,5,5,0,0.3726104363460979,0.022737002049170247,0.33997780012165557,0.41037074965566944,4,5,4
B,neutral_vs_resto,consejeros mantener la,5,5,0,0.3726104363460979,0.022737002049170247,0.33997780012165557,0.41037074965566944,4,5,4
B,neutral_vs_resto,consulta,5,5,0,0.7830875015840948,0.01741154843721862,0.7527516307921275,0.8005916956261772,84,88,52
B,neutral_vs_resto,consulta si,5,5,0,0.41159608410802384,0.013334715119390234,0.3894859796066632,0.4288535303106342,32,35,26
B,neutral_vs_resto,consumo,5,5,0,0.33208260120590116,0.04393400180899212,0.2739886738927394,0.3996046189376692,149,168,67
B,neutral_vs_resto,de analisis,5,5,0,0.4878560495779235,0.012537318640071354,0.4681866577362461,0.5044436968386624,88,96,49
B,neutral_vs_resto,de analisis macroeconomico,5,5,0,0.37130608112771046,0.009334365970988094,0.35323681164600207,0.3797791202365404,54,65,36
B,neutral_vs_resto,de division estudios senor,5,5,0,0.36969105351036646,0.021110409978210964,0.3404686124517261,0.3982467147555196,50,54,37
B,neutral_vs_resto,division estudios senor,5,5,0,0.37829002641895193,0.0214612113312149,0.3474268496960035,0.4065726187405377,52,56,38
B,neutral_vs_resto,efecto de,5,5,0,0.34538402314435973,0.02907672135612379,0.3136965852213464,0.39947727132856037,38,43,30
B,neutral_vs_resto,el gerente,5,5,0,0.46213213155486066,0.045338132237135134,0.4157214451834502,0.5470948741569723,223,236,76
B,neutral_vs_resto,el gerente de,5,5,0,0.37884269687072225,0.050283454096717334,0.3165165688446593,0.46805479230752606,202,214,72
B,neutral_vs_resto,el gerente de analisis,5,5,0,0.41002996682453147,0.014875052829670325,0.38746670308915043,0.4269013684423356,70,79,41
B,neutral_vs_resto,el gerente de division,5,5,0,0.3257445947586667,0.0526846915023882,0.27296602649165447,0.4140969550509934,110,114,59
B,neutral_vs_resto,el senor claudio,5,5,0,0.36485788237803407,0.015812804958507582,0.3487815528195683,0.3918863573260399,39,49,23
B,neutral_vs_resto,el senor claudio soto,5,5,0,0.36485788237803407,0.015812804958507582,0.3487815528195683,0.3918863573260399,39,49,23
B,neutral_vs_resto,empresas,5,5,0,0.3623355182837128,0.02179142863055064,0.3335748744343189,0.3917950163194174,61,70,41
B,neutral_vs_resto,en anual,5,5,0,0.5923001588246087,0.0642583792050566,0.5055039052748316,0.6842525434769384,28,31,24
B,neutral_vs_resto,estudios senor,5,5,0,0.3834168605906562,0.020612244073015075,0.35370607340594123,0.41316624449350325,53,57,39
B,neutral_vs_resto,gerente,5,5,0,0.5892217815376888,0.049186595529764954,0.5067343653134284,0.6571507970534683,257,278,81
B,neutral_vs_resto,gerente de,5,5,0,0.4516962781591477,0.0459096189596208,0.37657847635471486,0.5190476810221087,231,246,77
B,neutral_vs_resto,gerente de analisis,5,5,0,0.4761820853722042,0.014283512855425513,0.4522504964378895,0.4883466005140116,82,92,46
B,neutral_vs_resto,gerente de division,5,5,0,0.38587290909986394,0.048989747677151585,0.3239272856794353,0.46007446465420765,127,132,63
B,neutral_vs_resto,gerente de division estudios,5,5,0,0.5172707400065647,0.016159067010591603,0.49290164306539,0.5380526592888883,77,81,49
B,neutral_vs_resto,lehmann,5,5,0,0.5118128029585701,0.01928296357235154,0.4814815774957697,0.5379427176767935,60,65,44
B,neutral_vs_resto,monetaria en anual,5,5,0,0.5629220917716049,0.0683707371053047,0.47269645104592767,0.6726903549925589,20,23,18
B,neutral_vs_resto,pib,5,5,0,0.3617267033896316,0.045732693411480924,0.30602043178730315,0.41834427247280814,89,97,49
B,neutral_vs_resto,politica monetaria en anual,5,5,0,0.5629220917716049,0.0683707371053047,0.47269645104592767,0.6726903549925589,20,23,18
B,neutral_vs_resto,promedio,5,5,0,0.34582071274429305,0.031407206251754936,0.28843719738359075,0.3842193048623722,72,80,43
B,neutral_vs_resto,relacion,5,5,0,0.34205525805251813,0.04869575969988499,0.2639899432436591,0.41319608113040457,123,140,60
B,neutral_vs_resto,senor,3,3,0,0.4896530031399993,0.01158217850221288,0.4735559371022001,0.500325204776833,854,863,113
B,neutral_vs_resto,senor claudio,5,5,0,0.43264815668709183,0.013517192523652926,0.421676838311172,0.45769134266426964,51,60,29
B,neutral_vs_resto,senor claudio soto,5,5,0,0.4289121769582714,0.013483952518147322,0.41698800487460863,0.4521791740559745,50,59,28
B,neutral_vs_resto,soto,5,5,0,0.49142779064433045,0.015251168615978637,0.4751792412018414,0.5179979007775477,55,65,31
B,hawkish_vs_dovish,25,5,5,0,1.3016638459069416,0.09746951498245582,1.1506534875123735,1.4073707108933484,151,166,58
B,hawkish_vs_dovish,25 puntos,5,5,0,1.7938658602564719,0.08667285473717774,1.6265600856209361,1.8676764364817307,113,125,43
B,hawkish_vs_dovish,25 puntos base,5,5,0,1.7938610994007758,0.08552826324013608,1.6281513551212807,1.8627767886268816,113,124,42
B,hawkish_vs_dovish,25 puntos base en,5,5,0,1.0456160376542512,0.11771477156515399,0.8181132408229913,1.1589112708622489,38,46,19
B,hawkish_vs_dovish,alza,5,5,0,1.0159379212776727,0.07795181745780333,0.9368174000954963,1.1546158049778619,239,254,89
B,hawkish_vs_dovish,alza de,5,5,0,0.8534281857493381,0.07983731169638966,0.766420511803185,0.9937826877179834,88,99,43
B,hawkish_vs_dovish,alza de 25,5,5,0,0.828727115436072,0.08846675308170199,0.7066006862883027,0.980602949750871,18,20,11
B,hawkish_vs_dovish,aumentar,5,5,0,1.0257482823995332,0.11304770044635044,0.8358872754563671,1.1361840637599494,69,78,36
B,hawkish_vs_dovish,aumentar la,5,5,0,1.1185999220706813,0.1038545966826901,0.9539293484806624,1.233381576030021,43,48,22
B,hawkish_vs_dovish,aumentar la tasa,5,5,0,1.1184942573606185,0.1011583215529809,0.9329154183354209,1.22578384601287,36,41,18
B,hawkish_vs_dovish,aumentar la tasa de,5,5,0,1.2340140110588156,0.10602559217732759,1.0350786427116283,1.3345230192241013,33,38,17
B,hawkish_vs_dovish,aumentos,5,5,0,0.9967035558863225,0.07421688356491243,0.8708401609669094,1.1035264823234647,79,88,48
B,hawkish_vs_dovish,base en,5,5,0,1.1742694122609776,0.062284557192618765,1.0995351412881371,1.2872145043736458,65,74,35
B,hawkish_vs_dovish,de 25,5,5,0,1.305867754457547,0.032406520504802944,1.2713669007368653,1.357588817234936,70,79,32
B,hawkish_vs_dovish,de 25 puntos,5,5,0,1.3021569777129411,0.03002052042118549,1.267261737198901,1.3512698574421176,62,69,29
B,hawkish_vs_dovish,de 25 puntos base,5,5,0,1.298351485335727,0.031248550026688398,1.2645850608772737,1.3488759717398993,62,68,29
B,hawkish_vs_dovish,elevar,5,5,0,1.059412792263339,0.05831994648883613,0.9745491429488471,1.1580079275127644,25,28,16
B,hawkish_vs_dovish,elevar la,5,5,0,1.0000315420611774,0.05620820127510881,0.9046347835637449,1.0786830847213278,18,20,12
B,hawkish_vs_dovish,elevar la tasa de,5,5,0,0.8875091914652813,0.06387489370644032,0.7748651907091657,0.9725435369317471,12,14,8
B,hawkish_vs_dovish,en 25 puntos,5,5,0,1.1395200887805232,0.07991291683251613,0.9948647869751728,1.2391139942732448,77,84,35
B,hawkish_vs_dovish,en 25 puntos base,5,5,0,1.1395200887805232,0.07991291683251613,0.9948647869751728,1.2391139942732448,77,84,35
B,hawkish_vs_dovish,informe de politica,5,5,0,0.9004208874983555,0.04307823873755835,0.8349785021189055,0.9540012435467938,77,85,31
B,hawkish_vs_dovish,neutral,5,5,0,0.9862813105492965,0.10540276519161279,0.8121880337692533,1.1085435832292743,54,63,29
B,hawkish_vs_dovish,proceso,5,5,0,0.829322118868159,0.07536592442849345,0.7555714896024293,0.974005892323933,70,75,44
B,hawkish_vs_dovish,puntos,5,5,0,0.8981847906910432,0.08210920178115136,0.8021744171428344,1.0099267111124204,199,213,74
B,hawkish_vs_dovish,puntos base,5,5,0,0.9585662840950286,0.08825609979179587,0.8493850727409248,1.0640883071285492,168,182,65
