fold,etapa,termino,df_train,reuniones_train,coef_contraste,contraste
3,A,cuanto,194,89,0.9932691279638238,relevante_vs_irrelevante
3,A,del,795,117,1.229333101949725,relevante_vs_irrelevante
3,A,en,918,117,2.672875988816225,relevante_vs_irrelevante
3,A,es,592,114,0.8811166989826,relevante_vs_irrelevante
3,A,este,407,107,0.9333972958646356,relevante_vs_irrelevante
3,A,ha,453,113,0.9198093749824077,relevante_vs_irrelevante
3,A,inflacion,376,104,1.4601929574336117,relevante_vs_irrelevante
3,A,lo,665,113,1.2567079416995695,relevante_vs_irrelevante
3,A,los,738,117,1.264761689860592,relevante_vs_irrelevante
3,A,mas,516,110,1.4343465577012127,relevante_vs_irrelevante
3,A,petroleo,180,72,1.0465639054960048,relevante_vs_irrelevante
3,A,proyeccion,141,67,1.0731829366553742,relevante_vs_irrelevante
3,A,puntos,199,78,1.0352603882177938,relevante_vs_irrelevante
3,A,que,1031,117,2.443478749957186,relevante_vs_irrelevante
3,A,se,896,117,1.2449236373759214,relevante_vs_irrelevante
3,A,senala,495,105,1.227426237854837,relevante_vs_irrelevante
3,A,si,420,107,0.6956182922656968,relevante_vs_irrelevante
3,A,sobre,371,109,0.66468956695708,relevante_vs_irrelevante
3,A,su,475,114,0.9929770809387842,relevante_vs_irrelevante
3,A,tambien,365,103,0.7504953557863192,relevante_vs_irrelevante
3,A,tasa,385,109,2.1235214386714247,relevante_vs_irrelevante
3,A,tipo,170,82,1.2722225455883578,relevante_vs_irrelevante
3,A,un,663,116,1.7255861395502377,relevante_vs_irrelevante
3,A,una,608,115,0.9256380216042838,relevante_vs_irrelevante
4,A,agrega,374,95,1.0917529445267178,relevante_vs_irrelevante
4,A,alza,245,90,1.2855909397774927,relevante_vs_irrelevante
4,A,ano,327,97,1.5135944579284482,relevante_vs_irrelevante
4,A,anual,148,74,0.8989440553089968,relevante_vs_irrelevante
4,A,base,239,80,0.7586454488728384,relevante_vs_irrelevante
4,A,cambio,246,92,0.9228420305509393,relevante_vs_irrelevante
4,A,como,394,105,1.1766494581336413,relevante_vs_irrelevante
4,A,con,622,112,1.5016986616094217,relevante_vs_irrelevante
4,A,consumo,168,74,1.0715540258888934,relevante_vs_irrelevante
4,A,crecimiento,321,101,1.1363953503306874,relevante_vs_irrelevante
4,A,cuanto,190,84,1.0518628656064892,relevante_vs_irrelevante
4,A,del,791,113,1.016833474194083,relevante_vs_irrelevante
4,A,en,921,113,2.0195658429663106,relevante_vs_irrelevante
4,A,es,593,110,1.2165931879958298,relevante_vs_irrelevante
4,A,este,421,104,0.9609301854922604,relevante_vs_irrelevante
4,A,ha,453,109,1.0423382061215716,relevante_vs_irrelevante
4,A,inflacion,378,101,1.3915240467888308,relevante_vs_irrelevante
4,A,lo,665,109,1.266752814902795,relevante_vs_irrelevante
4,A,los,744,113,1.393633907343717,relevante_vs_irrelevante
4,A,mas,522,105,1.3818008599971052,relevante_vs_irrelevante
4,A,petroleo,171,66,1.0201217098062496,relevante_vs_irrelevante
4,A,proyeccion,141,67,0.9400277011799818,relevante_vs_irrelevante
4,A,puntos,207,74,1.085669560713843,relevante_vs_irrelevante
4,A,que,1029,114,2.821315902440883,relevante_vs_irrelevante
4,A,se,904,114,1.3083879149309987,relevante_vs_irrelevante
4,A,senala,498,101,1.7559465836663524,relevante_vs_irrelevante
4,A,si,423,101,1.5542097426713444,relevante_vs_irrelevante
4,A,sobre,365,106,0.7181983968475375,relevante_vs_irrelevante
4,A,su,461,110,1.0054662110826873,relevante_vs_irrelevante
4,A,tambien,370,101,0.8108101512677308,relevante_vs_irrelevante
4,A,tasa,388,104,2.458846579659631,relevante_vs_irrelevante
4,A,tipo,166,81,1.1610199881033703,relevante_vs_irrelevante
4,A,un,663,112,1.6303301996578405,relevante_vs_irrelevante
4,A,una,607,111,1.3884410568537995,relevante_vs_irrelevante
5,A,agrega,362,97,0.927334575777934,relevante_vs_irrelevante
5,A,alza,239,89,1.2414150743630152,relevante_vs_irrelevante
5,A,ano,329,97,1.2703243593112268,relevante_vs_irrelevante
5,A,anual,148,77,0.8516755922547796,relevante_vs_irrelevante
5,A,base,239,82,1.0830287558558556,relevante_vs_irrelevante
5,A,cambio,240,91,1.0897759667846285,relevante_vs_irrelevante
5,A,como,383,105,0.9098668130035737,relevante_vs_irrelevante
5,A,con,608,113,1.8803801595890557,relevante_vs_irrelevante
5,A,consumo,149,67,0.9281621092793074,relevante_vs_irrelevante
5,A,crecimiento,317,101,1.1958516806606008,relevante_vs_irrelevante
5,A,cuanto,180,82,1.0381948399452419,relevante_vs_irrelevante
5,A,del,781,113,0.9738645644955873,relevante_vs_irrelevante
5,A,en,917,113,2.3724498083256713,relevante_vs_irrelevante
5,A,es,586,110,1.1058194115273117,relevante_vs_irrelevante
5,A,este,411,103,0.9927839884602583,relevante_vs_irrelevante
5,A,ha,454,109,0.8105010945438208,relevante_vs_irrelevante
5,A,inflacion,373,103,1.4912558279680166,relevante_vs_irrelevante
5,A,lo,654,109,1.2188494884600236,relevante_vs_irrelevante
5,A,los,729,113,1.2779169092547678,relevante_vs_irrelevante
5,A,mas,514,106,1.4817591929491252,relevante_vs_irrelevante
5,A,petroleo,171,67,0.9338157120310925,relevante_vs_irrelevante
5,A,proyeccion,135,64,1.0616110443602567,relevante_vs_irrelevante
5,A,puntos,213,80,1.094311298108757,relevante_vs_irrelevante
5,A,que,1026,114,2.7996419924263525,relevante_vs_irrelevante
5,A,se,893,114,1.4425138960366466,relevante_vs_irrelevante
5,A,senala,498,102,1.1986107173839136,relevante_vs_irrelevante
5,A,si,407,102,0.9680868065545535,relevante_vs_irrelevante
5,A,sobre,356,107,0.641978439276072,relevante_vs_irrelevante
5,A,su,462,110,0.8843179222604468,relevante_vs_irrelevante
5,A,tambien,360,101,0.9374381304974447,relevante_vs_irrelevante
5,A,tasa,396,106,2.381004271853698,relevante_vs_irrelevante
5,A,tipo,164,81,1.1936728458728014,relevante_vs_irrelevante
5,A,un,655,112,1.5092516392062936,relevante_vs_irrelevante
5,A,una,604,111,0.8734286427615856,relevante_vs_irrelevante
1,A,00,40,29,1.334495257096199,irrelevante_vs_relevante
1,A,16,49,33,1.4209539890658716,irrelevante_vs_relevante
1,A,agradece,80,57,1.072395216106922,irrelevante_vs_relevante
1,A,aprueba,23,23,1.1817403304805802,irrelevante_vs_relevante
1,A,comentarios,70,43,2.513706619425971,irrelevante_vs_relevante
1,A,concede,29,24,1.1616080204120462,irrelevante_vs_relevante
1,A,consejo,157,78,1.3163673940594784,irrelevante_vs_relevante
1,A,consulta,98,57,0.9802658397754854,irrelevante_vs_relevante
1,A,continuacion,95,66,1.5470683162881578,irrelevante_vs_relevante
1,A,corbo,99,28,2.5117610677775692,irrelevante_vs_relevante
1,A,don,68,34,1.8797732371054834,irrelevante_vs_relevante
1,A,ellas,28,22,1.1849560254461882,irrelevante_vs_relevante
1,A,felipe,29,21,1.1491925423392577,irrelevante_vs_relevante
1,A,fija,29,21,1.1186078535824378,irrelevante_vs_relevante
1,A,horas,93,58,2.773664744629999,irrelevante_vs_relevante
1,A,larrain,23,16,1.1356592266901715,irrelevante_vs_relevante
1,A,levanta,24,23,1.1584335784192255,irrelevante_vs_relevante
1,A,mediana,8,8,0.5879182662436846,irrelevante_vs_relevante
1,A,monetaria,458,109,1.1680716730068175,irrelevante_vs_relevante
1,A,ofrece,61,46,2.006119801760489,irrelevante_vs_relevante
1,A,opciones,143,74,1.085267055454113,irrelevante_vs_relevante
1,A,opiniones,12,10,1.0672235493999307,irrelevante_vs_relevante
1,A,palabra,96,67,3.270538329785395,irrelevante_vs_relevante
1,A,politica,494,112,1.1063214560781789,irrelevante_vs_relevante
1,A,presidente,318,107,3.813849127232742,irrelevante_vs_relevante
1,A,reanuda,19,19,1.5003024126941524,irrelevante_vs_relevante
1,A,reunion,299,98,1.4175883802001368,irrelevante_vs_relevante
1,A,rodrigo,173,78,1.1250871973640555,irrelevante_vs_relevante
1,A,senor,1032,118,1.7079814552811943,irrelevante_vs_relevante
1,A,sesion,97,58,3.426191132807393,irrelevante_vs_relevante
1,A,soto,86,49,1.3695207812746493,irrelevante_vs_relevante
1,A,vergara,117,51,1.070538381627027,irrelevante_vs_relevante
1,A,vittorio,77,27,2.04827774526516,irrelevante_vs_relevante
2,A,00,43,31,1.3847790715902972,irrelevante_vs_relevante
2,A,16,53,36,1.7618785659606588,irrelevante_vs_relevante
2,A,agradece,80,56,1.2086974528983463,irrelevante_vs_relevante
2,A,aprueba,21,21,1.100720445179794,irrelevante_vs_relevante
2,A,comentarios,69,41,1.7641057702438443,irrelevante_vs_relevante
2,A,concede,27,23,1.1789615492983632,irrelevante_vs_relevante
2,A,consejo,150,74,1.3278983605735488,irrelevante_vs_relevante
2,A,consulta,98,61,0.7608539654096046,irrelevante_vs_relevante
2,A,continuacion,93,63,1.54576963436277,irrelevante_vs_relevante
2,A,corbo,101,27,2.852911279461273,irrelevante_vs_relevante
2,A,don,68,33,1.997900048934239,irrelevante_vs_relevante
2,A,ellas,26,21,1.3639230491619578,irrelevante_vs_relevante
2,A,felipe,28,22,0.7572727437508106,irrelevante_vs_relevante
2,A,fija,31,22,1.1176843607969456,irrelevante_vs_relevante
2,A,horas,92,56,2.8442082033429634,irrelevante_vs_relevante
2,A,larrain,21,16,0.7262037933361829,irrelevante_vs_relevante
2,A,levanta,22,21,1.0782451918209806,irrelevante_vs_relevante
2,A,mediana,8,8,1.1250212085066937,irrelevante_vs_relevante
2,A,monetaria,466,109,1.0311085341263637,irrelevante_vs_relevante
2,A,ofrece,62,48,2.2490427547186007,irrelevante_vs_relevante
2,A,opciones,138,74,1.2050516681735062,irrelevante_vs_relevante
2,A,opiniones,12,10,1.0927237857435788,irrelevante_vs_relevante
2,A,palabra,95,68,3.4600164696737683,irrelevante_vs_relevante
2,A,politica,508,111,0.9496008425149031,irrelevante_vs_relevante
2,A,presidente,309,107,3.574790309883643,irrelevante_vs_relevante
2,A,reanuda,20,20,1.5183421068521163,irrelevante_vs_relevante
2,A,reunion,286,97,1.1261836055251817,irrelevante_vs_relevante
2,A,rodrigo,169,76,1.1855314961119936,irrelevante_vs_relevante
2,A,senor,1036,117,1.44544388697828,irrelevante_vs_relevante
2,A,sesion,95,55,3.6210132954863785,irrelevante_vs_relevante
2,A,soto,77,45,1.0814653055768033,irrelevante_vs_relevante
2,A,vergara,116,50,1.050153481179946,irrelevante_vs_relevante
2,A,vittorio,77,26,2.2167789324649427,irrelevante_vs_relevante
3,A,00,39,28,1.339100440268551,irrelevante_vs_relevante
3,A,16,49,33,1.5097333759016436,irrelevante_vs_relevante
3,A,agradece,76,53,1.1694764582294626,irrelevante_vs_relevante
3,A,aprueba,20,20,1.1244349632837105,irrelevante_vs_relevante
3,A,comentarios,74,44,2.552315052361176,irrelevante_vs_relevante
3,A,concede,26,21,1.1622600570745951,irrelevante_vs_relevante
3,A,consejo,147,75,1.1919130777252354,irrelevante_vs_relevante
3,A,consulta,100,58,0.8134304800983946,irrelevante_vs_relevante
3,A,continuacion,93,63,1.7797678552043028,irrelevante_vs_relevante
3,A,corbo,101,27,2.3299266404271513,irrelevante_vs_relevante
3,A,don,66,32,1.986120689007573,irrelevante_vs_relevante
3,A,ellas,28,22,1.2896056751213418,irrelevante_vs_relevante
3,A,felipe,27,21,1.1454459625999194,irrelevante_vs_relevante
3,A,fija,29,20,0.9529159628997455,irrelevante_vs_relevante
3,A,horas,89,53,2.8217202124661926,irrelevante_vs_relevante
3,A,larrain,21,16,1.1295347274783616,irrelevante_vs_relevante
3,A,levanta,20,20,1.1244349632837105,irrelevante_vs_relevante
3,A,mediana,8,8,1.205323686570538,irrelevante_vs_relevante
3,A,monetaria,456,108,1.3188703505796995,irrelevante_vs_relevante
3,A,ofrece,64,48,2.246458037932985,irrelevante_vs_relevante
3,A,opciones,135,74,1.1135125708676983,irrelevante_vs_relevante
3,A,opiniones,12,10,1.136869138250462,irrelevante_vs_relevante
3,A,palabra,95,65,3.469802808398931,irrelevante_vs_relevante
3,A,politica,495,110,1.1938673735235674,irrelevante_vs_relevante
3,A,presidente,316,104,3.607303937835695,irrelevante_vs_relevante
3,A,reanuda,17,17,1.4650822092031024,irrelevante_vs_relevante
3,A,reunion,289,96,1.4393523347798598,irrelevante_vs_relevante
3,A,rodrigo,158,70,1.0517378879403554,irrelevante_vs_relevante
3,A,senor,1040,117,1.6326884362912648,irrelevante_vs_relevante
3,A,sesion,88,52,3.596076337715588,irrelevante_vs_relevante
3,A,soto,83,48,1.4262229761196255,irrelevante_vs_relevante
3,A,vergara,105,46,1.0153302995556197,irrelevante_vs_relevante
3,A,vittorio,79,26,2.099460264948215,irrelevante_vs_relevante
4,A,00,42,29,1.3698470592153964,irrelevante_vs_relevante
4,A,16,51,34,1.491643577793125,irrelevante_vs_relevante
4,A,agradece,66,49,1.0995261241146994,irrelevante_vs_relevante
4,A,aprueba,21,21,1.1877244278202852,irrelevante_vs_relevante
4,A,comentarios,73,42,2.545359335024279,irrelevante_vs_relevante
4,A,concede,26,22,1.1661480729382594,irrelevante_vs_relevante
4,A,consejo,157,74,1.229679538053456,irrelevante_vs_relevante
4,A,consulta,101,56,1.3442056060361918,irrelevante_vs_relevante
4,A,continuacion,88,61,1.7809084527182895,irrelevante_vs_relevante
4,A,corbo,105,27,2.537906069373349,irrelevante_vs_relevante
4,A,don,69,32,2.0380499264033496,irrelevante_vs_relevante
4,A,ellas,24,20,0.8997752769897936,irrelevante_vs_relevante
4,A,felipe,26,19,1.0614764126767442,irrelevante_vs_relevante
4,A,fija,28,19,1.086505437713435,irrelevante_vs_relevante
4,A,horas,91,53,2.818303462050062,irrelevante_vs_relevante
4,A,larrain,19,13,1.038434523530273,irrelevante_vs_relevante
4,A,levanta,22,21,1.1678134125401791,irrelevante_vs_relevante
4,A,mediana,9,9,1.130788986163113,irrelevante_vs_relevante
4,A,monetaria,463,105,0.9053001172426955,irrelevante_vs_relevante
4,A,ofrece,59,42,2.1444218380355915,irrelevante_vs_relevante
4,A,opciones,136,72,1.309601276349886,irrelevante_vs_relevante
4,A,opiniones,10,8,1.1090185399906336,irrelevante_vs_relevante
4,A,palabra,89,62,3.1836200222488342,irrelevante_vs_relevante
4,A,politica,502,108,0.8300155163304619,irrelevante_vs_relevante
4,A,presidente,315,102,3.724458996446994,irrelevante_vs_relevante
4,A,reanuda,18,18,1.5482063302593239,irrelevante_vs_relevante
4,A,reunion,295,95,1.542284621180645,irrelevante_vs_relevante
4,A,rodrigo,159,70,1.1537236916024964,irrelevante_vs_relevante
4,A,senor,1025,114,1.5770098370897594,irrelevante_vs_relevante
4,A,sesion,90,51,3.617760255792979,irrelevante_vs_relevante
4,A,soto,82,46,1.4698129414368348,irrelevante_vs_relevante
4,A,vergara,105,45,1.1345251744613103,irrelevante_vs_relevante
4,A,vittorio,78,26,1.8305182771597255,irrelevante_vs_relevante
5,A,00,44,31,1.4261851465013708,irrelevante_vs_relevante
5,A,16,56,37,1.604542265216655,irrelevante_vs_relevante
5,A,agradece,74,52,1.0378519668219686,irrelevante_vs_relevante
5,A,aprueba,21,21,1.123788472423309,irrelevante_vs_relevante
5,A,comentarios,76,45,2.469324133834826,irrelevante_vs_relevante
5,A,concede,22,19,1.0880996606451998,irrelevante_vs_relevante
5,A,consejo,147,73,1.3538351978914462,irrelevante_vs_relevante
5,A,consulta,102,56,0.9226643152825733,irrelevante_vs_relevante
5,A,continuacion,87,60,1.6942716010672425,irrelevante_vs_relevante
5,A,corbo,105,27,2.7188803186084667,irrelevante_vs_relevante
5,A,don,67,31,2.02187196066181,irrelevante_vs_relevante
5,A,ellas,28,22,1.1587240198688387,irrelevante_vs_relevante
5,A,felipe,29,21,1.2196003790592862,irrelevante_vs_relevante
5,A,fija,33,24,1.2067281401687355,irrelevante_vs_relevante
5,A,horas,92,52,2.8316328798933843,irrelevante_vs_relevante
5,A,larrain,23,16,1.17843166211824,irrelevante_vs_relevante
5,A,levanta,22,21,1.102272371085179,irrelevante_vs_relevante
5,A,mediana,7,7,1.1031509321999604,irrelevante_vs_relevante
5,A,monetaria,467,106,1.2004488306320005,irrelevante_vs_relevante
5,A,ofrece,67,49,2.151393444354815,irrelevante_vs_relevante
5,A,opciones,142,71,1.1781203446183262,irrelevante_vs_relevante
5,A,opiniones,11,9,1.0813369758562865,irrelevante_vs_relevante
5,A,palabra,94,64,3.384483529883343,irrelevante_vs_relevante
5,A,politica,508,109,1.0970752944155664,irrelevante_vs_relevante
5,A,presidente,310,101,3.746142677262204,irrelevante_vs_relevante
5,A,reanuda,20,20,1.6032412046167248,irrelevante_vs_relevante
5,A,reunion,299,96,1.4852191309977512,irrelevante_vs_relevante
5,A,rodrigo,161,70,0.62060075872626,irrelevante_vs_relevante
5,A,senor,1031,114,1.486907328336751,irrelevante_vs_relevante
5,A,sesion,93,51,3.482361623398825,irrelevante_vs_relevante
5,A,soto,72,41,0.692174521073308,irrelevante_vs_relevante
5,A,vergara,104,45,0.4738806974360369,irrelevante_vs_relevante
5,A,vittorio,80,26,2.055292707896513,irrelevante_vs_relevante
1,B,25 anual,19,17,0.8012999694065891,dovish_vs_resto
1,B,baja,218,90,0.9987999836998356,dovish_vs_resto
1,B,bajar,32,27,1.2601513021511495,dovish_vs_resto
1,B,bajar la,20,16,1.4298507818205453,dovish_vs_resto
1,B,bajar la tasa,18,14,1.2794363644399884,dovish_vs_resto
1,B,bajar la tasa de,10,8,0.766029437659093,dovish_vs_resto
1,B,bajas,45,34,0.5385169866643904,dovish_vs_resto
1,B,de tasas,105,60,0.8374781599077885,dovish_vs_resto
1,B,en consecuencia,80,47,0.8166337985762037,dovish_vs_resto
1,B,en un,180,86,0.698366488485342,dovish_vs_resto
1,B,estimulo,62,40,0.6341828389237246,dovish_vs_resto
1,B,la inflacion,305,101,0.7028390470629077,dovish_vs_resto
1,B,la politica,187,82,0.5896709144086488,dovish_vs_resto
1,B,la politica monetaria,167,76,0.5970185431011843,dovish_vs_resto
1,B,la tasa,348,105,1.1490977361280665,dovish_vs_resto
1,B,la tasa de,302,100,0.8557822795344896,dovish_vs_resto
1,B,la tasa en,35,26,0.7545429126338377,dovish_vs_resto
1,B,la tpm,102,64,0.7608258231025069,dovish_vs_resto
1,B,le,172,63,0.6705439099477777,dovish_vs_resto
1,B,mantener,165,83,1.3201368723643472,dovish_vs_resto
1,B,mantener la,133,73,0.9485332493372451,dovish_vs_resto
1,B,mantener la tasa,102,61,1.0069963679484033,dovish_vs_resto
1,B,mantenerse,19,18,0.8033767596005164,dovish_vs_resto
1,B,monetaria,354,102,0.8520057062431925,dovish_vs_resto
1,B,politica,387,105,0.8988336239223376,dovish_vs_resto
1,B,politica monetaria,347,102,0.8081810658066757,dovish_vs_resto
1,B,politica monetaria en,184,83,0.7241494413585849,dovish_vs_resto
1,B,por mantener,43,33,0.6496243080443477,dovish_vs_resto
1,B,por mantener la,40,31,0.5760809617721165,dovish_vs_resto
1,B,rebajar,3,3,0.9059489322011945,dovish_vs_resto
1,B,rebajar la,3,3,0.9059489322011945,dovish_vs_resto
1,B,rebajar la tasa,3,3,0.8397754596126793,dovish_vs_resto
1,B,rebajar la tasa de,3,3,0.8397754596126793,dovish_vs_resto
1,B,recorte,22,19,0.8620496354610938,dovish_vs_resto
1,B,reduccion de,47,35,0.7768455144539377,dovish_vs_resto
1,B,reducir,44,38,0.7192518587277045,dovish_vs_resto
1,B,reducir la,24,22,0.7891611585688834,dovish_vs_resto
1,B,reducir la tasa,9,9,1.0416330304144836,dovish_vs_resto
1,B,reducir la tasa de,9,9,1.0416330304144836,dovish_vs_resto
1,B,sesgo,69,42,0.7492331597592565,dovish_vs_resto
1,B,su,460,113,0.7480161823763105,dovish_vs_resto
1,B,su decision,5,5,0.733970223760557,dovish_vs_resto
1,B,tasa,380,108,0.9901312832529043,dovish_vs_resto
1,B,tasas,278,97,0.8177334763458954,dovish_vs_resto
1,B,tpm,111,65,0.7894222036205822,dovish_vs_resto
1,B,votacion,19,16,0.8840811372995343,dovish_vs_resto
2,B,25 anual,19,17,0.8269379380968989,dovish_vs_resto
2,B,baja,218,89,0.8404913228633799,dovish_vs_resto
2,B,bajar,33,28,1.1913091588548461,dovish_vs_resto
2,B,bajar la,18,14,1.4149755584541623,dovish_vs_resto
2,B,bajar la tasa,16,12,1.2485843820907616,dovish_vs_resto
2,B,bajar la tasa de,9,7,0.8300075976625403,dovish_vs_resto
2,B,bajas,41,31,0.8913643856748784,dovish_vs_resto
2,B,de tasas,95,56,0.7581721633048992,dovish_vs_resto
2,B,en consecuencia,82,51,0.9132874078469018,dovish_vs_resto
2,B,en un,178,80,0.8854028960382128,dovish_vs_resto
2,B,estimulo,63,40,0.4550319336192995,dovish_vs_resto
2,B,la inflacion,304,100,0.638988870708635,dovish_vs_resto
2,B,la politica,188,81,0.8560080617502521,dovish_vs_resto
2,B,la politica monetaria,169,76,0.8657874085120935,dovish_vs_resto
2,B,la tasa,364,107,1.0101669384006757,dovish_vs_resto
2,B,la tasa de,316,102,0.7106679228878363,dovish_vs_resto
2,B,la tasa en,32,23,0.8500369463031556,dovish_vs_resto
2,B,la tpm,95,61,0.6196232344398503,dovish_vs_resto
2,B,le,173,64,0.9184041405956005,dovish_vs_resto
2,B,mantener,175,83,1.0727733436434979,dovish_vs_resto
2,B,mantener la,142,74,0.8337839058010912,dovish_vs_resto
2,B,mantener la tasa,111,64,0.8863965938119838,dovish_vs_resto
2,B,mantenerse,21,19,0.5998953434092161,dovish_vs_resto
2,B,monetaria,363,103,0.7821373465052052,dovish_vs_resto
2,B,politica,402,105,0.9812782751183586,dovish_vs_resto
2,B,politica monetaria,356,103,0.8203470933809067,dovish_vs_resto
2,B,politica monetaria en,186,85,0.8335258262658645,dovish_vs_resto
2,B,por mantener,50,38,0.8260118108765069,dovish_vs_resto
2,B,por mantener la,47,36,0.7518503056462684,dovish_vs_resto
2,B,rebajar,3,3,0.8661821025320171,dovish_vs_resto
2,B,rebajar la,3,3,0.8661821025320171,dovish_vs_resto
2,B,rebajar la tasa,3,3,0.7991255600617344,dovish_vs_resto
2,B,rebajar la tasa de,3,3,0.7991255600617344,dovish_vs_resto
2,B,recorte,23,19,0.8953518292088597,dovish_vs_resto
2,B,reduccion de,45,36,0.7012149749713401,dovish_vs_resto
2,B,reducir,40,35,0.7141030027665678,dovish_vs_resto
2,B,reducir la,20,20,0.7406898897420601,dovish_vs_resto
2,B,reducir la tasa,9,9,1.0511321870932964,dovish_vs_resto
2,B,reducir la tasa de,9,9,1.0511321870932964,dovish_vs_resto
