intervencion_id,meeting_id,fecha,actor,cargo,anio,flag_texto_danado,topico_humano,keywords_humano,orden_habla,subindice,pred_miembro_1,pred_miembro_2,pred_miembro_3,pred_miembro_4,pred_miembro_5,prediccion_v3,prob_h_no_calibrada,prob_d_no_calibrada,prob_n_no_calibrada,score_hd_continuo,pred_relevancia_v3,prob_relevancia_no_calibrada,acuerdo_relevancia_miembros,acuerdo_miembros,usado_en_entrenamiento,rol
RPM-2005-01-11:18:1,RPM-2005-01-11,2005-01-11,Pablo García Silva,Gerente de Análisis Macroeconómico,2005,False,otros,otros,18,1,neutral,neutral,neutral,neutral,neutral,neutral,0.01767019500061231,0.023849576397952682,0.9584802286014351,-0.0061793813973403736,1,0.9710011623675456,unanime,unanime,True,entrenamiento
RPM-2005-01-11:19:1,RPM-2005-01-11,2005-01-11,Vittorio Corbo Lioi,Presidente del Banco Central,2005,False,actividad_interna,actividad_interna,19,1,neutral,neutral,neutral,neutral,neutral,neutral,0.029956282574134747,0.021658888792652577,0.9483848286332126,0.00829739378148217,1,0.8693231627667662,unanime,unanime,True,entrenamiento
RPM-2005-01-11:20:1,RPM-2005-01-11,2005-01-11,Nicolás Eyzaguirre Guzmán,Ministro de Hacienda,2005,False,otros,actividad_interna,20,1,neutral,neutral,neutral,neutral,neutral,neutral,0.009654093192403295,0.01424045505703125,0.9761054517505654,-0.004586361864627955,1,0.8947128797711601,unanime,unanime,True,entrenamiento
RPM-2005-01-11:21:1,RPM-2005-01-11,2005-01-11,Ricardo Vicuña Poblete,Gerente de Información e Investigación Estadística,2005,False,otros,otros,21,1,neutral,neutral,neutral,neutral,neutral,neutral,0.02755150619832622,0.03177429380106533,0.9406742000006083,-0.004222787602739107,1,0.9449537363111661,unanime,unanime,True,entrenamiento
RPM-2005-01-11:22:1,RPM-2005-01-11,2005-01-11,Manuel Marfán Lewis,Consejero,2005,False,mercado_laboral,mercado_laboral,22,1,neutral,neutral,neutral,neutral,neutral,neutral,0.02858384143956323,0.010256393206230488,0.9611597653542061,0.018327448233332738,1,0.9230670357570316,unanime,unanime,True,entrenamiento
RPM-2005-01-11:23:1,RPM-2005-01-11,2005-01-11,Pablo García Silva,Gerente de Análisis Macroeconómico,2005,False,mercado_laboral,mercado_laboral,23,1,neutral,neutral,neutral,neutral,neutral,neutral,0.030204303652132714,0.018863049183679183,0.9509326471641881,0.011341254468453531,1,0.953467968322923,unanime,unanime,True,entrenamiento
RPM-2005-01-11:24:1,RPM-2005-01-11,2005-01-11,Jorge Desormeaux Jiménez,Consejero,2005,False,mercados_financieros,mercados_financieros,24,1,neutral,neutral,neutral,neutral,neutral,neutral,0.029710531761583635,0.017767544459232003,0.9525219237791843,0.011942987302351632,1,0.8749469839815204,unanime,unanime,True,entrenamiento
RPM-2005-01-11:25:1,RPM-2005-01-11,2005-01-11,Pablo García Silva,Gerente de Análisis Macroeconómico,2005,False,mercados_financieros,otros,25,1,neutral,neutral,neutral,neutral,neutral,neutral,0.02712814866720567,0.011162563678003024,0.9617092876547912,0.01596558498920265,1,0.9685726111365224,unanime,unanime,True,entrenamiento
RPM-2005-01-11:26:1,RPM-2005-01-11,2005-01-11,Nicolás Eyzaguirre Guzmán,Ministro de Hacienda,2005,False,actividad_interna,actividad_interna,26,1,neutral,neutral,neutral,neutral,neutral,neutral,0.0151741713738202,0.009989308630255283,0.9748365199959246,0.005184862743564918,1,0.760136794472146,unanime,unanime,True,entrenamiento
RPM-2005-01-11:27:1,RPM-2005-01-11,2005-01-11,Pablo García Silva,Gerente de Análisis Macroeconómico,2005,False,actividad_interna,otros,27,1,neutral,neutral,neutral,neutral,neutral,neutral,0.012853572921136069,0.016131153366688432,0.9710152737121754,-0.003277580445552363,1,0.8482306222310978,unanime,unanime,True,entrenamiento
RPM-2005-01-11:28:1,RPM-2005-01-11,2005-01-11,Vittorio Corbo Lioi,Presidente del Banco Central,2005,False,apertura_cierre,apertura_cierre,28,1,neutral,neutral,neutral,neutral,neutral,neutral,0.00017632381095106014,0.00012291981410841478,0.9997007563749405,5.3403996842645365e-05,0,0.005808840639102241,unanime,unanime,True,entrenamiento
RPM-2005-01-11:28:2,RPM-2005-01-11,2005-01-11,Consejo del Banco Central de Chile,Consejo,2005,False,apertura_cierre,apertura_cierre,28,2,neutral,neutral,neutral,neutral,neutral,neutral,0.0030214354096751773,0.0016467453920678214,0.995331819198257,0.001374690017607356,0,0.030904951930663883,unanime,unanime,True,entrenamiento
RPM-2005-01-11:29:1,RPM-2005-01-11,2005-01-11,Nicolás Eyzaguirre Guzmán,Ministro de Hacienda,2005,False,apertura_cierre,apertura_cierre,29,1,neutral,neutral,neutral,neutral,neutral,neutral,0.11914567899529964,0.057943817671798827,0.8229105033329015,0.06120186132350081,1,0.9339796662603354,unanime,unanime,True,entrenamiento
RPM-2005-01-11:30:1,RPM-2005-01-11,2005-01-11,Vittorio Corbo Lioi,Presidente del Banco Central,2005,False,mercados_financieros,otros,30,1,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,0.7478129667418646,0.0578963364634014,0.19429069679473399,0.6899166302784632,1,0.9718029967379787,unanime,unanime,True,entrenamiento
RPM-2005-01-11:31:1,RPM-2005-01-11,2005-01-11,Nicolás Eyzaguirre Guzmán,Ministro de Hacienda,2005,False,debate,otros,31,1,neutral,neutral,neutral,neutral,neutral,neutral,0.03542480155173408,0.03414960949847038,0.9304255889497955,0.0012751920532637004,1,0.9168050626154637,unanime,unanime,True,entrenamiento
RPM-2005-01-11:32:1,RPM-2005-01-11,2005-01-11,José De Gregorio Rebeco,Vicepresidente del Banco Central,2005,False,debate,otros,32,1,neutral,neutral,neutral,neutral,neutral,neutral,0.14189291524257303,0.09322836571550505,0.764878719041922,0.048664549527067974,1,0.9704254530474561,unanime,unanime,True,entrenamiento
RPM-2005-01-11:33:1,RPM-2005-01-11,2005-01-11,Nicolás Eyzaguirre Guzmán,Ministro de Hacienda,2005,False,actividad_interna,actividad_interna,33,1,neutral,neutral,neutral,neutral,neutral,neutral,0.09732560014472771,0.04308071326153185,0.8595936865937404,0.05424488688319586,1,0.964448509035287,unanime,unanime,True,entrenamiento
RPM-2005-01-11:34:1,RPM-2005-01-11,2005-01-11,Rodrigo Valdés Pulido,Gerente de División Estudios,2005,False,actividad_interna,otros,34,1,neutral,neutral,neutral,neutral,neutral,neutral,0.07427196117058722,0.05447675351898194,0.871251285310431,0.019795207651605286,1,0.9805379386593096,unanime,unanime,True,entrenamiento
RPM-2005-01-11:35:1,RPM-2005-01-11,2005-01-11,Nicolás Eyzaguirre Guzmán,Ministro de Hacienda,2005,False,actividad_interna,politica_fiscal,35,1,neutral,neutral,neutral,neutral,neutral,neutral,0.046121159058385944,0.04630346693363585,0.9075753740079783,-0.00018230787524990688,1,0.9625363988499156,unanime,unanime,True,entrenamiento
RPM-2005-01-11:36:1,RPM-2005-01-11,2005-01-11,Manuel Marfán Lewis,Consejero,2005,False,actividad_interna,otros,36,1,neutral,neutral,neutral,neutral,neutral,neutral,0.10981130657158411,0.04673700815386249,0.8434516852745533,0.06307429841772162,1,0.9919940653931988,unanime,unanime,True,entrenamiento
RPM-2005-01-11:37:1,RPM-2005-01-11,2005-01-11,Vittorio Corbo Lioi,Presidente del Banco Central,2005,False,opciones_tpm,otros,37,1,neutral,neutral,neutral,neutral,neutral,neutral,0.010991813476786938,0.003703230141877167,0.9853049563813359,0.0072885833349097704,0,0.1088088208875128,unanime,unanime,True,entrenamiento
RPM-2005-01-11:38:1,RPM-2005-01-11,2005-01-11,Rodrigo Valdés Pulido,Gerente de División Estudios,2005,False,opciones_tpm,opciones_tpm,38,1,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,0.9573842609688585,0.021223340269160396,0.021392398761981242,0.9361609206996981,1,0.9956507883609318,unanime,unanime,True,entrenamiento
RPM-2005-01-11:39:1,RPM-2005-01-11,2005-01-11,Rodrigo Valdés Pulido,Gerente de División Estudios,2005,False,otros,otros,39,1,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,0.8388471094599346,0.018796678017842412,0.14235621252222308,0.8200504314420921,1,0.9844183954877673,unanime,unanime,True,entrenamiento
RPM-2005-01-11:40:1,RPM-2005-01-11,2005-01-11,Vittorio Corbo Lioi,Presidente del Banco Central,2005,False,opciones_tpm,opciones_tpm,40,1,neutral,neutral,neutral,neutral,neutral,neutral,4.168454890760116e-05,2.60329729114417e-05,0.9999322824781809,1.5651575996159456e-05,0,0.0010962003098661268,unanime,unanime,True,entrenamiento
RPM-2005-01-11:41:1,RPM-2005-01-11,2005-01-11,Klaus Schmidt-Hebbel Dunker,Gerente de Investigación Económica,2005,False,otros,otros,41,1,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,0.9028540097362512,0.04195020850731533,0.05519578175643345,0.8609038012289358,1,0.9735165727082249,unanime,unanime,True,entrenamiento
RPM-2005-01-11:42:1,RPM-2005-01-11,2005-01-11,Nicolás Eyzaguirre Guzmán,Ministro de Hacienda,2005,False,otros,otros,42,1,neutral,neutral,neutral,neutral,neutral,neutral,0.12056014785830797,0.15663851599290754,0.7228013361487846,-0.03607836813459957,1,0.9513771106845581,unanime,unanime,True,entrenamiento
RPM-2005-01-11:43:1,RPM-2005-01-11,2005-01-11,Vittorio Corbo Lioi,Presidente del Banco Central,2005,False,otros,otros,43,1,neutral,neutral,neutral,neutral,neutral,neutral,0.09526017876631473,0.059565885669642146,0.8451739355640433,0.03569429309667259,1,0.8876144963281236,unanime,unanime,True,entrenamiento
RPM-2005-01-11:44:1,RPM-2005-01-11,2005-01-11,José De Gregorio Rebeco,Vicepresidente del Banco Central,2005,False,otros,otros,44,1,neutral,neutral,neutral,neutral,neutral,neutral,0.1001090198303943,0.06277439675354493,0.8371165834160609,0.03733462307684937,1,0.9368876340791701,unanime,unanime,True,entrenamiento
RPM-2005-01-11:45:1,RPM-2005-01-11,2005-01-11,Rodrigo Valdés Pulido,Gerente de División Estudios,2005,False,opciones_tpm,otros,45,1,neutral,neutral,neutral,neutral,neutral,neutral,0.08306369267763253,0.07384925231869796,0.8430870550036695,0.009214440358934567,1,0.8964399117036862,unanime,unanime,True,entrenamiento
RPM-2005-01-11:46:1,RPM-2005-01-11,2005-01-11,Luis Óscar Herrera Barriga,Gerente de División Política Financiera,2005,False,mercados_financieros,mercados_financieros,46,1,hawkish,hawkish,neutral,hawkish,hawkish,hawkish,0.6559519862892506,0.037908584342485875,0.30613942936826355,0.6180434019467647,1,0.9287348542971852,unanime,desacuerdo,True,entrenamiento
RPM-2005-01-11:47:1,RPM-2005-01-11,2005-01-11,Vittorio Corbo Lioi,Presidente del Banco Central,2005,False,apertura_cierre,apertura_cierre,47,1,neutral,neutral,neutral,neutral,neutral,neutral,0.003506333068967833,0.0027931705449013426,0.9937004963861309,0.0007131625240664905,0,0.12694856353935874,unanime,unanime,True,entrenamiento
RPM-2005-01-11:48:1,RPM-2005-01-11,2005-01-11,Jorge Desormeaux Jiménez,Consejero,2005,False,otros,otros,48,1,neutral,neutral,neutral,neutral,neutral,neutral,0.06910981040267969,0.04542625083129119,0.8854639387660292,0.0236835595713885,1,0.9110460508712803,unanime,unanime,True,entrenamiento
RPM-2005-01-11:49:1,RPM-2005-01-11,2005-01-11,Vittorio Corbo Lioi,Presidente del Banco Central,2005,False,decision_tpm,decision_tpm,49,1,neutral,neutral,neutral,neutral,neutral,neutral,0.0006992604947046392,0.000697470334008764,0.9986032691712865,1.790160695875221e-06,0,0.011940524086237173,unanime,unanime,True,entrenamiento
RPM-2005-01-11:50:1,RPM-2005-01-11,2005-01-11,Manuel Marfán Lewis,Consejero,2005,False,decision_tpm,decision_tpm,50,1,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,0.9306046514616494,0.041455110976254254,0.02794023756209641,0.8891495404853952,1,0.9846825439229521,unanime,unanime,True,entrenamiento
RPM-2005-01-11:51:1,RPM-2005-01-11,2005-01-11,María Elena Ovalle Molina,Consejera,2005,False,otros,decision_tpm,51,1,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,0.9254007424594171,0.045516140997725815,0.029083116542857064,0.8798846014616912,1,0.9864532335041687,unanime,unanime,True,entrenamiento
RPM-2005-01-11:52:1,RPM-2005-01-11,2005-01-11,Jorge Desormeaux Jiménez,Consejero,2005,False,decision_tpm,decision_tpm,52,1,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,0.8983716724211644,0.04506216436668531,0.05656616321215032,0.8533095080544791,1,0.9918509603852593,unanime,unanime,True,entrenamiento
RPM-2005-01-11:53:1,RPM-2005-01-11,2005-01-11,José De Gregorio Rebeco,Vicepresidente del Banco Central,2005,False,decision_tpm,decision_tpm,53,1,hawkish,hawkish,neutral,hawkish,hawkish,hawkish,0.7126555167875749,0.054847760096110046,0.23249672311631514,0.6578077566914649,1,0.9582165362628292,unanime,desacuerdo,True,entrenamiento
RPM-2005-01-11:54:1,RPM-2005-01-11,2005-01-11,Vittorio Corbo Lioi,Presidente del Banco Central,2005,False,decision_tpm,decision_tpm,54,1,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,0.9179088324124027,0.048200163651850994,0.033891003935746296,0.8697086687605518,1,0.9751435847206598,unanime,unanime,True,entrenamiento
RPM-2005-01-11:55:1,RPM-2005-01-11,2005-01-11,Consejo del Banco Central de Chile,Consejo,2005,False,acuerdo_comunicado,acuerdo_comunicado,55,1,neutral,neutral,neutral,neutral,neutral,neutral,0.09712032896680153,0.0170157628385976,0.8858639081946009,0.08010456612820394,0,0.397395532516884,desacuerdo,unanime,True,entrenamiento
RPM-2005-01-11:56:1,RPM-2005-01-11,2005-01-11,Consejo del Banco Central de Chile,Consejo,2005,False,otros,otros,56,1,hawkish,hawkish,neutral,hawkish,hawkish,hawkish,0.6442898491138005,0.04696083617951789,0.3087493147066817,0.5973290129342826,1,0.9384708580699591,unanime,desacuerdo,True,entrenamiento
RPM-2005-01-11:57:1,RPM-2005-01-11,2005-01-11,Consejo del Banco Central de Chile,Consejo,2005,False,politica_fiscal,otros,57,1,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,0.8662465029200691,0.03037085384782785,0.10338264323210308,0.8358756490722412,1,0.9475998227615806,unanime,unanime,True,entrenamiento
RPM-2005-02-10:58:1,RPM-2005-02-10,2005-02-10,Consejo del Banco Central de Chile,Consejo,2005,False,apertura_cierre,apertura_cierre,58,1,neutral,neutral,neutral,neutral,neutral,neutral,0.0012701447550375446,0.0006570846014112382,0.998072770643551,0.0006130601536263064,0,0.024253024948241168,unanime,unanime,True,entrenamiento
RPM-2005-02-10:59:1,RPM-2005-02-10,2005-02-10,Vittorio Corbo Lioi,Presidente del Banco Central,2005,False,otros,apertura_cierre,59,1,neutral,neutral,neutral,neutral,neutral,neutral,0.0025385451968910574,0.0020329635386223495,0.9954284912644866,0.0005055816582687079,0,0.032931517851351275,unanime,unanime,True,entrenamiento
RPM-2005-02-10:60:1,RPM-2005-02-10,2005-02-10,Pablo García Silva,Gerente de Análisis Macroeconómico,2005,False,otros,otros,60,1,neutral,neutral,neutral,neutral,neutral,neutral,0.04907542254736112,0.013670974886085683,0.9372536025665532,0.03540444766127544,1,0.8745700661855474,unanime,unanime,True,entrenamiento
RPM-2005-02-10:61:1,RPM-2005-02-10,2005-02-10,Pablo García Silva,Gerente de Análisis Macroeconómico,2005,False,escenario_internacional,escenario_internacional,61,1,neutral,neutral,neutral,neutral,neutral,neutral,0.10371953640211788,0.0370583851212019,0.8592220784766802,0.06666115128091599,1,0.9954210385374165,unanime,unanime,True,entrenamiento
RPM-2005-02-10:62:1,RPM-2005-02-10,2005-02-10,Pablo García Silva,Gerente de Análisis Macroeconómico,2005,False,mercado_laboral,mercado_laboral,62,1,neutral,neutral,neutral,neutral,neutral,neutral,0.057240124091133014,0.08838393425191723,0.8543759416569496,-0.03114381016078422,1,0.9927076742937242,unanime,unanime,True,entrenamiento
RPM-2005-02-10:63:1,RPM-2005-02-10,2005-02-10,Pablo García Silva,Gerente de Análisis Macroeconómico,2005,False,mercados_financieros,mercados_financieros,63,1,neutral,neutral,neutral,neutral,neutral,neutral,0.0867378052068659,0.0657474191170062,0.8475147756761279,0.020990386089859703,1,0.9890227838408597,unanime,unanime,True,entrenamiento
RPM-2005-02-10:64:1,RPM-2005-02-10,2005-02-10,Pablo García Silva,Gerente de Análisis Macroeconómico,2005,False,mercados_financieros,mercados_financieros,64,1,neutral,neutral,neutral,neutral,neutral,neutral,0.11173378060931524,0.04864205342853504,0.8396241659621498,0.06309172718078021,1,0.984951232722054,unanime,unanime,True,entrenamiento
RPM-2005-02-10:65:1,RPM-2005-02-10,2005-02-10,Pablo García Silva,Gerente de Análisis Macroeconómico,2005,False,otros,otros,65,1,neutral,neutral,neutral,neutral,neutral,neutral,0.030725971228508748,0.02827052657514249,0.9410035021963488,0.002455444653366258,1,0.9936764897140634,unanime,unanime,True,entrenamiento
RPM-2005-02-10:66:1,RPM-2005-02-10,2005-02-10,Pablo García Silva,Gerente de Análisis Macroeconómico,2005,False,mercados_financieros,mercados_financieros,66,1,neutral,neutral,neutral,neutral,neutral,neutral,0.027587395234189082,0.031474505329367276,0.9409380994364437,-0.0038871100951781944,1,0.9806479706207718,unanime,unanime,True,entrenamiento
RPM-2005-02-10:67:1,RPM-2005-02-10,2005-02-10,Pablo García Silva,Gerente de Análisis Macroeconómico,2005,False,politica_fiscal,politica_fiscal,67,1,neutral,neutral,neutral,neutral,neutral,neutral,0.0311013020735796,0.03607189149441676,0.9328268064320037,-0.004970589420837158,1,0.9790808734881449,unanime,unanime,True,entrenamiento
RPM-2005-02-10:68:1,RPM-2005-02-10,2005-02-10,Pablo García Silva,Gerente de Análisis Macroeconómico,2005,False,mercado_laboral,mercado_laboral,68,1,neutral,neutral,neutral,neutral,neutral,neutral,0.02790168351809799,0.02918946452819975,0.9429088519537023,-0.001287781010101758,1,0.9841464808180639,unanime,unanime,True,entrenamiento
RPM-2005-02-10:69:1,RPM-2005-02-10,2005-02-10,Pablo García Silva,Gerente de Análisis Macroeconómico,2005,False,inflacion,inflacion,69,1,neutral,neutral,neutral,neutral,neutral,neutral,0.043850399559042574,0.012265022790876743,0.9438845776500807,0.031585376768165835,1,0.9733511697488131,unanime,unanime,True,entrenamiento
RPM-2005-02-10:70:1,RPM-2005-02-10,2005-02-10,Pablo García Silva,Gerente de Análisis Macroeconómico,2005,False,inflacion,inflacion,70,1,neutral,neutral,neutral,neutral,neutral,neutral,0.06524175526456909,0.03306862212163478,0.9016896226137963,0.03217313314293431,1,0.9839343647965244,unanime,unanime,True,entrenamiento
RPM-2005-02-10:71:1,RPM-2005-02-10,2005-02-10,Vittorio Corbo Lioi,Presidente del Banco Central,2005,False,apertura_cierre,debate,71,1,neutral,neutral,neutral,neutral,neutral,neutral,6.776454523824021e-05,7.490506354346236e-05,0.9998573303912183,-7.140518305222149e-06,0,0.008811775023232462,unanime,unanime,True,entrenamiento
RPM-2005-02-10:72:1,RPM-2005-02-10,2005-02-10,Esteban Jadresic Marinovic,Gerente de División Internacional,2005,False,otros,escenario_internacional,72,1,neutral,neutral,neutral,neutral,neutral,neutral,0.023380477072109895,0.020835214782535343,0.9557843081453548,0.0025452622895745514,1,0.9231648500515102,unanime,unanime,True,entrenamiento
RPM-2005-02-10:73:1,RPM-2005-02-10,2005-02-10,Vittorio Corbo Lioi,Presidente del Banco Central,2005,False,otros,otros,73,1,neutral,neutral,neutral,neutral,neutral,neutral,0.001065000675377781,0.0005912521409658909,0.9983437471836563,0.00047374853441189014,0,0.03763278664866343,unanime,unanime,True,entrenamiento
RPM-2005-02-10:74:1,RPM-2005-02-10,2005-02-10,Esteban Jadresic Marinovic,Gerente de División Internacional,2005,False,escenario_internacional,escenario_internacional,74,1,neutral,neutral,neutral,neutral,neutral,neutral,0.034146169575000676,0.026084297707135534,0.9397695327178639,0.008061871867865143,1,0.9835035507603731,unanime,unanime,True,entrenamiento
RPM-2005-02-10:75:1,RPM-2005-02-10,2005-02-10,Vittorio Corbo Lioi,Presidente del Banco Central,2005,False,escenario_internacional,escenario_internacional,75,1,neutral,neutral,neutral,neutral,neutral,neutral,0.030813610468416807,0.013791819776656394,0.9553945697549269,0.017021790691760415,1,0.7859957541268014,unanime,unanime,True,entrenamiento
RPM-2005-02-10:76:1,RPM-2005-02-10,2005-02-10,Jorge Desormeaux Jiménez,Consejero,2005,False,escenario_internacional,escenario_internacional,76,1,neutral,neutral,neutral,neutral,neutral,neutral,0.06408734897196663,0.02562653993920234,0.9102861110888311,0.03846080903276429,1,0.929975377572914,unanime,unanime,True,entrenamiento
RPM-2005-02-10:77:1,RPM-2005-02-10,2005-02-10,Vittorio Corbo Lioi,Presidente del Banco Central,2005,False,actividad_interna,escenario_internacional,77,1,neutral,neutral,neutral,neutral,neutral,neutral,0.029546399966862157,0.018432806912488525,0.9520207931206492,0.011113593054373632,1,0.8363299829386006,unanime,unanime,True,entrenamiento
RPM-2005-02-10:78:1,RPM-2005-02-10,2005-02-10,José De Gregorio Rebeco,Vicepresidente del Banco Central,2005,False,escenario_internacional,escenario_internacional,78,1,neutral,neutral,neutral,neutral,neutral,neutral,0.034526025583663425,0.007134886009896192,0.9583390884064403,0.027391139573767233,1,0.9280993022192163,unanime,unanime,True,entrenamiento
