caso_id,intervencion_id,fold,reunion_o_texto_validacion,candidato_hd_alta,potencialmente_incorporable,incorporado_a_train
C22,RPM-2008-07-10:1975:2,3,0,1,1,0
C22,RPM-2008-07-10:1975:2,4,0,1,1,0
C22,RPM-2008-07-10:1975:2,5,0,1,1,0
C23,RPM-2015-12-17:7180:1,1,0,0,0,0
C23,RPM-2015-12-17:7180:1,2,0,0,0,0
C23,RPM-2015-12-17:7180:1,3,0,0,0,0
C23,RPM-2015-12-17:7180:1,4,1,0,0,0
C23,RPM-2015-12-17:7180:1,5,0,0,0,0
C24,RPM-2014-04-17:6167:1,1,0,1,1,0
C24,RPM-2014-04-17:6167:1,2,0,1,1,0
C24,RPM-2014-04-17:6167:1,3,0,1,1,0
C24,RPM-2014-04-17:6167:1,4,0,1,1,0
C24,RPM-2014-04-17:6167:1,5,0,1,1,0
C25,RPM-2010-08-12:3328:3,1,1,0,0,0
C25,RPM-2010-08-12:3328:3,2,0,0,0,0
C25,RPM-2010-08-12:3328:3,3,0,0,0,0
C25,RPM-2010-08-12:3328:3,4,0,0,0,0
C25,RPM-2010-08-12:3328:3,5,0,0,0,0
C26,RPM-2010-12-16:3641:1,1,0,1,1,0
C26,RPM-2010-12-16:3641:1,2,0,1,1,0
C26,RPM-2010-12-16:3641:1,3,0,1,1,0
C26,RPM-2010-12-16:3641:1,4,0,1,1,0
C26,RPM-2010-12-16:3641:1,5,0,1,1,0
C27,RPM-2014-12-11:6537:1,1,0,1,1,0
C27,RPM-2014-12-11:6537:1,2,0,1,1,0
C27,RPM-2014-12-11:6537:1,3,0,1,1,0
C27,RPM-2014-12-11:6537:1,4,0,1,1,0
C27,RPM-2014-12-11:6537:1,5,0,1,1,0
C28,RPM-2012-06-14:4876:1,1,0,0,0,0
C28,RPM-2012-06-14:4876:1,2,0,0,0,0
C28,RPM-2012-06-14:4876:1,3,0,0,0,0
C28,RPM-2012-06-14:4876:1,4,1,0,0,0
C28,RPM-2012-06-14:4876:1,5,0,0,0,0
C29,RPM-2011-12-13:4507:3,1,0,1,1,0
C29,RPM-2011-12-13:4507:3,2,0,1,1,0
C29,RPM-2011-12-13:4507:3,3,0,1,1,0
C29,RPM-2011-12-13:4507:3,4,0,1,1,0
C29,RPM-2011-12-13:4507:3,5,0,1,1,0
C30,RPM-2014-02-18:6055:2,1,0,1,1,0
C30,RPM-2014-02-18:6055:2,2,0,1,1,0
C30,RPM-2014-02-18:6055:2,3,0,1,1,0
C30,RPM-2014-02-18:6055:2,4,0,1,1,0
C30,RPM-2014-02-18:6055:2,5,0,1,1,0
