meeting_id,anio,actor,n_intervenciones_direccionales,etiqueta_decision_proxy,score_primera,score_ultima,cambio_score,distancia_inicial,distancia_final,convergencia,id_primera,id_ultima
RPM-2008-09-04,2008,Jorge Desormeaux Jiménez,2,neutral,0.7833645508050731,0.7534403038566613,-0.02992424694841178,0.7833645508050731,0.7534403038566613,0.02992424694841178,RPM-2008-09-04:2095:1,RPM-2008-09-04:2098:1
RPM-2008-09-04,2008,José De Gregorio Rebeco,2,neutral,0.4333316243852282,0.8427663060513108,0.40943468166608254,0.4333316243852282,0.8427663060513108,-0.40943468166608254,RPM-2008-09-04:2096:1,RPM-2008-09-04:2097:1
RPM-2009-01-08,2009,Jorge Desormeaux Jiménez,2,neutral,-0.33059202274404614,-0.036395108530108744,0.2941969142139374,0.33059202274404614,0.036395108530108744,0.2941969142139374,RPM-2009-01-08:2296:1,RPM-2009-01-08:2297:1
RPM-2009-02-12,2009,Jorge Desormeaux Jiménez,2,neutral,-0.7705769065278856,-0.7057376010721398,0.06483930545574579,0.7705769065278856,0.7057376010721398,0.06483930545574579,RPM-2009-02-12:2375:1,RPM-2009-02-12:2377:1
RPM-2009-02-12,2009,José De Gregorio Rebeco,2,neutral,-0.8492973060849581,-0.573734479010871,0.2755628270740871,0.8492973060849581,0.573734479010871,0.2755628270740871,RPM-2009-02-12:2376:1,RPM-2009-02-12:2380:2
RPM-2009-02-12,2009,Sebastián Claro Edwards,2,neutral,-0.661727479708248,-0.6477607917133453,0.013966687994902638,0.661727479708248,0.6477607917133453,0.013966687994902638,RPM-2009-02-12:2372:1,RPM-2009-02-12:2380:1
RPM-2009-05-07,2009,José De Gregorio Rebeco,2,neutral,-0.449817576186705,-0.012420312463271355,0.4373972637234336,0.449817576186705,0.012420312463271355,0.4373972637234336,RPM-2009-05-07:2539:1,RPM-2009-05-07:2549:1
RPM-2009-10-13,2009,José De Gregorio Rebeco,2,neutral,-0.5739296494041402,-0.6040849900301836,-0.030155340626043414,0.5739296494041402,0.6040849900301836,-0.030155340626043414,RPM-2009-10-13:2757:2,RPM-2009-10-13:2758:1
RPM-2010-01-14,2010,Enrique Marshall Rivera,2,neutral,-0.6816834772970204,-0.7838345866437023,-0.10215110934668192,0.6816834772970204,0.7838345866437023,-0.10215110934668192,RPM-2010-01-14:2870:1,RPM-2010-01-14:2884:1
RPM-2010-05-13,2010,José De Gregorio Rebeco,2,neutral,0.4557420044725871,0.3769828717257865,-0.07875913274680063,0.4557420044725871,0.3769828717257865,0.07875913274680063,RPM-2010-05-13:3125:1,RPM-2010-05-13:3126:1
RPM-2010-06-15,2010,José De Gregorio Rebeco,2,neutral,0.720218387105875,0.5783352104558186,-0.14188317665005645,0.720218387105875,0.5783352104558186,0.14188317665005645,RPM-2010-06-15:3204:1,RPM-2010-06-15:3205:1
RPM-2010-07-15,2010,José De Gregorio Rebeco,2,hawkish,0.8038006411723198,0.8263764014968956,0.022575760324575866,0.19619935882768025,0.17362359850310438,0.022575760324575866,RPM-2010-07-15:3276:1,RPM-2010-07-15:3277:1
RPM-2011-05-12,2011,José De Gregorio Rebeco,2,neutral,0.6916713091071955,0.5118470384665352,-0.1798242706406603,0.6916713091071955,0.5118470384665352,0.1798242706406603,RPM-2011-05-12:4053:1,RPM-2011-05-12:4055:1
RPM-2011-05-12,2011,Manuel Marfán Lewis,2,neutral,0.32657426844827564,0.6388238267517126,0.3122495583034369,0.32657426844827564,0.6388238267517126,-0.3122495583034369,RPM-2011-05-12:4052:2,RPM-2011-05-12:4054:3
RPM-2013-08-13,2013,Rodrigo Vergara Montes,2,neutral,-0.384501648156536,-0.48120660804459336,-0.09670495988805738,0.384501648156536,0.48120660804459336,-0.09670495988805738,RPM-2013-08-13:5751:1,RPM-2013-08-13:5752:1
RPM-2013-10-17,2013,Rodrigo Vergara Montes,2,neutral,-0.5588249897435178,-0.4573358336401407,0.10148915610337711,0.5588249897435178,0.4573358336401407,0.10148915610337711,RPM-2013-10-17:5857:1,RPM-2013-10-17:5857:2
RPM-2013-11-19,2013,Enrique Marshall Rivera,2,neutral,-0.8691193972525847,-0.3698760077307258,0.49924338952185887,0.8691193972525847,0.3698760077307258,0.49924338952185887,RPM-2013-11-19:5897:1,RPM-2013-11-19:5898:1
RPM-2013-11-19,2013,Manuel Marfán Lewis,2,neutral,-0.7399738446042659,-0.7983829795849287,-0.0584091349806628,0.7399738446042659,0.7983829795849287,-0.0584091349806628,RPM-2013-11-19:5900:1,RPM-2013-11-19:5901:1
RPM-2013-11-19,2013,Rodrigo Vergara Montes,2,neutral,-0.8870811539875867,-0.468858757873834,0.41822239611375267,0.8870811539875867,0.468858757873834,0.41822239611375267,RPM-2013-11-19:5903:1,RPM-2013-11-19:5903:2
RPM-2013-12-12,2013,Rodrigo Vergara Montes,2,neutral,-0.7874168276898103,-0.7250959334113002,0.062320894278510064,0.7874168276898103,0.7250959334113002,0.062320894278510064,RPM-2013-12-12:5962:1,RPM-2013-12-12:5962:2
RPM-2014-01-16,2014,Rodrigo Vergara Montes,2,neutral,-0.5312207136168535,-0.847045811560019,-0.3158250979431655,0.5312207136168535,0.847045811560019,-0.3158250979431655,RPM-2014-01-16:6006:1,RPM-2014-01-16:6006:2
RPM-2014-02-18,2014,Rodrigo Vergara Montes,2,neutral,-0.8704329364855156,-0.8190858434902902,0.05134709299522533,0.8704329364855156,0.8190858434902902,0.05134709299522533,RPM-2014-02-18:6055:1,RPM-2014-02-18:6055:2
RPM-2014-06-12,2014,Pablo García Silva,2,neutral,-0.4490528931957438,-0.29805676662899305,0.15099612656675077,0.4490528931957438,0.29805676662899305,0.15099612656675077,RPM-2014-06-12:6286:1,RPM-2014-06-12:6293:2
RPM-2014-07-15,2014,Rodrigo Vergara Montes,4,neutral,-0.5851370040312551,-0.8743678480949313,-0.28923084406367616,0.5851370040312551,0.8743678480949313,-0.28923084406367616,RPM-2014-07-15:6325:1,RPM-2014-07-15:6340:2
RPM-2014-08-14,2014,Rodrigo Vergara Montes,2,neutral,-0.7344384513571004,-0.4626380916028965,0.2718003597542039,0.7344384513571004,0.4626380916028965,0.2718003597542039,RPM-2014-08-14:6389:1,RPM-2014-08-14:6389:3
RPM-2014-09-11,2014,Rodrigo Vergara Montes,3,neutral,-0.5301898102718873,-0.3961193848391841,0.1340704254327032,0.5301898102718873,0.3961193848391841,0.1340704254327032,RPM-2014-09-11:6437:1,RPM-2014-09-11:6438:2
RPM-2014-10-16,2014,Rodrigo Vergara Montes,3,neutral,-0.6765182571189294,-0.4095114412110939,0.26700681590783554,0.6765182571189294,0.4095114412110939,0.26700681590783554,RPM-2014-10-16:6483:1,RPM-2014-10-16:6484:2
RPM-2014-11-18,2014,Rodrigo Vergara Montes,2,dovish,-0.7975011801586741,-0.46370788139613517,0.33379329876253894,0.2024988198413259,0.5362921186038648,-0.33379329876253894,RPM-2014-11-18:6516:1,RPM-2014-11-18:6517:1
RPM-2015-09-15,2015,Joaquín Vial Ruiz-Tagle,2,neutral,0.34650678144041597,0.6542810276499096,0.3077742462094936,0.34650678144041597,0.6542810276499096,-0.3077742462094936,RPM-2015-09-15:7041:1,RPM-2015-09-15:7044:2
