meeting_id,intervencion_id,etiqueta_analisis,score_hd_continuo,orden_habla,subindice,texto
RPM-2005-11-10,RPM-2005-11-10:504:1,hawkish,0.8214968825511191,504,1,"En su reunión mensual de política monetaria, el Consejo del Banco Central acordó aumentar la tasa de interés de política monetaria en 25 puntos base hasta 4,5% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central acordó aumentar la tasa de interés de política monetaria en 25 puntos base hasta 4,5% anual. El crecimiento de la actividad en el tercer trimestre fue algo menor a lo previsto en el último Informe de Política Monetaria, aunque sigue siendo superior a su tendencia. La inversión mantiene un fuerte dinamismo y el empleo continúa creciendo a tasas elevadas. Las tasas de interés de distintos instrumentos han aumentado en las últimas semanas, pero las condiciones financieras en Chile continúan siendo expansivas. Pese a que la inflación y las tasas de interés en países desarrollados también han aumentado, el entorno externo sigue siendo favorable, persistiendo un elevado precio del cobre y la perspectiva de un crecimiento mundial elevado, aunque con riesgos mayores. La inflación de octubre se ubicó por encima de las proyecciones previas, por la incidencia de precios de bienes perecibles. Con ello la inflación anual del IPC se ubicó sobre 4% y se espera que se mantenga sobre el rango meta durante los primeros meses de 2006. Las medidas de inflación subyacente IPCX e IPCX1 (que excluyen combustibles, perecibles y algunos servicios regulados, entre otros) siguen hasta ahora bien contenidas, al igual que las expectativas de inflación, las que a plazos superiores a un año se ubican en torno a 3%. Lo anterior es coherente con un aumento transitorio de la inflación anual y su convergencia posterior hacia el centro del rango meta previsto en el último Informe de Política Monetaria. El Consejo estima apropiado reafirmar su compromiso con la estabilidad de precios y su voluntad de reducir el estímulo monetario prevaleciente al ritmo necesario para mantener una trayectoria esperada de la inflación en torno a 3% anual en el horizonte habitual de política de 12 a 24 meses.” El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:45 horas."
RPM-2005-12-13,RPM-2005-12-13:526:2,neutral,0.2350758835072989,526,2,"En mérito de lo anterior, el Consejo, por la unanimidad de sus miembros, adopta el siguiente Acuerdo: En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 4,5% anual. III. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 4,5% anual. El entorno externo relevante para la economía chilena sigue siendo muy favorable y se han atenuado algunos de los riesgos identificados en los últimos meses. El precio del cobre ha aumentado nuevamente y las condiciones financieras internacionales continúan siendo propicias. En Chile, las condiciones financieras continúan siendo expansivas. La expansión reciente de la actividad es menor que en meses pasados, pero en términos anuales continúa en torno a sus valores de tendencia. La demanda interna sigue creciendo con vigor y aunque la creación de empleo se ha moderado, la tasa de desempleo sigue disminuyendo. La inflación anual del IPC y su proyección de corto plazo han descendido, influidas por la rápida normalización del precio de los combustibles y la significativa apreciación del peso. Las medidas de inflación subyacente IPCX e IPCX1 (que excluyen combustibles, perecibles y algunos servicios regulados, entre otros) se mantienen bajo 3%. Otros indicadores de la tendencia inflacionaria y las distintas medidas de expectativas de inflación se encuentran bien ancladas."
RPM-2006-01-12,RPM-2006-01-12:574:1,hawkish,0.812013553309598,574,1,"En mérito de lo anterior, el Consejo, por la mayoría de sus miembros, adopta el siguiente Acuerdo: 87-01-060112-Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 4,5% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central acordó mantener la tasa de interés de política monetaria en 4,5% anual. La inflación anual se ubica dentro del rango meta de 2 a 4% y las medidas de inflación subyacente IPCX e IPCX1 (que excluyen combustibles, perecibles y algunos servicios regulados, entre otros) se mantienen por debajo de 3% anual. Otros indicadores de la tendencia inflacionaria y las distintas medidas de expectativas de inflación continúan bien ancladas. Se proyecta que, luego de ubicarse transitoriamente en torno a 4% anual en el primer trimestre, la inflación se situará debajo de 3% por algún tiempo para luego converger al centro del rango meta en el horizonte habitual de política de 12 a 24 meses. La actividad ha retomado un ritmo de crecimiento por encima de su tendencia, lo que sugiere que la desaceleración observada en los meses anteriores habría sido en parte transitoria. Aunque la creación de empleo ha moderado su ritmo de expansión anual, la ocupación asalariada continúa creciendo con fuerza. El entorno externo relevante para la economía chilena sigue siendo favorable y las condiciones financieras internas continúan siendo expansivas. La decisión de hacer una pausa no modifica la estrategia de normalización del impulso monetario. El Consejo estima que incrementos adicionales de la tasa de interés en meses venideros siguen siendo necesarios para alcanzar, en el escenario más probable, una inflación en torno a 3% anual en el horizonte habitual de política.” El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 18.00 horas."
RPM-2006-02-09,RPM-2006-02-09:595:1,neutral,-0.0006526719139394136,595,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17.30 horas.
RPM-2006-03-16,RPM-2006-03-16:625:1,hawkish,0.8202931340715397,625,1,"En mérito de lo anterior, el Consejo, por la unanimidad de sus miembros, adopta
el siguiente Acuerdo:
90-01-060316-Tasa de Política Monetaria.
En su reunión mensual de política monetaria, el Consejo del Banco Central de
Chile acordó mantener la tasa de interés de política monetaria en 4,75% anual.
Comunicado
“ En su reunión mensual de política monetaria, el Consejo del Banco Central acordó mantener
la tasa de interés de política monetaria en 4,75% anual.
Más allá de vaivenes, debidos principalmente a la incidencia de cambios en los precios de los
combustibles, la inflación ha seguido una trayectoria similar a la esperada en el último Informe
de Política Monetaria. La inflación anual del IPC se ubica transitoriamente algo por sobre 4%
y la inflación subyacente IPCX (que excluye combustibles y perecibles) en 3,5%. Sin
embargo, tanto la inflación subyacente IPCX1 (que además excluye algunos servicios
regulados) como otros indicadores de la tendencia inflacionaria y las distintas medidas de
expectativas de inflación continúan bien ancladas en torno al centro del rango meta. La actividad ha continuado con un ritmo de crecimiento por encima de su tendencia, dejando
atrás la relativa debilidad observada el tercer trimestre del año pasado. La demanda interna
se ha desacelerado, aunque a un ritmo menor a lo previsto en el último Informe de Política
Monetaria producto de una mayor fortaleza del consumo. La ocupación asalariada continúa
expandiéndose con vigor. El favorable entorno externo que enfrenta la economía chilena se
aprecia algo mejor que en meses pasados y las condiciones financieras internas continúan
siendo expansivas.
El Consejo estima que los antecedentes analizados son insuficientes para acelerar, en esta
oportunidad, el ritmo de normalización de la política monetaria. Sin perjuicio de lo anterior,
reafirma que incrementos futuros de la tasa de interés siguen siendo necesarios para
alcanzar, en el escenario más probable, una inflación en torno a 3% anual en el horizonte
habitual de política de 12 a 24 meses.”
El Consejo aprueba el texto del Comunicado.
Se levanta la Sesión a las
16.30 horas."
RPM-2006-04-13,RPM-2006-04-13:654:2,hawkish,0.9271492957973249,654,2,"En mérito de lo anterior, el Consejo, por la unanimidad de sus miembros, adopta el siguiente Acuerdo: 91-01-060413 - Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó aumentar la tasa de interés de política monetaria en 25 puntos base hasta 5% anual. Comunicado “ En su reunión mensual de política monetaria, el Consejo del Banco Central acordó aumentar la tasa de interés de política monetaria en 25 puntos base hasta 5% anual. El entorno externo relevante para la economía chilena sigue siendo muy favorable, con un precio del cobre considerablemente mayor a lo proyectado. En el primer trimestre de este año la demanda interna habría moderado su elevada tasa de crecimiento, en línea con el escenario de proyecciones del último Informe de Política Monetaria. En igual período, la actividad habría crecido algo menos de lo esperado, influida por el bajo desempeño circunstancial de algunos sectores. La creación de empleo ha vuelto a incrementar su ritmo de expansión anual y, en particular, la ocupación asalariada continúa creciendo con fuerza. A su vez, las condiciones financieras internas siguen siendo expansivas. La inflación ha continuado con una trayectoria similar a la esperada en el último Informe de Política Monetaria. Las medidas de inflación anual IPC e IPCX (que excluye combustibles y perecibles) se ubican transitoriamente en la parte alta del rango meta. Por su parte, tanto la inflación subyacente IPCX1 (que además excluye algunos servicios regulados), como otros indicadores de la tendencia inflacionaria, y las distintas medidas de expectativas de inflación, continúan bien ancladas en torno al centro del rango meta. El Consejo estima que, en el escenario más probable, ajustes pausados de la tasa de interés siguen siendo necesarios para mantener la inflación proyectada en torno a 3% anual en el horizonte habitual de política. La oportunidad de estos ajustes dependerá de las implicancias de las noticias de actividad, tipo de cambio y precios, sobre la trayectoria esperada de la inflación.”"
RPM-2006-05-11,RPM-2006-05-11:674:2,hawkish,0.8496551677246924,674,2,"En mérito de lo anterior, el Consejo, por la unanimidad de sus miembros, adopta el siguiente Acuerdo: 92-01-060511 - Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 25 puntos base hasta 5% anual. Comunicado “ En su reunión mensual de política monetaria, el Consejo del Banco Central acordó mantener la tasa de interés de política monetaria en 5% anual. El entorno externo relevante para la economía chilena sigue siendo muy favorable, con un precio del cobre que ha aumentado bruscamente, alcanzando niveles muy superiores a proyecciones previas. La información disponible sigue indicando que la demanda interna está moderando su elevada tasa de crecimiento. Asimismo, esta confirma que la actividad del primer trimestre habría crecido menos que lo previsto, aunque por efectos puntuales en sectores específicos. El empleo continúa creciendo a tasas elevadas, especialmente el componente asalariado. Las condiciones financieras internas siguen siendo expansivas, aunque en lo más reciente aparecen más atenuadas. La inflación ha continuado con una trayectoria dentro de lo previsto. Las medidas de inflación anual IPC e IPCX (que excluye combustibles y perecibles) se ubican transitoriamente en la parte alta del rango meta. Por su parte, la inflación subyacente IPCX1 (que además excluye algunos servicios regulados), otros indicadores de la tendencia inflacionaria, y las distintas medidas de expectativas de inflación, continúan bien ancladas en torno al centro del rango meta. Si bien los precios de los combustibles han aumentado, otras presiones de costos están bien contenidas. La decisión de hacer una pausa no modifica la evaluación del Consejo de que, en el escenario más probable, incrementos adicionales de la tasa de interés en meses venideros siguen siendo necesarios para alcanzar una inflación en torno a 3% anual en el horizonte habitual de."
RPM-2006-06-15,RPM-2006-06-15:741:1,neutral,0.6930121581849649,741,1,"En mérito de lo anterior, el Consejo, por la unanimidad de sus miembros, adopta
el siguiente Acuerdo:
94-01-060615 - Tasa de Política Monetaria.
En su reunión mensual de política monetaria, el Consejo del Banco Central de
Chile acordó mantener la tasa de interés de política monetaria en 5% anual.
Comunicado
“En su reunión mensual de política monetaria, el Consejo del Banco Central acordó
mantener la tasa de interés de política monetaria en 5% anual.
El entorno externo relevante para la economía chilena sigue siendo favorable, pese a que
en las últimas semanas las condiciones financieras que enfrentan las economías
emergentes se han tornado menos ventajosas. En este contexto, tanto las bolsas como las
monedas se han ajustado a la baja, mientras que los premios por riesgo soberano han
aumentado levemente. El precio del cobre se ha corregido a la baja relativamente rápido,
pero se mantiene en niveles altos. La información disponible sigue apuntando a que la demanda interna está moderando su
tasa de crecimiento, en línea con lo proyectado en el último Informe de Política Monetaria.
El crecimiento de la actividad de abril se ubicó por debajo de lo esperado, aunque hasta
ahora la evidencia sugiere que detrás de ello no habría factores persistentes. El empleo
continúa creciendo a tasas elevadas, especialmente el asalariado.
Las condiciones
financieras internas siguen siendo expansivas, aunque en menor grado que en meses
pasados.
La inflación del IPC ha seguido con una trayectoria dentro de lo previsto en el último
Informe de Política Monetaria.
La inflación del IPCX1 (que excluye combustibles,
perecibles y algunos servicios regulados) ha disminuido recientemente, al igual que otros
indicadores de la tendencia inflacionaria, mientras las distintas mediciones de expectativas
de inflación continúan bien ancladas en torno a 3%. Si bien los precios de los combustibles
han seguido aumentando, otras presiones de costos parecen bien contenidas.
Esta decisión de mantener inalterada la TPM es coherente con la estrategia de
normalización pausada de la política monetaria. Ella no modifica la evaluación del Consejo
de que, en el escenario más probable, siguen siendo necesarios incrementos adicionales
de la tasa de interés en meses venideros para alcanzar una inflación en torno a 3% anual
en el horizonte habitual de política.”
17.50 horas.
El Consejo aprueba el texto del Comunicado.
Se levanta la Sesión a las 18:00 horas."
RPM-2006-07-13,RPM-2006-07-13:781:1,neutral,-0.0010831961734836667,781,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 18.00 horas.
RPM-2006-08-10,RPM-2006-08-10:827:1,neutral,0.5169742168843129,827,1,"En mérito de lo anterior, el Consejo, por la unanimidad de sus miembros, adopta
el siguiente Acuerdo:
5-01 -060810 - Tasa de Política Monetaria.
En su reunión mensual de política monetaria, el Consejo del Banco Central
acordó mantener la tasa de interés de política monetaria en 5,25% anual.
Comunicado
“En su reunión mensual de política monetaria, el Consejo del Banco Central acordó mantener
la tasa de interés de política monetaria en 5,25% anual.
El entorno externo relevante para la economía chilena se mantiene favorable, apreciándose
en lo más reciente un cambio en la contribución al crecimiento de las distintas regiones
económicas. Las condiciones financieras internacionales se mantienen ventajosas, el precio
del cobre continúa elevado y el del petróleo nuevamente alcanza niveles récord.
La demanda interna habría moderado su tasa de crecimiento en el segundo trimestre, en línea
con lo proyectado en el último Informe de Política Monetaria, con un sostenido empuje del
consumo y una desaceleración de la inversión. Sin embargo, el crecimiento de la actividad en
el segundo trimestre fue algo menor a lo esperado, mientras los antecedentes disponibles
siguen apuntando a que el aumento en el ritmo de crecimiento contemplado para el segundo
semestre sería inferior al previsto. Por su parte, el empleo asalariado continúa aumentando
con relativo vigor y las condiciones financieras internas siguen siendo expansivas.
La inflación del IPC continúa en la parte alta del rango meta, debido principalmente a la
incidencia del mayor precio de los combustibles. Las medidas de inflación subyacente IPCX e
IPCX1 (que excluyen combustibles, perecibles y algunos servicios regulados) continúan
alrededor de 3%. Otros indicadores de la tendencia inflacionaria se mantienen estables y las distintas mediciones de expectativas de inflación de mediano y largo plazo continúan ancladas
en torno a 3%.
Si bien los precios de los combustibles se mantienen elevados, otras
presiones de costos están contenidas.
El Consejo estima que, en el escenario más probable, siguen siendo necesarios ajustes
pausados de la tasa de interés para mantener la inflación proyectada en torno a 3% anual, en
el horizonte habitual de política.
La oportunidad de estos ajustes dependerá de los
antecedentes que se acumulen, pero la información disponible reafirma que ellos podrían ser
menos frecuentes que en los últimos trimestres.”
El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17.10
horas."
RPM-2006-09-07,RPM-2006-09-07:878:1,hawkish,0.5509745733448562,878,1,"En mérito de lo anterior, el Consejo, por la unanimidad de sus miembros, adopta
el siguiente Acuerdo:
97-01-060907 - Tasa de Política Monetaria.
En su reunión mensual de política monetaria, el Consejo del Banco Central
acordó mantener la tasa de interés de política monetaria en 5,25% anual. Comunicado
“En su reunión mensual de política monetaria, el Consejo del Banco Central acordó mantener la
tasa de interés de política monetaria en 5,25% anual.
El entorno externo relevante para la economía chilena se mantiene favorable. Las condiciones
financieras internacionales siguen ventajosas, el precio del cobre continúa elevado y el del
petróleo ha descendido de manera significativa en los últimos días.
Pese a que el consumo continúa expandiéndose con relativa fuerza, la actividad sigue
mostrando un dinamismo menor que el proyectado. Con todo, el empleo asalariado continúa
aumentando, mientras el desempleo se reduce gradualmente.
Las tasas de interés de
mercado en general han disminuido y las condiciones financieras internas se mantienen
favorables.
La inflación del IPC continúa en la parte alta del rango meta, debido principalmente a la
incidencia del mayor precio de los combustibles. Las medidas de inflación subyacente IPCX e
IPCX1 (que excluyen combustibles, perecibles y algunos servicios regulados) han estado por
debajo de lo proyectado, en torno a 3% y 2,5%, respectivamente. Asimismo, otros indicadores
de la tendencia inflacionaria muestran una leve declinación.
Las presiones de costos están
bien contenidas. Las distintas mediciones de expectativas de inflación continúan ancladas en
torno a 3% en el horizonte habitual de política.
El Consejo estima que, en el escenario más probable, serán necesarios incrementos
adicionales de la tasa de interés para mantener la inflación proyectada en torno a 3% anual.
Sin embargo, su materialización podría dilatarse por un tiempo prolongado. Ello dependerá de
la información que se acumule y su implicancia sobre la inflación proyectada.”
horas.
El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:00."
RPM-2006-10-12,RPM-2006-10-12:943:1,hawkish,0.35893749994038715,943,1,"En mérito de lo anterior, el Consejo, por la unanimidad de sus miembros, adopta
el siguiente Acuerdo:
99-01-061012 - Tasa de Política Monetaria.
En su reunión mensual de política monetaria, el Consejo del Banco Central
acordó mantener la tasa de interés de política monetaria en 5,25% anual.
Comunicado
En su reunión mensual de política monetaria, el Consejo del Banco Central acordó
mantener la tasa de interés de política monetaria en 5,25% anual.
El precio del petróleo se ubica en niveles menores a los proyectados en el último Informe de
Política Monetaria, afianzando un entorno externo favorable para la economía chilena. Las
condiciones financieras internacionales siguen ventajosas y el precio del cobre continúa
elevado. La actividad sigue mostrando un dinamismo reducido, afectada en parte por fenómenos
puntuales en la minería y la industria.
Con todo, el empleo asalariado continúa
aumentando, mientras el desempleo se reduce gradualmente. Las condiciones financieras
internas se mantienen favorables. Estos antecedentes, unidos a la evolución del escenario
externo, son coherentes con el repunte de la actividad proyectado para el próximo año.
La inflación del IPC y la subyacente IPCX (que excluyen combustibles y perecibles) se
ubican en torno a 3%.
La inflación subyacente IPCX1 (que además excluye algunos
servicios regulados) ha sido inferior a lo esperado y se ubica bajo 2,5%. Otros indicadores
de la tendencia inflacionaria también muestran una declinación y las presiones de costos
están contenidas. Esto, junto al menor precio de los combustibles, permite prever que la
inflación se ubicará en los próximos meses por debajo de lo proyectado en el último Informe
de Política Monetaria.
Las expectativas de inflación de mediano y largo plazo continúan
ancladas en torno a 3%.
Con los antecedentes disponibles, el Consejo estima que, por un tiempo prolongado,
podrían no ser necesarios nuevos incrementos en la TPM para mantener la inflación
proyectada en torno a 3% anual. Esto, sin embargo, dependerá de la nueva información
que se acumule y sus implicancias sobre la inflación proyectada.
El Consejo aprueba el texto del Comunicado.
Se levanta la Sesión a las 18:00 horas."
