ngram,conteo_direccional,conteo_neutral,log_odds,z_score,distintivo_de
50,560,473,1.1446055308684109,18.332199221794315,direccional
el escenario,928,1102,0.8041387256076629,18.052279600847843,direccional
de la tasa de,536,448,1.155090539376677,18.047802971968732,direccional
central,997,1228,0.7676273006190399,18.0101384493194,direccional
la decision,400,252,1.4376262847992223,17.879059508288464,direccional
antecedentes,685,701,0.9527768529499188,17.737687400273643,direccional
subir,351,187,1.6051767209017775,17.733983731973076,direccional
horizonte,489,389,1.2044956862271814,17.732604896479696,direccional
el consejo,589,553,1.0388722760961198,17.548200714370903,direccional
la tasa de interes,404,278,1.3494172428066573,17.32033082193522,direccional
la meta,450,348,1.2327296270007828,17.272220326062953,direccional
consejo,693,742,0.9075586499502535,17.18306405619404,direccional
la tpm en,385,259,1.3720209468410207,17.076066576304807,direccional
riesgos,729,809,0.8717741646410202,17.07447636620428,direccional
la opcion,355,221,1.4495169434705346,16.92057294511098,direccional
tasa de interes,435,339,1.225025173203166,16.91238094011325,direccional
proceso,448,362,1.1888456086794346,16.825240308876,direccional
mantener la,623,650,0.9334168178938249,16.65119086104322,direccional
en el horizonte,326,192,1.5049269163876868,16.546459127006706,direccional
de la,5788,11796,0.2648427529136459,16.506913801439485,direccional
monetaria en 25,246,69,2.2463084315610367,16.49553257880753,direccional
politica monetaria en 25,246,69,2.2463084315610367,16.49553257880753,direccional
de 25,346,223,1.4148365661045208,16.47904192304606,direccional
subir la,242,55,2.4565184982563135,16.452183231352155,direccional
la opcion de,286,138,1.7041567150920827,16.445818060084964,direccional
el horizonte,350,231,1.3910956585281191,16.41343211259103,direccional
opcion de,294,153,1.6285983188406465,16.341097000402275,direccional
tpm en,390,294,1.2582129494610879,16.293656939070814,direccional
de interes de politica,258,102,1.9032906129220386,16.277419102285574,direccional
interes de politica,258,102,1.9032906129220386,16.277419102285574,direccional
horizonte de,379,280,1.2783804136738617,16.225684378115833,direccional
esta reunion,503,474,1.0351480785881808,16.17378370301911,direccional
expectativas,1557,2451,0.5224538495278344,16.12470548983518,direccional
normalizacion de,284,146,1.6408130541166681,16.11620594834972,direccional
la economia,981,1329,0.6724079583098801,15.97757185504628,direccional
tasa de interes de,261,123,1.7277290737845181,15.801225655735605,direccional
interes de politica monetaria,240,96,1.8915897529168948,15.668206849978066,direccional
de 25 puntos,297,180,1.476295087729513,15.632279920294412,direccional
rango,446,407,1.067235920316019,15.571628550034628,direccional
expectativas de inflacion,491,480,0.9984271102658315,15.557910149392466,direccional
opciones,502,501,0.977773226007498,15.486080639404934,direccional
normalizacion de la,224,78,2.030148292301128,15.44648649639142,direccional
aumentar la,213,45,2.529458166048668,15.424806129985484,direccional
ajuste,597,665,0.8679751844197998,15.397818871592255,direccional
de 25 puntos base,290,178,1.4636181551753413,15.374718864759911,direccional
voto,262,141,1.5950369006800589,15.274891918024307,direccional
reducir,240,111,1.746480480961365,15.219015516157747,direccional
75,227,93,1.8676541837600151,15.17380796299565,direccional
decision de,278,167,1.4851331403108325,15.172609496689882,direccional
inflacionarias,529,560,0.9188568411373499,15.157899080302924,direccional
horizonte de politica,259,143,1.5694447038106532,15.067779374167174,direccional
el senor consejero,288,185,1.4181414736556182,15.05437015399464,direccional
senor consejero,301,205,1.359665397480013,15.017802117211332,direccional
en 50,202,52,2.3320142922628833,15.002523049476855,direccional
escenario central,284,182,1.4205013135654259,14.963567002756514,direccional
en esta oportunidad,335,258,1.23679572914509,14.934439093003276,direccional
su voto,247,130,1.6172880672518755,14.929245410466374,direccional
un sesgo,222,94,1.8347002038233011,14.913444684505764,direccional
es por,291,194,1.3810171833832268,14.902725857027384,direccional
gerencia de division,383,336,1.1066128319115567,14.807582081378824,direccional
el comunicado,229,108,1.7269651896837654,14.79810745317513,direccional
la gerencia de division,378,329,1.114520697481412,14.784486239082856,direccional
monetaria el,257,149,1.5206098511072224,14.771016838679763,direccional
las expectativas,1078,1601,0.5805300128973352,14.737812107006777,direccional
politica monetaria el,256,149,1.5167122134041193,14.722600217126892,direccional
estrategia,240,130,1.5885468913740066,14.590691480888509,direccional
mantener la tasa,431,421,0.999216981070699,14.584879637905782,direccional
esta oportunidad,340,279,1.1733814793807067,14.528482912264186,direccional
reunion,1389,2250,0.49378894042475974,14.473901747787254,direccional
en el horizonte de,257,158,1.4619842437635011,14.464619968233329,direccional
estimulo monetario,226,114,1.659739933497276,14.451428452738762,direccional
el horizonte de,275,186,1.3665731619631796,14.397759081214458,direccional
monetaria el consejo,203,84,1.8576833719355434,14.323076710262889,direccional
politica monetaria el consejo,203,84,1.8576833719355434,14.323076710262889,direccional
debe,485,524,0.8984484280121894,14.26157372135691,direccional
gradual,265,176,1.3847825431121414,14.243996109649315,direccional
el senor consejero que,239,139,1.5174608471495752,14.228978654355947,direccional
consejero que,250,156,1.4471099879836924,14.186115640555567,direccional
del rango,274,191,1.3364137405278438,14.180616488586505,direccional
proceso de,329,275,1.1549346871196704,14.137993134928067,direccional
senor consejero que,244,151,1.4553869650744478,14.059061628489545,direccional
oportunidad,402,394,0.9958307135910722,14.049901479738189,direccional
externo,569,680,0.7976358462151296,14.04166023318122,direccional
gerencia de division estudios,339,296,1.1113071099642386,13.972588501336384,direccional
monetaria en 25 puntos,187,24,3.02726683030855,13.972240446527216,direccional
el horizonte de politica,219,120,1.5770152654661427,13.888250283335335,direccional
de politica monetaria el,232,139,1.4877426598471146,13.873520369963446,direccional
mas probable,219,121,1.568719961846897,13.852210234865328,direccional
holguras,281,212,1.2573587041987278,13.824306463350698,direccional
presiones,467,512,0.8837918308431494,13.814511489482994,direccional
estimulo,283,218,1.236550231392071,13.724622749925949,direccional
impulso monetario,180,67,1.963486557871553,13.723996525285575,direccional
sin,919,1358,0.585518394892774,13.710590338424907,direccional
de la tpm,284,221,1.2264138539002722,13.675162546532992,direccional
normalizacion de la politica,170,50,2.198843015272077,13.672451148903152,direccional
las expectativas de inflacion,378,369,0.9998151142672,13.664748804567191,direccional
impulso,293,235,1.1962039886218,13.662848492793028,direccional
la decision de,225,135,1.4863015204993353,13.65551806092519,direccional
parece,554,672,0.7827517666081247,13.642783867644512,direccional
subir la tasa,165,42,2.3432327658399785,13.563486475475504,direccional
probable,315,272,1.122422007880326,13.563161339936471,direccional
la gerencia de,381,379,0.9809873946403229,13.52452034186258,direccional
en su reunion mensual,177,71,1.8887316604930735,13.44871695230723,direccional
mensual de politica,177,71,1.8887316604930735,13.44871695230723,direccional
mensual de politica monetaria,177,71,1.8887316604930735,13.44871695230723,direccional
reunion mensual de,177,71,1.8887316604930735,13.44871695230723,direccional
reunion mensual de politica,177,71,1.8887316604930735,13.44871695230723,direccional
su reunion mensual,177,71,1.8887316604930735,13.44871695230723,direccional
su reunion mensual de,177,71,1.8887316604930735,13.44871695230723,direccional
en 50 puntos,162,32,2.5965889708054686,13.429327345979155,direccional
reunion mensual,177,72,1.8747528833741676,13.41580245602767,direccional
reducir la,161,40,2.3674597091884344,13.406201886260622,direccional
acordo,197,102,1.6336290142994052,13.395318990763897,direccional
en su reunion,184,84,1.7594510428076013,13.364990134613224,direccional
puntos base en,265,202,1.2470477685701624,13.3539445964484,direccional
de 50 puntos,182,82,1.7726118962526325,13.331087570900783,direccional
aumentar la tasa,175,20,3.1430710804924846,13.327249907078583,direccional
un alza de,218,134,1.4621368482879262,13.322651354222568,direccional
gerencia de,386,395,0.9526859320686505,13.313725585656828,direccional
en el escenario,345,328,1.026225673199459,13.309602327050643,direccional
en 50 puntos base,159,31,2.60963028935471,13.298532056866858,direccional
monetaria el consejo del,174,71,1.8716444953117382,13.29423272103161,direccional
su reunion,184,86,1.7359318728762894,13.292833289966069,direccional
la tasa en,178,78,1.8003829864560323,13.262200491624025,direccional
convergencia,260,198,1.2479973565457527,13.233859515797572,direccional
aumentar,305,268,1.1049768937013607,13.20009573356859,direccional
el sesgo,186,92,1.6793291753460853,13.178581405869053,direccional
estrategia de,155,39,2.3548044472872274,13.150081387601626,direccional
de 50 puntos base,174,76,1.8036261676426761,13.121140115475654,direccional
los antecedentes,347,338,1.00198177671572,13.113566175002687,direccional
su voto es,194,107,1.5704530962872223,13.044666259310926,direccional
voto es,194,107,1.5704530962872223,13.044666259310926,direccional
rango meta,200,116,1.5201753646051284,13.028370597199965,direccional
de la inflacion,572,735,0.7251324037041904,13.00789218631818,direccional
base en,275,228,1.1630443247050852,12.987654052063279,direccional
vota,166,68,1.8677462977346124,12.975894544769401,direccional
aumentar la tasa de,165,19,3.135529272792539,12.953518510767497,direccional
los proximos,513,632,0.7672193658850661,12.912756435328356,direccional
el escenario central,187,101,1.591398882714028,12.890326828773036,direccional
la estrategia,148,36,2.388602032760714,12.85874854898969,direccional
de capacidad,220,152,1.3452742316602144,12.7573803216142,direccional
proximos,520,652,0.7496236752416578,12.752349337150054,direccional
bajar la,146,40,2.269727876908524,12.722940366851116,direccional
pausa,146,40,2.269727876908524,12.722940366851116,direccional
ritmo,352,360,0.9532463494352221,12.719525524562945,direccional
interno,478,578,0.7858520102934685,12.713680598749946,direccional
los riesgos,391,426,0.8900217924399492,12.71060537123232,direccional
en esta reunion,220,154,1.3322069578913265,12.68224699375609,direccional
descartar,199,124,1.4484997310830732,12.663312457387788,direccional
condiciones,739,1072,0.6039578247816513,12.63443701816941,direccional
perspectivas de,318,308,1.0076396462469432,12.606374683181448,direccional
su voto es por,184,104,1.5459732776713224,12.604585662603185,direccional
voto es por,184,104,1.5459732776713224,12.604585662603185,direccional
de interes,808,1211,0.5713269119827658,12.580104384880626,direccional
que la inflacion,515,651,0.7414965663561253,12.575908769538284,direccional
sigue,630,871,0.6519757593557411,12.468320104000918,direccional
inflacion proyectada,156,68,1.805640556595856,12.429048598790553,direccional
de interes de,383,423,0.8764167010001618,12.427856945687486,direccional
interes de,384,426,0.8719587196181973,12.393883666216682,direccional
mediano,406,466,0.8379411206987442,12.34511555012737,direccional
actual,542,712,0.703045466205972,12.335606240924237,direccional
inflacionaria,371,406,0.8855952569788617,12.332701682416909,direccional
proyectada,213,153,1.3063919978588991,12.329808954821686,direccional
interes,817,1245,0.5547190570164782,12.322959330162856,direccional
las perspectivas de,257,220,1.1310690895587605,12.316634818932052,direccional
encima,199,134,1.3709714133788324,12.270862850878398,direccional
sin embargo,584,794,0.6686965517514594,12.26897262346762,direccional
por encima,198,133,1.3734228264989454,12.252893166133035,direccional
tasa en,197,132,1.375905251721722,12.234908095664807,direccional
la gerencia,392,446,0.8467084673597363,12.232245424002516,direccional
de normalizacion de,149,63,1.8360839436380996,12.220930999695574,direccional
embargo,584,797,0.6649260369427168,12.2095379797136,direccional
el proceso,182,111,1.469935022527375,12.20830084220912,direccional
del rango meta,164,86,1.6209036966110073,12.177543830391619,direccional
ipom,977,1581,0.4946938694808418,12.158845806203168,direccional
de 50,213,158,1.2742464859159917,12.13869045506023,direccional
senal,187,120,1.419098288360443,12.135183616664134,direccional
tpm en 25,133,22,2.7738208119507988,12.058939215571357,direccional
lo anterior,445,548,0.7676057278838595,12.031472860195462,direccional
la tpm en 25,133,21,2.8202842692778507,12.018190857294995,direccional
la convergencia,156,79,1.655772365365852,11.993501263689891,direccional
neutral,210,158,1.2600653712360312,11.967240325768994,direccional
banco central,659,954,0.6059748249662906,11.965838315858525,direccional
los proximos meses,305,310,0.9594361429955516,11.8985069047874,direccional
proximos meses,305,310,0.9594361429955516,11.8985069047874,direccional
de normalizacion de la,126,32,2.345474812321383,11.853253237671742,direccional
en el comunicado,143,64,1.779259155466196,11.833791619176493,direccional
esta ocasion,203,152,1.2648730059609274,11.79476630189194,direccional
mantener la tasa de,320,340,0.915091689666605,11.751421595960496,direccional
central de chile acordo,145,69,1.7179559446917079,11.749548505162213,direccional
chile acordo,145,69,1.7179559446917079,11.749548505162213,direccional
de chile acordo,145,69,1.7179559446917079,11.749548505162213,direccional
la inflacion proyectada,140,62,1.7897985450551843,11.73548409775705,direccional
que su voto,160,91,1.539731721596226,11.72967224135179,direccional
minuta de,230,195,1.1406839606506054,11.72023885726474,direccional
comunicado en,130,47,1.992560755066945,11.710517953724203,direccional
la minuta de,225,188,1.1552552833067438,11.693855046987304,direccional
25 puntos base en,142,66,1.741487900147865,11.692680159989502,direccional
ancladas,162,95,1.5091507873219285,11.681023451014447,direccional
el proceso de,161,96,1.4924938298794874,11.57682015733961,direccional
ajustes,292,299,0.9520033985141882,11.57324053588464,direccional
necesario,228,196,1.1268388517987162,11.57067059543821,direccional
proceso de normalizacion,136,61,1.7770754669012678,11.535033770143206,direccional
bajar,173,115,1.3838469412794954,11.504139878660569,direccional
mediano plazo,347,396,0.8436585941450438,11.475418523643159,direccional
la minuta,267,261,0.9983959918739345,11.472153997036543,direccional
que la opcion,143,73,1.6477454196893095,11.457653350454947,direccional
nuestro,189,140,1.2756410147637354,11.442278459381352,direccional
la estrategia de,117,29,2.369781082068121,11.428854075766221,direccional
hoy,554,779,0.6350287998062116,11.428518357293246,direccional
central de,432,550,0.7343172604610615,11.42448857156863,direccional
de opciones,188,139,1.277503256438619,11.422510884263586,direccional
en los proximos,339,384,0.8511002166261648,11.4224906839255,direccional
expectativas de,756,1179,0.5315740589873803,11.411231361201752,direccional
gerencia,400,493,0.7667450602519654,11.396294545107917,direccional
esta decision,117,32,2.271417984870986,11.390323355469341,direccional
del ipom,305,327,0.9060641486308754,11.384332560406,direccional
vota por,133,61,1.7547789269715661,11.350693667009065,direccional
banco central de chile,372,445,0.796590519674881,11.341227374106067,direccional
central de chile,372,445,0.796590519674881,11.341227374106067,direccional
para la,601,876,0.5991261192333281,11.313744167827373,direccional
las condiciones,529,737,0.6442653925632555,11.308297948897225,direccional
continuar,186,139,1.2668108166344734,11.301102255516064,direccional
plano,251,242,1.0121713383560937,11.237206990337002,direccional
mensual de,211,179,1.1400674736231853,11.221486038040267,direccional
presiones inflacionarias,266,267,0.9719232008478418,11.221424393120795,direccional
en el ambito,192,150,1.222417150712337,11.219886278540544,direccional
en su,1002,1702,0.4462202419243617,11.208682290885681,direccional
ocasion,237,221,1.0455363947735101,11.183046943779184,direccional
que su voto es,147,85,1.5231983353064358,11.180901261346891,direccional
minuta,278,289,0.9368860620456374,11.154492465439837,direccional
aunque,616,914,0.5813214814546379,11.153823098875009,direccional
escenario base,319,359,0.8576012931911308,11.147998118919618,direccional
de hoy,201,167,1.1608941981259076,11.089441951734447,direccional
que la politica,122,51,1.847445163977671,11.0823239895542,direccional
en esta ocasion,183,140,1.2433887253194555,11.075963747100268,direccional
el plano,200,166,1.161911836218346,11.068439316224401,direccional
base hasta,115,16,2.9466201384119106,11.051054748692916,direccional
puntos base hasta,115,16,2.9466201384119106,11.051054748692916,direccional
que la opcion de,113,37,2.0915718881071736,11.046089336676594,direccional
el ambito,195,159,1.1796689745635351,11.04229654539024,direccional
en el plano,199,166,1.15690053215382,11.00816188713932,direccional
que la politica monetaria,113,40,2.0136587710746277,10.948186967288082,direccional
minuta de opciones,160,109,1.3593158431311334,10.947300457073622,direccional
una pausa,107,26,2.3896119286409814,10.93357967512071,direccional
senor marshall,145,88,1.4748328797769847,10.916519486400933,direccional
ambito,247,245,0.9837934558528136,10.912797734131319,direccional
la minuta de opciones,158,107,1.3652527556519178,10.906874530455363,direccional
marshall que,123,57,1.7444357664657595,10.889755776584483,direccional
economia,1084,1909,0.4101234365475994,10.786375985567915,direccional
el plano interno,108,36,2.0737223529816955,10.778834884056886,direccional
en el plano interno,108,36,2.0737223529816955,10.778834884056886,direccional
plazo,1206,2174,0.386811717488893,10.775628091814474,direccional
plano interno,109,38,2.0289002934969194,10.773120944012506,direccional
la normalizacion,127,66,1.629891282425989,10.743747604461273,direccional
politica monetaria de,228,219,1.015918317695185,10.739345168690836,direccional
encima de,149,98,1.394449183576489,10.723861192738541,direccional
por encima de,149,98,1.394449183576489,10.723861192738541,direccional
la actividad,788,1289,0.4838442042795936,10.702129466809302,direccional
reduccion,310,359,0.8289870995503197,10.694164072968057,direccional
convergencia de,129,70,1.5866965382886367,10.690813285723802,direccional
senala el,400,523,0.7076879330474188,10.6563361596727,direccional
en el frente,120,58,1.7023698949508557,10.647682745038782,direccional
requiere,131,74,1.546530211340043,10.63727544790253,direccional
convergencia de la,121,60,1.6767798111903556,10.622089184128388,direccional
en el escenario mas,102,29,2.232675256555572,10.613240233265191,direccional
las expectativas de,585,883,0.5641849971111617,10.585393912482113,direccional
ser,836,1398,0.4618132906855612,10.565154755872165,direccional
monetaria de,228,224,0.9933513009763413,10.561079561323893,direccional
en la tasa de,170,133,1.2209957387553327,10.549428861867534,direccional
el frente,121,62,1.644005145255207,10.528560830171191,direccional
el escenario mas probable,114,52,1.760244146972859,10.521643259920554,direccional
holguras de,125,68,1.584184195342269,10.515644550254741,direccional
escenario mas probable,115,54,1.731252342631242,10.497149066876764,direccional
de la economia,404,538,0.6893672686289243,10.473542178454586,direccional
una senal,124,68,1.5761549695972672,10.447504948661251,direccional
tpm en 25 puntos,111,11,3.2853429183589107,10.403626808007347,direccional
75 puntos base,97,26,2.291565370645449,10.380530836807575,direccional
en los proximos meses,223,221,0.9846613534944542,10.375934081465644,direccional
75 puntos,97,27,2.2538534169544384,10.362022774688683,direccional
convergencia de la inflacion,113,54,1.7137152981584833,10.36153004955619,direccional
un alza,309,369,0.7982903206557914,10.354351681774986,direccional
el escenario mas,117,60,1.6431763737526097,10.35068107333062,direccional
subir la tasa de,97,17,2.7160520635721284,10.335754575722307,direccional
la convergencia de,109,49,1.7748066707032208,10.32156400885858,direccional
las perspectivas,399,537,0.6787751915663449,10.271844737052893,direccional
compromiso,127,76,1.4888738146826253,10.268646770966756,direccional
justificar,113,56,1.6773649084955338,10.266499696052005,direccional
la convergencia de la,106,46,1.8100570003200893,10.254552925031923,direccional
staff,216,213,0.9896337642035302,10.250517099352113,direccional
lo anterior el,139,94,1.36665494883216,10.2362786172304,direccional
centro del rango,107,48,1.776904625479192,10.231107741742075,direccional
siguen,482,698,0.6055824576041733,10.227568126559056,direccional
reducir la tasa,94,17,2.684668556766926,10.191935752686271,direccional
alza de 25,93,19,2.5628732935663603,10.184739038952417,direccional
una decision,111,55,1.67752452569618,10.175661523823353,direccional
el riesgo,244,262,0.9045107217894319,10.16874676124093,direccional
holguras de capacidad,117,64,1.5786668029697655,10.156247075995262,direccional
banco central de,381,509,0.6861549489945897,10.130601142017767,direccional
ajuste de,146,107,1.2862879311774211,10.10959303696377,direccional
del banco central,408,562,0.6555861938427743,10.081602996740884,direccional
que las opciones,91,23,2.3502658500424634,10.074544502776895,direccional
considera que,239,257,0.9030727890377985,10.051499483041923,direccional
el riesgo de,165,137,1.16152967243349,10.051105917394652,direccional
centro del rango meta,103,46,1.7813596799811808,10.04773692538143,direccional
inflacionario,191,178,1.0461072572276038,10.043224852999865,direccional
centro del,107,52,1.6969010646605653,10.040556514176837,direccional
la trayectoria,376,504,0.682815568342102,10.022082957561967,direccional
comunicado en su,96,36,1.956002612929776,10.01144010503093,direccional
comunicado en su reunion,96,36,1.956002612929776,10.01144010503093,direccional
en la tasa,184,168,1.0665789613836694,9.996980650037464,direccional
de la gerencia de,182,165,1.0736650418781775,9.989998405177893,direccional
brechas,209,209,0.9756489496347118,9.975506654432104,direccional
elevar,96,37,1.9286192772435733,9.96969330011169,direccional
meta en,135,94,1.3374649358495319,9.958281450850455,direccional
esta,2931,6230,0.22225786706675432,9.925340567818127,direccional
tendencia inflacionaria,137,98,1.3105097444467493,9.907583867510693,direccional
monetaria en 50,92,13,2.9311194864415757,9.899353069195167,direccional
politica monetaria en 50,92,13,2.9311194864415757,9.899353069195167,direccional
escenario mas,132,91,1.3474219143133315,9.891179434791004,direccional
perspectivas,518,786,0.558897196195475,9.877788345837343,direccional
la politica monetaria en,131,90,1.350865282489016,9.868750363026324,direccional
con todo,231,250,0.8966407479159724,9.82664795958529,direccional
parecen,135,97,1.3060607319775919,9.81431793091104,direccional
actividad,1267,2393,0.3401813773374016,9.793322784031904,direccional
01,94,38,1.8809228063038486,9.787237069620408,direccional
cuadro,168,148,1.1023390127505284,9.780050673579238,direccional
de mantener,220,233,0.918261454015374,9.769895356073086,direccional
capacidad,288,352,0.7750735978417271,9.756754528277673,direccional
bajar la tasa,85,21,2.3730064876395556,9.741930708660291,direccional
rango de tolerancia,116,71,1.4663335504184847,9.733384447463507,direccional
siguientes,162,140,1.121531640595185,9.721063611803663,direccional
estima,562,883,0.524075329447883,9.714042975320663,direccional
que la decision,99,47,1.7202721185386007,9.713933753422037,direccional
aun,621,1004,0.4955042016539766,9.707919673393134,direccional
alza de 25 puntos,84,18,2.515196785026548,9.688406138736445,direccional
centro,123,82,1.3809266692039976,9.688210395155213,direccional
mensual,281,342,0.7792842688001986,9.680613457394053,direccional
la tendencia inflacionaria,93,39,1.844271104843978,9.670053074471998,direccional
las holguras,126,87,1.3458506840143638,9.656976833052214,direccional
alza de,352,474,0.678219297884775,9.641119516455072,direccional
de la gerencia,187,182,1.0027320210221973,9.631889488475913,direccional
consistente con,116,73,1.4385653725730059,9.631229054103478,direccional
un alza de 25,84,15,2.6973319232541844,9.628181990838065,direccional
decision de hoy,83,21,2.3492137951280956,9.62123432963252,direccional
ambito externo,115,72,1.4436979837818384,9.608675212767755,direccional
el proceso de normalizacion,87,31,2.007058245821254,9.598245379055651,direccional
se ubique,94,42,1.7808919076172582,9.597739511018878,direccional
de tolerancia,117,76,1.4068885612232833,9.551511990647436,direccional
ubique,94,43,1.757373227672817,9.548000222086563,direccional
privadas,121,82,1.3645382220517863,9.541730312447578,direccional
reduccion de,191,191,0.9756409183742729,9.536191131794629,direccional
consistente,137,106,1.2320674493388477,9.52644139658661,direccional
con la meta,101,54,1.6014929343168554,9.50204833248035,direccional
implicancias,207,219,0.9193134909869922,9.485264122919927,direccional
que en el escenario,107,63,1.5050960552556205,9.479762032327606,direccional
juicio,432,635,0.5906453654706247,9.472457876203494,direccional
reducir la tasa de,84,12,2.920198917232357,9.469052966446014,direccional
nivel,795,1387,0.4194184914665833,9.43057705218897,direccional
tolerancia,118,80,1.364123457323787,9.420998103530835,direccional
expansiva,126,92,1.2899916280568213,9.408608710992835,direccional
base en esta,79,18,2.453880061219934,9.39963196798373,direccional
riesgo de,259,312,0.7895535531590507,9.394536223901833,direccional
de mediano,216,237,0.8829002770210099,9.387440119429684,direccional
meta de,131,100,1.2455446981451548,9.381567981955511,direccional
las noticias,253,302,0.7986859983579997,9.372982476457771,direccional
el mercado,833,1473,0.4059620176626453,9.366483200304328,direccional
en el ambito externo,102,58,1.5399139835518447,9.365862477255583,direccional
consideraciones,115,77,1.376585641281082,9.350550425848814,direccional
que la inflacion proyectada,84,32,1.940255465986434,9.34265715379329,direccional
puntos base en esta,78,17,2.498258435083086,9.337892959233372,direccional
la decision de hoy,78,20,2.335879218716503,9.32339147702362,direccional
consejero senor marshall,107,66,1.4585954845354046,9.321141978742409,direccional
politica monetaria en su,142,118,1.1606964994998883,9.319700704249716,direccional
el ambito externo,102,59,1.5228269078460315,9.312366915240785,direccional
su juicio,360,503,0.6413220439303071,9.291671323210666,direccional
el consejero senor marshall,103,61,1.499257266273677,9.281817710108031,direccional
monetaria en su,142,119,1.1522606540649871,9.273267578275442,direccional
objetivo,107,67,1.4435637924502043,9.267945621409655,direccional
mercado,1489,2945,0.29410487803510854,9.25118798207438,direccional
25 anual,90,43,1.713907008331791,9.247502235789899,direccional
una reduccion de,117,82,1.3309325552550657,9.243110555368862,direccional
anterior el,148,129,1.112973840365095,9.241764760143296,direccional
panorama,302,397,0.7022615855664558,9.199099885461473,direccional
como,2083,4328,0.24488862915773257,9.185445992606548,direccional
inflacion anual,166,159,1.0186987106101562,9.182058436669157,direccional
debiera,227,262,0.8323081775185823,9.180733276071711,direccional
elevar la,75,15,2.5841157681713565,9.140820381487377,direccional
futuro,271,342,0.7430554604545279,9.138483355461933,direccional
senala el consejero,87,41,1.7276249798777936,9.122304018149624,direccional
estima que,476,739,0.5359908717406059,9.121919248196686,direccional
en el futuro,122,92,1.257740839547461,9.110555836310144,direccional
siguiente,163,156,1.0195076673962618,9.104049998275224,direccional
debe ser,137,115,1.1506040222407687,9.099540624650324,direccional
el senor vicepresidente,135,112,1.1623259283459682,9.095784792526151,direccional
se ubique en,83,36,1.810566275646929,9.07498500192586,direccional
ubique en,83,36,1.810566275646929,9.07498500192586,direccional
costos,323,441,0.6643965777374881,9.073784731852149,direccional
de subir,75,24,2.114495650160057,9.01923901336835,direccional
del banco,499,793,0.5126655599196681,8.973914492410692,direccional
nuestra,151,140,1.0512344077383577,8.961673668370498,direccional
monetaria en su reunion,79,33,1.8481625241448096,8.919067010318265,direccional
por mantener,170,172,0.9639394543885516,8.914739837889586,direccional
ritmo de,210,240,0.8421612289273348,8.91431999457037,direccional
