tipo_actor,actor,n_intervenciones,topico_k6,peso_medio,muestra_apta_radar,percentil_0_100,etiqueta_automatica_top5
consejo_institucional,Consejo del Banco Central de Chile,503,tema_k6_01,0.08223858885070563,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,Elías Albagli Iruretagoyena,2,tema_k6_01,0.5364704694188778,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,Enrique Orellana Cifuentes,7,tema_k6_01,0.44010889452726476,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,Esteban Jadresic Marinovic,87,tema_k6_01,0.2876510427451271,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,Felipe Jaque,20,tema_k6_01,0.4594391738779836,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,Gloria Peña Tapia,2,tema_k6_01,0.6640944019480286,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,Igal Magendzo Weinberger,136,tema_k6_01,0.5438207123155265,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,Jorge Pérez Etchegaray,3,tema_k6_01,0.2076272906658433,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,Kevin Cowan Logan,116,tema_k6_01,0.342863560309683,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,Klaus Schmidt-Hebbel Dunker,40,tema_k6_01,0.267044197340202,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,Leonardo Hernández Tagle,3,tema_k6_01,0.14569192716989707,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,Luis Alberto Álvarez Vallejos,2,tema_k6_01,0.17379220679698387,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,Luis Felipe Céspedes Cifuentes,22,tema_k6_01,0.40766983726496286,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,Luis Opazo Roco,11,tema_k6_01,0.5360796665514932,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,Luis Óscar Herrera Barriga,302,tema_k6_01,0.30706944480993953,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,María Eugenia Wagner Brizzi,1,tema_k6_01,0.3609103017389687,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,María Olivia Recart Herrera,10,tema_k6_01,0.43574836276263157,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,Matías Bernier Bórquez,45,tema_k6_01,0.4584739551599109,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,Miguel Fuentes Díaz,205,tema_k6_01,0.6008179309412548,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,Miguel Ricaurte Bermúdez,21,tema_k6_01,0.42923666318006554,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,Pablo García Silva,465,tema_k6_01,0.3428991402993738,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,Pablo Pincheira Brown,1,tema_k6_01,0.4677733778003618,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,Ricardo Vicuña Poblete,44,tema_k6_01,0.4725857713590399,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,Rodrigo Alfaro,1,tema_k6_01,0.5065894177208042,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,Rodrigo Valdés Pulido,200,tema_k6_01,0.21491598312437823,False,,crecimiento | trimestre | mes | actividad | demanda
staff_tecnico,Sergio Lehmann Beresi,791,tema_k6_01,0.5110529034147155,False,,crecimiento | trimestre | mes | actividad | demanda
consejo_institucional,Consejo del Banco Central de Chile,503,tema_k6_02,0.21610887472003068,False,,division | estudios | division estudios | gerencia | gerencia division
hacienda_gobierno,Alberto Arenas de Mesa,21,tema_k6_02,0.22132850688549827,False,,division | estudios | division estudios | gerencia | gerencia division
hacienda_gobierno,Alejandro Micco,12,tema_k6_02,0.06163958949016296,False,,division | estudios | division estudios | gerencia | gerencia division
hacienda_gobierno,Andrés Velasco Brañes,222,tema_k6_02,0.3391763481632304,False,,division | estudios | division estudios | gerencia | gerencia division
hacienda_gobierno,Claudio Soto Gamboa,7,tema_k6_02,0.3755468200462122,False,,division | estudios | division estudios | gerencia | gerencia division
hacienda_gobierno,Felipe Larraín Bascuñán,56,tema_k6_02,0.07779410166041381,False,,division | estudios | division estudios | gerencia | gerencia division
hacienda_gobierno,Igal Magendzo Weinberger,4,tema_k6_02,0.41243113335197845,False,,division | estudios | division estudios | gerencia | gerencia division
hacienda_gobierno,Juan Pablo Araya Marco,1,tema_k6_02,0.25916432643431414,False,,division | estudios | division estudios | gerencia | gerencia division
hacienda_gobierno,Julio Dittborn Cordua,2,tema_k6_02,0.018650964036178937,False,,division | estudios | division estudios | gerencia | gerencia division
hacienda_gobierno,Luis Felipe Céspedes Cifuentes,2,tema_k6_02,0.2476884942031763,False,,division | estudios | division estudios | gerencia | gerencia division
hacienda_gobierno,Mario Marcel Cullell,5,tema_k6_02,0.2008012008401084,False,,division | estudios | division estudios | gerencia | gerencia division
hacienda_gobierno,María Olivia Recart Herrera,4,tema_k6_02,0.12609674411790062,False,,division | estudios | division estudios | gerencia | gerencia division
hacienda_gobierno,Miguel Ángel Nacrur Gazali,7,tema_k6_02,0.08594284965826403,False,,division | estudios | division estudios | gerencia | gerencia division
hacienda_gobierno,Nicolás Eyzaguirre Guzmán,78,tema_k6_02,0.3140887864090557,False,,division | estudios | division estudios | gerencia | gerencia division
hacienda_gobierno,Pablo Mattar Oyarzún,1,tema_k6_02,0.3758541473855902,False,,division | estudios | division estudios | gerencia | gerencia division
hacienda_gobierno,Rodrigo Cerda Norambuena,20,tema_k6_02,0.28491516208734985,False,,division | estudios | division estudios | gerencia | gerencia division
hacienda_gobierno,Rodrigo Valdés Pulido,15,tema_k6_02,0.19641922912713977,False,,division | estudios | division estudios | gerencia | gerencia division
hacienda_gobierno,Rodrigo Álvarez Zenteno,1,tema_k6_02,0.09389510241107347,False,,division | estudios | division estudios | gerencia | gerencia division
miembro_consejo,Enrique Marshall Rivera,483,tema_k6_02,0.0645569373045204,True,25.0,division | estudios | division estudios | gerencia | gerencia division
miembro_consejo,Joaquín Vial Ruiz-Tagle,231,tema_k6_02,0.0785592843760907,True,37.5,division | estudios | division estudios | gerencia | gerencia division
miembro_consejo,Jorge Desormeaux Jiménez,221,tema_k6_02,0.0796166690405223,True,50.0,division | estudios | division estudios | gerencia | gerencia division
miembro_consejo,José De Gregorio Rebeco,1047,tema_k6_02,0.2592423426660832,True,75.0,division | estudios | division estudios | gerencia | gerencia division
miembro_consejo,Manuel Marfán Lewis,855,tema_k6_02,0.05695470233867202,True,12.5,division | estudios | division estudios | gerencia | gerencia division
miembro_consejo,Mario Marcel Cullell,10,tema_k6_02,0.03655614508737395,False,,division | estudios | division estudios | gerencia | gerencia division
miembro_consejo,María Elena Ovalle Molina,17,tema_k6_02,0.07258424463761812,False,,division | estudios | division estudios | gerencia | gerencia division
miembro_consejo,Pablo García Silva,100,tema_k6_02,0.09035772355065093,True,62.5,division | estudios | division estudios | gerencia | gerencia division
miembro_consejo,Rodrigo Vergara Montes,1026,tema_k6_02,0.3741343921700948,True,100.0,division | estudios | division estudios | gerencia | gerencia division
miembro_consejo,Sebastián Claro Edwards,592,tema_k6_02,0.042842914652299974,True,0.0,division | estudios | division estudios | gerencia | gerencia division
miembro_consejo,Vittorio Corbo Lioi,455,tema_k6_02,0.2966333878454021,True,87.5,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Alberto Naudon Dell'Oro,116,tema_k6_02,0.1978126581586201,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Alfredo Pistelli,2,tema_k6_02,0.0035416223268320093,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Ari Aisen,1,tema_k6_02,0.2851859700229158,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Beltrán de Ramón Acevedo,183,tema_k6_02,0.24260973520680457,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Camilo Carrasco Alfonso,4,tema_k6_02,0.05378918219539205,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Claudio Raddatz Kiefer,20,tema_k6_02,0.2053810008149619,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Claudio Soto Gamboa,801,tema_k6_02,0.04091637121456126,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Diego Gianelli Gómez,62,tema_k6_02,0.03394251855040044,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Elías Albagli Iruretagoyena,2,tema_k6_02,0.03628399739986656,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Enrique Orellana Cifuentes,7,tema_k6_02,0.034675536815656736,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Esteban Jadresic Marinovic,87,tema_k6_02,0.29127492254475956,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Felipe Jaque,20,tema_k6_02,0.028847651403495468,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Gloria Peña Tapia,2,tema_k6_02,0.18068412031822484,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Igal Magendzo Weinberger,136,tema_k6_02,0.0681232111557207,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Jorge Pérez Etchegaray,3,tema_k6_02,0.015495632354352988,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Kevin Cowan Logan,116,tema_k6_02,0.26186030243341646,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Klaus Schmidt-Hebbel Dunker,40,tema_k6_02,0.03924079860673745,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Leonardo Hernández Tagle,3,tema_k6_02,0.11802116383694981,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Luis Alberto Álvarez Vallejos,2,tema_k6_02,0.19370276717403134,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Luis Felipe Céspedes Cifuentes,22,tema_k6_02,0.05505216754703248,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Luis Opazo Roco,11,tema_k6_02,0.20189134627350047,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Luis Óscar Herrera Barriga,302,tema_k6_02,0.3096425254610338,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,María Eugenia Wagner Brizzi,1,tema_k6_02,0.007122495415169115,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,María Olivia Recart Herrera,10,tema_k6_02,0.28739760214402477,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Matías Bernier Bórquez,45,tema_k6_02,0.07669795238762511,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Miguel Fuentes Díaz,205,tema_k6_02,0.030410989067862108,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Miguel Ricaurte Bermúdez,21,tema_k6_02,0.026119975072861252,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Pablo García Silva,465,tema_k6_02,0.2788116776704045,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Pablo Pincheira Brown,1,tema_k6_02,0.03383256089461001,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Ricardo Vicuña Poblete,44,tema_k6_02,0.35946596758221305,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Rodrigo Alfaro,1,tema_k6_02,0.24939518122916896,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Rodrigo Valdés Pulido,200,tema_k6_02,0.4703384361503052,False,,division | estudios | division estudios | gerencia | gerencia division
staff_tecnico,Sergio Lehmann Beresi,791,tema_k6_02,0.03900613896080712,False,,division | estudios | division estudios | gerencia | gerencia division
consejo_institucional,Consejo del Banco Central de Chile,503,tema_k6_03,0.06389681174634293,False,,inflacion | plazo | expectativas | cambio | tipo
hacienda_gobierno,Alberto Arenas de Mesa,21,tema_k6_03,0.20310374742011353,False,,inflacion | plazo | expectativas | cambio | tipo
hacienda_gobierno,Alejandro Micco,12,tema_k6_03,0.25790032529623247,False,,inflacion | plazo | expectativas | cambio | tipo
hacienda_gobierno,Andrés Velasco Brañes,222,tema_k6_03,0.1631352795106432,False,,inflacion | plazo | expectativas | cambio | tipo
hacienda_gobierno,Claudio Soto Gamboa,7,tema_k6_03,0.19335698054507214,False,,inflacion | plazo | expectativas | cambio | tipo
hacienda_gobierno,Felipe Larraín Bascuñán,56,tema_k6_03,0.21025111837261945,False,,inflacion | plazo | expectativas | cambio | tipo
hacienda_gobierno,Igal Magendzo Weinberger,4,tema_k6_03,0.05840553578118766,False,,inflacion | plazo | expectativas | cambio | tipo
hacienda_gobierno,Juan Pablo Araya Marco,1,tema_k6_03,0.06523539751022785,False,,inflacion | plazo | expectativas | cambio | tipo
hacienda_gobierno,Julio Dittborn Cordua,2,tema_k6_03,0.20593994489416467,False,,inflacion | plazo | expectativas | cambio | tipo
hacienda_gobierno,Luis Felipe Céspedes Cifuentes,2,tema_k6_03,0.3363948954342213,False,,inflacion | plazo | expectativas | cambio | tipo
hacienda_gobierno,Mario Marcel Cullell,5,tema_k6_03,0.16849725091609016,False,,inflacion | plazo | expectativas | cambio | tipo
hacienda_gobierno,María Olivia Recart Herrera,4,tema_k6_03,0.28094463444737017,False,,inflacion | plazo | expectativas | cambio | tipo
hacienda_gobierno,Miguel Ángel Nacrur Gazali,7,tema_k6_03,0.11798299628637283,False,,inflacion | plazo | expectativas | cambio | tipo
hacienda_gobierno,Nicolás Eyzaguirre Guzmán,78,tema_k6_03,0.16491118730542567,False,,inflacion | plazo | expectativas | cambio | tipo
hacienda_gobierno,Pablo Mattar Oyarzún,1,tema_k6_03,0.0,False,,inflacion | plazo | expectativas | cambio | tipo
hacienda_gobierno,Rodrigo Cerda Norambuena,20,tema_k6_03,0.11654358284449948,False,,inflacion | plazo | expectativas | cambio | tipo
hacienda_gobierno,Rodrigo Valdés Pulido,15,tema_k6_03,0.2341795846264399,False,,inflacion | plazo | expectativas | cambio | tipo
hacienda_gobierno,Rodrigo Álvarez Zenteno,1,tema_k6_03,0.3897422717872242,False,,inflacion | plazo | expectativas | cambio | tipo
miembro_consejo,Enrique Marshall Rivera,483,tema_k6_03,0.1906474522409422,True,50.0,inflacion | plazo | expectativas | cambio | tipo
miembro_consejo,Joaquín Vial Ruiz-Tagle,231,tema_k6_03,0.21424047864712917,True,62.5,inflacion | plazo | expectativas | cambio | tipo
miembro_consejo,Jorge Desormeaux Jiménez,221,tema_k6_03,0.18773488134881916,True,37.5,inflacion | plazo | expectativas | cambio | tipo
miembro_consejo,José De Gregorio Rebeco,1047,tema_k6_03,0.1428479139583491,True,25.0,inflacion | plazo | expectativas | cambio | tipo
miembro_consejo,Manuel Marfán Lewis,855,tema_k6_03,0.23506409319078272,True,87.5,inflacion | plazo | expectativas | cambio | tipo
miembro_consejo,Mario Marcel Cullell,10,tema_k6_03,0.2948514503549952,False,,inflacion | plazo | expectativas | cambio | tipo
miembro_consejo,María Elena Ovalle Molina,17,tema_k6_03,0.23245215602860983,False,,inflacion | plazo | expectativas | cambio | tipo
miembro_consejo,Pablo García Silva,100,tema_k6_03,0.255089085427605,True,100.0,inflacion | plazo | expectativas | cambio | tipo
miembro_consejo,Rodrigo Vergara Montes,1026,tema_k6_03,0.08195963420847069,True,0.0,inflacion | plazo | expectativas | cambio | tipo
miembro_consejo,Sebastián Claro Edwards,592,tema_k6_03,0.21585300556525616,True,75.0,inflacion | plazo | expectativas | cambio | tipo
miembro_consejo,Vittorio Corbo Lioi,455,tema_k6_03,0.09482612046876203,True,12.5,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Alberto Naudon Dell'Oro,116,tema_k6_03,0.2400986754647942,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Alfredo Pistelli,2,tema_k6_03,0.15731064074619505,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Ari Aisen,1,tema_k6_03,0.34219452872977835,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Beltrán de Ramón Acevedo,183,tema_k6_03,0.2009298660175071,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Camilo Carrasco Alfonso,4,tema_k6_03,0.12034921998496424,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Claudio Raddatz Kiefer,20,tema_k6_03,0.19203845227509053,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Claudio Soto Gamboa,801,tema_k6_03,0.2229875840592006,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Diego Gianelli Gómez,62,tema_k6_03,0.15822493284016853,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Elías Albagli Iruretagoyena,2,tema_k6_03,0.14334189741446032,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Enrique Orellana Cifuentes,7,tema_k6_03,0.12142233236097584,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Esteban Jadresic Marinovic,87,tema_k6_03,0.17578503173566098,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Felipe Jaque,20,tema_k6_03,0.16707252584340537,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Gloria Peña Tapia,2,tema_k6_03,0.04958834424002583,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Igal Magendzo Weinberger,136,tema_k6_03,0.23191668294797033,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Jorge Pérez Etchegaray,3,tema_k6_03,0.24007686172962509,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Kevin Cowan Logan,116,tema_k6_03,0.10759016438833181,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Klaus Schmidt-Hebbel Dunker,40,tema_k6_03,0.23806478094206981,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Leonardo Hernández Tagle,3,tema_k6_03,0.18439457041477328,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Luis Alberto Álvarez Vallejos,2,tema_k6_03,0.2537010373675842,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Luis Felipe Céspedes Cifuentes,22,tema_k6_03,0.2494459838173377,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Luis Opazo Roco,11,tema_k6_03,0.1375652474180215,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Luis Óscar Herrera Barriga,302,tema_k6_03,0.17376698900736431,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,María Eugenia Wagner Brizzi,1,tema_k6_03,0.2830643193083478,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,María Olivia Recart Herrera,10,tema_k6_03,0.10552144232977387,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Matías Bernier Bórquez,45,tema_k6_03,0.23204489453220042,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Miguel Fuentes Díaz,205,tema_k6_03,0.23434659000946947,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Miguel Ricaurte Bermúdez,21,tema_k6_03,0.18344539894558842,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Pablo García Silva,465,tema_k6_03,0.1914557976493779,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Pablo Pincheira Brown,1,tema_k6_03,0.46772169897986426,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Ricardo Vicuña Poblete,44,tema_k6_03,0.08627487920357364,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Rodrigo Alfaro,1,tema_k6_03,0.08335971649109541,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Rodrigo Valdés Pulido,200,tema_k6_03,0.14517404677080062,False,,inflacion | plazo | expectativas | cambio | tipo
staff_tecnico,Sergio Lehmann Beresi,791,tema_k6_03,0.1297722085294959,False,,inflacion | plazo | expectativas | cambio | tipo
consejo_institucional,Consejo del Banco Central de Chile,503,tema_k6_04,0.5430322250128682,False,,politica | monetaria | politica monetaria | tasa | tasa politica
hacienda_gobierno,Alberto Arenas de Mesa,21,tema_k6_04,0.14453612202424004,False,,politica | monetaria | politica monetaria | tasa | tasa politica
hacienda_gobierno,Alejandro Micco,12,tema_k6_04,0.14798350707289826,False,,politica | monetaria | politica monetaria | tasa | tasa politica
hacienda_gobierno,Andrés Velasco Brañes,222,tema_k6_04,0.08214067488980759,False,,politica | monetaria | politica monetaria | tasa | tasa politica
hacienda_gobierno,Claudio Soto Gamboa,7,tema_k6_04,0.002912140420709084,False,,politica | monetaria | politica monetaria | tasa | tasa politica
hacienda_gobierno,Felipe Larraín Bascuñán,56,tema_k6_04,0.15157872229711833,False,,politica | monetaria | politica monetaria | tasa | tasa politica
hacienda_gobierno,Igal Magendzo Weinberger,4,tema_k6_04,0.0071011497525308555,False,,politica | monetaria | politica monetaria | tasa | tasa politica
hacienda_gobierno,Juan Pablo Araya Marco,1,tema_k6_04,0.20552017374075895,False,,politica | monetaria | politica monetaria | tasa | tasa politica
hacienda_gobierno,Julio Dittborn Cordua,2,tema_k6_04,0.12511268864584132,False,,politica | monetaria | politica monetaria | tasa | tasa politica
hacienda_gobierno,Luis Felipe Céspedes Cifuentes,2,tema_k6_04,0.32699115123610184,False,,politica | monetaria | politica monetaria | tasa | tasa politica
hacienda_gobierno,Mario Marcel Cullell,5,tema_k6_04,0.04678715404742628,False,,politica | monetaria | politica monetaria | tasa | tasa politica
hacienda_gobierno,María Olivia Recart Herrera,4,tema_k6_04,0.18066288446707762,False,,politica | monetaria | politica monetaria | tasa | tasa politica
hacienda_gobierno,Miguel Ángel Nacrur Gazali,7,tema_k6_04,0.1509750363799028,False,,politica | monetaria | politica monetaria | tasa | tasa politica
hacienda_gobierno,Nicolás Eyzaguirre Guzmán,78,tema_k6_04,0.06915488513816286,False,,politica | monetaria | politica monetaria | tasa | tasa politica
hacienda_gobierno,Pablo Mattar Oyarzún,1,tema_k6_04,0.307370480475644,False,,politica | monetaria | politica monetaria | tasa | tasa politica
hacienda_gobierno,Rodrigo Cerda Norambuena,20,tema_k6_04,0.013199168810086096,False,,politica | monetaria | politica monetaria | tasa | tasa politica
hacienda_gobierno,Rodrigo Valdés Pulido,15,tema_k6_04,0.12139084650366332,False,,politica | monetaria | politica monetaria | tasa | tasa politica
hacienda_gobierno,Rodrigo Álvarez Zenteno,1,tema_k6_04,0.07697418352805063,False,,politica | monetaria | politica monetaria | tasa | tasa politica
