meeting_id,fecha,anio,n_intervenciones,eje_tematico,peso_medio_bruto,proporcion_seis_ejes,proporcion_corpus,indice_vs_corpus_base100,ranking_periodo,media_movil_12_reuniones,cambio_12_reuniones
RPM-2005-03-10,2005-03-10,2005,62,inflacion_expectativas,0.055943484860920614,0.09845276750376425,0.1114496209181575,88.33836014216914,6,,
RPM-2005-03-10,2005-03-10,2005,62,mercado_laboral,0.10553145940950388,0.18572071910440943,0.1720143210368341,107.96817264106768,3,,
RPM-2005-03-10,2005-03-10,2005,62,mercados_estructura_tasas,0.06503553830554626,0.11445351944370688,0.0867820376501816,131.88618583153007,5,,
RPM-2005-03-10,2005-03-10,2005,62,tipo_cambio,0.1321393027484065,0.23254682978618244,0.1030056339483587,225.76127234241238,1,,
RPM-2005-04-07,2005-04-07,2005,60,actividad_demanda,0.17014994659198715,0.26680981715462093,0.20378171244669416,130.92922517491056,2,,
RPM-2005-04-07,2005-04-07,2005,60,entorno_externo_commodities,0.19689883525406676,0.30875438567178126,0.32296667399977397,95.59945670183832,1,,
RPM-2005-04-07,2005-04-07,2005,60,inflacion_expectativas,0.0786790919199369,0.12337561397764533,0.1114496209181575,110.70079284365232,4,,
RPM-2005-04-07,2005-04-07,2005,60,mercado_laboral,0.09065658314108317,0.14215735506363172,0.1720143210368341,82.64274404989281,3,,
RPM-2005-04-07,2005-04-07,2005,60,mercados_estructura_tasas,0.030010334873019233,0.04705879796377368,0.0867820376501816,54.22642661776127,6,,
RPM-2005-04-07,2005-04-07,2005,60,tipo_cambio,0.07132517072556789,0.1118440301685471,0.1030056339483587,108.5804978634659,5,,
RPM-2005-05-12,2005-05-12,2005,60,actividad_demanda,0.14029944416817347,0.24211251501105066,0.20378171244669416,118.8097362143736,2,,
RPM-2005-05-12,2005-05-12,2005,60,entorno_externo_commodities,0.16910632780352866,0.29182409503859774,0.32296667399977397,90.35733979128818,1,,
RPM-2005-05-12,2005-05-12,2005,60,inflacion_expectativas,0.05329655787710439,0.0919730206029209,0.1114496209181575,82.52430097582912,5,,
RPM-2005-05-12,2005-05-12,2005,60,mercado_laboral,0.10688239253846077,0.18444524154255593,0.1720143210368341,107.22667765729805,3,,
RPM-2005-05-12,2005-05-12,2005,60,mercados_estructura_tasas,0.06151623242021179,0.10615758197451532,0.0867820376501816,122.32667594466558,4,,
RPM-2005-05-12,2005-05-12,2005,60,tipo_cambio,0.04837939201296434,0.0834875458303594,0.1030056339483587,81.05143634397263,6,,
RPM-2005-06-09,2005-06-09,2005,38,actividad_demanda,0.07896664284606059,0.18645665841029152,0.20378171244669416,91.49822924324745,2,0.1996039352163572,
RPM-2005-06-09,2005-06-09,2005,38,entorno_externo_commodities,0.09763823856723419,0.2305441771382275,0.32296667399977397,71.383271308788,1,0.2380567322145025,
RPM-2005-06-09,2005-06-09,2005,38,inflacion_expectativas,0.07616594626170016,0.1798436315989711,0.1114496209181575,161.36764765762499,4,0.12177427869757991,
RPM-2005-06-09,2005-06-09,2005,38,mercado_laboral,0.06537505017897327,0.15436408286394046,0.1720143210368341,89.7390879628481,5,0.2005130631753164,
RPM-2005-06-09,2005-06-09,2005,38,mercados_estructura_tasas,0.07764869920279309,0.183344719510017,0.0867820376501816,211.27035556491492,3,0.12021676746189874,
RPM-2005-06-09,2005-06-09,2005,38,tipo_cambio,0.027717479414277556,0.06544673047855243,0.1030056339483587,63.53703964519434,6,0.11983522323434526,
RPM-2005-07-12,2005-07-12,2005,52,actividad_demanda,0.13907491856599052,0.27012392881939346,0.20378171244669416,132.55552992276148,1,0.20967822001679096,
RPM-2005-07-12,2005-07-12,2005,52,entorno_externo_commodities,0.10684149356057458,0.20751724537462274,0.32296667399977397,64.25345463809927,2,0.2336939483802339,
RPM-2005-07-12,2005-07-12,2005,52,inflacion_expectativas,0.07758952471240042,0.15070141666556613,0.1114496209181575,135.21931741358998,4,0.12590672697872082,
RPM-2005-07-12,2005-07-12,2005,52,mercado_laboral,0.08230262559058876,0.15985562893666144,0.1720143210368341,92.9315814945611,3,0.19470485828407996,
RPM-2005-07-12,2005-07-12,2005,52,mercados_estructura_tasas,0.06021314956688161,0.11695144383549023,0.0867820376501816,134.76457456198656,5,0.1197502926581261,
RPM-2005-07-12,2005-07-12,2005,52,tipo_cambio,0.048834262347758166,0.09485033636826606,0.1030056339483587,92.08266842551424,6,0.11626595368204824,
RPM-2005-08-11,2005-08-11,2005,56,actividad_demanda,0.11525360401873573,0.21666092948432705,0.20378171244669416,106.32010443086344,2,0.21055105870023297,
RPM-2005-08-11,2005-08-11,2005,56,entorno_externo_commodities,0.14581406205965627,0.27411038888289185,0.32296667399977397,84.87265434794789,1,0.23874600344306618,
RPM-2005-08-11,2005-08-11,2005,56,inflacion_expectativas,0.05951045541900769,0.1118714741711836,0.1114496209181575,100.37851474913126,6,0.12415232037777865,
RPM-2005-08-11,2005-08-11,2005,56,mercado_laboral,0.06347027297779878,0.11931538675144936,0.1720143210368341,69.363635557937,4,0.18528117434250113,
RPM-2005-08-11,2005-08-11,2005,56,mercados_estructura_tasas,0.06281936617777742,0.11809177145975425,0.0867820376501816,136.07858798589427,5,0.11954297750832962,
RPM-2005-08-11,2005-08-11,2005,56,tipo_cambio,0.08508603596854658,0.159950049250394,0.1030056339483587,155.28281621040657,3,0.12172646562809145,
RPM-2005-09-08,2005-09-08,2005,34,actividad_demanda,0.10374667541825361,0.208988578346599,0.20378171244669416,102.5551193173268,2,0.21037744977205142,
RPM-2005-09-08,2005-09-08,2005,34,entorno_externo_commodities,0.10297783441485328,0.20743981557779284,0.32296667399977397,64.22948009116818,3,0.23526753812470247,
RPM-2005-09-08,2005-09-08,2005,34,inflacion_expectativas,0.08394815059896217,0.16910618656235513,0.1114496209181575,151.7332990181613,4,0.12914719439828715,
RPM-2005-09-08,2005-09-08,2005,34,mercado_laboral,0.1121753171764705,0.2259673379197718,0.1720143210368341,131.36542152870197,1,0.1898018591844201,
RPM-2005-09-08,2005-09-08,2005,34,mercados_estructura_tasas,0.07271132017296617,0.14647057721503592,0.0867820376501816,168.77983184199806,5,0.12253493303129698,
RPM-2005-09-08,2005-09-08,2005,34,tipo_cambio,0.02086340741625872,0.04202750437844533,0.1030056339483587,40.801170545210745,6,0.1128710254892419,
RPM-2005-10-11,2005-10-11,2005,50,actividad_demanda,0.11515579476816792,0.21310858654634804,0.20378171244669416,104.57689455431071,2,0.21065056344948108,
RPM-2005-10-11,2005-10-11,2005,50,entorno_externo_commodities,0.16330005762975802,0.3022048915078542,0.32296667399977397,93.57154029708516,1,0.24196127346301766,
RPM-2005-10-11,2005-10-11,2005,50,inflacion_expectativas,0.09983844454267946,0.18476212892551488,0.1114496209181575,165.78085004092932,3,0.13470868785100992,
RPM-2005-10-11,2005-10-11,2005,50,mercado_laboral,0.05784888842964052,0.10705579229718352,0.1720143210368341,62.23655777722092,4,0.18152725249569643,
RPM-2005-10-11,2005-10-11,2005,50,mercados_estructura_tasas,0.05465071714469334,0.10113722116977891,0.0867820376501816,116.54165298291689,5,0.12039516184514518,
RPM-2005-10-11,2005-10-11,2005,50,tipo_cambio,0.049568157195513496,0.09173137955332034,0.1030056339483587,89.05472063723171,6,0.11075706089564971,
RPM-2005-11-10,2005-11-10,2005,58,actividad_demanda,0.09599936586363046,0.15756645394289798,0.20378171244669416,77.32119435600224,4,0.205824735312519,
RPM-2005-11-10,2005-11-10,2005,58,entorno_externo_commodities,0.14198845709602728,0.23304964031976214,0.32296667399977397,72.15903654502917,1,0.24115112499544897,
RPM-2005-11-10,2005-11-10,2005,58,inflacion_expectativas,0.1312777546941778,0.21546986381275426,0.1114496209181575,193.33386873606645,2,0.14205061293844123,
RPM-2005-11-10,2005-11-10,2005,58,mercado_laboral,0.08578821465878989,0.1408066048381965,0.1720143210368341,81.85748953312151,5,0.17782537543592372,
RPM-2005-11-10,2005-11-10,2005,58,mercados_estructura_tasas,0.12122379647891476,0.19896801997433336,0.0867820376501816,229.2732751636617,3,0.12753814894779866,
RPM-2005-11-10,2005-11-10,2005,58,tipo_cambio,0.03298512837553267,0.05413941711205586,0.1030056339483587,52.55966594914445,6,0.10561000236986846,
RPM-2005-12-13,2005-12-13,2005,65,actividad_demanda,0.10161016731918722,0.17324637080971775,0.20378171244669416,85.0156614789642,2,0.20310987160395222,
RPM-2005-12-13,2005-12-13,2005,65,entorno_externo_commodities,0.18196366076973164,0.31024989604218267,0.32296667399977397,96.06251078475044,1,0.24690935591601013,
RPM-2005-12-13,2005-12-13,2005,65,inflacion_expectativas,0.04649050943960895,0.07926679238905521,0.1114496209181575,71.12342934505305,6,0.13681862789265906,
RPM-2005-12-13,2005-12-13,2005,65,mercado_laboral,0.08417515768956224,0.1435195017073712,0.1720143210368341,83.43462383962718,4,0.17496655262521102,
RPM-2005-12-13,2005-12-13,2005,65,mercados_estructura_tasas,0.07176891602307439,0.12236673323140138,0.0867820376501816,141.00467855417466,5,0.12710719763809888,
RPM-2005-12-13,2005-12-13,2005,65,tipo_cambio,0.10049834699153208,0.17135070582027184,0.1030056339483587,166.35080941900475,3,0.11108839432406875,
RPM-2006-01-12,2006-01-12,2006,50,actividad_demanda,0.11414168487358985,0.2164688925152192,0.20378171244669416,106.22586782503548,2,0.2068234271631676,0.04456266671058459
RPM-2006-01-12,2006-01-12,2006,50,entorno_externo_commodities,0.17033864031453302,0.3230460183084868,0.32296667399977397,100.02456733623012,1,0.26129308737112994,0.17260477746143776
RPM-2006-01-12,2006-01-12,2006,50,inflacion_expectativas,0.0666660408771911,0.1264316717686631,0.1114496209181575,113.44289081208056,4,0.13798073715395204,0.013945311135515573
RPM-2006-01-12,2006-01-12,2006,50,mercado_laboral,0.07557943944030404,0.1433358686678123,0.1720143210368341,83.32786933311165,3,0.16662205344000539,-0.10013399022246736
RPM-2006-01-12,2006-01-12,2006,50,mercados_estructura_tasas,0.04992168102269606,0.0946761125477434,0.0867820376501816,109.09643874621015,6,0.12111698089423707,-0.07188260092634184
RPM-2006-01-12,2006-01-12,2006,50,tipo_cambio,0.05064160128168123,0.09604143619207525,0.1030056339483587,93.2390127711122,5,0.10616371397750803,-0.05909616415872865
RPM-2006-02-09,2006-02-09,2006,47,actividad_demanda,0.08878119902875589,0.17295797672360233,0.20378171244669416,84.874140396109,3,0.20639495573275327,-0.005141657164971669
RPM-2006-02-09,2006-02-09,2006,47,entorno_externo_commodities,0.16210080865487025,0.31579465243677557,0.32296667399977397,97.77933076680122,1,0.2684268841193284,0.08560556097838176
RPM-2006-02-09,2006-02-09,2006,47,inflacion_expectativas,0.041600735273433734,0.08104394941519998,0.1114496209181575,72.7180126298628,5,0.1343582097827995,-0.043470328453830476
RPM-2006-02-09,2006-02-09,2006,47,mercado_laboral,0.11925789393627273,0.23233076675225817,0.1720143210368341,135.0647814390456,2,0.16157285720377015,-0.060590354834822946
RPM-2006-02-09,2006-02-09,2006,47,mercados_estructura_tasas,0.07490633643737872,0.14592783760208272,0.0867820376501816,168.154426369104,4,0.12463369466063608,0.04220056519678833
RPM-2006-02-09,2006-02-09,2006,47,tipo_cambio,0.026663836095752996,0.05194481707008119,0.1030056339483587,50.42910283540746,6,0.10461339850071259,-0.01860378572154512
RPM-2006-03-16,2006-03-16,2006,36,actividad_demanda,0.09952814658613113,0.19254171253358396,0.20378171244669416,94.48429411149914,3,0.20975353502480432,0.04030295150461252
RPM-2006-03-16,2006-03-16,2006,36,entorno_externo_commodities,0.17098735893838446,0.33078279904569974,0.32296667399977397,102.42010265304687,1,0.27794316711205624,0.11419539591273423
RPM-2006-03-16,2006-03-16,2006,36,inflacion_expectativas,0.04076933676821871,0.07887013060589919,0.1114496209181575,70.76751805537059,4,0.13272632337464407,-0.01958263689786506
RPM-2006-03-16,2006-03-16,2006,36,mercado_laboral,0.14122935532498698,0.2732145917210942,0.1720143210368341,158.83246817722213,2,0.16886401325516054,0.08749387261668476
RPM-2006-03-16,2006-03-16,2006,36,mercados_estructura_tasas,0.03321111925471418,0.06424841610936625,0.0867820376501816,74.03423317662997,5,0.12044993604944104,-0.050205103334340626
RPM-2006-03-16,2006-03-16,2006,36,tipo_cambio,0.03119200601037097,0.06034234998435659,0.1030056339483587,58.58160148270035,6,0.09026302518389379,-0.17220447980182585
RPM-2006-04-13,2006-04-13,2006,78,actividad_demanda,0.06909839039339125,0.11723421708185253,0.20378171244669416,57.52931196538012,5,0.197288901685407,-0.1495756000727684
RPM-2006-04-13,2006-04-13,2006,78,entorno_externo_commodities,0.18875985555052813,0.3202551283172325,0.32296667399977397,99.16042554825849,1,0.2789015623325105,0.011500742645451256
RPM-2006-04-13,2006-04-13,2006,78,inflacion_expectativas,0.09545318122600996,0.16194847528711376,0.1114496209181575,145.31092519914432,2,0.13594072848376643,0.03857286130946842
RPM-2006-04-13,2006-04-13,2006,78,mercado_laboral,0.09529074444691796,0.1616728806095282,0.1720143210368341,93.9880352025507,3,0.17049030705065193,0.019515525545896473
RPM-2006-04-13,2006-04-13,2006,78,mercados_estructura_tasas,0.05719654520447721,0.09704122134623548,0.0867820376501816,111.82178244927672,6,0.12461513799797952,0.0499824233824618
RPM-2006-04-13,2006-04-13,2006,78,tipo_cambio,0.0836059136130391,0.14184807735803745,0.1030056339483587,137.7090474771042,4,0.09276336244968464,0.030004047189490346
RPM-2006-05-11,2006-05-11,2006,42,actividad_demanda,0.07235913097728314,0.12766960293574264,0.20378171244669416,62.65017670274944,4,0.18775199234579798,-0.11444291207530802
RPM-2006-05-11,2006-05-11,2006,42,entorno_externo_commodities,0.17317386284702438,0.30554593469992614,0.32296667399977397,94.60602572887753,1,0.28004504897095456,0.013721839661328394
RPM-2006-05-11,2006-05-11,2006,42,inflacion_expectativas,0.05429524855302962,0.09579790042308516,0.1114496209181575,85.9562371176066,6,0.13625946846878012,0.003824879820164259
RPM-2006-05-11,2006-05-11,2006,42,mercado_laboral,0.09833084205700848,0.1734937856798851,0.1720143210368341,100.86008225020649,3,0.16957768572876267,-0.010951455862670822
RPM-2006-05-11,2006-05-11,2006,42,mercados_estructura_tasas,0.05480788499142072,0.09670239014892684,0.0867820376501816,111.43134312970871,5,0.12382720534584714,-0.009455191825588474
RPM-2006-05-11,2006-05-11,2006,42,tipo_cambio,0.11380169996300118,0.2007903861124342,0.1030056339483587,194.93145997538284,2,0.10253859913985754,0.11730284028207479
RPM-2006-06-15,2006-06-15,2006,71,actividad_demanda,0.12363252334357705,0.21371475684949584,0.20378171244669416,104.87435515363038,3,0.19002350054906494,0.02725809843920432
RPM-2006-06-15,2006-06-15,2006,71,entorno_externo_commodities,0.16800509519016968,0.2904184683528815,0.32296667399977397,89.92211634599944,1,0.2850345732388424,0.059874291214653985
RPM-2006-06-15,2006-06-15,2006,71,inflacion_expectativas,0.053305247016490975,0.09214499224668235,0.1114496209181575,82.678605353309,5,0.12895124852275605,-0.08769863935228875
RPM-2006-06-15,2006-06-15,2006,71,mercado_laboral,0.12463151758334094,0.21544164719575098,0.1720143210368341,125.24634338417535,2,0.17466748275641356,0.061077564331810524
RPM-2006-06-15,2006-06-15,2006,71,mercados_estructura_tasas,0.034427525262281676,0.05951241624270099,0.0867820376501816,68.57688279064793,6,0.11350784674023746,-0.12383230326731601
RPM-2006-06-15,2006-06-15,2006,71,tipo_cambio,0.07449124372017575,0.1287677191124884,0.1030056339483587,125.01036513890628,4,0.10781534819268553,0.06332098863393598
RPM-2006-07-13,2006-07-13,2006,72,actividad_demanda,0.12209714101956647,0.21814251030677792,0.20378171244669416,107.04714750291457,2,0.18569171567301368,-0.051981418512615535
RPM-2006-07-13,2006-07-13,2006,72,entorno_externo_commodities,0.18505008259503472,0.3306161734228361,0.32296667399977397,102.36851044980186,1,0.29529281724286016,0.12309892804821337
RPM-2006-07-13,2006-07-13,2006,72,inflacion_expectativas,0.05069294497554936,0.09056957582682117,0.1114496209181575,81.26503713577502,5,0.12394026178619398,-0.06013184083874497
RPM-2006-07-13,2006-07-13,2006,72,mercado_laboral,0.08770502674569912,0.15669650035264876,0.1720143210368341,91.09503174395273,3,0.1744042220410792,-0.0031591285840126826
RPM-2006-07-13,2006-07-13,2006,72,mercados_estructura_tasas,0.04634622445191867,0.08280359114684542,0.0867820376501816,95.41558759040286,6,0.11066219234951707,-0.034147852688644814
RPM-2006-07-13,2006-07-13,2006,72,tipo_cambio,0.0678213150105017,0.12117164894407068,0.1030056339483587,117.63594310270389,4,0.11000879090733591,0.026321312575804612
RPM-2006-08-10,2006-08-10,2006,47,actividad_demanda,0.10245233907159816,0.18775246879013444,0.20378171244669416,92.13411082667554,3,0.18328267728183098,-0.028908460694192617
RPM-2006-08-10,2006-08-10,2006,47,entorno_externo_commodities,0.1833500217291429,0.33600422932573637,0.32296667399977397,104.03681134170874,1,0.3004506372797639,0.06189384044284452
RPM-2006-08-10,2006-08-10,2006,47,inflacion_expectativas,0.04476983937925912,0.08204447011131144,0.1114496209181575,73.61574623170806,5,0.12145467811453797,-0.029827004059872153
RPM-2006-08-10,2006-08-10,2006,47,mercado_laboral,0.10307309465516291,0.1888900552462923,0.1720143210368341,109.81065652425796,2,0.1802021110823161,0.06957466849484294
RPM-2006-08-10,2006-08-10,2006,47,mercados_estructura_tasas,0.07413480328392073,0.13585821920668775,0.0867820376501816,156.5510823268892,4,0.11214272966176153,0.017766447746933506
RPM-2006-08-10,2006-08-10,2006,47,tipo_cambio,0.03789762176281626,0.06945055731983774,0.1030056339483587,67.42403755765086,6,0.10246716657978956,-0.09049949193055626
RPM-2006-09-07,2006-09-07,2006,53,actividad_demanda,0.0813922334381465,0.14956204785868352,0.20378171244669416,73.39326285120232,3,0.178330466407838,-0.05942653048791549
RPM-2006-09-07,2006-09-07,2006,53,entorno_externo_commodities,0.16666452602815118,0.3062538864609241,0.32296667399977397,94.8252284572056,1,0.3086851431866915,0.09881407088313127
RPM-2006-09-07,2006-09-07,2006,53,inflacion_expectativas,0.060869714710726094,0.1118509567823618,0.1114496209181575,100.36010518555199,4,0.1166834089662052,-0.057255229779993325
RPM-2006-09-07,2006-09-07,2006,53,mercado_laboral,0.1620729462942278,0.2978166432633421,0.1720143210368341,173.13479567760496,2,0.1861895531942803,0.07184930534357031
RPM-2006-09-07,2006-09-07,2006,53,mercados_estructura_tasas,0.038383635708985675,0.07053173157191003,0.0867820376501816,81.2745741880635,5,0.10581449252483438,-0.07593884564312589
RPM-2006-09-07,2006-09-07,2006,53,tipo_cambio,0.03482073484468546,0.0639847340627783,0.1030056339483587,62.117703284906426,6,0.10429693572015065,0.021957229684332967
RPM-2006-10-12,2006-10-12,2006,68,actividad_demanda,0.1139861868708395,0.18940020528828505,0.20378171244669416,92.94269000601756,2,0.1763547679696661,-0.023708381258062988
RPM-2006-10-12,2006-10-12,2006,68,entorno_externo_commodities,0.21936876681439535,0.3645046001544381,0.32296667399977397,112.86136604753628,1,0.3138767855739068,0.06229970864658391
RPM-2006-10-12,2006-10-12,2006,68,inflacion_expectativas,0.08094856794092509,0.1345046782131294,0.1114496209181575,120.68652823135422,3,0.1124952880735064,-0.05025745071238549
RPM-2006-10-12,2006-10-12,2006,68,mercado_laboral,0.05722322849076291,0.0950824965808343,0.1720143210368341,55.2759188930984,6,0.1851917785512512,-0.011973295716349225
RPM-2006-10-12,2006-10-12,2006,68,mercados_estructura_tasas,0.07036932077610034,0.116926130848581,0.0867820376501816,134.73540609856414,4,0.10713023499806788,0.015788909678802088
RPM-2006-10-12,2006-10-12,2006,68,tipo_cambio,0.059931084982239584,0.0995818889147321,0.1030056339483587,96.67615750479914,5,0.10495114483360163,0.007850509361411767
RPM-2006-11-16,2006-11-16,2006,45,actividad_demanda,0.17144583676173483,0.293799948537673,0.20378171244669416,144.17385397844572,1,0.18770755918589735,0.13623349459477502
RPM-2006-11-16,2006-11-16,2006,45,entorno_externo_commodities,0.13841166988554218,0.23719060350179244,0.32296667399977397,73.44120077911148,2,0.314221865839076,0.004140963182030305
RPM-2006-11-16,2006-11-16,2006,45,inflacion_expectativas,0.10691043840755311,0.18320818921914853,0.1114496209181575,164.3865521567692,3,0.10980681519070594,-0.03226167459360574
RPM-2006-11-16,2006-11-16,2006,45,mercado_laboral,0.08406207417321353,0.14405385124856196,0.1720143210368341,83.74526631286423,4,0.18546238241878166,0.003247246410365473
RPM-2006-11-16,2006-11-16,2006,45,mercados_estructura_tasas,0.036508381997719275,0.0625629700593442,0.0867820376501816,72.09207314483159,6,0.09576314750515212,-0.13640504991498914
RPM-2006-11-16,2006-11-16,2006,45,tipo_cambio,0.04620777573944811,0.07918443743347985,0.1030056339483587,76.87388970702177,5,0.10703822986038695,0.025045020321423986
RPM-2006-12-14,2006-12-14,2006,67,actividad_demanda,0.08485921874492366,0.1489091652025968,0.20378171244669416,73.07287951147674,3,0.18567945871863725,-0.024337205607120938
RPM-2006-12-14,2006-12-14,2006,67,entorno_externo_commodities,0.15922698586365677,0.27940815262456303,0.32296667399977397,86.51299812585573,1,0.31165172055427437,-0.030841743417619638
RPM-2006-12-14,2006-12-14,2006,67,inflacion_expectativas,0.05644052774109344,0.09904064630600896,0.1114496209181575,88.86584403794338,5,0.11145463635045207,0.019773853916953757
RPM-2006-12-14,2006-12-14,2006,67,mercado_laboral,0.15556660565363686,0.2729849947230442,0.1720143210368341,158.698992663866,2,0.19625117350342103,0.129465493015673
RPM-2006-12-14,2006-12-14,2006,67,mercados_estructura_tasas,0.039823034594411374,0.06988062022009445,0.0867820376501816,80.52429063924868,6,0.09138930475420988,-0.05248611301130693
RPM-2006-12-14,2006-12-14,2006,67,tipo_cambio,0.07395599643657703,0.1297764209236925,0.1030056339483587,125.98963372115664,4,0.10357370611900536,-0.041574284896579355
RPM-2007-01-11,2007-01-11,2007,53,actividad_demanda,0.1156567272772891,0.20709613757013867,0.20378171244669416,101.62645856865664,2,0.18489839580654724,-0.009372754945080525
RPM-2007-01-11,2007-01-11,2007,53,entorno_externo_commodities,0.1480857404534803,0.26516386551041476,0.32296667399977397,82.1025470605058,1,0.3068282078211017,-0.05788215279807202
RPM-2007-01-11,2007-01-11,2007,53,inflacion_expectativas,0.07611068509186193,0.1362845835378993,0.1114496209181575,122.28357747217395,4,0.11227571233122174,0.009852911769236194
RPM-2007-01-11,2007-01-11,2007,53,mercado_laboral,0.10082142708262548,0.18053189489844015,0.1720143210368341,104.9516655417209,3,0.19935084235597336,0.03719602623062784
RPM-2007-01-11,2007-01-11,2007,53,mercados_estructura_tasas,0.05222822019090071,0.09352039374040112,0.0867820376501816,107.76468987439756,6,0.09129299485359803,-0.0011557188073422764
RPM-2007-01-11,2007-01-11,2007,53,tipo_cambio,0.06556597983518635,0.11740312474270591,0.1030056339483587,113.97738186006923,5,0.1053538468315579,0.021361688550630656
RPM-2007-02-08,2007-02-08,2007,64,actividad_demanda,0.06870876151831244,0.13518298201527593,0.20378171244669416,66.3371508621695,3,0.18175047958085336,-0.037774994708326404
RPM-2007-02-08,2007-02-08,2007,64,entorno_externo_commodities,0.16594261164741075,0.3264884505292829,0.32296667399977397,101.09044579921932,1,0.307719357662144,0.010693798092507312
RPM-2007-02-08,2007-02-08,2007,64,inflacion_expectativas,0.06659022067497886,0.1310147993498576,0.1114496209181575,117.55517719173555,4,0.11643994982577655,0.04997084993465763
RPM-2007-02-08,2007-02-08,2007,64,mercado_laboral,0.10431711857082629,0.20524164388972346,0.1720143210368341,119.31660262506531,2,0.19709341545076217,-0.027089122862534704
RPM-2007-02-08,2007-02-08,2007,64,mercados_estructura_tasas,0.04392580978035956,0.08642306777662061,0.0867820376501816,99.58635463826282,6,0.08633426403480952,-0.059504769825462114
RPM-2007-02-08,2007-02-08,2007,64,tipo_cambio,0.05878035326816239,0.11564905643923949,0.1030056339483587,112.2744960700106,5,0.11066253344565442,0.06370423936915831
RPM-2007-03-15,2007-03-15,2007,69,actividad_demanda,0.10284530800959564,0.21429889512963665,0.20378171244669416,105.16100417288112,2,0.1835635781305244,0.021757182596052693
RPM-2007-03-15,2007-03-15,2007,69,entorno_externo_commodities,0.16237791933556167,0.33834707076586784,0.32296667399977397,104.76222409439823,1,0.30834971363882463,0.007564271720168103
RPM-2007-03-15,2007-03-15,2007,69,inflacion_expectativas,0.061848044908078006,0.1288728474466978,0.1114496209181575,115.63327572135483,4,0.1206068428958431,0.050002716840798614
RPM-2007-03-15,2007-03-15,2007,69,mercado_laboral,0.08370020074449767,0.1744062115113808,0.1720143210368341,101.3905182197211,3,0.18885938376661937,-0.09880838020971339
RPM-2007-03-15,2007-03-15,2007,69,mercados_estructura_tasas,0.031383483972685186,0.06539380425636529,0.0867820376501816,75.35407790258132,6,0.08642971304705943,0.0011453881469990351
RPM-2007-03-15,2007-03-15,2007,69,tipo_cambio,0.037760293863614514,0.07868117089005162,0.1030056339483587,76.38530813712383,5,0.11219076852112903,0.01833882090569503
RPM-2007-04-12,2007-04-12,2007,73,actividad_demanda,0.09092050213609125,0.14439850988409042,0.20378171244669416,70.85940546400238,2,0.18582726919737758,0.027164292802237894
RPM-2007-04-12,2007-04-12,2007,73,entorno_externo_commodities,0.30985259178143953,0.4921030074162186,0.32296667399977397,152.3695932220434,1,0.32267037023040684,0.17184787909898608
RPM-2007-04-12,2007-04-12,2007,73,inflacion_expectativas,0.06305915746258127,0.1001495609704561,0.1114496209181575,89.86083590540022,4,0.11545693336945496,-0.061798914316657655
RPM-2007-04-12,2007-04-12,2007,73,mercado_laboral,0.08394912980525393,0.13332668611750687,0.1720143210368341,77.50906163734885,3,0.18649720089228428,-0.02834619449202133
