meeting_id,fecha,anio,acuerdo_accion,acuerdo_magnitud_pb,acuerdo_tpm_objetivo,acuerdo_sesgo,acuerdo_tipo_textual,acuerdo_intervencion_id,acuerdo_orden_habla,acuerdo_subindice,acuerdo_fragmento,acuerdo_texto
RPM-2007-05-10,2007-05-10,2007,mantener,0.0,5.0,,unanimidad,RPM-2007-05-10:1261:2,1261,2,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 5% anual. el escenario externo relevante para la economia chilena continua favorable. la actividad economica mundial se expande con vigor, el precio del cobre se mantiene elevado y las condiciones financieras siguen ventajosas. los precios del petroleo y de sus derivados, especialmente la gasolina, asi como los de algunos alimentos, permanecen altos. la informacion disponible confirma un mayor crecimiento de la actividad interna en el p","En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 107-01-070510 - Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile por unanimidad acordó mantener la tasa de interés de política monetaria en 5% anual. Comunicado En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5% anual. El escenario externo relevante para la economía chilena continúa favorable. La actividad económica mundial se expande con vigor, el precio del cobre se mantiene elevado y las condiciones financieras siguen ventajosas. Los precios del petróleo y de sus derivados, especialmente la gasolina, así como los de algunos alimentos, permanecen altos. La información disponible confirma un mayor crecimiento de la actividad interna en el primer trimestre de este año, algo por encima de proyecciones previas. El consumo sigue robusto y tanto la inversión como las exportaciones han retomado dinamismo. El empleo asalariado continúa aumentando y las condiciones financieras internas son favorables. La inflación del IPC se ubica por debajo de 3%, aunque algo por encima de lo proyectado en enero. En lo más reciente, ésta ha sido influida por el precio de los combustibles y una inflación subyacente IPCX1 (que excluye combustibles, perecibles y algunos servicios regulados) mayor que lo previsto, especialmente por un alza en el precio de los alimentos. Medidas alternativas de la tendencia inflacionaria no muestran cambios relevantes. En lo más reciente, el crecimiento de los costos laborales ha aumentado desde tasas relativamente reducidas. Las expectativas de inflación a mediano y largo plazo permanecen ancladas en torno a 3%. El Consejo reafirma su compromiso de conducir la política monetaria de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM para lograr este objetivo dependerán de la nueva información que se acumule y de sus implicancias sobre la inflación proyectada. “ El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17.20 horas."
RPM-2007-06-14,2007-06-14,2007,mantener,0.0,5.0,,unanimidad,RPM-2007-06-14:1308:2,1308,2,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 5% anual. el escenario externo relevante para la economia chilena continua favorable. la actividad economica mundial confirma su vigor, destacando las mejores perspectivas para las economias desarrolladas, lo que ha contribuido a un aumento de las tasas de interes de mediano y largo plazo. los precios del cobre y del petroleo y sus derivados, especialmente la gasolina, asi como los de algunos alimentos, permanecen altos. la informacion ","En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 109-01-070614 - Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile por unanimidad acordó mantener la tasa de interés de política monetaria en 5% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5% anual. El escenario externo relevante para la economía chilena continúa favorable. La actividad económica mundial confirma su vigor, destacando las mejores perspectivas para las economías desarrolladas, lo que ha contribuido a un aumento de las tasas de interés de mediano y largo plazo. Los precios del cobre y del petróleo y sus derivados, especialmente la gasolina, así como los de algunos alimentos, permanecen altos. La información disponible sobre actividad y gasto interno da cuenta de un mayor dinamismo, por encima de proyecciones previas, aumentando la probabilidad de que se materialice un crecimiento superior al contemplado en el escenario base del último Informe de Política Monetaria. En particular, destaca el vigor del consumo privado, la inversión y las exportaciones. El empleo asalariado continúa aumentando y, no obstante los incrementos recientes en las tasas de interés de mercado, las condiciones financieras internas son favorables. La inflación del IPC se ubica levemente por debajo de 3% y sigue influida por el precio de los combustibles y por un repunte de la inflación subyacente IPCX1 (que excluye combustibles, perecibles y algunos servicios regulados), la cual ha estado afectada especialmente por mayores precios de los alimentos y algunos productos del rubro salud. Más allá de los aumentos de estos precios específicos, las medidas alternativas de la tendencia inflacionaria han aumentado, mientras que las expectativas de inflación a mediano y largo plazo permanecen ancladas en torno a 3%. El Consejo reafirma su compromiso de conducir la política monetaria de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Esto implica que, de consolidarse una perspectiva de inflación más alta que la considerada en el último Informe de Política Monetaria, será necesario reducir el impulso monetario.”"
RPM-2007-07-12,2007-07-12,2007,subir,25.0,5.25,,unanimidad,RPM-2007-07-12:1352:1,1352,1,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo aumentar la tasa de interes de politica monetaria en 25 puntos base a 5,25% anual. esta decision es coherente con holguras de capacidad menores que las previstas en el ultimo informe de politica monetaria y resulta necesaria para que la inflacion proyectada en torno a dos anos se ubique en 3%. el escenario externo relevante para la economia chilena continua favorable. la actividad economica mundial se expande con vigor, las condiciones financieras siguen ventajosas y el precio del cobre h","En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 110-01-070712 - Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile por unanimidad acordó aumentar la tasa de interés de política monetaria en 25 puntos base a 5,25% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó aumentar la tasa de interés de política monetaria en 25 puntos base a 5,25% anual. Esta decisión es coherente con holguras de capacidad menores que las previstas en el último Informe de Política Monetaria y resulta necesaria para que la inflación proyectada en torno a dos años se ubique en 3%. El escenario externo relevante para la economía chilena continúa favorable. La actividad económica mundial se expande con vigor, las condiciones financieras siguen ventajosas y el precio del cobre ha vuelto a aumentar, aunque algo similar ha ocurrido con el del petróleo y el de sus derivados. Los precios de varios productos alimenticios siguen elevados e incluso algunos de ellos han continuado aumentando. Más allá del desempeño de algunos sectores específicos, la información disponible sobre actividad y gasto interno sigue dando cuenta de un importante dinamismo en el segundo trimestre, por encima de proyecciones previas. El empleo asalariado continúa aumentando y las condiciones financieras internas son favorables. La inflación del IPC se ubica levemente sobre 3%, por encima de lo proyectado en el último Informe de Política Monetaria, y sigue influida por el precio de los combustibles y por el mayor precio de los alimentos. Estos últimos también han incrementado la inflación subyacente IPCX1 (que excluye combustibles, perecibles y algunos servicios regulados). Más allá de los aumentos de estos precios específicos, las medidas alternativas de la tendencia inflacionaria se ubican en 3% o algo por sobre esta cifra, mientras que los costos laborales siguen contenidos. En este cuadro de mayor inflación por un shock de oferta, aunque las expectativas de inflación de corto plazo han aumentado, las de largo plazo permanecen ancladas en torno a 3%. El Consejo estima que, en el escenario más probable, será necesario reducir el estímulo monetario en meses venideros para que la inflación proyectada en el horizonte de política se ubique en 3%. Como siempre, la materialización de cambios en la TPM dependerá de la nueva información que se acumule y de sus implicancias sobre la inflación proyectada.”"
RPM-2007-08-09,2007-08-09,2007,subir,25.0,5.5,,unanimidad,RPM-2007-08-09:1402:1,1402,1,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo aumentar la tasa de interes de politica monetaria en 25 puntos base a 5,5% anual. esta decision es necesaria para que la inflacion proyectada en torno a dos anos se ubique en 3%. si bien el escenario externo relevante para la economia chilena continua positivo y la actividad economica mundial sigue dinamica, se ha observado un aumento de premios por riesgo, mayor volatilidad en los mercados financieros internacionales y condiciones crediticias algo mas restrictivas. los precios del cobre ","En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 111-01-070809 - Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile por unanimidad acordó aumentar la tasa de interés de política monetaria en 25 puntos base a 5,5% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó aumentar la tasa de interés de política monetaria en 25 puntos base a 5,5% anual. Esta decisión es necesaria para que la inflación proyectada en torno a dos años se ubique en 3%. Si bien el escenario externo relevante para la economía chilena continúa positivo y la actividad económica mundial sigue dinámica, se ha observado un aumento de premios por riesgo, mayor volatilidad en los mercados financieros internacionales y condiciones crediticias algo más restrictivas. Los precios del cobre y del petróleo se mantienen altos y el de la gasolina ha disminuido levemente. Los precios de varios productos alimenticios siguen elevados. Más allá del desempeño de algunos sectores específicos, la información disponible sobre actividad confirma un importante dinamismo en el segundo trimestre, por encima de proyecciones previas y de su tendencia. La demanda interna habría crecido por sobre lo previsto, el empleo asalariado continúa aumentando y las condiciones financieras internas son aún favorables. La inflación del IPC se ha elevado hasta casi 4%, muy por encima de lo proyectado en el Informe de Política Monetaria de mayo. Se ha profundizado el aumento de los precios de algunos alimentos no perecibles y de los combustibles, a lo que se han sumado alzas inusuales en los precios de varios productos perecibles, las que debieran ser en gran medida transitorias. El mayor precio de los alimentos no perecibles también ha incrementado la inflación subyacente IPCX1 (que excluye combustibles, perecibles y algunos servicios regulados). Las medidas alternativas de la tendencia inflacionaria se ubican algo por sobre 3%, mientras que los costos laborales siguen contenidos. En este cuadro de mayor inflación por varios shocks de oferta, las expectativas de inflación de corto plazo han aumentado significativamente, aunque las de largo plazo permanecen en torno a 3%. El Consejo estima que, en el escenario más probable, será necesario continuar aumentando la TPM en los próximos meses para que la inflación proyectada en el horizonte de política se mantenga en 3%. Como siempre, la evolución de la TPM dependerá de la nueva información que se acumule y de sus implicancias sobre la inflación proyectada. En particular, un cuadro de fuertes shocks de precios específicos requiere especial seguimiento tanto a la eventual propagación a otros precios, como a las expectativas de inflación de mediano y largo plazo.”"
RPM-2007-09-13,2007-09-13,2007,subir,25.0,5.75,,unanimidad,RPM-2007-09-13:1469:1,1469,1,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo aumentar la tasa de interes de politica monetaria en 25 puntos base, a 5,75% anual. esta decision es necesaria para que el alza de la inflacion anual de estos meses sea efectivamente transitoria y la inflacion proyectada en torno a dos anos se mantenga en 3%. aunque el panorama externo relevante para la economia chilena sigue, en general, siendo positivo, han aumentado los riesgos de escenarios adversos. en efecto, en las ultimas semanas los problemas en los mercados financieros internaci","En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 113-01 -070913 - Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile, por unanimidad de sus miembros, acordó aumentar la Tasa de Interés de Política Monetaria en 25 puntos base, a 5,75% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó aumentar la Tasa de Interés de Política Monetaria en 25 puntos base, a 5,75% anual. Esta decisión es necesaria para que el alza de la inflación anual de estos meses sea efectivamente transitoria y la inflación proyectada en torno a dos años se mantenga en 3%. Aunque el panorama externo relevante para la economía chilena sigue, en general, siendo positivo, han aumentado los riesgos de escenarios adversos. En efecto, en las últimas semanas los problemas en los mercados financieros internacionales se han intensificado. En otro plano, el precio del cobre se mantiene elevado, el del petróleo ha continuado aumentando y los precios de varios productos alimenticios siguen altos. En el ámbito interno, más allá del desempeño de algunos sectores específicos, la información disponible sugiere que la actividad sigue dinámica. El crecimiento de las importaciones indica que la demanda interna continuaría expandiéndose con relativa fuerza en el tercer trimestre. El empleo asalariado continúa aumentando y las condiciones financieras internas se mantienen favorables. La inflación anual del IPC se ha elevado por encima de 4%, afectada por una profundización de los inusuales aumentos de los precios de algunos alimentos, tanto perecibles como no perecibles. Estos últimos también han contribuido a incrementar la inflación subyacente IPCX1 (que excluye combustibles, perecibles y algunos servicios regulados). Las medidas alternativas de la tendencia inflacionaria se ubican por sobre 3% y la tasa de crecimiento de los costos laborales ha aumentado. Las expectativas de inflación dan cuenta de un panorama comparable al del último Informe de Política Monetaria, ubicándose en niveles elevados para el corto plazo y cerca de 3% a plazos más largos. El Consejo estima oportuno señalar que la trayectoria futura de la TPM dependerá de la nueva información que se acumule y de sus implicancias sobre la inflación proyectada. De particular importancia para esto será el desarrollo del escenario internacional, la eventual propagación de los recientes shocks inflacionarios a otros precios y la evolución de las brechas de capacidad”."
RPM-2007-10-11,2007-10-11,2007,mantener,0.0,5.75,,unanimidad,RPM-2007-10-11:1520:1,1520,1,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 5,75% anual. en las ultimas semanas se han moderado los problemas de liquidez en los mercados financieros internacionales, en tanto el dolar de los ee.uu. se ha depreciado frente a la mayoria de las monedas del mundo. asimismo, se preve un menor dinamismo de las economias industrializadas. en otro plano, el precio del cobre ha vuelto a aumentar, y el del petroleo y los de varios productos alimenticios siguen altos, todos por encima de l","En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 114-01-071011 - Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile, por unanimidad de sus miembros, acordó mantener la Tasa de Interés de Política Monetaria en 5,75% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,75% anual. En las últimas semanas se han moderado los problemas de liquidez en los mercados financieros internacionales, en tanto el dólar de los EE.UU. se ha depreciado frente a la mayoría de las monedas del mundo. Asimismo, se prevé un menor dinamismo de las economías industrializadas. En otro plano, el precio del cobre ha vuelto a aumentar, y el del petróleo y los de varios productos alimenticios siguen altos, todos por encima de lo proyectado. Lo anterior configura un panorama externo relevante para la economía chilena que se mantiene positivo, aunque persiste el riesgo de escenarios internacionales adversos. En el ámbito interno, la información disponible sugiere que el crecimiento de la actividad en el tercer trimestre fue menor que el proyectado en el último Informe de Política Monetaria, situación que parece ir más allá del desempeño de algunos sectores específicos y cuya persistencia es aún incierta. Por el lado de la demanda interna, los indicadores sugieren que se mantiene el dinamismo de la inversión y el del consumo se reduce levemente. El empleo asalariado sigue aumentando y las condiciones financieras internas se mantienen favorables. La inflación anual del IPC se ha elevado por encima de 5% y se prevé que en los próximos meses se ubicará por sobre lo proyectado en el último Informe de Política Monetaria. Los inusuales aumentos de los precios de algunos alimentos, tanto perecibles como no perecibles, no solo han persistido, sino que se han intensificado. Los no perecibles también han contribuido a incrementar la inflación subyacente IPCX1 (que excluye combustibles, perecibles y algunos servicios regulados). Las medidas alternativas de la tendencia inflacionaria se ubican por sobre 3% anual. No obstante lo anterior, los salarios no han tenido una aceleración adicional en lo más reciente, mientras que la paridad peso dólar ha disminuido en las últimas semanas. Las expectativas de inflación a mediano y largo plazo se mantienen ancladas en torno a 3% anual, lo que es coherente con un aumento transitorio de la inflación. La trayectoria futura de la TPM dependerá de la nueva información que se acumule y de sus implicancias sobre la inflación proyectada. De particular importancia será el desarrollo del escenario internacional, la eventual propagación de los recientes shocks inflacionarios a otros precios, especialmente la trayectoria de los salarios y las expectativas de inflación de mediano plazo, así como la evolución de la brecha de capacidad.”"
RPM-2007-11-13,2007-11-13,2007,mantener,0.0,5.75,,unanimidad,RPM-2007-11-13:1569:1,1569,1,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 5,75% anual. en las ultimas semanas la percepcion de los mercados financieros internacionales respecto de los problemas asociados a la crisis subprime se ha deteriorado, y el dolar de los ee.uu. ha continuado depreciandose frente a la mayoria de las monedas del mundo. ademas, se preve un menor dinamismo de las economias industrializadas. en otro plano, el precio del petroleo ha aumentado considerablemente, mientras que el del cobre y lo","En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 115-01-071113-Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile, por unanimidad de sus miembros, acordó mantener la Tasa de Interés de Política Monetaria en 5,75% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,75% anual. En las últimas semanas la percepción de los mercados financieros internacionales respecto de los problemas asociados a la crisis subprime se ha deteriorado, y el dólar de los EE.UU. ha continuado depreciándose frente a la mayoría de las monedas del mundo. Además, se prevé un menor dinamismo de las economías industrializadas. En otro plano, el precio del petróleo ha aumentado considerablemente, mientras que el del cobre y los de varios productos alimenticios siguen altos, todos por encima de lo proyectado. Lo anterior configura un panorama externo relevante para la economía chilena que, aunque se mantiene positivo, presenta mayores riesgos de un escenario internacional adverso. En el ámbito interno, la información disponible apunta a que el crecimiento de la actividad en el tercer trimestre fue menor que el proyectado en el último Informe de Política Monetaria, situación que va más allá del desempeño de algunos sectores específicos y cuya persistencia continúa siendo incierta. Por el lado de la demanda interna, los indicadores sugieren que se mantiene el dinamismo de la inversión mientras el del consumo se ha reducido. El empleo asalariado sigue creciendo y las condiciones financieras internas son algo menos favorables. La inflación anual del IPC se ubica por encima de 6% y se prevé que se mantendrá elevada por varios meses, para luego descender hacia la meta. Los precios de algunos alimentos, tanto perecibles como no perecibles, comienzan a dar señales de reversión. La caída en los precios de otros productos relativamente volátiles también contribuyó a un bajo registro mensual del IPCX1 (que excluye combustibles, perecibles y algunos servicios regulados). Las expectativas de inflación a mediano y largo plazo se mantienen ancladas en torno a 3% anual, lo que es coherente con un aumento transitorio de la inflación. La trayectoria futura de la TPM dependerá de la nueva información que se acumule y de sus implicancias sobre la inflación proyectada. De particular importancia serán el desarrollo del escenario internacional, la eventual propagación de los recientes shocks inflacionarios a otros precios -especialmente la trayectoria de los salarios- las expectativas de inflación de mediano plazo y la evolución de la brecha de capacidad”."
RPM-2007-12-13,2007-12-13,2007,subir,25.0,6.0,,unanimidad,RPM-2007-12-13:1614:1,1614,1,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo aumentar la tasa de interes de politica monetaria en 25 puntos base, a 6% anual. esta decision es necesaria para reducir los riesgos de propagacion de la mayor inflacion actual hacia costos y expectativas, de manera de asegurar que la inflacion converja a 3% anual en el horizonte de politica. en el ambito externo, los problemas y riesgos asociados a la crisis subprime se han intensificado y se preve un menor dinamismo de las economias industrializadas. en otro plano, el precio del petrole","En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 116-01-071213 - Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile, por unanimidad de sus miembros, acordó aumentar la Tasa de Interés de Política Monetaria en 25 puntos base a 6% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó aumentar la tasa de interés de política monetaria en 25 puntos base, a 6% anual. Esta decisión es necesaria para reducir los riesgos de propagación de la mayor inflación actual hacia costos y expectativas, de manera de asegurar que la inflación converja a 3% anual en el horizonte de política. En el ámbito externo, los problemas y riesgos asociados a la crisis subprime se han intensificado y se prevé un menor dinamismo de las economías industrializadas. En otro plano, el precio del petróleo, si bien continúa elevado, disminuyó respecto de los altos niveles alcanzados hace un mes, mientras que el del cobre y los de varios productos alimenticios siguen altos, todos por encima de lo proyectado. Lo anterior configura un panorama externo relevante para la economía chilena que, aunque se mantiene positivo, presenta mayores riesgos de un escenario adverso. En lo interno, la información disponible apunta a que el crecimiento de la actividad en el segundo semestre será menor que el proyectado en el último Informe de Política Monetaria, situación que va más allá del desempeño de algunos sectores específicos. Sin embargo, por el lado de la demanda interna, tanto el consumo como la inversión se mantienen dinámicos. El empleo asalariado sigue creciendo, aunque a tasas más reducidas, y las condiciones financieras internas no muestran cambios relevantes. El Consejo estima oportuno señalar que la trayectoria futura de la TPM dependerá de la nueva información que se acumule y de sus implicancias sobre la inflación proyectada. De particular importancia para esto será el desarrollo del escenario internacional, la evolución de las brechas de capacidad y la eventual propagación de los recientes shocks inflacionarios a otros precios.”"
RPM-2008-01-10,2008-01-10,2008,subir,25.0,6.25,,no_indicado,RPM-2008-01-10:1641:1,1641,1,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo aumentar la tasa de interes de politica monetaria en 25 puntos base, a 6,25% anual. esta decision es congruente con perspectivas de mayor inflacion, producto de las sorpresas recientes, y permite asegurar que la inflacion converja a 3% anual en el horizonte de politica. en el ambito externo, aunque la situacion de iliquidez de los mercados se ha atenuado, ha aumentado el riesgo de una mayor desaceleracion en los ee.uu., con posibles implicancias en otras economias desarrolladas. en otro p","En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 117-01-080110-Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile, acordó aumentar la Tasa de Interés de Política Monetaria en 25 puntos base a 6,25% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó aumentar la tasa de interés de política monetaria en 25 puntos base, a 6,25% anual. Esta decisión es congruente con perspectivas de mayor inflación, producto de las sorpresas recientes, y permite asegurar que la inflación converja a 3% anual en el horizonte de política. En el ámbito externo, aunque la situación de iliquidez de los mercados se ha atenuado, ha aumentado el riesgo de una mayor desaceleración en los EE.UU., con posibles implicancias en otras economías desarrolladas. En otro plano, el precio del petróleo, el del cobre y los de varios productos alimenticios siguen altos y por encima de lo proyectado. La inflación en diversas economías ha continuado aumentando. Lo anterior configura un panorama externo relevante para la economía chilena que presenta mayores riesgos adversos a futuro. En lo interno, la información más reciente de actividad no modifica el escenario considerado para el segundo semestre en la anterior reunión. Por el lado de la demanda interna, los indicadores tanto de consumo como de inversión se mantienen dinámicos. El empleo asalariado sigue creciendo, aunque a tasas más reducidas. La inflación mensual del IPC en diciembre sorprendió significativamente al alza, llevando la inflación anual a cerca de 8%. En esto influyó una reversión estacional más lenta de los precios de los perecibles y aumentos significativos en una gama diversa de productos. Las distintas medidas de tendencia inflacionaria, incluyendo la inflación del IPCX1 (que excluye combustibles, perecibles y algunos servicios regulados), continuaron aumentando. Aunque las expectativas de inflación para los próximos trimestres han aumentado, las de largo plazo se mantienen ancladas en torno a 3% anual. El Consejo estima oportuno señalar que, si bien la trayectoria futura de la TPM dependerá de la nueva información que se acumule y de sus implicancias sobre la inflación proyectada, pueden ser necesarios ajustes adicionales de forma de asegurar la convergencia de la inflación a la meta. De particular importancia para esto será el desarrollo del escenario internacional, la evolución de las brechas de capacidad y la eventual propagación de los recientes shocks inflacionarios a otros precios.”"
RPM-2008-02-07,2008-02-07,2008,mantener,125.0,6.25,,no_indicado,RPM-2008-02-07:1685:1,1685,1,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 6,25% anual. en el ambito externo, se ha configurado un escenario mas negativo para ee.uu., generando alta volatilidad en los mercados financieros internacionales. la tasa de politica de ee.uu. se redujo en 125 pb. en el ultimo mes y las tasas externas de largo plazo se han reducido. aunque el precio del cobre se mantiene elevado y el del petroleo ha disminuido, el escenario externo relevante para la economia chilena presenta mayores ri","En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 118-01-080207-Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile, acordó mantener la Tasa de Interés de Política Monetaria en 6,25% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 6,25% anual. En el ámbito externo, se ha configurado un escenario más negativo para EE.UU., generando alta volatilidad en los mercados financieros internacionales. La tasa de política de EE.UU. se redujo en 125 pb. en el último mes y las tasas externas de largo plazo se han reducido. Aunque el precio del cobre se mantiene elevado y el del petróleo ha disminuido, el escenario externo relevante para la economía chilena presenta mayores riesgos adversos. En lo interno, la actividad económica ha estado algo menos dinámica que lo previsto, por el menor crecimiento en algunos sectores específicos. Los indicadores de inversión se mantienen dinámicos, el consumo da señales de cierta desaceleración, mientras que el empleo asalariado sigue creciendo. i La inflación anual se mantiene significativamente por sobre el rango de tolerancia. El moderado registro inflacionario de enero se vio influido por la caída en el precio doméstico de los combustibles y una rápida normalización de los elevados precios de los perecibles. Las medidas subyacentes de inflación, incluyendo el IPCX1 (que excluye combustibles, perecibles y algunos servicios regulados), no han continuado aumentando aunque se mantienen elevadas. Los salarios han evolucionado de acuerdo a lo previsto, mientras que el tipo de cambio se ha apreciado significativamente. La inflación anual del IPC continuará aumentando en los próximos meses. Las expectativas de inflación de largo plazo se mantienen ancladas en torno a 3% anual. El Consejo estima que aunque la trayectoria futura de la TPM dependerá de la nueva información que se acumule y de sus implicancias sobre la inflación proyectada, no se puede descartar que sea necesario ajustar nuevamente la TPM de forma de asegurar la convergencia de la inflación a la meta. De particular importancia para esto será el desarrollo del escenario internacional, la persistencia de la apreciación cambiaria reciente y la eventual propagación de los shocks inflacionarios del año pasado a otros precios.”"
RPM-2008-03-13,2008-03-13,2008,mantener,0.0,6.25,,no_indicado,RPM-2008-03-13:1743:1,1743,1,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 6,25% anual. en el ambito externo, el escenario para los ee.uu. ha continuado deteriorandose, generando alta volatilidad y mayores riesgos en los mercados financieros internacionales. los bancos centrales de los principales paises desarrollados han adoptado medidas adicionales para atenuar los problemas de liquidez. hasta ahora, las economias emergentes no se han visto mayormente afectadas, aunque el riesgo de escenarios adversos se ha ","En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 120-01-080313-Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile, acordó mantener la Tasa de Interés de Política Monetaria en 6,25% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 6,25% anual. En el ámbito externo, el escenario para los EE.UU. ha continuado deteriorándose, generando alta volatilidad y mayores riesgos en los mercados financieros internacionales. Los bancos centrales de los principales países desarrollados han adoptado medidas adicionales para atenuar los problemas de liquidez. Hasta ahora, las economías emergentes no se han visto mayormente afectadas, aunque el riesgo de escenarios adversos se ha incrementado. Por su parte, los precios de productos básicos han presentado aumentos significativos. En lo interno, la última información confirma que la actividad económica del primer trimestre ha estado algo menos dinámica que lo previsto en el Informe de Política Monetaria. Los indicadores de inversión se mantienen dinámicos, mientras que el consumo da señales de cierta desaceleración. El desempleo se ha mantenido estable, en un contexto de significativos incrementos en el empleo. La inflación anual se mantiene significativamente por sobre la meta. Las medidas subyacentes de inflación, incluyendo el IPCX1 (que excluye combustibles, perecibles y algunos servicios regulados), se mantienen elevadas, pero no han seguido incrementándose. Los salarios han aumentado, de acuerdo a su dinámica habitual, mientras que el peso en términos reales mostró una apreciación adicional significativa. La inflación anual del IPC aumentará en los próximos meses, para luego descender en el curso del segundo semestre, en un contexto de mayor incertidumbre de mercado sobre los registros mensuales esperados. Esta mayor incertidumbre ha aumentado la prima por riesgo contenida en la compensación inflacionaria implícita en la valoración de activos financieros, incluso para los plazos más largos. Las expectativas de inflación de largo plazo se mantienen ancladas en torno a 3% anual. El Consejo estima que, aunque la trayectoria futura de la TPM dependerá de la nueva información que se acumule y de sus implicancias sobre la inflación proyectada, no se puede descartar que sea necesario ajustar nuevamente la TPM, de forma de asegurar la convergencia de la inflación a la meta. De particular importancia para esto serán las implicancias para la inflación del desarrollo del escenario internacional, de la persistencia de la apreciación cambiaria real y de la eventual propagación de los shocks inflacionarios de meses pasados a otros precios.”"
