intervencion_id,meeting_id,fecha,anio,actor,tipo_actor,topico_modelo_1,peso_topico_1,topico_modelo_2,peso_topico_2,entropia_topicos,peso_tema_nmf_01,peso_tema_nmf_02,peso_tema_nmf_03,peso_tema_nmf_04,peso_tema_nmf_05,peso_tema_nmf_06,peso_tema_nmf_07,peso_tema_nmf_08,peso_tema_nmf_09,peso_tema_nmf_10,peso_tema_nmf_11,peso_tema_nmf_12,peso_tema_nmf_13,peso_tema_nmf_14
RPM-2005-01-11:12:1,RPM-2005-01-11,2005-01-11,2005,Manuel Marfán Lewis,miembro_consejo,tema_nmf_12,0.4358095465981124,tema_nmf_08,0.12617635263496413,0.7157066191225763,0.05937373430281064,0.0676357043865568,0.06539983165140273,0.004692232615434308,0.013252286149706544,0.016483266832486416,0.0017531443823507373,0.12617635263496413,0.0513742770553451,0.0942618449845309,0.0,0.4358095465981124,0.008741840051336512,0.05504593835496277
RPM-2005-01-11:13:1,RPM-2005-01-11,2005-01-11,2005,Luis Óscar Herrera Barriga,staff_tecnico,tema_nmf_12,0.6413433103652827,tema_nmf_04,0.15807566046928068,0.4253930157771665,0.0005644004692570604,0.12487054181029876,0.0,0.15807566046928068,0.04305942784916216,0.014027139220007503,0.0,0.007142740440359274,0.0005756001807398548,0.01034117919561195,0.0,0.6413433103652827,0.0,0.0
RPM-2005-01-11:14:1,RPM-2005-01-11,2005-01-11,2005,Esteban Jadresic Marinovic,staff_tecnico,tema_nmf_12,0.28449819306876717,tema_nmf_09,0.24596310478954758,0.7797030631513509,0.05648474375383071,0.06667817493514167,0.02404249360497297,0.11774685093930769,0.024218321906601985,0.028899468610894055,0.0,0.021941928030275545,0.24596310478954758,0.08444523510754055,0.017960751694217975,0.28449819306876717,0.0071082833243495906,0.02001245023455265
RPM-2005-01-11:15:1,RPM-2005-01-11,2005-01-11,2005,Nicolás Eyzaguirre Guzmán,hacienda_gobierno,tema_nmf_06,0.6707371636089464,tema_nmf_01,0.1659104226382777,0.43370409714810415,0.1659104226382777,0.05469822921240086,0.019142350301046166,0.0,0.0,0.6707371636089464,0.0,0.025727571728787438,0.008065470186732641,0.03484929974867495,0.0,0.006858965256900924,0.014010527318232917,0.0
RPM-2005-01-11:16:1,RPM-2005-01-11,2005-01-11,2005,Pablo García Silva,staff_tecnico,tema_nmf_01,0.5420745820369354,tema_nmf_11,0.11222278237648473,0.625614833270498,0.5420745820369354,0.07843124574169331,0.01960160178511079,0.013071847700493166,0.016530588617946,0.02927122319138326,0.08962298081771476,0.0,0.005593051819471252,0.03603112813724264,0.11222278237648473,0.027051864283297686,0.0,0.030497103492227118
RPM-2005-01-11:17:1,RPM-2005-01-11,2005-01-11,2005,Nicolás Eyzaguirre Guzmán,hacienda_gobierno,tema_nmf_06,0.6587428801388931,tema_nmf_01,0.13751148657255044,0.4624386402507688,0.13751148657255044,0.037112793265425284,0.035739787350647326,0.0,0.0019191934505930677,0.6587428801388931,0.05106257831257419,0.0,0.012805209287597883,0.053817180284320865,0.010144844829819496,0.0011440465075782853,0.0,0.0
RPM-2005-01-11:18:1,RPM-2005-01-11,2005-01-11,2005,Pablo García Silva,staff_tecnico,tema_nmf_01,0.5181132400931299,tema_nmf_07,0.13282264697797394,0.6371248503665878,0.5181132400931299,0.11000383517303142,0.04580957687485666,0.012096518869444895,0.010718541383522946,0.03916799972583674,0.13282264697797394,0.03933526758029837,0.016979544901156343,0.04513894361375258,0.0026253497153123136,0.024072853851085946,0.0031156812405980427,0.0
RPM-2005-01-11:19:1,RPM-2005-01-11,2005-01-11,2005,Vittorio Corbo Lioi,miembro_consejo,tema_nmf_01,0.37251959600211243,tema_nmf_07,0.35298632026644294,0.61020353728274,0.37251959600211243,0.0626144431558235,0.016025903940741756,0.033899657737189476,0.014691008601312781,0.04190927879663924,0.35298632026644294,0.0,0.0,0.06736768298298082,0.0,0.008005411044607683,0.0,0.029980697472149268
RPM-2005-01-11:20:1,RPM-2005-01-11,2005-01-11,2005,Nicolás Eyzaguirre Guzmán,hacienda_gobierno,tema_nmf_06,0.5949391664301906,tema_nmf_02,0.3628763035166602,0.31675421769373885,0.01245160816798901,0.3628763035166602,0.0,0.0,0.0,0.5949391664301906,0.029732921885160038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPM-2005-01-11:21:1,RPM-2005-01-11,2005-01-11,2005,Ricardo Vicuña Poblete,staff_tecnico,tema_nmf_10,0.3727635849326973,tema_nmf_14,0.27387825292274637,0.6531753030703187,0.0670718332997342,0.10631476842009563,0.0432553270684392,0.0,0.06397840856104699,0.04233171593775683,0.013170823054786387,0.0,0.0,0.3727635849326973,0.0038025005877531507,0.013432785214943923,0.0,0.27387825292274637
RPM-2005-01-11:22:1,RPM-2005-01-11,2005-01-11,2005,Manuel Marfán Lewis,miembro_consejo,tema_nmf_02,0.7781357365793207,tema_nmf_05,0.1698548853946313,0.26324419849450764,0.0,0.7781357365793207,0.0,0.0,0.1698548853946313,0.0029841504548096236,0.0,0.0,0.0,0.020187165654674984,0.0,0.0,0.0,0.028838061916563535
RPM-2005-01-11:23:1,RPM-2005-01-11,2005-01-11,2005,Pablo García Silva,staff_tecnico,tema_nmf_12,0.3304554872551955,tema_nmf_02,0.22198257640112998,0.7469449455907956,0.04493959160597494,0.22198257640112998,0.0940353769008321,0.01037600195278424,0.04071695038184626,0.020736933815434008,0.1272583278989361,0.02557357465642429,0.037333805810278,0.038033857283642954,0.0005409078520955519,0.3304554872551955,0.003233374779066766,0.004783233406359332
RPM-2005-01-11:24:1,RPM-2005-01-11,2005-01-11,2005,Jorge Desormeaux Jiménez,miembro_consejo,tema_nmf_10,0.6125045148247568,tema_nmf_05,0.2998012496313448,0.3779753529903665,0.017575894961709394,0.0,0.0,0.005374923244667232,0.2998012496313448,0.018073098739816922,0.008024530273882818,0.0,0.0,0.6125045148247568,0.038645788323822164,0.0,0.0,0.0
RPM-2005-01-11:25:1,RPM-2005-01-11,2005-01-11,2005,Pablo García Silva,staff_tecnico,tema_nmf_10,0.8651804376790091,tema_nmf_09,0.05110806258132215,0.2244744098054753,0.0,0.008119003920581796,0.0,0.0,0.012562574768119356,0.003279844898453207,0.044496359477918475,0.0,0.05110806258132215,0.8651804376790091,0.0,0.0,0.0,0.01525371667459584
RPM-2005-01-11:26:1,RPM-2005-01-11,2005-01-11,2005,Nicolás Eyzaguirre Guzmán,hacienda_gobierno,tema_nmf_06,0.8601032379589224,tema_nmf_01,0.10509535880962978,0.19587385221255516,0.10509535880962978,0.0,0.017482686954641283,0.0,0.0,0.8601032379589224,0.004157981149223716,0.0,0.013160735127582849,0.0,0.0,0.0,0.0,0.0
RPM-2005-01-11:27:1,RPM-2005-01-11,2005-01-11,2005,Pablo García Silva,staff_tecnico,tema_nmf_06,0.8595860084595808,tema_nmf_07,0.042133516523713575,0.24269896367347166,0.03406692824042267,0.0,0.018499662963736757,0.0,0.0,0.8595860084595808,0.042133516523713575,0.0037561248896677128,0.0,0.03165937058315133,0.0,0.0029176946149559167,0.0022226623690641844,0.005158031355706998
RPM-2005-01-11:28:1,RPM-2005-01-11,2005-01-11,2005,Vittorio Corbo Lioi,miembro_consejo,tema_nmf_06,0.4489396297143444,tema_nmf_07,0.21861351772746476,0.630222250028777,0.0,0.019002826454473973,0.069391017790423,0.0,0.08049391796940533,0.4489396297143444,0.21861351772746476,0.00999308415839025,0.0,0.0,0.0788940968283214,0.024657410684143153,0.007138362569053621,0.04287613610398014
RPM-2005-01-11:28:2,RPM-2005-01-11,2005-01-11,2005,Consejo del Banco Central de Chile,consejo_institucional,tema_nmf_05,0.6944901776328306,tema_nmf_06,0.2811420338436747,0.2709340960423095,0.0,0.0,0.0,0.0,0.6944901776328306,0.2811420338436747,0.01742408311135789,0.0,0.0,0.0,0.006943705412136828,0.0,0.0,0.0
RPM-2005-01-11:29:1,RPM-2005-01-11,2005-01-11,2005,Nicolás Eyzaguirre Guzmán,hacienda_gobierno,tema_nmf_06,0.6170641416103116,tema_nmf_02,0.10509864174812414,0.56029846571062,0.06450475520734489,0.10509864174812414,0.04026239673714345,0.05066997425944718,0.014644316910690342,0.6170641416103116,0.005789866179699,0.019341309428272037,0.029316651130780375,0.028317468794992393,0.0,0.008876931215736513,0.001907890198996004,0.014205656578461966
RPM-2005-01-11:30:1,RPM-2005-01-11,2005-01-11,2005,Vittorio Corbo Lioi,miembro_consejo,tema_nmf_05,0.3243130871098978,tema_nmf_06,0.13143470515039785,0.7953473793909887,0.06288278218565345,0.11987298977663886,0.018786119138196153,0.01207818524335129,0.3243130871098978,0.13143470515039785,0.009071722248010393,0.03241404620629709,0.11684762066780481,0.04923834408806791,0.0,0.07608289886735665,0.006143891949686443,0.040833607368641264
RPM-2005-01-11:31:1,RPM-2005-01-11,2005-01-11,2005,Nicolás Eyzaguirre Guzmán,hacienda_gobierno,tema_nmf_12,0.4930076673694403,tema_nmf_06,0.3208549561338393,0.5117841203528148,0.028556188327510237,0.031087223314860576,0.0,0.02155055331438101,0.006163245559055105,0.3208549561338393,0.05240537481721638,0.0,0.0,0.04093465196036512,0.0,0.4930076673694403,0.0,0.005440139203331872
RPM-2005-01-11:32:1,RPM-2005-01-11,2005-01-11,2005,José De Gregorio Rebeco,miembro_consejo,tema_nmf_05,0.44031153455969824,tema_nmf_10,0.17578748986179327,0.6710069374874869,0.11181380347170086,0.0877127646844949,0.03345633769093287,0.025974400971094706,0.44031153455969824,0.05240874848415303,0.0,0.009938731424159655,0.03559235987119557,0.17578748986179327,0.0,0.01768650822952286,0.008355722671760315,0.0009615980794937123
RPM-2005-01-11:33:1,RPM-2005-01-11,2005-01-11,2005,Nicolás Eyzaguirre Guzmán,hacienda_gobierno,tema_nmf_02,0.25815987065097823,tema_nmf_06,0.17622374018297338,0.7582437545892456,0.1282822984347815,0.25815987065097823,0.06439481195219231,0.010860403194956625,0.16311943465596998,0.17622374018297338,0.0,0.0,0.09404962524941873,0.06086050800813941,0.0,0.020061827472798523,0.0,0.023987480197791226
RPM-2005-01-11:34:1,RPM-2005-01-11,2005-01-11,2005,Rodrigo Valdés Pulido,staff_tecnico,tema_nmf_01,0.3586248308762293,tema_nmf_04,0.2405599138113382,0.692548329268164,0.3586248308762293,0.08776353261044328,0.039360405697102495,0.2405599138113382,0.0024711180872646244,0.12234851903421864,0.015944452826160558,0.01838129186040305,0.06963747537540758,0.0292192192429259,0.0,0.012051677690614446,0.0018824363242478785,0.0017551265636437015
RPM-2005-01-11:35:1,RPM-2005-01-11,2005-01-11,2005,Nicolás Eyzaguirre Guzmán,hacienda_gobierno,tema_nmf_02,0.28727525315102315,tema_nmf_06,0.1910170157495457,0.7720464694693828,0.135415203451784,0.28727525315102315,0.04074424601750103,0.009004952610839497,0.0584090682778983,0.1910170157495457,0.016439107256147927,0.02319562746711307,0.0560999395796792,0.043462700439704474,0.0,0.0,0.006591757345493035,0.1323451286532705
RPM-2005-01-11:36:1,RPM-2005-01-11,2005-01-11,2005,Manuel Marfán Lewis,miembro_consejo,tema_nmf_12,0.32228470664158787,tema_nmf_10,0.193292937402474,0.7497035010240275,0.13726948533446,0.07143041691227556,0.04063026442235036,0.012320901229409376,0.09124665139233051,0.07600646712885499,0.0,0.014535764604768906,0.002244205506925512,0.193292937402474,0.011005766625491733,0.32228470664158787,0.004268345783403259,0.02346408701566802
RPM-2005-01-11:37:1,RPM-2005-01-11,2005-01-11,2005,Vittorio Corbo Lioi,miembro_consejo,tema_nmf_04,0.46425892069055197,tema_nmf_05,0.34028378923794284,0.45161393849638287,0.002804618523045171,0.027074064175827417,0.0,0.46425892069055197,0.34028378923794284,0.15057400569348464,0.0,0.0,0.012663617906475392,0.002340983772672601,0.0,0.0,0.0,0.0
RPM-2005-01-11:38:1,RPM-2005-01-11,2005-01-11,2005,Rodrigo Valdés Pulido,staff_tecnico,tema_nmf_09,0.20394971435631581,tema_nmf_05,0.1681520615942758,0.8055952562615789,0.08039242499431846,0.14557295553126331,0.016286512998029582,0.02413006820245674,0.1681520615942758,0.0,0.01175114418712281,0.02172741198299017,0.20394971435631581,0.07312539976318781,0.001762970902236744,0.13159825313919354,0.00011923372967726269,0.12143184861893207
RPM-2005-01-11:39:1,RPM-2005-01-11,2005-01-11,2005,Rodrigo Valdés Pulido,staff_tecnico,tema_nmf_14,0.26546663098703593,tema_nmf_05,0.17428485533687654,0.7397973364284628,0.0,0.12900444089126342,0.05984925744028556,0.0,0.17428485533687654,0.0,0.08812309904618866,0.02058945945353931,0.15145568310980814,0.012425572080935988,0.0,0.09880100165406641,0.0,0.26546663098703593
RPM-2005-01-11:40:1,RPM-2005-01-11,2005-01-11,2005,Vittorio Corbo Lioi,miembro_consejo,tema_nmf_14,0.0,tema_nmf_13,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPM-2005-01-11:41:1,RPM-2005-01-11,2005-01-11,2005,Klaus Schmidt-Hebbel Dunker,staff_tecnico,tema_nmf_14,0.42862324489457315,tema_nmf_05,0.18787879142574215,0.6319057815110553,0.0526519115340473,0.09459315788706833,0.0,0.0,0.18787879142574215,0.0012884940238732565,0.020299448164536486,0.0,0.08072177757030188,0.017649218962733547,0.0,0.11629395553712371,0.0,0.42862324489457315
RPM-2005-01-11:42:1,RPM-2005-01-11,2005-01-11,2005,Nicolás Eyzaguirre Guzmán,hacienda_gobierno,tema_nmf_14,0.23469925799532124,tema_nmf_06,0.21888633935334068,0.7520814461586088,0.01456764416611353,0.11820701470895655,0.006592498353212918,0.07261857678049373,0.0,0.21888633935334068,0.06603215878799056,0.00575195936045217,0.005987271820736471,0.15035371459290764,0.0,0.1038747980375756,0.0024287660428989164,0.23469925799532124
RPM-2005-01-11:43:1,RPM-2005-01-11,2005-01-11,2005,Vittorio Corbo Lioi,miembro_consejo,tema_nmf_02,0.5188322210231038,tema_nmf_05,0.23933855378896407,0.5797956215570137,0.0,0.5188322210231038,0.03071513332897541,0.016053714013293984,0.23933855378896407,0.04262901962005839,0.020727699783252132,0.013289406305084664,0.01744417313580912,0.045283173900310995,0.009260731035557945,0.0,0.0011016327219018317,0.045324541343687644
RPM-2005-01-11:44:1,RPM-2005-01-11,2005-01-11,2005,José De Gregorio Rebeco,miembro_consejo,tema_nmf_02,0.25289758333078444,tema_nmf_05,0.24631742287619116,0.710025291907282,0.04510801176754454,0.25289758333078444,0.046717133147528074,0.05343455974703786,0.24631742287619116,0.2324410549742069,0.0,0.03670421297226749,0.000413955687327667,0.061961456179724095,0.0,0.009310211663144899,0.01469439765424296,0.0
RPM-2005-01-11:45:1,RPM-2005-01-11,2005-01-11,2005,Rodrigo Valdés Pulido,staff_tecnico,tema_nmf_14,0.7343889738423885,tema_nmf_02,0.180777696155177,0.30336612117081313,0.0,0.180777696155177,0.0,0.0650784893041116,0.0,0.003570682616839523,0.0,0.0,0.016184158081483397,0.0,0.0,0.0,0.0,0.7343889738423885
RPM-2005-01-11:46:1,RPM-2005-01-11,2005-01-11,2005,Luis Óscar Herrera Barriga,staff_tecnico,tema_nmf_04,0.21733711800035588,tema_nmf_02,0.17894015147982562,0.8317371538579178,0.16733265130970787,0.17894015147982562,0.04683727238838158,0.21733711800035588,0.10710607601738592,0.05350216765680735,0.02134393566196783,0.05352667330270726,0.07831218164505806,0.045513158472113714,0.0,0.012422912373366783,0.006553134982638669,0.011272566709683301
RPM-2005-01-11:47:1,RPM-2005-01-11,2005-01-11,2005,Vittorio Corbo Lioi,miembro_consejo,tema_nmf_06,0.24195333479562303,tema_nmf_02,0.20435654593801325,0.7549537407176401,0.0,0.20435654593801325,0.021188669321767294,0.1395853194207907,0.027688021890103734,0.24195333479562303,0.007572224067141803,0.0003168436887995967,0.0,0.15714636430145204,0.0,0.07508643926664546,0.07575303365281534,0.0493532036568477
RPM-2005-01-11:48:1,RPM-2005-01-11,2005-01-11,2005,Jorge Desormeaux Jiménez,miembro_consejo,tema_nmf_05,0.660614391875228,tema_nmf_01,0.09413397836848746,0.49285465799189393,0.09413397836848746,0.03481943915817887,0.028078961828512654,0.04760459290206406,0.660614391875228,0.046217244516511165,0.039951001272859776,0.0018038673299277123,0.005429020561633172,0.04134750218659705,0.0,0.0,0.0,0.0
RPM-2005-01-11:49:1,RPM-2005-01-11,2005-01-11,2005,Vittorio Corbo Lioi,miembro_consejo,tema_nmf_06,0.6437551781925686,tema_nmf_05,0.26800651132125525,0.32232979671563916,0.0,0.0,0.0,0.0,0.26800651132125525,0.6437551781925686,0.0,0.0,0.0,0.0,0.08823831048617624,0.0,0.0,0.0
RPM-2005-01-11:50:1,RPM-2005-01-11,2005-01-11,2005,Manuel Marfán Lewis,miembro_consejo,tema_nmf_14,0.3452762037692357,tema_nmf_05,0.2652527603592311,0.6544918551390229,0.034999439557177985,0.040398863965480786,0.0,0.01671425356318375,0.2652527603592311,0.0018486538746297662,0.0,0.009409579737352297,0.15474531464844607,0.024467767773134332,0.004491229076381915,0.1023959336757464,0.0,0.3452762037692357
RPM-2005-01-11:51:1,RPM-2005-01-11,2005-01-11,2005,María Elena Ovalle Molina,miembro_consejo,tema_nmf_14,0.17165805512147508,tema_nmf_04,0.1674246596135984,0.8368889007379161,0.08295914255749767,0.14603424402237006,0.005496280794832943,0.1674246596135984,0.13343893166997822,0.0,0.03935883151914909,0.015870913271343982,0.12426562444839236,0.014517441354631287,0.046750386897271276,0.04939840703967888,0.0028270816897808977,0.17165805512147508
RPM-2005-01-11:52:1,RPM-2005-01-11,2005-01-11,2005,Jorge Desormeaux Jiménez,miembro_consejo,tema_nmf_05,0.236733690757644,tema_nmf_04,0.2213335413734976,0.7595859783416545,0.0691633171932809,0.06918963392787392,0.007281388600058764,0.2213335413734976,0.236733690757644,0.0,0.00752229127407048,3.0133611817405465e-05,0.10827588217220445,0.11253629425942882,0.0,0.048625957504005425,0.0,0.11930786932611814
RPM-2005-01-11:53:1,RPM-2005-01-11,2005-01-11,2005,José De Gregorio Rebeco,miembro_consejo,tema_nmf_14,0.4181296918363748,tema_nmf_05,0.22243634643307253,0.5894233122600991,0.04071974485335501,0.00938130344349817,0.0,0.005858267824751288,0.22243634643307253,0.0009295361655282593,0.1521926188843272,0.0,0.011281655706948834,0.0,0.0018918257179588152,0.1312717439427391,0.005907265191446017,0.4181296918363748
RPM-2005-01-11:54:1,RPM-2005-01-11,2005-01-11,2005,Vittorio Corbo Lioi,miembro_consejo,tema_nmf_05,0.28282697759050646,tema_nmf_09,0.23600201822011396,0.7020268299255101,0.053766456374668446,0.0663623458901693,0.0,0.14422577829097538,0.28282697759050646,0.0,0.0,0.02970415236091315,0.23600201822011396,0.005587996036474904,0.009952872271940765,0.011447915743496627,0.0028908130738675058,0.15723267414687347
RPM-2005-01-11:55:1,RPM-2005-01-11,2005-01-11,2005,Consejo del Banco Central de Chile,consejo_institucional,tema_nmf_05,0.5994265108849735,tema_nmf_07,0.20599461101957162,0.47709015096006796,0.07684981176397208,0.0,0.019728334769654757,0.0,0.5994265108849735,0.010263194346329536,0.20599461101957162,0.0,0.0,0.018366509678457946,0.0061797132639624126,0.0,0.008990883231699656,0.05420043104137846
RPM-2005-01-11:56:1,RPM-2005-01-11,2005-01-11,2005,Consejo del Banco Central de Chile,consejo_institucional,tema_nmf_05,0.7882097603450505,tema_nmf_12,0.11304906055925518,0.2998603394340804,0.004299859765156115,0.030062354495743532,0.0,0.0,0.7882097603450505,0.0,0.0,0.0072922273687506915,0.01188608510609787,0.0,0.0,0.11304906055925518,0.0,0.04520065235994619
RPM-2005-01-11:57:1,RPM-2005-01-11,2005-01-11,2005,Consejo del Banco Central de Chile,consejo_institucional,tema_nmf_09,0.208604528053632,tema_nmf_05,0.18061348908049488,0.774658314080746,0.08900609438944791,0.09042480253893964,0.036678656803227815,0.0,0.18061348908049488,0.17306494000582137,0.0,0.030991348425013724,0.208604528053632,0.0,0.006813150049342486,0.04126321049832207,0.0,0.14253978015575836
RPM-2005-02-10:58:1,RPM-2005-02-10,2005-02-10,2005,Consejo del Banco Central de Chile,consejo_institucional,tema_nmf_06,0.4409999341644061,tema_nmf_04,0.27094465815017144,0.5471032076444728,0.0034352919876405067,0.0,0.016552832059775487,0.27094465815017144,0.15236371567376658,0.4409999341644061,0.06282488866005448,0.0017438073696269055,0.0,0.0,0.04539845284551399,0.0,0.005736419089044569,0.0
RPM-2005-02-10:59:1,RPM-2005-02-10,2005-02-10,2005,Vittorio Corbo Lioi,miembro_consejo,tema_nmf_07,0.5409818048750398,tema_nmf_05,0.45901819512496017,0.2613752967837574,0.0,0.0,0.0,0.0,0.45901819512496017,0.0,0.5409818048750398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPM-2005-02-10:60:1,RPM-2005-02-10,2005-02-10,2005,Pablo García Silva,staff_tecnico,tema_nmf_01,0.27351311370636977,tema_nmf_12,0.20593950812371145,0.7298860900929545,0.27351311370636977,0.012024755803792586,0.03600998304823265,0.006286431976859525,0.16175603875862613,0.01600872200049674,0.021363449368918236,0.042611743747599684,0.17284804644437007,0.0017252030847712291,0.049913003936251775,0.20593950812371145,0.0,0.0
RPM-2005-02-10:61:1,RPM-2005-02-10,2005-02-10,2005,Pablo García Silva,staff_tecnico,tema_nmf_02,0.20750865868154333,tema_nmf_07,0.12869093907418433,0.8342065168744648,0.10982751026400206,0.20750865868154333,0.11900376449615466,0.0,0.07547643727554623,0.0,0.12869093907418433,0.10716389154490155,0.09081573042346111,0.06267036745257973,0.0,0.030244422450569075,0.06859827833705785,0.0
RPM-2005-02-10:62:1,RPM-2005-02-10,2005-02-10,2005,Pablo García Silva,staff_tecnico,tema_nmf_01,0.23788567102117167,tema_nmf_03,0.1663926268323675,0.7750488220821624,0.23788567102117167,0.09965483347613323,0.1663926268323675,0.0,0.05612258561478209,0.0,0.11765849136868807,0.09999315867081286,0.04855878468334682,0.027480475950317704,0.0008228615882995983,0.0,0.14543051079408034,0.0
RPM-2005-02-10:63:1,RPM-2005-02-10,2005-02-10,2005,Pablo García Silva,staff_tecnico,tema_nmf_08,0.1597919211427043,tema_nmf_12,0.14357401042171988,0.8714702023723757,0.031999995308008455,0.10090797225637473,0.10555190181722522,0.0,0.09330556566288485,0.0,0.06830236591631711,0.1597919211427043,0.07120103901766472,0.02818868390025944,0.0,0.14357401042171988,0.08899702202136746,0.10817952253547386
RPM-2005-02-10:64:1,RPM-2005-02-10,2005-02-10,2005,Pablo García Silva,staff_tecnico,tema_nmf_12,0.21149405351862247,tema_nmf_14,0.21020317563396204,0.7579291957480798,0.10595464040928906,0.05908443403922235,0.002510364599915896,0.0,0.1367127227592107,0.0,0.10972374122006544,0.0,0.11434889092296766,0.046876759937949077,0.0,0.21149405351862247,0.003091216958795326,0.21020317563396204
