fecha,id_original,intervencion_id,actor,cargo,topico,keywords,texto,detalle_cotejo,meeting_id,orden_habla,subindice,regex_ok,anio,largo_caracteres,largo_palabras,flag_cotejo,flag_texto_danado,tanda,senal_decision,subestrato,fase
2011-08-18,6081,RPM-2011-08-18:4252:2,Rodrigo Vergara Montes,Consejero,debate,debate,"En opinión del Consejero señor Rodrigo Vergara, lo complejo de este escenario son las nulas capacidades que los gobiernos europeos, específicamente el alemán y el francés, han demostrado políticamente para ponerse de acuerdo.",,RPM-2011-08-18,4252,2,True,2011,225,33,False,False,9,True,autoridad_señal,2011_alza
2011-05-12,5816,RPM-2011-05-12:4032:1,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,acuerdo_comunicado,acuerdo_comunicado,"El señor Claudio Soto especifica que, en el modelo, se trata de seguir el polinomio, por lo que deberá ser afinado. El señor Claudio Soto menciona que, de acuerdo con la nueva proyección, se estima que la inflación de los próximos tres meses será de 0,4% mensual, aproximadamente. Al respecto, informa que una de las correcciones importantes que se ha incorporado a los supuestos es que no habrá nuevas alzas en el precio de los cigarrillos, dado que la tabacalera ha anunciado que recién se materializarían en los próximos dieciocho meses, restando, por lo tanto, inflación a los meses de mayo y junio. Agrega que otras correcciones dicen relación con el tema del Transantiago ya comentado y la reducción en los precios de los combustibles, llevando a corregir el IPC a septiembre en aproximadamente seis décimas, esto es, desde un 4,7% a un 4,1% anual.",,RPM-2011-05-12,4032,1,True,2011,854,145,False,False,9,True,staff_señal,2011_alza
2006-01-12,718,RPM-2006-01-12:567:1,Jorge Desormeaux Jiménez,Consejero,escenario_internacional,otros,"El Consejero señor Desormeaux señala que quiere hacer una consideración al respecto. Se trata de un alcance que hizo el Ministro también el año 2000, considerando que es el único Consejero de esa época que se encuentra en el cargo. Agrega que en aquella oportunidad, efectivamente se ajustaron las tasas de interés en dos oportunidades, y después de eso la economía mostró una desaceleración y empezó a aumentar el desempleo. Indica que quiere recordar al Ministro que la causa de estas decisiones fue la caída de los mercados accionarios. Al respecto, señala que un solo mercado, el Nasdaq, perdió siete trillones de dólares, y naturalmente se interrumpió la expansión de la economía mundial, la más larga que haya conocido el mundo hasta ese momento. Indudablemente señala, lo anterior afectó a la economía chilena y eso hace que si uno analiza las decisiones previas, éstas aparezcan como inconsistentes, pero había buenas razones para proceder como se hizo.",,RPM-2006-01-12,567,1,True,2006,961,156,False,False,9,False,resto_sin_señal,2006_alza_fin
2013-04-11,7601,RPM-2013-04-11:5489:1,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,actividad_interna,actividad_interna,"El señor Claudio Soto responde que efectivamente se ha considerado que la mayor parte de la corrección a la baja en el primer trimestre responde a la paralización de los puertos y que alrededor de la mitad de la corrección se revertirá en el segundo, ya que se extendió hasta la primera semana de abril. Añade que se ha supuesto que la reactivación posterior al paro no es instantánea, razón por la que también podría tener un efecto en las estadísticas del segundo trimestre. A continuación, el señor Claudio Soto alude a un leve cambio en la composición de la actividad. Hace presente que la parte Resto se ha corregido de manera más intensa y persistente a la baja que la correspondiente a recursos naturales. Explica que el rebote de esta última en el segundo trimestre responde más bien a una reevaluación del escenario pesimista para la minería que se contempló en el IPoM, que consideraba un castigo importante de la producción en el segundo trimestre basado en algunos antecedentes parciales de producción por yacimiento. En lo concerniente a industria, anticipa que el dato del primer trimestre sería muy inferior a lo proyectado en el IPoM, porque el registro del mes de febrero fue particularmente negativo; la producción de cigarrillos, de gran relevancia en el sector, también lo habría sido en marzo; y porque se ha considerado además la revisión de la parte construcción, que afecta tanto a la demanda como a la oferta.",,RPM-2013-04-11,5489,1,True,2013,1434,244,False,False,9,True,staff_señal,2012_13_mantiene
2014-06-12,8560,RPM-2014-06-12:6277:1,Rodrigo Vergara Montes,Presidente del Banco Central,opciones_tpm,opciones_tpm,"El Presidente señor Rodrigo Vergara, antes de conceder la palabra al Gerente de la División Estudios para que presente las opciones de política monetaria consideradas para esta ocasión, señala que es la última Reunión de Política Monetaria a la que asiste el señor Miguel Ángel Nacrur Gazali en carácter de Fiscal y Ministro de Fe, atendido su próximo alejamiento del Banco. Por esta razón, le expresa en nombre propio y en representación del Consejo, su reconocimiento y agradecimiento por su extraordinaria labor durante el periodo superior a diecisiete años que ejerció dichos cargos en la Institución y, en particular, por haber desempeñado un rol relevante en la definición de la estructura de las Reuniones de Política Monetaria y, en general, en todas las políticas del Banco. Agrega que habrá oportunidades específicas para fines de su despedida institucional, pero ha querido dejar testimonio en el Acta de esta Sesión de lo expresado precedentemente.",,RPM-2014-06-12,6277,1,True,2014,960,152,False,False,9,True,autoridad_señal,2013_14_bajas
2015-03-19,9041,RPM-2015-03-19:6664:1,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,actividad_interna,actividad_interna,"El señor Miguel Fuentes comienza su presentación refiriéndose a los hechos destacados del escenario interno acontecidos desde la Reunión anterior. Hace presente que las cifras recientes sobre consumo privado confirman un ritmo lento de expansión, en un contexto de crecimiento acotado de los ingresos laborales y expectativas de mercado aún pesimistas. En segundo término, manifiesta que la inversión exhibe niveles estables y bajos en el componente de maquinarias y un crecimiento moderado en el sector construcción, que estaría impulsado por el sector fiscal. Agrega que las expectativas empresariales se mantienen pesimistas, lo que no ha contribuido a una recuperación de la inversión privada. Resalta que la evolución del mercado laboral sigue mostrando una baja tasa de desempleo gracias a la creación de empleos en el sector público y en sectores no asociados al ciclo económico, como el agrícola. Añade que los salarios siguen creciendo y que el último dato disponible, correspondiente al mes de enero, muestra cierta estabilización en niveles elevados, dando cuenta del efecto de la alta inflación pasada. Asimismo, señala que el registro de inflación del mes de febrero estuvo en línea con la proyección interna, y que efectos contrapuestos de menores precios de combustibles y depreciación del peso incrementarían marginalmente la inflación proyectada a corto plazo. Plantea que en materia de actividad, el escenario base contempla un crecimiento promedio en torno a 2,2% para la primera mitad del año y una inflación superior a 4%, la que retornaría a valores dentro del rango meta hacia el mes de septiembre próximo. Agrega que las expectativas de mercado para crecimiento e inflación son coincidentes con este escenario. A título de último hecho destacado del período en el ámbito interno, informa que el mercado ha cambiado su percepción sobre la evolución de la Tasa de Política Monetaria, TPM, y anticipa que no registrará variación en el corto plazo; y que los precios de los activos financieros incorporan un incremento hacia el tercer trimestre del año en curso. El señor Miguel Fuentes prosigue con su exposición refiriéndose a la evolución de los indicadores de actividad y demanda. Sobre el particular, expresa que el consumo privado creció menos de lo proyectado y por debajo de la masa salarial real, en un contexto de expectativas de consumidores que se mantienen en niveles pesimistas. Hace presente que este comportamiento es coherente con la hipótesis de que las familias estarían actuando con cierta cautela frente a sus decisiones de gasto, optando por ahorro precautorio.",,RPM-2015-03-19,6664,1,True,2015,2603,409,False,False,9,True,staff_señal,2015_quiebre
2011-02-17,5531,RPM-2011-02-17:3784:1,Claudio Soto Gamboa,Gerente de División Estudios (S),mercados_financieros,mercados_financieros,"El señor Claudio Soto añade que, aparte de los supuestos indicados, se ha considerado también un alza adicional en las tarifas del Transantiago, que obedece al déficit del sistema, y otra alza de $20 por la indexación del aumento de los costos. Enfatiza que dado el supuesto del tipo de cambio utilizado, no se contemplan alzas adicionales en el horizonte de corto plazo. En relación con las frutas y verduras, destaca que se ha supuesto que la sequía no tendrá un impacto relevante en sus precios. En cuanto a las tarifas eléctricas, indica que durante el año 2010 se aprobaron varios decretos de alzas de tarifas por indexación de aumentos de costos, pero Contraloría solo tomó razón de ellos recientemente y, por lo tanto, estas alzas debieran comenzar a aplicarse ahora. No obstante, ello ocurrió simultáneamente con la promulgación de un decreto de una baja significativa, de comienzos de este año, que demoró un mes en entrar en vigencia. En consecuencia, indica que el supuesto de trabajo considera que estos decretos se van a netear y habrá un traspaso a público en el mes de marzo, que generará una caída importante en las",,RPM-2011-02-17,3784,1,True,2011,1131,193,False,False,9,True,staff_señal,2011_alza
2007-11-13,2084,RPM-2007-11-13:1566:1,Manuel Marfán Lewis,Consejero,decision_tpm,decision_tpm,"El Consejero señor Manuel Marfán agradece como siempre el trabajo del staff. Señala que en el escenario externo lo más relevante desde la Reunión de Política Monetaria anterior es el deterioro de las expectativas de crecimiento mundial, especialmente en Estados Unidos de América. Menciona que ello ha llevado a una depreciación adicional del dólar frente a la mayoría de las monedas y a una caída de la curva de rendimiento en dólares. Agrega que se trata del dólar más depreciado internacionalmente desde al menos los últimos veinte años. Indica el señor Consejero que también ha sido significativa el alza no prevista en el precio internacional del petróleo, que ha bordeado los US$ 100 por barril. Menciona el señor Consejero que para las economías emergentes hay dos aspectos a destacar: primero, las economías que son financieramente más vulnerables han visto aumentar sus primas de riesgo soberano como consecuencia de un menor apetito por riesgo. Señala que Chile no ha sido afectado por este fenómeno, a juzgar por la valoración de los FDS; y, en segundo lugar, el aumento de precios internacionales de los alimentos ha impactado con mayor fuerza relativa a la inflación de las economías donde éstos tienen una mayor ponderación en las canastas respectivas. Se trata en general de las economías menos desarrolladas y Chile es un caso más al respecto, además del impacto de un año climático anormal en el país. En el escenario interno, menciona el Consejero Marfán que lo más llamativo a su juicio es la caída en torno al 2,5% del ingreso real disponible privado entre el segundo y tercer trimestre desestacionalizado, indica que se trata de un shock inesperado, que de mantenerse afectará la evolución de la demanda interna. Agrega que es aún prematuro evaluar si la desaceleración de la actividad de septiembre es un fenómeno puntual ligado a los días trabajados, o si hay un cambio de tendencia. Comenta el señor Consejero que el tipo de cambio ha mostrado vaivenes mayores a los habituales en el último mes, pero su nivel actual es similar en lo grueso al de hace un mes. Agrega que los salarios nominales en tanto se han acelerado dentro del rango que cabría esperar dada la elevada inflación de los últimos meses, es decir, no hay evidencia que los efectos de segunda vuelta sobre los salarios sean diferentes al rezago histórico respecto de la inflación. Menciona que, al igual que en la Reunión de Política Monetaria anterior, es preciso advertir que esos efectos de segunda vuelta serán superiores a los históricos, si la negociación en el sector público considerara la inflación pasada en vez de la futura. Señala que las expectativas de inflación en tanto, consideran que la mayor inflación actual es transitoria y que volverá en torno al 3% anual antes de dos años. En este respecto, sin embargo, comenta que existe un riesgo que también debe considerarse y es que la inflación anual se va a mantener elevada por algún tiempo mayor al que espera el sector privado y en niveles más altos. Dada la corrección de expectativas que suele hacer el sector privado con cada nueva información, no puede descartarse que exista algún riesgo de desanclaje más adelante, indica que el próximo IPoM deberá tratar con cuidado esta posibilidad, ya que se trata de un evento que aún no ocurre, pero que habrá que monitorear con cautela. Finalmente, el Consejero Marfán concluye que, con esos antecedentes, su voto es por mantener la Tasa de Política Monetaria en su nivel actual. Agrega que hay argumentos para elevar dicha tasa hoy día, como manifiesta bien la Minuta de Opciones, pero a su juicio esto se compensa con la evidencia que apunta hacia una mayor brecha de productos.",,RPM-2007-11-13,1566,1,True,2007,3683,619,False,False,9,True,autoridad_señal,2007_mixto
2013-04-11,7614,RPM-2013-04-11:5499:1,Luis Óscar Herrera Barriga,Gerente de División Estudios,escenario_internacional,escenario_internacional,"El señor Luis Óscar Herrera inicia su intervención refiriéndose a los principales desarrollos acontecidos desde la última Reunión de Política Monetaria. En lo concerniente al escenario internacional, señala que en la Eurozona continuaron las tensiones ligadas al rescate de Chipre, pero que las condiciones financieras internacionales no presentaron cambios de relevancia. Agrega que los indicadores de empleo de Estados Unidos de América fueron más débiles de lo esperado en el mes de marzo; que el Banco de Japón dio a conocer los detalles de su programa de expansión monetaria que sorprendió por su magnitud, lo que contribuyó a la depreciación del yen; y que los precios internacionales de materias primas, incluido el cobre, mostraron un retroceso en el último mes. En lo atinente al plano local, consigna que la actividad económica creció en un rango menor a lo esperado por el mercado en el mes de febrero, mientras que la inflación se situó levemente por sobre lo anticipado, pero en todo caso, bajo la expectativa indicada en el IPoM de marzo. En materia de inflación, comenta que las expectativas de corto y mediano plazo se ajustaron a la baja, aunque se mantienen en torno a la meta de 3% anual. Añade que el peso se apreció respecto del dólar estadounidense y también en términos multilaterales; y, por último, expresa que las encuestas y los precios financieros continúan señalando la expectativa de que se va a mantener la TPM en el corto plazo, que conjuntamente se moderaron las expectativas de incremento de dicha Tasa a mediano plazo, y que para esta Reunión se anticipa que se mantendrá la TPM.",,RPM-2013-04-11,5499,1,True,2013,1614,268,False,False,9,True,staff_señal,2012_13_mantiene
2009-03-12,3303,RPM-2009-03-12:2388:1,José De Gregorio Rebeco,Presidente del Banco Central,escenario_internacional,escenario_internacional,El Presidente señor José De Gregorio consulta si acaso el año 2009 se observan caídas como las que estaban proyectando.,,RPM-2009-03-12,2388,1,True,2009,119,20,False,False,9,False,resto_sin_señal,2009_bajas
2011-09-15,6168,RPM-2011-09-15:4319:1,Manuel Marfán Lewis,Vicepresidente del Banco Central,inflacion,mercados_financieros,"El Vicepresidente señor Manuel Marfán expresa que, en su opinión, las dudas planteadas por el Consejero señor Enrique Marshall son bastante generalizadas. En ese sentido, indica que la inflación puede ser ahora más alta que lo anticipado y que ello llevaría a pensar que la política monetaria debería ajustarse, pero también podría ocurrir que si Chile se ve afectado por la crisis, habría que bajar la tasa. A su juicio, la conclusión es que el abanico de escenarios está muy abierto en todo el mundo. Manifiesta que le extraña la fuerza del consumo más que otras materias, porque un alto porcentaje de los proyectos de inversión son de largo plazo y porque el esfuerzo de reconstrucción del año pasado no fue de la magnitud esperada.",,RPM-2011-09-15,4319,1,True,2011,735,125,False,False,9,True,autoridad_señal,2011_alza
2011-06-14,5929,RPM-2011-06-14:4118:1,Consejo del Banco Central de Chile,Consejo,acuerdo_comunicado,acuerdo_comunicado,"En virtud de lo anterior, el Consejo adoptó el siguiente Acuerdo: 171-01-110614 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó aumentar la tasa de interés de política monetaria en 25 puntos base, hasta 5,25% anual. Comunicado “En su reunión mensual de política monetaria, acordó aumentar la tasa de interés de política monetaria en 25 puntos base, hasta 5,25% anual. En el ámbito externo, se observa una reducción en el ritmo de crecimiento de las economías desarrolladas. La preocupación respecto del riesgo financiero en Europa se ha acentuado. Se observa un aumento en las primas de riesgo de diversos activos. A nivel global, los registros de inflación han continuado aumentando, pero otros indicadores señalan una moderación de las expectativas inflacionarias. Las expectativas respecto de la normalización de las tasas de interés en las economías avanzadas se han aplazado. Por otra parte, varias economías emergentes han continuado reduciendo su impulso monetario. Los precios de materias primas se mantienen en niveles elevados. En el plano interno, las cifras de actividad, demanda y del mercado laboral dan cuenta del dinamismo de la economía. Los registros anuales de inflación del IPC se han mantenido en torno a 3% y los de inflación subyacente permanecen acotados. Las expectativas inflacionarias privadas muestran un descenso, aunque algunas de ellas se mantienen por sobre la meta. El Consejo estima que, en el escenario más probable, serán necesarios aumentos adicionales en la tasa de política monetaria, cuya oportunidad dependerá de la evolución de las condiciones macroeconómicas internas y externas. Con ello, seguirá usando sus políticas con flexibilidad para que la inflación proyectada se ubique en 3% en el horizonte de política.”",,RPM-2011-06-14,4118,1,True,2011,1828,283,False,False,9,True,autoridad_señal,2011_alza
