fecha,id_original,intervencion_id,actor,cargo,topico,keywords,texto,detalle_cotejo,meeting_id,orden_habla,subindice,regex_ok,anio,largo_caracteres,largo_palabras,flag_cotejo,flag_texto_danado,tanda,fase
2006-06-15,976,RPM-2006-06-15:721:1,Manuel Marfán Lewis,Consejero,otros,otros,"El Consejero señor Marfán, sugiere que durante algún tiempo se deberían
trabajar separadamente las dos muestras. Por otra parte, le parece que la tasa de variación en
el empleo va a quedar distorsionada durante veinticuatro meses porque se va a tener un
denominador afectado todavía durante todo el año 2007.",,RPM-2006-06-15,721,1,True,2006,308,50,False,False,5,2006_alza_fin
2006-12-14,1343,RPM-2006-12-14:1014:3,Andrés Velasco Brañes,Ministro de Hacienda,acuerdo_comunicado,acuerdo_comunicado,"El señor Ministro de Hacienda don Andrés Velasco, señala que comparte la posición del Gerente de División Estudios don Rodrigo Valdés en el siguiente sentido. Solicita que supongamos que lo que tenemos es una regla de reacción monetaria en la cual hay ciertas cosas que importan. Al efecto, da un ejemplo hipotético que consiste en suponer que importa la brecha entre potencial y demanda y suponer que la demanda depende de la riqueza y que la riqueza depende de lo que pase con el movimiento de las tasas porque tienen efecto riqueza. En ese caso, es totalmente correcto preguntarse qué pasa con la magnitud de esta sorpresa, porque la sorpresa incide en la riqueza, la riqueza incide en la demanda, la demanda incide en la brecha y la brecha incide en la inflación. Si ese es el mecanismo, señala compartirlo plenamente.",,RPM-2006-12-14,1014,3,True,2006,822,141,False,False,5,2006_alza_fin
2006-09-07,1129,RPM-2006-09-07:838:1,Sergio Lehmann Beresi,Gerente de Análisis Internacional,mercados_financieros,otros,"El señor Lehmann responde al señor Consejero que no tiene conocimiento de
alguna discusión al respecto, pero la percepción que existe es que ella estaría en torno a 5% y
que para el próximo año los mercados están proyectando un recorte de 25 puntos base, lo que
llevaría a dicha tasa a una cifra algo inferior a dicho porcentaje que uno podría estimar que
sería la tasa neutral en esa economía.",,RPM-2006-09-07,838,1,True,2006,394,71,False,False,5,2006_alza_fin
2006-02-09,737,RPM-2006-02-09:581:2,Pablo García Silva,Gerente de Análisis Macroeconómico,escenario_internacional,escenario_internacional,"Señala el señor Pablo García, que por el lado de los commodities, el precio del cobre ha continuado sorprendiendo puesto que tuvo un incremento bastante fuerte en la última semana, aunque se revirtió el alza en el margen en los últimos días, volviendo a subir nuevamente, como ha sido la constante en los últimos meses. Teniendo en cuenta la información existente este mes, ella motiva una revisión al alza para el año 2006.",,RPM-2006-02-09,581,2,True,2006,424,73,False,False,5,2006_alza_fin
2006-12-14,1286,RPM-2006-12-14:989:1,Vittorio Corbo Lioi,Presidente del Banco Central,debate,debate,"el señor Presidente fija la fecha de la Sesión de Política Monetaria del mes de junio de 2007, para el día 14 de ese mes.",,RPM-2006-12-14,989,1,True,2006,121,25,False,False,5,2006_alza_fin
2006-07-13,1021,RPM-2006-07-13:752:1,Enrique Marshall Rivera,Consejero,mercados_financieros,mercados_financieros,"El Consejero señor Enrique Marshall hace una observación, en cuanto al trato dado a Chile por los mercados financieros. Indica el señor Consejero, que el bono de Chile se ha mantenido permanentemente, por debajo en materia de spread, del rendimiento exigido a los Bonos Clase A en los Estados Unidos de América. A continuación,",,RPM-2006-07-13,752,1,True,2006,327,54,False,False,5,2006_alza_fin
2006-08-10,1109,RPM-2006-08-10:818:1,Vittorio Corbo Lioi,Presidente del Banco Central,opciones_tpm,debate,"El Presidente señor Vittorio Corbo, ofrece la palabra a los asistentes para
comentarios.",,RPM-2006-08-10,818,1,True,2006,88,13,False,False,5,2006_alza_fin
2006-08-10,1097,RPM-2006-08-10:807:1,Vittorio Corbo Lioi,Presidente del Banco Central,otros,otros,"A continuación, el Presidente señor Corbo ofrece la palabra al Gerente de
Análisis Macroeconómico, don Igal Magendzo Weinberger, a fin de que presente la exposición
sobre la parte nacional.",,RPM-2006-08-10,807,1,True,2006,189,29,False,False,5,2006_alza_fin
2006-07-13,1066,RPM-2006-07-13:779:1,Jorge Desormeaux Jiménez,Consejero,acuerdo_comunicado,acuerdo_comunicado,"El Consejero señor Jorge Desormeaux agradece también el trabajo preparado por el staff y señala que la información relevante para la decisión de hoy incluye cambios, tanto en los escenarios externos como internos. En el plano externo, la alta volatilidad del mes de junio ha dado lugar a un cuadro de mayor estabilidad, con un crecimiento mundial que permanece pujante y condiciones financieras, que pese a experimentar un deterioro, siguen En el plazo interno, el episodio de alta volatilidad de la economía mundial se tradujo en una leve corrección del spread soberano e índices accionarios y una depreciación de alrededor de 3% del tipo de cambio real en relación a mayo. Sin embargo, la expansividad de las condiciones financieras, que habían mostrado una tendencia decreciente en la Reunión de Política Monetaria anterior, tendió a estabilizarse. En el sector real es donde se observan los cambios más significativos. Por una parte, la actividad del mes de mayo ha terminado por confirmar la hipótesis que la desaceleración de abril fue esencialmente transitoria y, por otra parte, los indicadores parciales de actividad y demanda del tercer trimestre muestran un dinamismo inferior al previsto, ello al parecer asociado a un menor dinamismo de la inversión, la que coincide con una importante corrección a la baja en las expectativas de consumidores y empresarios. En tanto, el consumo, la acumulación de inventarios y las exportaciones siguen en línea con el escenario central del IPoM de mayo. Por último, indica el señor Desormeaux que los diferentes indicadores de inflación se muestran dentro de lo esperado, pero el reciente aumento en el precio del petróleo lleva a proyectar una inflación del IPC que superará levemente el 4% en diciembre. Señala que estos antecedentes son coherentes con la mantención de la estrategia de normalización pausada de la tasa de política monetaria, que en el IPoM de mayo consultaba dos a tres ajustes adicionales de 25 puntos base en lo que resta del año, con holguras decrecientes de capacidad, un mayor impulso fiscal el año 2007 y condiciones financieras que siguen siendo expansivas. Indica el señor Consejero que le parece natural que después de dos pausas sucesivas en la tasa de política monetaria corresponda un nuevo ajuste de modo de validar esa estrategia. Ello se ve reforzado por el impacto que tendrá el alza del precio del petróleo y la depreciación del peso que llevará en los próximos meses a un escenario de inflación más elevado que el proyectado en el IPoM de mayo. El contrapunto aquí, como se ha mencionado repetidamente, es la evolución prevista de la actividad y en particular de la inversión en el tercer trimestre, lo que podría apuntar a una situación de brechas más holgadas de lo previsto. Sin embargo, lo último es sólo una hipótesis avalada por pocos datos efectivos, de modo que al igual que la reunión anterior, estos nuevos antecedentes deberán ser evaluados en la medida que se vayan confirmando y de tener un impacto, éste debiera reflejarse en los movimientos futuros de la tasa de política monetaria, lo que debe quedar debidamente reflejado en el comunicado. Indica el señor Desormeaux, que además hay una poderosa razón táctica para elevar la tasa de política monetaria en la reunión de hoy. El mercado espera, como se ha dicho mayoritariamente, un alza de 25 puntos base después de dos pausas consecutivas. La mantención de la tasa de política monetaria podría ser interpretada como una validación de las expectativas más pesimistas sobre la evolución futura de la economía, algo que piensa resulta difícil de contrarrestar en el comunicado que emitirá el Banco Central. En consecuencia, vota por un alza de 25 puntos base en la tasa de política monetaria, y solicita que en el comunicado se refleje una evaluación acerca de la trayectoria futura del sector real y de la inflación que surge a partir de los antecedentes discutidos en la Reunión de Política Monetaria de hoy.",,RPM-2006-07-13,779,1,True,2006,3960,652,False,False,5,2006_alza_fin
2006-04-13,880,RPM-2006-04-13:650:1,Vittorio Corbo Lioi,Presidente del Banco Central,decision_tpm,decision_tpm,"El Presidente señor Vittorio Corbo, ofrece la palabra a los señores Consejeros para proceder a la votación.",,RPM-2006-04-13,650,1,True,2006,107,17,False,False,5,2006_alza_fin
2005-12-13,622,RPM-2005-12-13:507:1,Esteban Jadresic Marinovic,Gerente de División Internacional,escenario_internacional,escenario_internacional,"El Gerente de División Internacional, señor Esteban Jadresic, hace presente si es posible que el señor Gerente de Análisis Internacional se refiera también sobre el riesgo en el consumo americano, en relación con la situación de los precios del sector inmobiliario.",,RPM-2005-12-13,507,1,True,2005,265,41,False,False,5,2006_alza_fin
2005-09-08,493,RPM-2005-09-08:391:1,Vittorio Corbo Lioi,Presidente del Banco Central,opciones_tpm,apertura_cierre,El Presidente ofrece la palabra para los comentarios de los participantes.,,RPM-2005-09-08,391,1,True,2005,74,11,False,False,5,2006_alza_fin
2005-12-13,651,RPM-2005-12-13:516:8,Vittorio Corbo Lioi,Presidente del Banco Central,acuerdo_comunicado,acuerdo_comunicado,"El Presidente señor Corbo indica, que este tema se continuará investigando.",,RPM-2005-12-13,516,8,True,2005,75,11,False,False,5,2006_alza_fin
2005-08-11,439,RPM-2005-08-11:338:1,Manuel Marfán Lewis,Consejero,actividad_interna,otros,"El Consejero señor Marfán, con respecto del nivel de los inventarios, consulta si con esa tasa estarían creciendo a nivel del PIB, por debajo o por sobre éste ya que estima que si se tiene un período de exceso de acumulación de inventario y después continúa alto pero no tanto, los inventarios se siguen acumulando.",,RPM-2005-08-11,338,1,True,2005,315,55,False,False,5,2006_alza_fin
2006-07-13,1062,RPM-2006-07-13:775:1,Andrés Velasco Brañes,Ministro de Hacienda,acuerdo_comunicado,acuerdo_comunicado,"El Ministro de Hacienda señor Andrés Velasco, manifiesta que antes de entrar al asunto que convoca a esta Reunión de Política Monetaria quiere responder la duda planteada por el Gerente de Mercados Financieros Nacionales don Beltrán de Ramón. Sobre el particular, plantea que si un prepago no es más que un cambio financiero que no incide en el gasto del sector público consolidado, difícilmente puede ser expansivo; menciona que si se toma, por ejemplo, al Banco Central como parte del sector público cancelando una deuda al interior del sector público, el moramiento neto del sector público consolidado no cambia, por lo tanto, el gasto tampoco. Difícilmente entonces la transacción puede tener un efecto expansivo. Señala que esto es un problema de contabilidad básica. Hace presente el señor Ministro que él mencionó que el gasto no cambia, pero dado el mecanismo puramente contable de la regla del superávit, eso implica que la definición de ingresos estructurales es menor y por lo tanto los gastos permisibles son menores, y ese prepago puede incluso ser contractivo. Agrega el señor Ministro, que si no fue claro en la reunión de la mañana, espera que ahora lo haya sido. Manifiesta el señor Ministro de Hacienda, que en relación al asunto que convoca a este reunión quiere partir mencionando el hecho que planteó en la reunión de la mañana, sosteniendo que él ve que hay mayor información desde la última vez que se reunieron. Le gustaría resumir sencillamente, diciendo que la proyección del Banco Central que tenía un Agrega el señor Ministro de Hacienda, resumiendo la lectura de los datos, que la información reciente sugiere que este proceso de normalización monetaria, podría ser, a su juicio, más corto o más lento dada la real información acerca del curso de la actividad. Señala, además que para enfrentar este desafío, hay que tener la suerte, entre comillas, de que el Banco Central tenga los instrumentos. Por lo tanto, indica el señor Velasco que resaltarían, de las alternativas planteadas por el Gerente de División Estudios y su equipo, dos hechos. En primer lugar, destaca que, de mantenerse la tasa de política monetaria hay un desafío comunicacional que consiste en que la explicación que justifique aquella mantención, que sería la tercera pausa consecutiva, no desestabilice las expectativas creando un clima negativo. Obviamente, hay que entregar información porque ésta sería la base de aquella decisión, pero el cómo y el cuándo serían especialmente delicados. Finalmente, el señor Ministro de Hacienda menciona que si la decisión fuese la de incrementar la tasa de política monetaria, cree que demuestra un desafío comunicacional que es aún más importante, porque dada una decisión que él interpretaría como táctica si se va a hacer, habría que hacerla ya. Asimismo, menciona que habría que entregar señales muy claras acerca de lo que viene después y su sugerencia o su postura al respecto sería que, de tomarse esta segunda opción, lo que se comunique respecto a lo que viene debe ser especialmente claro en el sentido de comunicar que nos encontramos notablemente más cerca del fin de este proceso de normalización. O sea, esta decisión de política tendría que ir acompañada de un comunicado especialmente dovish, de modo de comunicar que hay información nueva, y esta información nueva si bien no se vio reflejada en el alza de la tasa, fue reflejada en la información que el Banco Central le entregará al mercado.",,RPM-2006-07-13,775,1,True,2006,3452,565,False,False,5,2006_alza_fin
2006-06-15,965,RPM-2006-06-15:711:1,Vittorio Corbo Lioi,Presidente del Banco Central,inflacion,inflacion,"El Presidente señor Vittorio Corbo, consulta la razón por la cual el comercio cae
tan fuertemente, ya que es más transable. Asimismo, señala que en el caso de la industria le explicaban que se podía deber al tipo de cambio, pero en el caso del comercio cree que ya no
puede ser debido a lo mismo.",,RPM-2006-06-15,711,1,True,2006,296,56,False,False,5,2006_alza_fin
