fecha,id_original,intervencion_id,actor,cargo,topico,keywords,texto,detalle_cotejo,meeting_id,orden_habla,subindice,regex_ok,anio,largo_caracteres,largo_palabras,flag_cotejo,flag_texto_danado,tanda,pool,fase
2007-08-09,1853,RPM-2007-08-09:1402:1,Consejo del Banco Central de Chile,Consejo,acuerdo_comunicado,acuerdo_comunicado,"En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 111-01-070809 - Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile por unanimidad acordó aumentar la tasa de interés de política monetaria en 25 puntos base a 5,5% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó aumentar la tasa de interés de política monetaria en 25 puntos base a 5,5% anual. Esta decisión es necesaria para que la inflación proyectada en torno a dos años se ubique en 3%. Si bien el escenario externo relevante para la economía chilena continúa positivo y la actividad económica mundial sigue dinámica, se ha observado un aumento de premios por riesgo, mayor volatilidad en los mercados financieros internacionales y condiciones crediticias algo más restrictivas. Los precios del cobre y del petróleo se mantienen altos y el de la gasolina ha disminuido levemente. Los precios de varios productos alimenticios siguen elevados. Más allá del desempeño de algunos sectores específicos, la información disponible sobre actividad confirma un importante dinamismo en el segundo trimestre, por encima de proyecciones previas y de su tendencia. La demanda interna habría crecido por sobre lo previsto, el empleo asalariado continúa aumentando y las condiciones financieras internas son aún favorables. La inflación del IPC se ha elevado hasta casi 4%, muy por encima de lo proyectado en el Informe de Política Monetaria de mayo. Se ha profundizado el aumento de los precios de algunos alimentos no perecibles y de los combustibles, a lo que se han sumado alzas inusuales en los precios de varios productos perecibles, las que debieran ser en gran medida transitorias. El mayor precio de los alimentos no perecibles también ha incrementado la inflación subyacente IPCX1 (que excluye combustibles, perecibles y algunos servicios regulados). Las medidas alternativas de la tendencia inflacionaria se ubican algo por sobre 3%, mientras que los costos laborales siguen contenidos. En este cuadro de mayor inflación por varios shocks de oferta, las expectativas de inflación de corto plazo han aumentado significativamente, aunque las de largo plazo permanecen en torno a 3%. El Consejo estima que, en el escenario más probable, será necesario continuar aumentando la TPM en los próximos meses para que la inflación proyectada en el horizonte de política se mantenga en 3%. Como siempre, la evolución de la TPM dependerá de la nueva información que se acumule y de sus implicancias sobre la inflación proyectada. En particular, un cuadro de fuertes shocks de precios específicos requiere especial seguimiento tanto a la eventual propagación a otros precios, como a las expectativas de inflación de mediano y largo plazo.”",,RPM-2007-08-09,1402,1,True,2007,2813,443,False,False,9,A_consejo,2007_mixto
2007-12-13,2140,RPM-2007-12-13:1596:2,Igal Magendzo Weinberger,Gerente de División Estudios (S),actividad_interna,actividad_interna,"El Gerente señor Magendzo indica que determinar la velocidad de la demanda interna, se observa hacia atrás que presenta una volatilidad extrema, lo que significa que los métodos no están haciendo un buen trabajo, limpiando los componentes de días estacionales. Agrega que el consumo pasa a una velocidad, que es algo más estable y más lógica de lo que se supone, a una velocidad de 10% el primer trimestre de 2007; 7,5% el segundo; 6,7% el tercero; 5% el cuarto, y 5% también el primer trimestre del 2008. Comenta también el señor Magendzo que respecto a la formación bruta de capital, ésta tiene una aceleración muy importante en el cuarto trimestre después de una desaceleración muy fuerte y parte de esto se observa en los registros de octubre y noviembre, respecto a importaciones de capital, indica que se tiene información de indicadores coincidentes de edificación también al alza, por lo tanto se espera para el cuarto trimestre una inversión bastante dinámica. Por otra parte, señala que la demanda interna pasa de una velocidad de menos 2,6% el primer trimestre del 2007; 21,8% el segundo trimestre; 5,3% el tercero; 13,6% el cuarto y menos 0,5% el primer trimestre de 2008, es decir bastante volátil, lo que confirma que el método no efectúa una buena predicción y existe un componente muy irregular que ensucia el método y eso se está dado más que nada por la volatilidad en las existencias.",,RPM-2007-12-13,1596,2,True,2007,1403,238,False,False,9,B_opciones,2007_mixto
2007-08-09,1810,RPM-2007-08-09:1367:2,José De Gregorio Rebeco,Vicepresidente del Banco Central,mercado_laboral,mercado_laboral,"En relación a empleo, el Vicepresidente señor José De Gregorio pregunta si en una perspectiva mensual respecto de dos años atrás, observando una tasa de desempleo baja, se debió haber pensado en la posibilidad de una baja de un punto a lo menos con respecto de la tasa neutral. Estima que esto es un aspecto que requiere algo más de atención para entender lo que sucede, por las implicancias que podría tener en lo que se está midiendo como brecha y su impacto en la política monetaria.",,RPM-2007-08-09,1367,2,True,2007,486,87,False,False,9,A_consejo,2007_mixto
2007-02-08,1415,RPM-2007-02-08:1066:1,Vittorio Corbo Lioi,Presidente del Banco Central,escenario_internacional,escenario_internacional,"El Presidente señor Corbo menciona que el único comentario que haría es que el tema del petróleo todavía no está muy claro, porque durante la semana hubo muchas noticias que indicaban que el petróleo tendría un alza y sin embargo no alcanzó los 60 dólares, pues hasta Arabia Saudita, que señaló que iba a cumplir con la restricción de la OPEP, la está cumpliendo. Estima que respecto al tema del petróleo cabría esperar un tiempo más, porque si con la restricción no alcanzó a 60 dólares y con el clima tremendamente duro del hemisferio norte tampoco pudo llegar a esa cifra y tuvo una baja nuevamente, a lo mejor hay otros factores importantes que están influyendo en el precio.",,RPM-2007-02-08,1066,1,True,2007,679,119,False,False,9,A_consejo,2007_mixto
2007-01-11,1404,RPM-2007-01-11:1058:1,Consejo del Banco Central de Chile,Consejo,acuerdo_comunicado,apertura_cierre,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17.15 horas.,,RPM-2007-01-11,1058,1,True,2007,83,15,False,False,9,A_consejo,2007_mixto
2007-02-08,1450,RPM-2007-02-08:1090:4,Rodrigo Valdés Pulido,Gerente de División Estudios,opciones_tpm,opciones_tpm,"El señor Gerente de División mencionado informa lo siguiente: En la reunión de política monetaria de enero, el Consejo decidió reducir la tasa de interés de política monetaria en 25 puntos base a 5% anual, luego de seis meses de mantenerla en 5.25%. La decisión se justificó a partir del escenario de baja inflación que se proyectaba para los próximos trimestres. Se consideró que, si bien la actividad interna había recobrado cierto dinamismo, había más holguras por el menor crecimiento del año pasado. Asimismo, las medidas de inflación total y subyacente se ubicaban considerablemente por debajo de las proyecciones previas, influidas por la caída del precio del petróleo, mayores brechas de actividad y reducidas presiones de costo. Señala el Gerente de División Estudios que, desde la última reunión, las principales novedades apuntan a mayores riesgos de que la inflación se ubique por encima de lo contemplado en el escenario base. • En el lado externo, el escenario continúa favorable. Un aterrizaje suave en Estados Unidos de América cobra más probabilidad, llevando a un nuevo ajuste en las expectativas de recortes de la tasa de interés este año hacia sólo uno eventual y dilatado en el tiempo. La Zona Euro muestra un dinamismo algo mayor que lo esperado. El precio del cobre ha oscilado alrededor de algo menos de US$ 2,5 por libra en los últimos días, mientras el precio del petróleo ha aumentado durante las últimas semanas, debido en parte a factores climáticos. • Internamente, las tasas de interés tuvieron ajustes importantes luego del recorte de tasas, de la publicación del IPoM y de los registros mensuales recientes del IPC e Imacec. Pero en las últimas semanas las expectativas para la tasa de política monetaria pasaron desde recortes adicionales a una mantención prolongada. Con vaivenes importantes durante el mes, la curva nominal se redujo para todos los plazos, aunque la reducción fue más marcada en su parte corta. En los últimos días, la curva indexada tiene una estructura similar a la de hace un mes. El crédito y el dinero se siguen expandiendo a tasas elevadas. • El tipo de cambio nominal tuvo una leve depreciación desde la Reunión de Política Monetaria anterior, en términos tanto bilaterales como multilaterales. El tipo de cambio real (base 1986 = 100) se ubica cerca de 95. • El escenario de actividad se mantiene dentro de lo esperado y se corrige levemente a la baja el crecimiento de la demanda interna en 07Q1 dado menores importaciones. • La variación del IPC total estuvo en línea con lo proyectado, aunque con una composición distinta. Las medidas de inflación subyacente aumentaron, en particular el IPCX1 que sorprendió al alza en 0,24 punto porcentual respecto de lo esperado. Las noticias de IPCX1 se concentraron en algunos ítems específicos, que se supone por ahora tienen un efecto permanente sobre el nivel del IPCX1, pero no así sobre su velocidad de expansión. • El mercado laboral nacional continúa estrecho según la encuesta del INE, información corroborada por datos de la Universidad de Chile para el Gran Santiago. Los costos de la mano de obra total a diciembre muestran velocidades contenidas y estables, aunque el IREM crece algo más rápido, con una aceleración en diciembre. Los CLU se ven afectados a la baja por la velocidad del PIB en el cuarto trimestre de 2006. • Los indicadores de expectativas de inflación de corto plazo tuvieron un ajuste a la baja durante el mes. Dependiendo del indicador, las de mediano (hasta 2 años) y largo plazo se ubican en 3% o levemente bajo esa cifra. Menciona el señor Valdés que con los antecedentes disponibles, las opciones más plausibles para esta reunión son disminuir la tasa de política monetaria en 25 puntos base, o mantenerla en su nivel actual. Señala el Gerente de División Estudios señor Valdés, que el principal argumento para disminuir la tasa de política monetaria hoy es el escenario central de proyecciones considerado en el último Informe. Ese escenario incluye como elemento central una inflación reducida y una brecha positiva de actividad en los próximos trimestres. Indica que en particular, la inflación se ubica en torno a 2% por varios meses a partir del segundo trimestre de 2007. Una menor tasa de política monetaria permite adelantar el cierre de brechas de inflación y actividad a través de (i) contrarrestar el efecto de la menor inflación sobre el impulso monetario nominal y (ii) elevar marginalmente el impulso monetario real. Por lo tanto, se puede justificar disminuir la tasa de política monetaria hoy como el paso natural luego del recorte de la reunión anterior. Señala el Gerente de División Estudios, señor Valdés que además, un cambio de trayectoria en la secuencia de la tasa de política monetaria que incluye solamente un recorte de 25 puntos base puede parecer, al menos ex ante, un movimiento excesivamente acotado. De hecho, y a pesar de que la comunicación del Banco no entregó un sesgo particular respecto de movimientos futuros de la tasa de política monetaria, las expectativas implícitas en los precios financieros y las encuestas a mesas los días previos a la divulgación del IPC e Imacec daban una probabilidad a un recorte adicional, aunque se diluyó después. Por otro lado, se puede justificar mantener la tasa de política monetaria en esta reunión porque las novedades acumuladas desde la última reunión mayoritariamente apuntan a riesgos al alza para la inflación y validan algunos de los argumentos que se consideraron en la última reunión a favor de postergar una rebaja de la tasa de política monetaria, aún si se estima que el escenario central no se debe modificar. Menciona el señor Valdés que en efecto, en el último mes la inflación subyacente se ubicó por encima de lo proyectado y las medidas de tendencia inflacionaria mostraron un nuevo incremento. Si bien son lecturas de un sólo mes, ambos elementos apuntan que podrían haber presiones mayores que las consideradas en el escenario base. Agrega el señor Valdés que a esto se suman los antecedentes del mercado laboral, que muestran en las cifras del INE una tasa de desempleo que sigue baja, en las cifras de la Universidad de Chile una caída fuerte del desempleo en el Gran Santiago durante el último año, y en las cifras de crecimiento de salarios, algunos signos de aumento en el margen, en especial en el indicador de remuneraciones (más que el de costo de la mano de obra). Agrega el señor Valdés que por su parte — aunque tal vez con menor intensidad que el mes pasado, por ya no constituir una reversión del signo de los cambios en la tasa de política monetaria—, continúa siendo válido el argumento de esperar para recabar más información que permita evaluar la validez del escenario base. En particular, pese a que han disminuido algo, las expectativas de inflación de los analistas para fines de este año siguen por encima de las del escenario central. Asimismo, la mayor expectativa de inflación del sector privado, respecto de la proyectada en el escenario central, hace que no sea necesario un recorte de la tasa de política monetaria orientada a mantener el impulso monetario real. De hecho, la curva de rendimiento indexada se ha mantenido — e incluso disminuido— en lo más reciente. Señala el Gerente de División Estudios señor Rodrigo Valdés, que por último cabe señalar que, conocidas las cifras de enero, las expectativas de mantención para esta reunión son prácticamente unánimes. Considerando la volatilidad que mostraron las tasas de interés luego de la decisión anterior y lo complejo que ha resultado que los analistas asimilen la racionalidad del último recorte, se puede argumentar a favor de preparar más al mercado antes de un eventual nuevo cambio. Finalmente, agrega que con todo y dadas las implicancias de las noticias del mes, parecería más adecuado mantener el sesgo neutral.",,RPM-2007-02-08,1090,4,True,2007,7838,1302,False,False,10,B_opciones,2007_mixto
2007-10-11,1999,RPM-2007-10-11:1508:3,Vittorio Corbo Lioi,Presidente del Banco Central,acuerdo_comunicado,acuerdo_comunicado,"A continuación, el Presidente don Vittorio Corbo, solicita al Gerente de División Estudios que presente las Opciones de Política Monetaria.",,RPM-2007-10-11,1508,3,True,2007,139,20,False,False,10,A_consejo,2007_mixto
2007-05-10,1649,RPM-2007-05-10:1251:3,Vittorio Corbo Lioi,Presidente del Banco Central,acuerdo_comunicado,acuerdo_comunicado,"A continuación, el Presidente don Vittorio Corbo, solicita al Gerente de División Estudios don Rodrigo Valdés, que presente las Opciones de Política Monetaria.",,RPM-2007-05-10,1251,3,True,2007,159,23,False,False,10,A_consejo,2007_mixto
2007-05-10,1641,RPM-2007-05-10:1246:1,José De Gregorio Rebeco,Vicepresidente del Banco Central,acuerdo_comunicado,acuerdo_comunicado,"El Vicepresidente señor José De Gregorio indica que está de acuerdo con el Consejero señor Manuel Marfán. No obstante, señala que para él es muy fuerte lo que muestra el gráfico de Latinoamérica y en especial lo que sucede en Perú y Colombia. Menciona también que eso constituye para él uno de los aspectos más significativos de la coyuntura internacional respecto a lo que está pasando, y destaca que países que tienen shocks de términos de intercambio muy inferiores al nuestro se fortalecen. Piensa que está bien poner una columna con un índice, pero él está resaltando las cosas que le parecen sustanciales, más allá de los índices bilaterales.",,RPM-2007-05-10,1246,1,True,2007,648,109,False,False,10,A_consejo,2007_mixto
2007-01-11,1400,RPM-2007-01-11:1054:1,Jorge Desormeaux Jiménez,Consejero,acuerdo_comunicado,acuerdo_comunicado,"El Consejero señor Jorge Desormeaux agradece el valioso apoyo que se ha recibido del staff del Banco para esta reunión. Indica el señor Consejero, que la decisión es particularmente difícil. Como destaca el Informe de la Gerencia de División Estudios, los desarrollos más recientes, tanto en el entorno externo como en el plano interno, no son suficientes por sí solos para justificar una decisión de recortar la tasa de política monetaria. Ésta proviene, fundamentalmente, de las proyecciones de inflación que surgen de nuestro escenario central de proyecciones. De acuerdo a éste, se requiere de una menor tasa de política monetaria para compensar la caída de la inflación proyectada y entregar un leve mayor estímulo real a la economía, para garantizar la convergencia de la inflación a la meta en el plazo de dos años. Sin embargo, señala el Consejero señor Desormeaux, desea analizar los riesgos de que esta inflación futura, en la práctica, sea más elevada de lo que se ha proyectado y por lo tanto, nos lleve a una temprana reversión de política, con los costos reputacionales que ello conlleva. Un documento reciente que estudia la función de reacción de la Reserva Federal durante las administraciones de Volcker y Greenspan señala lo siguiente, traducción propia, “el gradualismo de la Reserva Federal es una tendencia que revela aversión a las reversiones”. Señala, que la Reserva Federal generalmente espera a que un nuevo escenario se asiente antes de cambiar la instancia de política. ¿Por qué se podría estar subestimando la inflación futura?. Indica el señor Consejero, que se ha mencionado, en primer lugar porque el crecimiento del PIB tendencial podría ser menor de lo estimado y con ello la brecha de capacidad correspondientemente menor; agrega que se ha revisado la tasa neutral, pero no el PIB tendencial, una tarea que se ha dejado pendiente para el futuro. En segundo lugar, porque tal vez las menores holguras del mercado laboral son una expresión genuina de la realidad de ese mercado, y la ausencia de presiones de costos laborales podría ser el reflejo de las fuerzas de la globalización, como mencionó el Gerente de Investigación Económica señor Klaus En tanto, la política fiscal en particular, aportará un estímulo sustancial a la demanda agregada este año. Por último, indica que el déficit en cuenta corriente a precios de tendencia proyectado para este año bordea el 5% del PIB. Manifiesta el Consejero señor Desormeaux, que como menciona correctamente el Informe de la Gerencia de División Estudios, también existe el riesgo opuesto, y que la inflación futura sea muy reducida y que por demorar un ajuste, que se justifica plenamente, sea necesario profundizarlo. En su opinión, señala el señor Consejero, este riesgo es menos significativo para el Banco Central de Chile y para el país, que una temprana reversión de política, la que puede ser interpretada de diversas maneras, pero ninguna generosa para esta Institución. Finalmente, el Consejero señor Desormeaux indica que los argumentos que ha enumerado le inclinan a pensar que el valor de la opción de esperar y acumular más información, en particular sobre la real dimensión de las brechas de capacidad de la economía, es muy alto en la actualidad. A ello se agrega un punto adicional, de orden más bien táctico que ha sido mencionado, y es el hecho de que el mercado no está preparado para una baja de tasas en esta reunión. La mantención de la tasa de política monetaria, tendría la ventaja de permitir profundizar la preparación del mercado para una toma de decisiones en esa dirección en el futuro; este argumento le parece, en todo caso, que tiene un orden de importancia menor. Por todo lo anterior, el Consejero señor Jorge Desormeaux vota por la mantención de la tasa de política monetaria en su nivel actual de 5,25%.",,RPM-2007-01-11,1054,1,True,2007,3820,630,False,False,10,A_consejo,2007_mixto
2007-03-15,1529,RPM-2007-03-15:1161:1,Andrés Velasco Brañes,Ministro de Hacienda,politica_fiscal,politica_fiscal,"El Ministro de Hacienda señor Andrés Velasco señala estar de acuerdo con varios de los comentarios que han planteado los Gerentes, los economistas de la División Estudios y otros economistas del Banco, excepto con una afirmación, que consiste en que no le parece que la decisión que se deba adoptar en esta reunión sea especialmente difícil, a diferencia de muchas otras reuniones en que le ha tocado participar. Agrega que los argumentos que ha planteado el Gerente de División Política Financiera señor Pablo García en favor de una baja de tasas, le parecen contundentes y se atrevería a decir abrumadores, lo que quiere sustanciar del siguiente modo. En primer lugar el señor Ministro de Hacienda señala que no ha escuchado que se hubiera expresado un matiz de diferencia respecto a esta afirmación y, en consecuencia, se pliega a ese consenso. Señala que el escenario base aún se mantiene y esto tiene dos implicancias conocidas. La primera de ellas es que ese escenario base contemplaba entre 50 y 75 puntos base de reducciones adicionales de los cuales ya se hicieron 25 y por lo tanto, quedarían otras en el camino bajo ese escenario. En segundo término, indica el señor Ministro, que ya no respecto al escenario base, sino que en relación con las proyecciones tanto del Banco Central de Chile como del mercado, la inflación en el rango relevante de 12 y 24 meses se ubica consistentemente por debajo del centro de la meta. Hay matices entre lo que el Banco Central y lo que el mercado esperan, pero incluso si uno toma lo que el mercado espera igual la inflación está por debajo de lo deseable dadas las metas del Banco Central, incluyendo los meses del invierno que viene, en que se estaría por debajo del 1%, lo que aunque tenga justificación técnica va a crear un desafío comunicacional de explicarle al mercado y a la opinión pública. Señala el señor Ministro que en lo referente a las novedades, se atrevería a decir que son tres. La primera novedad es que los riesgos de un aparente shock inflacionario fuese efectivamente un shock a la inflación y no a nivel de precios, dado lo que ocurrió en enero, no parece haberse materializado al menos la evidencia preliminar y sugiere que no se materializaron. Como segunda novedad, indica que más allá de todos los bemoles de medición, cambio de base y la incertidumbre que rodea a aquello, los datos contenidos en la Minuta sugieren un primer trimestre más lento y un segundo trimestre también marginalmente más lento. Y la tercera novedad, a su juicio, es que el escenario internacional se ha vuelto más incierto y cuando dice incierto, no se refiere necesariamente al primer momento de la actividad sino al segundo momento y a la incertidumbre financiera que rodea a este fenómeno ante caídas potenciales o efectivas de los precios de los activos. No afirma que se vayan a materializar, pero si se materializaran, la reacción de política monetaria en el mundo avanzado va a ser hacia una baja de tasas y no hacia un incremento de éstas. Por último, el señor Ministro de Hacienda señala que espera que el paquete de medidas de estímulo tenga un efecto positivo en la actividad. Agrega que existen una serie de factores limitantes que nos ayudan a dimensionar ese efecto tanto en su tamaño como en tráiler. El señor Ministro expresa que en cuanto a los riesgos de la inflación, sí existen algunos temas que hay que mirar con más cuidado, en cuanto a ciertas aparentes discrepancias entre distintas medidas de remuneraciones, por una parte, y distintas medidas de inflación por la otra. En cuanto a los riesgos de inflación, señala el señor Ministro que adhiere a lo ya dicho por varios miembros del staff, en el sentido que si las proyecciones de inflación a distintos horizontes se materializaran, probablemente igual se estaría debajo de la meta y, por lo tanto, estas amenazas parecen ser menores de lo que uno podría suponer. Indica también el señor Ministro, que existe un riesgo por el lado de la actividad, asunto que entiende no es una meta del Banco Central, pero ciertamente es algo que uno observa, mide y monitorea. Le parece que si existe un riesgo por las cifras presentadas en esta reunión y también un riesgo por el lado de las expectativas que se han mantenido a la baja, se espera que se reviertan en alguna medida. Asimismo, el señor Ministro desea manifestar una opinión respecto al tema comunicacional y a la relación de flujos de información con el mercado. Señala que se han planteado inquietudes respecto a cómo leyó el mercado la última Minuta de Política Monetaria del Banco. Le parece que hay situaciones en las cuales se podría tener que usar otras fuentes de información. Cree que el mercado puede haberse formado expectativas con las que en esta reunión se esté de acuerdo, pero está reaccionando a esa información y le parece natural e incluso sano que el mercado se haya movido en la dirección en que lo hizo. Le parece que si no hubiese un recorte de interés en esta reunión, dado el tenor que se va a reflejar en la Minuta que se publique, las expectativas de un recorte en la próxima oportunidad serían aún más fuertes de lo que son ahora y por lo tanto, no le parece tampoco que haya un dilema comunicacional que pueda afectar la decisión de política. Por consiguiente, reitera que en su opinión, hay razones y espacio suficientes para justificar un recorte de 25 puntos base.",RECONSTRUCCION_AMBIGUA_POR_COTEJAR,RPM-2007-03-15,1161,1,True,2007,5370,930,True,False,10,A_consejo,2007_mixto
2007-03-15,1500,RPM-2007-03-15:1134:1,Manuel Marfán Lewis,Consejero,actividad_interna,actividad_interna,"El Consejero señor Manuel Marfán, sobre la misma materia, hace presente que no le hace sentido la información que se está entregando. Lo anterior, porque este fenómeno se había observado el año anterior y fue una de las razones que se dieron para explicar el menor crecimiento, que consiste en la mayor competitividad de China, aumento de importaciones y que el componente nacional del consumo era más débil y eso afectaba, principalmente, la industria manufacturera. Agrega, que se había señalado también en nuestro escenario central que esto no iba a seguir ocurriendo, y que se iba a mantener la tendencia más bien histórica. Señala que ahora la información con que se cuenta es que las importaciones de consumo siguen dinámicas, la industria manufacturera creció menos de lo esperado y que el IMACEC había sido algo inferior, en consideración a lo que estaba pasando en la industria manufacturera principalmente, pero que este fenómeno no está ocurriendo.",,RPM-2007-03-15,1134,1,True,2007,959,155,False,False,10,A_consejo,2007_mixto
2007-04-12,1606,RPM-2007-04-12:1218:1,Jorge Desormeaux Jiménez,Consejero,decision_tpm,decision_tpm,"El Consejero señor Jorge Desormeaux, señala que quiere agradecer también, el valioso apoyo que se ha recibido de la Gerencia de División Estudios para esta reunión. Indica que en la Reunión de Política Monetaria de marzo pasado se resolvió, por una mayoría relativa del Consejo, la mantención de la tasa de política monetaria. Comenta que el voto de mayoría consideró que, si bien la información disponible sobre actividad e inflación era concordante con el escenario central de proyecciones del último Informe de Política Monetaria, había crecido el riesgo de que la inflación futura se ubicara por encima de lo proyectado. Señala el Consejero señor Desormeaux que el mayor precio del petróleo y de los granos, así como la evolución de la inflación de los servicios y algunos indicadores de remuneraciones formaban parte de estos riesgos. Agrega que la información más reciente no ha contribuido a disiparlos y en ello tiene una opinión discrepante con algunos que le han precedido. Por el contrario, parte de estos riesgos se han consolidado y las proyecciones de inflación subyacente a junio de 2007, llamadas proyecciones de corto plazo, se han elevado por encima de lo proyectado en enero y marzo pasado. Esto, en su opinión, es una realidad y no una expectativa. En el plano internacional, si bien se ha reducido la volatilidad que afectó a los mercados financieros desde marzo y las proyecciones de actividad siguen siendo favorables, los precios de los commodities se han estabilizado a niveles más elevados que los proyectados. El precio del cobre, del petróleo y sus derivados, la celulosa, la harina de pescado, el molibdeno y también los granos se han elevado. Señala que el precio de la gasolina, en particular, se ha elevado alrededor de un 20%, y que el alza que han registrado los precios de los granos amenaza con afectar a toda la cadena alimentaria que depende de él, por un período que podría ser más persistente que en el pasado. Le parece que es cierto que se trata de es un shock de oferta, pero la persistencia del mismo está en duda. Indica el señor Consejero que a raíz de lo anterior, la inflación subyacente IPCX1 proyectada a junio próximo contempla una variación que es medio punto superior a lo previsto en enero. Las proyecciones de otros componentes del IPC han registrado correcciones de menor intensidad, particularmente, por la incidencia de la reducción que ha experimentado la tarifa de la locomoción colectiva en relación a nuestras expectativas, pero cree que esto sin duda podría cambiar durante nuestro horizonte de proyección, debido al alza que ha experimentado también un insumo muy importante como es el petróleo diesel. En suma, señala el Consejero señor Desormeaux, los aumentos de precios de los alimentos y de los combustibles derivados del petróleo han elevado nuestras proyecciones de corto plazo o inflación, lo que resulta más significativo si se excluye la reducción que ha experimentado la tarifa de la locomoción colectiva. Agrega que la mayoría de las medidas de inflación de tendencia corroboran esta percepción. A ello se suman otros elementos de riesgo que se abordarán en el Informe de Política Monetaria de mayo, como es la incertidumbre sobre la real dimensión de las brechas de capacidad de la economía. En vista de estos desarrollos, cree que es prudente acumular mayores antecedentes acerca de la real persistencia de estas presiones de costos así como disponer de las proyecciones de más largo plazo, que surgirán de la elaboración del Informe de Política Monetaria de mayo antes de revisar el nivel de la tasa de política monetaria. En su opinión, ello permitirá revaluar y actualizar nuestro escenario central. Por lo anterior, señala que vota por la mantención de la tasa de política monetaria en su nivel actual.",,RPM-2007-04-12,1218,1,True,2007,3784,625,False,False,10,A_consejo,2007_mixto
2007-03-15,1488,RPM-2007-03-15:1123:1,Vittorio Corbo Lioi,Presidente del Banco Central,escenario_internacional,escenario_internacional,"El Presidente señor Vittorio Corbo indica que quiere dar a conocer su punto de vista sobre lo que se ha tratado y también resumir algo la discusión. Al respecto, cree que el principal riesgo que están observando los mercados hoy, es algo muy puntual en el mercado financiero que son los créditos subprime de Mortgage y que ya se han visto algunos problemas importantes en el deterioro de estas carteras, y que éstos se han extendido a algún otro elemento en el mercado financiero. Indica el señor Presidente que también se están observando algunas presiones en los mercados de derivados de créditos, y este es un elemento financiero cuyas consecuencias totales son difíciles de dimensionar. Le parece que es relativamente acotado como tamaño de mercado financiero total, en cuanto a que éstas son economías suficientemente profundas como para llevarlo a cabo y que hasta ahora lo anterior se ha observado más bien en precios de acciones y también en paridades cambiarias. Por otro lado, el señor Presidente menciona que hay otro elemento importante que se ha profundizado en las últimas dos o tres semanas, consistente en la preocupación por el curso de la economía norteamericana. Indica que como lo ha expresado el señor Vicepresidente, el escenario central no ha cambiado, pero presenta un sesgo hacia abajo, especialmente por la corrección del mercado de la vivienda, que pareciera que estaba completándose, pero lo más probable es que este shock que se ha observado últimamente en el mercado de hipotecas, pueda terminar con restricciones crediticias que hacen difícil que se estabilice incluso ese sector. También señala que en los Estados Unidos de América se está observando algo más la desaceleración que tenía la inversión, es decir, se ha ido extendiendo más allá del mercado de la vivienda, lo mismo está ocurriendo con el mercado automotriz, debido a que también se observa que se ha extendido un poco más la desaceleración de la inversión. Por otra parte, comenta el señor Presidente que en su opinión, queda cuestionada la actividad del sector vivienda y lo que va a suceder con el consumo privado. Agrega que puede haber un ajuste en el consumo, pero habría que monitorearlo. También comenta que el escenario central de la economía norteamericana es relativamente parecido al de Chile, no el 2,7% que tienen, pero sí un crecimiento más cercano, entre 2% y 2,5%. Cree el señor Presidente que los riesgos hoy en día están hacia abajo con respecto a la actividad, que también existe preocupación en los mercados accionarios, debido a que en los últimos 4 ó 5 años ha existido un crecimiento muy alto en las actividades de las empresas y existiría incertidumbre de si van a poder mantener esos crecimiento y utilidades, sobre todo si la economía se desacelera más. Asimismo, el señor Presidente indica que existe incertidumbre internacional y a esto se suma, como lo mencionaron el señor Vicepresidente y el Consejero señor Desormeaux, que las cifras inflacionarias no son buenas, el mercado está muy atento al IPC, y el FED está señalando desde hace mucho tiempo su preocupación por la inflación por encima de su meta. El Presidente señor Corbo, se refiere especialmente al alza de precios que se ha venido observando en algunos productos que tienen que ver con esta política de producir petróleo a través del trigo y a través del maíz, elementos que también producirán afuera un shock importante a los commodities.",,RPM-2007-03-15,1123,1,True,2007,3428,569,False,False,10,A_consejo,2007_mixto
