intervencion_id,meeting_id,fold,etiqueta_v3,pred_mrbert,logit_hawkish,logit_dovish,logit_neutral
RPM-2012-02-14:4648:1,RPM-2012-02-14,4,neutral,neutral,-1.921875,0.6225586,2.5117188
RPM-2015-04-16:6696:1,RPM-2015-04-16,4,neutral,neutral,-6.5898438,-2.6445312,12.4375
RPM-2015-04-16:6744:2,RPM-2015-04-16,4,dovish,neutral,-1.1962891,0.15734863,2.6015625
RPM-2015-10-15:7097:3,RPM-2015-10-15,4,neutral,neutral,-3.9433594,-0.8334961,8.796875
RPM-2006-03-16:621:1,RPM-2006-03-16,4,hawkish,neutral,1.2060547,-0.4777832,1.3535156
RPM-2009-05-07:2505:1,RPM-2009-05-07,4,neutral,neutral,-4.5195312,-2.484375,8.734375
RPM-2009-05-07:2550:1,RPM-2009-05-07,4,dovish,dovish,2.34375,2.5878906,-1.7480469
RPM-2012-01-12:4555:3,RPM-2012-01-12,4,neutral,neutral,-1.4140625,-1.1542969,7.5273438
RPM-2012-06-14:4897:1,RPM-2012-06-14,4,neutral,neutral,-2.4296875,-0.38964844,2.8847656
RPM-2015-04-16:6698:1,RPM-2015-04-16,4,neutral,neutral,-4.7148438,-0.62402344,7.4765625
RPM-2015-10-15:7058:5,RPM-2015-10-15,4,neutral,neutral,-4.5507812,-2.4160156,9.1015625
RPM-2015-12-17:7163:1,RPM-2015-12-17,4,neutral,neutral,-2.0527344,-0.25976562,4.375
RPM-2009-05-07:2537:8,RPM-2009-05-07,4,neutral,neutral,-3.7988281,-2.4746094,7.9414062
RPM-2013-06-13:5626:1,RPM-2013-06-13,4,neutral,neutral,-2.3574219,0.3251953,3.0878906
RPM-2005-07-12:296:1,RPM-2005-07-12,4,neutral,neutral,-3.2988281,-2.0078125,7.125
RPM-2005-07-12:297:1,RPM-2005-07-12,4,neutral,neutral,-1.03125,-1.2451172,9.171875
RPM-2005-11-10:491:1,RPM-2005-11-10,4,neutral,neutral,-2.8125,-1.4052734,11.2578125
RPM-2006-03-16:614:1,RPM-2006-03-16,4,neutral,neutral,-2.5292969,-1.6357422,10.40625
RPM-2006-03-16:619:1,RPM-2006-03-16,4,neutral,neutral,-2.3945312,-0.8852539,10.359375
RPM-2007-05-10:1223:1,RPM-2007-05-10,4,neutral,neutral,-3.4199219,-1.2138672,10.890625
RPM-2007-05-10:1226:1,RPM-2007-05-10,4,neutral,neutral,-3.2128906,-3.9335938,8.0390625
RPM-2007-05-10:1227:1,RPM-2007-05-10,4,neutral,neutral,-1.3369141,-2.1699219,6.4570312
RPM-2007-05-10:1227:2,RPM-2007-05-10,4,neutral,neutral,-6.2773438,-3.8515625,11.1796875
RPM-2007-05-10:1251:2,RPM-2007-05-10,4,neutral,neutral,-3.9335938,-1.1728516,9.6953125
RPM-2007-05-10:1251:5,RPM-2007-05-10,4,neutral,neutral,-3.2011719,-2.1953125,8.65625
RPM-2008-02-07:1648:2,RPM-2008-02-07,4,neutral,neutral,-3.1972656,-4.0585938,10.265625
RPM-2008-02-07:1652:4,RPM-2008-02-07,4,neutral,neutral,-4.1601562,-2.5917969,9.8046875
RPM-2008-03-13:1719:1,RPM-2008-03-13,4,neutral,neutral,-3.84375,-3.03125,11.4375
RPM-2008-08-14:2042:1,RPM-2008-08-14,4,hawkish,hawkish,2.8183594,0.6875,-2.2773438
RPM-2005-11-10:479:1,RPM-2005-11-10,4,neutral,neutral,-4.4375,-4.0273438,9.8828125
RPM-2005-11-10:500:1,RPM-2005-11-10,4,hawkish,hawkish,4.3789062,1.3759766,-4.5664062
RPM-2005-11-10:503:2,RPM-2005-11-10,4,neutral,neutral,-0.010910034,-0.33447266,5.0625
RPM-2006-03-16:601:2,RPM-2006-03-16,4,neutral,neutral,-1.8242188,-1.5439453,6.390625
RPM-2007-05-10:1233:2,RPM-2007-05-10,4,neutral,neutral,-4.46875,-3.1054688,10.734375
RPM-2007-05-10:1241:1,RPM-2007-05-10,4,neutral,neutral,-3.2480469,-1.4160156,8.1171875
RPM-2007-05-10:1261:2,RPM-2007-05-10,4,neutral,hawkish,2.5,-0.20629883,0.9042969
RPM-2008-02-07:1649:2,RPM-2008-02-07,4,neutral,neutral,-4.9570312,-2.9882812,11.0859375
RPM-2008-02-07:1672:1,RPM-2008-02-07,4,neutral,hawkish,1.1064453,-0.016845703,1.0830078
RPM-2008-03-13:1716:1,RPM-2008-03-13,4,neutral,neutral,-4.078125,-2.4375,8.4921875
RPM-2008-03-13:1718:12,RPM-2008-03-13,4,neutral,neutral,-2.7324219,-4.4257812,10.625
RPM-2008-03-13:1724:1,RPM-2008-03-13,4,neutral,neutral,-3.5585938,-2.1464844,10.5625
RPM-2008-08-14:2011:1,RPM-2008-08-14,4,neutral,neutral,-4.9140625,-3.1230469,9.6875
RPM-2008-08-14:2017:1,RPM-2008-08-14,4,neutral,neutral,-3.2304688,-5.0585938,12.1796875
RPM-2008-08-14:2045:1,RPM-2008-08-14,4,hawkish,hawkish,4.5976562,0.921875,-3.3085938
RPM-2009-05-07:2517:1,RPM-2009-05-07,4,neutral,neutral,-3.3300781,-2.8417969,7.4609375
RPM-2009-05-07:2519:1,RPM-2009-05-07,4,neutral,neutral,-5.0039062,-4.7929688,9.9453125
RPM-2009-05-07:2528:2,RPM-2009-05-07,4,neutral,neutral,-2.9453125,-2.8417969,10.890625
RPM-2009-05-07:2532:2,RPM-2009-05-07,4,neutral,neutral,-5.8125,-2.5351562,10.5859375
RPM-2012-01-12:4528:1,RPM-2012-01-12,4,neutral,neutral,-4.5,-5.0390625,9.734375
RPM-2012-01-12:4537:2,RPM-2012-01-12,4,neutral,neutral,-3.3632812,-2.6347656,8.9140625
RPM-2012-01-12:4559:1,RPM-2012-01-12,4,neutral,neutral,-3.3496094,-2.4511719,7.9101562
RPM-2012-02-14:4615:1,RPM-2012-02-14,4,neutral,neutral,-4.5039062,-3.8242188,11.640625
RPM-2012-02-14:4640:1,RPM-2012-02-14,4,neutral,neutral,-6.9414062,-2.0585938,10.6953125
RPM-2012-06-14:4862:1,RPM-2012-06-14,4,neutral,neutral,-0.96728516,-0.23132324,4.8554688
RPM-2012-06-14:4885:3,RPM-2012-06-14,4,neutral,neutral,-5.4804688,-1.1845703,10.1875
RPM-2012-08-16:4989:1,RPM-2012-08-16,4,neutral,neutral,-4.4101562,-2.0820312,7.296875
RPM-2012-08-16:5008:1,RPM-2012-08-16,4,neutral,neutral,-5.3359375,-1.5390625,9.0234375
RPM-2013-03-14:5443:1,RPM-2013-03-14,4,neutral,neutral,-2.359375,-1.4423828,4.4609375
RPM-2013-06-13:5612:1,RPM-2013-06-13,4,neutral,neutral,-6.0039062,-2.9960938,8.6875
RPM-2013-06-13:5620:1,RPM-2013-06-13,4,neutral,neutral,-4.5859375,-0.9160156,9.015625
RPM-2013-06-13:5630:1,RPM-2013-06-13,4,dovish,dovish,-0.7915039,2.359375,-0.18115234
RPM-2013-06-13:5631:1,RPM-2013-06-13,4,neutral,neutral,-5.28125,-2.6074219,12.484375
RPM-2013-06-13:5635:1,RPM-2013-06-13,4,neutral,neutral,-1.9228516,-0.7060547,8.4375
RPM-2015-04-16:6699:1,RPM-2015-04-16,4,neutral,neutral,-3.3691406,-0.89453125,6.4570312
RPM-2015-06-11:6810:1,RPM-2015-06-11,4,neutral,neutral,-3.8710938,-1.5654297,7.3125
RPM-2015-06-11:6857:2,RPM-2015-06-11,4,neutral,neutral,-1.6708984,1.3349609,2.4023438
RPM-2015-10-15:7075:1,RPM-2015-10-15,4,neutral,neutral,-4.6679688,-4.9257812,9.6015625
RPM-2015-10-15:7093:1,RPM-2015-10-15,4,neutral,neutral,-4.6679688,-1.8603516,9.8828125
RPM-2015-10-15:7107:1,RPM-2015-10-15,4,neutral,neutral,-5.3242188,-2.4023438,11.5390625
RPM-2015-12-17:7207:1,RPM-2015-12-17,4,hawkish,neutral,-1.0703125,-0.11682129,4.015625
RPM-2015-12-17:7210:1,RPM-2015-12-17,4,hawkish,dovish,0.9946289,1.4785156,-0.83740234
RPM-2015-12-17:7211:1,RPM-2015-12-17,4,neutral,neutral,-5.4921875,-1.9091797,10.1640625
RPM-2005-11-10:474:1,RPM-2005-11-10,4,neutral,neutral,-1.2539062,-2.03125,5.40625
RPM-2005-11-10:482:1,RPM-2005-11-10,4,neutral,neutral,-5.8710938,-3.1035156,10.0546875
RPM-2005-11-10:492:1,RPM-2005-11-10,4,hawkish,hawkish,3.8730469,0.9868164,-3.6308594
RPM-2005-11-10:499:1,RPM-2005-11-10,4,hawkish,hawkish,3.1367188,0.60253906,-1.96875
RPM-2005-11-10:503:1,RPM-2005-11-10,4,hawkish,hawkish,4.5820312,-0.049926758,-4.0117188
RPM-2007-05-10:1260:1,RPM-2007-05-10,4,neutral,hawkish,1.2285156,-0.1159668,0.16381836
RPM-2007-05-10:1246:1,RPM-2007-05-10,4,neutral,neutral,-4.7734375,-5.3554688,10.578125
RPM-2007-05-10:1251:3,RPM-2007-05-10,4,neutral,neutral,-4.515625,-2.5214844,9.6484375
RPM-2008-03-13:1694:1,RPM-2008-03-13,4,neutral,neutral,-3.3378906,-2.3085938,6.703125
RPM-2008-03-13:1703:1,RPM-2008-03-13,4,neutral,neutral,-2.3300781,-1.5273438,5.5898438
RPM-2008-03-13:1709:1,RPM-2008-03-13,4,neutral,neutral,-5.1523438,-3.4863281,11.9296875
RPM-2008-03-13:1711:1,RPM-2008-03-13,4,neutral,neutral,-3.1445312,-3.4726562,7.8125
RPM-2008-03-13:1721:1,RPM-2008-03-13,4,neutral,neutral,0.0020713806,0.6904297,0.99316406
RPM-2008-03-13:1737:2,RPM-2008-03-13,4,hawkish,neutral,-1.4375,0.26489258,2.6542969
RPM-2008-03-13:1739:1,RPM-2008-03-13,4,neutral,neutral,-1.0576172,-0.58203125,3.9140625
RPM-2008-08-14:2044:1,RPM-2008-08-14,4,hawkish,hawkish,3.2324219,0.88916016,-3.5449219
