intervencion_id,meeting_id,fold,etiqueta_v3,pred_mrbert,logit_hawkish,logit_dovish,logit_neutral
RPM-2005-01-11:51:1,RPM-2005-01-11,3,hawkish,hawkish,3.4179688,-0.1361084,-4.1796875
RPM-2005-01-11:52:1,RPM-2005-01-11,3,hawkish,hawkish,1.6933594,-0.8828125,-2.4199219
RPM-2005-01-11:53:1,RPM-2005-01-11,3,hawkish,hawkish,-0.31567383,-0.6796875,-0.99853516
RPM-2005-01-11:54:1,RPM-2005-01-11,3,hawkish,hawkish,3.7460938,0.0056610107,-4.3515625
RPM-2005-01-11:55:1,RPM-2005-01-11,3,neutral,neutral,-1.6328125,-0.15075684,3.3164062
RPM-2005-01-11:56:1,RPM-2005-01-11,3,hawkish,neutral,0.3618164,0.2322998,1.0634766
RPM-2005-01-11:57:1,RPM-2005-01-11,3,hawkish,hawkish,2.1308594,-1.1552734,-1.9453125
RPM-2005-01-11:5:1,RPM-2005-01-11,3,hawkish,neutral,-0.5126953,-0.85253906,-0.2775879
RPM-2005-01-11:6:1,RPM-2005-01-11,3,neutral,neutral,-3.9140625,-3.8066406,9.375
RPM-2005-01-11:7:1,RPM-2005-01-11,3,neutral,neutral,-3.5703125,-3.2402344,6.9179688
RPM-2005-01-11:8:1,RPM-2005-01-11,3,neutral,neutral,-6.5039062,-4.3671875,8.0390625
RPM-2005-01-11:9:1,RPM-2005-01-11,3,neutral,neutral,-6.2148438,-4.2578125,6.8046875
RPM-2006-09-07:838:1,RPM-2006-09-07,3,neutral,neutral,-4.4882812,-2.3515625,2.4824219
RPM-2006-12-14:1010:5,RPM-2006-12-14,3,neutral,neutral,-4.4414062,-2.8183594,5.6171875
RPM-2006-12-14:1014:3,RPM-2006-12-14,3,neutral,neutral,-2.2851562,-3.3203125,4.5195312
RPM-2006-12-14:989:1,RPM-2006-12-14,3,neutral,neutral,-6.1367188,-2.3769531,7.7382812
RPM-2007-01-11:1023:1,RPM-2007-01-11,3,neutral,neutral,-6.0390625,-2.3066406,7.8164062
RPM-2007-01-11:1050:1,RPM-2007-01-11,3,dovish,hawkish,0.52197266,-0.47436523,-1.4736328
RPM-2007-01-11:1057:1,RPM-2007-01-11,3,dovish,dovish,-1.3388672,0.11987305,-1.5351562
RPM-2005-01-11:24:1,RPM-2005-01-11,3,neutral,neutral,-3.234375,-2.4765625,6.84375
RPM-2005-01-11:45:1,RPM-2005-01-11,3,neutral,neutral,-4.59375,-2.7382812,6.796875
RPM-2005-01-11:48:1,RPM-2005-01-11,3,neutral,neutral,-4.0,-1.515625,5.0898438
RPM-2005-10-11:405:1,RPM-2005-10-11,3,neutral,neutral,-2.5410156,-1.8623047,6.171875
RPM-2005-10-11:436:1,RPM-2005-10-11,3,neutral,neutral,-6.1054688,-4.03125,7.6445312
RPM-2006-09-07:835:1,RPM-2006-09-07,3,neutral,neutral,-4.890625,-3.8808594,8.109375
RPM-2006-09-07:857:1,RPM-2006-09-07,3,neutral,neutral,-6.6445312,-4.5351562,7.0859375
RPM-2006-09-07:873:1,RPM-2006-09-07,3,hawkish,neutral,-2.4121094,-1.7617188,1.5166016
RPM-2006-12-14:1017:1,RPM-2006-12-14,3,neutral,neutral,-1.09375,-0.8383789,-0.14050293
RPM-2007-01-11:1030:1,RPM-2007-01-11,3,neutral,neutral,-3.7910156,-2.8261719,5.2265625
RPM-2007-01-11:1047:5,RPM-2007-01-11,3,neutral,neutral,-3.3203125,-2.3789062,7.5429688
RPM-2007-01-11:1049:3,RPM-2007-01-11,3,dovish,neutral,-0.7495117,-0.8808594,-0.21386719
RPM-2008-01-10:1619:2,RPM-2008-01-10,3,neutral,neutral,-5.2265625,-1.6308594,6.9179688
RPM-2008-01-10:1628:2,RPM-2008-01-10,3,neutral,neutral,-3.8359375,-3.2070312,6.8007812
RPM-2009-08-13:2659:1,RPM-2009-08-13,3,neutral,neutral,-5.9570312,-3.8515625,5.9414062
RPM-2010-06-15:3137:1,RPM-2010-06-15,3,neutral,neutral,-2.7558594,-2.0996094,2.2324219
RPM-2010-06-15:3166:1,RPM-2010-06-15,3,neutral,neutral,-4.5820312,-4.7460938,4.796875
RPM-2010-06-15:3199:1,RPM-2010-06-15,3,hawkish,dovish,-0.7006836,0.24475098,-1.8496094
RPM-2011-08-18:4224:2,RPM-2011-08-18,3,neutral,neutral,-6.1132812,-2.5722656,6.3007812
RPM-2011-08-18:4263:1,RPM-2011-08-18,3,neutral,neutral,-2.9511719,-3.0,6.140625
RPM-2011-08-18:4272:1,RPM-2011-08-18,3,neutral,dovish,-2.0058594,0.35327148,-0.38354492
RPM-2013-01-17:5306:1,RPM-2013-01-17,3,neutral,neutral,-6.5859375,-2.4921875,5.1367188
RPM-2014-03-13:6057:1,RPM-2014-03-13,3,neutral,neutral,-2.0585938,-2.1933594,4.09375
RPM-2014-03-13:6075:1,RPM-2014-03-13,3,neutral,neutral,-5.71875,-3.1835938,10.734375
RPM-2014-03-13:6103:2,RPM-2014-03-13,3,neutral,neutral,-4.5,-1.4013672,6.2460938
RPM-2014-08-14:6389:3,RPM-2014-08-14,3,dovish,hawkish,1.8925781,0.7294922,-3.7890625
RPM-2015-03-19:6680:1,RPM-2015-03-19,3,neutral,neutral,-5.1796875,-3.4453125,10.53125
RPM-2015-03-19:6681:1,RPM-2015-03-19,3,dovish,neutral,-1.9902344,-0.6923828,0.43041992
RPM-2006-09-07:866:1,RPM-2006-09-07,3,neutral,neutral,-3.1308594,-1.7988281,6.8828125
RPM-2006-09-07:867:1,RPM-2006-09-07,3,neutral,neutral,-1.3730469,-2.1308594,1.5908203
RPM-2006-12-14:1001:1,RPM-2006-12-14,3,neutral,neutral,-4.2109375,-2.8242188,5.5195312
RPM-2007-01-11:1058:1,RPM-2007-01-11,3,neutral,neutral,-2.9589844,-0.8149414,6.4570312
RPM-2007-01-11:1043:1,RPM-2007-01-11,3,neutral,neutral,-2.4003906,-2.3027344,2.4804688
RPM-2007-01-11:1045:1,RPM-2007-01-11,3,neutral,neutral,-2.9003906,-2.6777344,4.2421875
RPM-2007-01-11:1054:1,RPM-2007-01-11,3,dovish,hawkish,-0.12243652,-0.7055664,-1.2587891
RPM-2008-01-10:1629:1,RPM-2008-01-10,3,hawkish,hawkish,0.75439453,-0.042022705,-1.7128906
