intervencion_id,meeting_id,fold,etiqueta_v3,pred_mrbert,logit_hawkish,logit_dovish,logit_neutral
RPM-2010-08-12:3302:1,RPM-2010-08-12,1,neutral,neutral,-4.4882812,-3.4941406,8.0703125
RPM-2010-08-12:3303:3,RPM-2010-08-12,1,neutral,neutral,-3.8066406,-1.4667969,7.0742188
RPM-2010-08-12:3306:1,RPM-2010-08-12,1,neutral,neutral,-5.421875,-2.0507812,8.515625
RPM-2010-08-12:3308:2,RPM-2010-08-12,1,neutral,neutral,-6.609375,-1.3037109,8.9921875
RPM-2010-08-12:3310:4,RPM-2010-08-12,1,neutral,neutral,-3.7480469,-1.8574219,5.3164062
RPM-2010-08-12:3337:1,RPM-2010-08-12,1,hawkish,neutral,-0.52441406,-2.0996094,2.0566406
RPM-2012-11-13:5166:1,RPM-2012-11-13,1,neutral,neutral,-6.7539062,-1.1025391,10.6640625
RPM-2012-11-13:5168:1,RPM-2012-11-13,1,neutral,neutral,-4.0234375,-1.6845703,5.5625
RPM-2012-11-13:5175:1,RPM-2012-11-13,1,neutral,neutral,-4.84375,-0.93310547,9.3203125
RPM-2012-11-13:5207:3,RPM-2012-11-13,1,neutral,neutral,-4.6796875,-3.1894531,9.234375
RPM-2012-11-13:5215:1,RPM-2012-11-13,1,neutral,neutral,-1.1962891,-0.29101562,2.8535156
RPM-2012-11-13:5217:1,RPM-2012-11-13,1,neutral,neutral,-1.5869141,-0.5756836,2.8105469
RPM-2013-08-13:5703:1,RPM-2013-08-13,1,neutral,neutral,-4.1640625,-0.9160156,5.2890625
RPM-2013-08-13:5714:1,RPM-2013-08-13,1,neutral,neutral,-3.0039062,-0.81591797,6.1875
RPM-2013-08-13:5718:1,RPM-2013-08-13,1,neutral,neutral,-7.5625,-2.375,10.46875
RPM-2013-08-13:5727:2,RPM-2013-08-13,1,neutral,neutral,-7.2773438,-2.1035156,9.484375
RPM-2013-08-13:5738:2,RPM-2013-08-13,1,neutral,neutral,-5.09375,-2.3496094,10.3984375
RPM-2013-08-13:5748:1,RPM-2013-08-13,1,neutral,neutral,-1.5654297,-1.296875,2.578125
RPM-2013-08-13:5752:2,RPM-2013-08-13,1,neutral,neutral,-3.84375,-1.4091797,4.5078125
RPM-2014-10-16:6451:2,RPM-2014-10-16,1,neutral,neutral,-5.890625,-2.5703125,11.2734375
RPM-2014-10-16:6452:1,RPM-2014-10-16,1,neutral,neutral,-5.2929688,-0.08215332,6.7539062
RPM-2014-10-16:6466:2,RPM-2014-10-16,1,neutral,neutral,-5.140625,-2.3554688,10.59375
RPM-2014-10-16:6473:1,RPM-2014-10-16,1,neutral,neutral,-8.578125,-2.7753906,10.2109375
RPM-2014-10-16:6484:1,RPM-2014-10-16,1,dovish,dovish,-3.640625,2.8261719,-0.46264648
RPM-2015-05-14:6760:1,RPM-2015-05-14,1,neutral,neutral,-8.90625,-0.9345703,13.1640625
RPM-2015-05-14:6762:1,RPM-2015-05-14,1,neutral,neutral,-7.1523438,-3.6796875,9.7890625
RPM-2015-05-14:6763:1,RPM-2015-05-14,1,neutral,neutral,-3.7578125,-1.4130859,8.390625
RPM-2015-05-14:6768:1,RPM-2015-05-14,1,neutral,neutral,-5.7773438,-2.4140625,8.3203125
RPM-2015-05-14:6769:2,RPM-2015-05-14,1,neutral,neutral,-7.1953125,-1.8681641,7.8828125
RPM-2015-05-14:6772:1,RPM-2015-05-14,1,neutral,neutral,-5.1640625,-1.7988281,7.1953125
RPM-2015-05-14:6773:1,RPM-2015-05-14,1,neutral,neutral,-5.9570312,-1.3613281,8.296875
RPM-2015-05-14:6774:1,RPM-2015-05-14,1,neutral,neutral,-5.8671875,-1.8388672,8.640625
RPM-2015-05-14:6800:1,RPM-2015-05-14,1,neutral,neutral,-8.2109375,-3.3789062,10.359375
RPM-2015-05-14:6804:1,RPM-2015-05-14,1,neutral,neutral,-1.2626953,-0.55371094,2.3046875
RPM-2005-04-07:201:1,RPM-2005-04-07,2,neutral,neutral,-3.8183594,-1.3916016,6.2382812
RPM-2005-04-07:202:2,RPM-2005-04-07,2,neutral,neutral,-1.0,-0.98876953,2.7539062
RPM-2005-04-07:202:3,RPM-2005-04-07,2,neutral,neutral,-3.1699219,-2.7246094,6.7070312
RPM-2005-04-07:203:1,RPM-2005-04-07,2,neutral,neutral,-3.953125,-2.3398438,8.125
RPM-2005-04-07:203:2,RPM-2005-04-07,2,neutral,neutral,-3.2988281,-2.4804688,6.4335938
RPM-2005-04-07:203:3,RPM-2005-04-07,2,neutral,neutral,-4.734375,-1.3515625,6.21875
RPM-2005-04-07:203:4,RPM-2005-04-07,2,neutral,neutral,-4.5976562,-2.5175781,7.8007812
RPM-2005-04-07:204:1,RPM-2005-04-07,2,neutral,neutral,-4.390625,-2.2734375,7.6015625
RPM-2005-04-07:204:2,RPM-2005-04-07,2,neutral,neutral,-5.109375,-1.5234375,6.3125
RPM-2005-04-07:204:3,RPM-2005-04-07,2,neutral,neutral,-2.4511719,-1.6689453,4.9882812
RPM-2005-04-07:205:1,RPM-2005-04-07,2,neutral,neutral,-4.4257812,-1.2910156,8.09375
RPM-2005-04-07:205:3,RPM-2005-04-07,2,neutral,neutral,-5.9609375,-1.4306641,9.2109375
RPM-2005-04-07:205:4,RPM-2005-04-07,2,neutral,neutral,-3.2402344,-0.40673828,5.546875
RPM-2005-04-07:205:5,RPM-2005-04-07,2,neutral,neutral,-5.9296875,-2.0371094,9.9921875
RPM-2005-04-07:206:1,RPM-2005-04-07,2,neutral,neutral,-6.359375,-2.8476562,11.078125
RPM-2005-04-07:206:2,RPM-2005-04-07,2,neutral,neutral,-2.8652344,-1.7675781,5.9453125
RPM-2005-04-07:206:3,RPM-2005-04-07,2,neutral,neutral,-2.796875,-0.84814453,3.6015625
RPM-2005-04-07:206:4,RPM-2005-04-07,2,neutral,neutral,-3.5429688,-2.6640625,6.2929688
RPM-2005-04-07:206:5,RPM-2005-04-07,2,neutral,neutral,-2.7089844,-2.1640625,6.6679688
RPM-2005-04-07:207:1,RPM-2005-04-07,2,neutral,neutral,-6.0820312,-1.3671875,9.109375
RPM-2005-04-07:207:10,RPM-2005-04-07,2,neutral,neutral,-3.3769531,-2.0390625,5.8554688
RPM-2005-04-07:207:11,RPM-2005-04-07,2,neutral,neutral,-2.6152344,-0.75341797,6.4648438
RPM-2005-04-07:207:12,RPM-2005-04-07,2,neutral,neutral,-0.6196289,-0.79296875,4.046875
RPM-2005-04-07:207:2,RPM-2005-04-07,2,neutral,neutral,-4.2265625,-2.5097656,8.375
RPM-2005-04-07:207:3,RPM-2005-04-07,2,neutral,neutral,-3.671875,-2.8984375,7.2265625
RPM-2005-04-07:207:4,RPM-2005-04-07,2,neutral,neutral,-3.6015625,-3.3339844,8.59375
RPM-2005-04-07:207:5,RPM-2005-04-07,2,neutral,neutral,-4.6210938,-3.3359375,9.1015625
RPM-2005-04-07:207:6,RPM-2005-04-07,2,neutral,neutral,-3.2734375,-1.828125,6.359375
RPM-2005-04-07:207:7,RPM-2005-04-07,2,neutral,neutral,-4.2421875,-2.6933594,7.9335938
RPM-2005-04-07:207:8,RPM-2005-04-07,2,neutral,neutral,-3.5136719,-2.3945312,7.3828125
RPM-2005-04-07:207:9,RPM-2005-04-07,2,neutral,neutral,-3.3789062,-0.72021484,5.15625
RPM-2005-04-07:208:1,RPM-2005-04-07,2,neutral,neutral,-5.8398438,-3.0917969,8.8359375
RPM-2005-04-07:209:1,RPM-2005-04-07,2,neutral,neutral,-2.6679688,-2.1367188,6.5859375
RPM-2005-04-07:210:1,RPM-2005-04-07,2,neutral,neutral,-4.046875,-2.3652344,6.3007812
RPM-2005-04-07:210:2,RPM-2005-04-07,2,neutral,neutral,-1.6025391,-1.0751953,5.3164062
RPM-2005-04-07:210:3,RPM-2005-04-07,2,neutral,neutral,-3.6777344,-1.6210938,6.8046875
RPM-2005-04-07:211:1,RPM-2005-04-07,2,neutral,neutral,-2.7109375,-1.1621094,4.5429688
RPM-2005-04-07:212:1,RPM-2005-04-07,2,neutral,neutral,-4.0078125,-2.6191406,6.0742188
RPM-2005-04-07:212:2,RPM-2005-04-07,2,neutral,neutral,-3.9433594,-1.8652344,6.796875
RPM-2005-04-07:212:3,RPM-2005-04-07,2,neutral,neutral,-0.10430908,-0.14709473,3.2011719
RPM-2005-04-07:212:4,RPM-2005-04-07,2,neutral,neutral,-4.1171875,-0.07055664,7.6132812
RPM-2005-04-07:212:5,RPM-2005-04-07,2,neutral,neutral,-1.0449219,0.06933594,4.515625
RPM-2005-04-07:213:1,RPM-2005-04-07,2,neutral,neutral,-2.9101562,-0.74658203,6.2109375
RPM-2005-04-07:213:2,RPM-2005-04-07,2,neutral,neutral,-2.7734375,-1.1162109,4.921875
RPM-2005-04-07:213:3,RPM-2005-04-07,2,neutral,neutral,-1.7558594,-2.3925781,4.4726562
RPM-2005-04-07:214:1,RPM-2005-04-07,2,neutral,neutral,-4.6640625,-5.875,11.6015625
RPM-2005-04-07:214:2,RPM-2005-04-07,2,neutral,neutral,-4.5117188,-2.3125,7.890625
RPM-2005-04-07:214:3,RPM-2005-04-07,2,neutral,neutral,-4.296875,-1.9003906,6.7695312
RPM-2005-04-07:214:4,RPM-2005-04-07,2,hawkish,hawkish,4.9179688,-1.03125,-2.8710938
RPM-2005-04-07:214:5,RPM-2005-04-07,2,neutral,neutral,-3.359375,-3.03125,7.0
RPM-2005-04-07:215:1,RPM-2005-04-07,2,hawkish,hawkish,2.2382812,-0.8100586,-0.30859375
RPM-2005-04-07:216:1,RPM-2005-04-07,2,hawkish,hawkish,6.4179688,-1.8310547,-3.5410156
RPM-2005-04-07:217:1,RPM-2005-04-07,2,hawkish,hawkish,4.8945312,-1.0859375,-2.3769531
RPM-2005-04-07:217:2,RPM-2005-04-07,2,hawkish,hawkish,5.7695312,-1.1992188,-3.359375
RPM-2005-04-07:218:1,RPM-2005-04-07,2,hawkish,hawkish,4.40625,-0.86572266,-1.8974609
RPM-2005-04-07:219:1,RPM-2005-04-07,2,hawkish,hawkish,4.421875,-1.9248047,-2.0234375
RPM-2005-04-07:219:2,RPM-2005-04-07,2,hawkish,hawkish,8.2109375,-2.5703125,-5.2421875
RPM-2005-04-07:220:1,RPM-2005-04-07,2,neutral,neutral,-4.1953125,-2.6152344,8.234375
RPM-2005-09-08:390:1,RPM-2005-09-08,2,hawkish,hawkish,6.1132812,-1.5908203,-3.9355469
RPM-2005-09-08:391:1,RPM-2005-09-08,2,neutral,neutral,-4.6210938,-2.5820312,7.9453125
RPM-2006-01-12:527:1,RPM-2006-01-12,2,neutral,neutral,-3.6132812,-1.2041016,5.828125
RPM-2006-01-12:533:1,RPM-2006-01-12,2,neutral,neutral,0.02217102,-0.8652344,1.8779297
RPM-2006-01-12:553:1,RPM-2006-01-12,2,neutral,neutral,-3.7207031,-1.4326172,7.4648438
RPM-2006-01-12:564:1,RPM-2006-01-12,2,neutral,neutral,-4.4335938,-0.16015625,5.1132812
RPM-2006-01-12:567:1,RPM-2006-01-12,2,neutral,neutral,-4.9921875,-1.1044922,7.0859375
RPM-2006-01-12:571:1,RPM-2006-01-12,2,hawkish,hawkish,5.3476562,-1.0908203,-3.4746094
RPM-2006-10-12:897:1,RPM-2006-10-12,2,neutral,neutral,-3.4609375,-2.8496094,6.2460938
RPM-2006-10-12:906:1,RPM-2006-10-12,2,neutral,neutral,-4.984375,-2.4902344,9.1484375
RPM-2006-10-12:919:1,RPM-2006-10-12,2,neutral,neutral,-4.2578125,-3.1445312,7.1992188
RPM-2006-10-12:922:1,RPM-2006-10-12,2,neutral,neutral,-3.7109375,-2.3183594,7.3476562
RPM-2006-10-12:936:1,RPM-2006-10-12,2,neutral,neutral,-0.7529297,-0.027420044,2.6953125
RPM-2006-10-12:941:1,RPM-2006-10-12,2,neutral,neutral,0.75097656,0.2685547,1.2910156
RPM-2007-10-11:1497:1,RPM-2007-10-11,2,neutral,neutral,-3.7011719,-2.4042969,9.0390625
RPM-2007-10-11:1502:1,RPM-2007-10-11,2,neutral,neutral,-3.4003906,-0.6069336,6.3242188
RPM-2007-10-11:1503:3,RPM-2007-10-11,2,neutral,neutral,-3.6503906,-2.4296875,6.8554688
RPM-2007-10-11:1504:2,RPM-2007-10-11,2,neutral,neutral,-3.2265625,-2.3789062,6.3828125
RPM-2007-10-11:1505:1,RPM-2007-10-11,2,neutral,neutral,-6.3398438,-1.5839844,8.796875
RPM-2007-10-11:1507:1,RPM-2007-10-11,2,neutral,neutral,-5.046875,-1.3925781,7.890625
RPM-2007-10-11:1508:3,RPM-2007-10-11,2,neutral,neutral,-4.3125,-1.5537109,6.3085938
RPM-2007-10-11:1519:1,RPM-2007-10-11,2,neutral,hawkish,2.4160156,0.18017578,-1.2363281
RPM-2008-09-04:2048:1,RPM-2008-09-04,2,neutral,neutral,-5.0859375,-2.1113281,6.96875
RPM-2008-09-04:2050:3,RPM-2008-09-04,2,neutral,neutral,-5.1953125,-1.0410156,6.8359375
RPM-2008-09-04:2067:1,RPM-2008-09-04,2,neutral,neutral,-4.4179688,-2.2441406,8.8828125
RPM-2008-09-04:2073:1,RPM-2008-09-04,2,neutral,neutral,-2.5742188,-0.9194336,5.4882812
RPM-2008-09-04:2083:1,RPM-2008-09-04,2,neutral,neutral,-4.4140625,-1.3085938,8.15625
RPM-2008-09-04:2086:1,RPM-2008-09-04,2,hawkish,hawkish,4.78125,-1.3798828,-3.1171875
RPM-2008-09-04:2088:1,RPM-2008-09-04,2,hawkish,hawkish,2.5332031,-0.48364258,-1.1484375
RPM-2008-09-04:2094:1,RPM-2008-09-04,2,hawkish,hawkish,3.7539062,-0.24731445,-1.859375
RPM-2008-09-04:2095:1,RPM-2008-09-04,2,hawkish,hawkish,6.6132812,-1.5546875,-4.1679688
RPM-2008-09-04:2099:1,RPM-2008-09-04,2,hawkish,hawkish,5.1328125,-0.9609375,-3.0117188
