ngrama,n_palabras,intervenciones,reuniones,apariciones,tfidf_medio,df_hawkish,tasa_hawkish,df_dovish,tasa_dovish,df_neutral,tasa_neutral,asociacion_hawkish,asociacion_dovish
sobre,1,411,123,797,0.009998423566966409,65,0.5598290598290598,50,0.5611111111111111,296,0.2582752613240418,0.9989765247932018,0.9722872976481051
gerente,1,408,114,801,0.011841008640171746,26,0.2264957264957265,16,0.18333333333333332,366,0.3192508710801394,-0.4491304176238497,-0.7602270725731078
la tasa,2,401,119,1167,0.010258379847829574,107,0.9188034188034188,80,0.8944444444444445,214,0.18684668989547037,1.9483340911519647,1.8141696026340979
ano,1,377,113,925,0.009773960354400344,54,0.4658119658119658,47,0.5277777777777778,276,0.24085365853658536,0.8328274881773842,1.0132767986706843
tasa de,2,377,117,1107,0.00980164329444268,105,0.9017094017094017,71,0.7944444444444444,201,0.1755226480836237,2.0332518344358617,1.712055724935036
indica,1,376,122,670,0.00819149842887869,70,0.6025641025641025,48,0.5388888888888889,258,0.22517421602787457,1.282073154100977,1.0520909337122264
y que,2,375,115,724,0.009092577213872915,53,0.45726495726495725,51,0.5722222222222222,271,0.23649825783972125,0.8105767014834955,1.1563535110315082
agrega que,2,372,112,527,0.008032488538307726,56,0.4829059829059829,51,0.5722222222222222,265,0.2312717770034843,0.9163823383798116,1.1697532517026992
gerente de,2,372,112,648,0.010941110240127252,25,0.21794871794871795,15,0.17222222222222222,332,0.2896341463414634,-0.36617876024640883,-0.7156754694314483
han,1,368,117,948,0.008889390985502645,75,0.6452991452991453,50,0.5611111111111111,243,0.21210801393728224,1.443453111607992,1.1549895723429224
crecimiento,1,366,116,1057,0.009007942010172486,82,0.7051282051282052,55,0.6166666666666667,229,0.1999128919860627,1.6163024373321992,1.3232551651735325
en los,2,365,116,819,0.008200204182523561,75,0.6452991452991453,52,0.5833333333333334,238,0.2077526132404181,1.4582754513135154,1.2338515367115122
presidente,1,358,119,502,0.015898077196463578,19,0.16666666666666666,20,0.22777777777777777,319,0.27831010452961674,-0.7196004799895184,-0.23353236710948472
pero,1,350,113,591,0.008036307214040842,62,0.5341880341880342,47,0.5277777777777778,241,0.21036585365853658,1.1956218414095698,1.136230553922694
la tasa de,3,349,113,941,0.008784358832603761,103,0.8846153846153846,70,0.7833333333333333,176,0.15374564459930315,2.150308186514379,1.8247745314030315
mercado,1,349,117,722,0.007903096055640274,72,0.6196581196581197,57,0.6388888888888888,220,0.19207317073170732,1.4658301941704315,1.4651248883210364
la inflacion,2,343,113,925,0.008079083348696807,97,0.8333333333333334,68,0.7611111111111111,178,0.15548780487804878,2.0641515427646646,1.8040512262367974
meses,1,341,112,741,0.007630024419260295,76,0.6538461538461539,53,0.5944444444444444,212,0.18510452961672474,1.6070848572814633,1.3809671296030928
mayor,1,336,115,757,0.007365542902436543,71,0.6111111111111112,53,0.5944444444444444,212,0.18510452961672474,1.509568351367201,1.4061897133063463
reunion,1,335,110,688,0.008248149671678895,75,0.6452991452991453,55,0.6166666666666667,205,0.17900696864111498,1.615530242439536,1.4744865575887414
hace,1,334,112,565,0.007668016602367718,50,0.43162393162393164,48,0.5388888888888889,236,0.20601045296167247,0.9081917058381781,1.249449165277651
indica que,2,333,119,515,0.007141767068626458,62,0.5341880341880342,43,0.48333333333333334,228,0.1990418118466899,1.2832409622506906,1.0724767942916276
que las,2,333,114,753,0.007674690079821944,62,0.5341880341880342,52,0.5833333333333334,219,0.1912020905923345,1.2832409622506906,1.3891820574333213
escenario,1,331,114,877,0.008302943158527379,85,0.7307692307692307,53,0.5944444444444444,193,0.16855400696864112,1.8746737439009515,1.4318611209085434
mes,1,330,115,844,0.008752397150516981,43,0.3717948717948718,40,0.45,247,0.21559233449477352,0.677790415409956,0.969383301327524
o,1,323,103,538,0.008579187843806036,57,0.49145299145299143,38,0.42777777777777776,228,0.1990418118466899,1.1897633935781644,0.9213672571794866
por el,2,322,110,506,0.007543435337454836,46,0.3974358974358974,42,0.4722222222222222,234,0.20426829268292682,0.8302882062662893,1.0894616273763371
consejero,1,320,115,600,0.012379029405285291,38,0.32905982905982906,25,0.2833333333333333,257,0.22430313588850173,0.5269445487853164,0.27733867364139136
tasas,1,318,110,800,0.008020573279593312,57,0.49145299145299143,53,0.5944444444444444,208,0.18162020905923346,1.217087980090399,1.5008265874444215
consejero senor,2,316,115,499,0.011914320803387017,38,0.32905982905982906,25,0.2833333333333333,253,0.22081881533101044,0.5475180887478347,0.29700092061842737
parte,1,311,112,619,0.00675369399569103,62,0.5341880341880342,42,0.4722222222222222,207,0.18074912891986064,1.4051533447177915,1.1471771252326244
precios,1,311,114,694,0.007104547495289799,77,0.6623931623931624,44,0.49444444444444446,190,0.16594076655052264,1.8049453581518262,1.2242660015253166
tanto,1,310,108,499,0.006494133094327612,61,0.5256410256410257,47,0.5277777777777778,202,0.1763937282229965,1.3818835653949446,1.3401241085411613
ello,1,306,107,502,0.006820392775639177,66,0.5683760683760684,43,0.48333333333333334,197,0.1720383275261324,1.5476544171241127,1.2132119960589418
se ha,2,306,107,562,0.006805978987405894,62,0.5341880341880342,44,0.49444444444444446,200,0.17465156794425088,1.4343586951028184,1.251487470260341
el presidente,2,302,109,366,0.01384572880163996,16,0.14102564102564102,18,0.20555555555555555,268,0.23388501742160278,-0.7157321440054862,-0.13090382483020405
expectativas,1,298,108,716,0.0064109281184316375,75,0.6452991452991453,57,0.6388888888888888,166,0.14503484320557491,1.8365387835347264,1.7415383239560303
division,1,297,105,496,0.00924774436752334,43,0.3717948717948718,29,0.3277777777777778,225,0.19642857142857142,0.8536867151659981,0.625792423223857
muy,1,296,98,445,0.007971446900996777,52,0.44871794871794873,40,0.45,204,0.17813588850174217,1.1828199281068543,1.148962639124999
actividad,1,295,107,609,0.006331940455160473,77,0.6623931623931624,54,0.6055555555555555,164,0.14329268292682926,1.9069000011666042,1.6642325977885815
que los,2,295,115,527,0.006744751940005048,46,0.3974358974358974,45,0.5055555555555555,204,0.17813588850174217,0.9785278711637359,1.351055498850916
el consejero,2,291,107,464,0.010865275791479745,38,0.32905982905982906,25,0.2833333333333333,228,0.1990418118466899,0.6832096690845261,0.4263612710597478
el consejero senor,3,289,107,457,0.010816483801655062,38,0.32905982905982906,25,0.2833333333333333,226,0.19729965156794424,0.6946370162823394,0.4372290817048979
plazo,1,289,103,631,0.006553874167314835,67,0.5769230769230769,49,0.55,173,0.15113240418118468,1.6814191365900357,1.5313911881569962
presente,1,289,103,387,0.007314900203549281,35,0.3034188034188034,33,0.37222222222222223,221,0.19294425087108014,0.5604903388219518,0.8752018266981467
que no,2,289,100,401,0.007134738726296216,47,0.405982905982906,38,0.42777777777777776,204,0.17813588850174217,1.0502797366494232,1.1042996027368022
de division,2,285,104,477,0.009087929963954619,41,0.3547008547008547,26,0.29444444444444445,218,0.19033101045296166,0.8436138417876562,0.5202573780527465
ultimo,1,285,110,511,0.005852242740946243,62,0.5341880341880342,50,0.5611111111111111,173,0.15113240418118468,1.5639183288717344,1.5905558849864398
alza,1,281,105,553,0.007096440875367321,64,0.5512820512820513,28,0.31666666666666665,189,0.16506968641114983,1.6486207300801285,0.6589757290088295
con la,2,280,104,423,0.006004646681622591,56,0.4829059829059829,41,0.46111111111111114,183,0.15984320557491288,1.4118723930670058,1.2830852374581727
cambio,1,279,106,476,0.007437926104572333,36,0.31196581196581197,37,0.4166666666666667,206,0.1798780487804878,0.6643116621906401,1.1189054052688192
de lo,2,277,107,407,0.005854204513276096,62,0.5341880341880342,54,0.6055555555555555,161,0.1406794425087108,1.6165052909659543,1.7759809554410368
son,1,275,98,464,0.0067615908523429346,57,0.49145299145299143,43,0.48333333333333334,175,0.1528745644599303,1.4762656468367419,1.3937842417007629
base,1,270,95,710,0.006921286159357202,91,0.782051282051282,49,0.55,130,0.1136759581881533,2.430124869853956,1.6501213833720199
banco,1,269,99,454,0.006981933143379694,64,0.5512820512820513,43,0.48333333333333334,162,0.14155052264808363,1.7304977371345365,1.4315039076499214
de inflacion,2,268,103,546,0.005858820419693279,78,0.6709401709401709,45,0.5055555555555555,145,0.12674216027874566,2.12323862679127,1.5155912708628065
presidente senor,2,268,104,333,0.012352375576250825,16,0.14102564102564102,20,0.22777777777777777,232,0.20252613240418119,-0.5334803928877383,0.2123776149032258
en las,2,266,106,509,0.0061223521065165085,53,0.45726495726495725,40,0.45,173,0.15113240418118468,1.4056397921736217,1.3284104146858178
algo,1,265,104,455,0.006005825345251856,48,0.41452991452991456,39,0.4388888888888889,178,0.15548780487804878,1.2373063168440024,1.292341159978296
el gerente,2,265,90,376,0.008213824116533352,20,0.1752136752136752,15,0.17222222222222222,230,0.20078397212543553,-0.17976214430364423,-0.20254283096090495
bien,1,263,98,406,0.005812282857686258,54,0.4658119658119658,38,0.42777777777777776,171,0.14939024390243902,1.45964295647054,1.2617305692869485
en su,2,262,104,410,0.00598944493951496,65,0.5598290598290598,46,0.5166666666666667,151,0.13196864111498258,1.8099792238659502,1.5928632482287348
anterior,1,261,91,440,0.005726827939425472,78,0.6709401709401709,44,0.49444444444444446,139,0.12151567944250871,2.1772495614413794,1.5227894920777352
ser,1,259,95,396,0.006598327844006341,51,0.44017094017094016,37,0.4166666666666667,171,0.14939024390243902,1.38486201913152,1.243084816489549
el presidente senor,3,258,103,319,0.012090444452897815,16,0.14102564102564102,18,0.20555555555555555,224,0.1955574912891986,-0.4751817523230714,0.11148793370633597
economia,1,257,105,522,0.006273378068611487,71,0.6111111111111112,48,0.5388888888888889,138,0.12064459930313588,2.019104581916117,1.701034060335204
central,1,255,93,480,0.006060676613605266,77,0.6623931623931624,47,0.5277777777777778,131,0.11454703832752614,2.198609206638103,1.6778796867337127
desde,1,255,104,468,0.00598643248124628,47,0.405982905982906,30,0.3388888888888889,178,0.15548780487804878,1.2682171002792495,0.9256813661549335
sin,1,255,97,403,0.005365205959781774,70,0.6025641025641025,39,0.4388888888888889,146,0.12761324041811847,2.0065410411709554,1.3574851852978063
tasa de politica,3,254,91,669,0.006551302354969542,91,0.782051282051282,61,0.6833333333333333,102,0.08928571428571429,2.564818078178925,2.1582524010422577
5,1,253,102,531,0.0062983989414325285,46,0.3974358974358974,36,0.40555555555555556,171,0.14939024390243902,1.2444563502667092,1.2368806199913547
aumento,1,252,95,567,0.0060485570839138155,65,0.5598290598290598,36,0.40555555555555556,151,0.13196864111498258,1.8849412815471724,1.2435289960007205
las expectativas,2,251,105,477,0.005173584370378963,65,0.5598290598290598,52,0.5833333333333334,134,0.1171602787456446,1.8926562466751777,1.885928233291205
3,1,250,106,687,0.006310878610509075,57,0.49145299145299143,42,0.4722222222222222,151,0.13196864111498258,1.65156536019293,1.5174150145404666
para el,2,250,107,471,0.006295962766009244,40,0.34615384615384615,25,0.2833333333333333,185,0.16158536585365854,1.0244386452111938,0.6673693705635428
por lo,2,250,91,351,0.005991012618320106,56,0.4829059829059829,39,0.4388888888888889,155,0.13545296167247386,1.618817682821961,1.3911945469045814
estudios,1,249,100,348,0.0076397699413521345,38,0.32905982905982906,28,0.31666666666666665,183,0.15984320557491288,0.9445377529679168,0.8536547774571517
demanda,1,248,98,445,0.006314096862057005,53,0.45726495726495725,40,0.45,155,0.13545296167247386,1.5327072544867597,1.4478740812873894
y la,2,248,101,370,0.0053791495081070805,50,0.43162393162393164,36,0.40555555555555556,162,0.14155052264808363,1.427481351001802,1.2704331797023813
con el,2,247,100,354,0.0058437476729938835,60,0.5170940170940171,30,0.3388888888888889,157,0.13719512195121952,1.7703815172843167,0.9777933986742239
precio,1,246,103,562,0.00735952918631236,47,0.405982905982906,28,0.31666666666666665,171,0.14939024390243902,1.3318757375015673,0.8733281965115713
ya,1,245,99,334,0.006116457934683294,41,0.3547008547008547,40,0.45,164,0.14329268292682926,1.101347463798141,1.46878307105037
de un,2,241,95,349,0.005119998471770722,52,0.44871794871794873,34,0.38333333333333336,155,0.13545296167247386,1.5504565448879961,1.2234845823913103
baja,1,240,100,363,0.00592542133872821,22,0.19230769230769232,46,0.5166666666666667,172,0.15026132404181183,0.12262869222204152,1.747460117969268
el gerente de,3,240,86,326,0.007465894331909115,19,0.16666666666666666,14,0.16111111111111112,207,0.18074912891986064,-0.1034956042998049,-0.15345859307123477
tasa de politica monetaria,4,240,89,629,0.006306409171415531,86,0.7393162393162394,57,0.6388888888888888,97,0.08493031358885017,2.565430265125315,2.1377814499485903
a los,2,238,100,323,0.006080529971989902,33,0.2863247863247863,24,0.2722222222222222,181,0.15810104529616725,0.7853596721690544,0.6818036584630908
y el,2,235,99,373,0.005155547256441503,56,0.4829059829059829,29,0.3277777777777778,150,0.13109756097560976,1.7346039939851015,1.0045727297898241
analisis,1,234,103,312,0.006446951504112803,25,0.21794871794871795,17,0.19444444444444445,192,0.1676829268292683,0.36388397366510933,0.17633907805630408
no se,2,233,90,331,0.0058548730495243655,37,0.32051282051282054,33,0.37222222222222223,163,0.14242160278745644,1.0126982536302398,1.2305584158502803
puntos,1,233,89,568,0.006278536886992782,87,0.7478632478632479,38,0.42777777777777776,108,0.09451219512195122,2.658719322803046,1.4676893952349774
el mercado,2,232,99,374,0.005179218531681271,55,0.47435897435897434,39,0.4388888888888889,138,0.12064459930313588,1.7250057173510267,1.5195186438801207
division estudios,2,231,98,321,0.00742630584595962,33,0.2863247863247863,22,0.25,176,0.15374564459930315,0.8353590587077798,0.5929743144777513
ese,1,231,91,324,0.006834243622089946,32,0.2777777777777778,26,0.29444444444444445,173,0.15113240418118468,0.7843879421990742,0.8568535227289444
a las,2,230,97,305,0.00675339623163983,33,0.2863247863247863,24,0.2722222222222222,173,0.15113240418118468,0.8426454127862723,0.7366395245431908
los precios,2,230,102,373,0.004848808512200997,58,0.5,37,0.4166666666666667,135,0.11803135888501742,1.8421772333108386,1.4445565861988987
importante,1,228,94,341,0.004904623554363055,48,0.41452991452991456,32,0.3611111111111111,148,0.1293554006968641,1.5063228806929219,1.2159099626172762
dos,1,225,92,338,0.0055306853850095984,37,0.32051282051282054,30,0.3388888888888889,158,0.13806620209059234,1.0726630426201822,1.1316401921029624
interes,1,225,88,457,0.005692467979482916,61,0.5256410256410257,46,0.5166666666666667,118,0.10322299651567944,1.9828357969969637,1.8632464291324085
que es,2,224,93,302,0.005686825547507712,50,0.43162393162393164,31,0.35,143,0.125,1.6133933219351075,1.1930178192029341
el escenario,2,223,91,431,0.0050124193521693255,70,0.6025641025641025,45,0.5055555555555555,108,0.09451219512195122,2.2797215724215794,1.8399420280170247
de division estudios,3,222,97,311,0.007326081944117512,32,0.2777777777777778,20,0.22777777777777777,170,0.1485191637630662,0.8509856909280977,0.507701558693525
de interes,2,222,87,452,0.005634335377443966,61,0.5256410256410257,46,0.5166666666666667,115,0.10060975609756098,2.0093892160382802,1.8875620896842795
la economia,2,222,99,428,0.005313415962080322,70,0.6025641025641025,44,0.49444444444444446,108,0.09451219512195122,2.2891509853415104,1.8078808187847262
tasas de,2,222,97,460,0.005249799879949743,35,0.3034188034188034,39,0.4388888888888889,148,0.1293554006968641,1.001265399514404,1.5960721471813184
de crecimiento,2,221,94,399,0.00489359317659887,46,0.3974358974358974,31,0.35,144,0.12587108013937282,1.4860966561964357,1.2155603878540227
la tasa de politica,4,221,85,603,0.006013828991726571,77,0.6623931623931624,52,0.5833333333333334,92,0.08057491289198607,2.503463788166524,2.1210317063772073
por la,2,219,94,298,0.005044557092639332,49,0.4230769230769231,32,0.3611111111111111,138,0.12064459930313588,1.6179937564484024,1.2835486794926394
gerente de division,3,218,96,365,0.008371726899552422,16,0.14102564102564102,9,0.10555555555555556,193,0.16855400696864112,-0.21511891302056851,-0.6509512684083378
hacia,1,218,85,360,0.005539115692511689,39,0.33760683760683763,36,0.40555555555555556,143,0.125,1.2182057797470167,1.4899995569600661
proyecciones,1,218,86,377,0.005284434217795749,56,0.4829059829059829,34,0.38333333333333336,128,0.11193379790940766,1.878148119892336,1.3929751025652013
tiene,1,218,84,325,0.006858045087791468,41,0.3547008547008547,24,0.2722222222222222,153,0.13371080139372823,1.3056292823478457,0.8230111509764445
sus,1,217,101,341,0.004784110966352956,51,0.44017094017094016,34,0.38333333333333336,132,0.11541811846689895,1.7093872255049214,1.4008158557823847
chile,1,215,93,332,0.00556962266742943,48,0.41452991452991456,34,0.38333333333333336,133,0.11628919860627178,1.614160622234958,1.4166263706298468
cuanto,1,215,97,285,0.005396984428991442,28,0.24358974358974358,20,0.22777777777777777,167,0.14590592334494773,0.6844082941744636,0.5584548591581596
internacional,1,215,91,318,0.005780119291092624,41,0.3547008547008547,25,0.2833333333333333,149,0.13022648083623695,1.3302212705302376,0.9107058063256017
se han,2,215,94,321,0.0047762483667366604,45,0.3888888888888889,33,0.37222222222222223,137,0.11977351916376307,1.496431776567489,1.366264188537821
la actividad,2,214,97,356,0.004354206720888787,55,0.47435897435897434,46,0.5166666666666667,113,0.09886759581881534,1.8792683179782017,1.9544816817736013
caso,1,213,98,359,0.005512570986815915,35,0.3034188034188034,21,0.2388888888888889,157,0.13719512195121952,1.0722319208685471,0.6494777709672624
hay,1,213,78,314,0.007009756467603057,37,0.32051282051282054,34,0.38333333333333336,142,0.12412891986062717,1.167559382617666,1.432612074802546
nivel,1,213,102,339,0.005307176009344569,41,0.3547008547008547,31,0.35,141,0.12325783972125436,1.3468519450743588,1.277454921579965
riesgo,1,212,95,365,0.005293906384861458,61,0.5256410256410257,41,0.46111111111111114,110,0.09625435540069686,2.1016055872592543,1.7649023170215408
de que,2,211,92,316,0.0053002159654092305,39,0.33760683760683763,33,0.37222222222222223,139,0.12151567944250871,1.275593261904537,1.398236578276101
la politica,2,211,91,350,0.0045963110706271565,69,0.594017094017094,51,0.5722222222222222,91,0.07970383275261324,2.366388029064369,2.171998691908343
podria,1,211,103,333,0.005264159873760161,47,0.405982905982906,37,0.4166666666666667,127,0.11106271777003485,1.6101768999886716,1.593663116133657
puede,1,209,85,313,0.005705053365932385,41,0.3547008547008547,29,0.3277777777777778,139,0.12151567944250871,1.3806997155580314,1.1987156743220986
trimestre,1,209,94,494,0.006063455516074917,35,0.3034188034188034,28,0.31666666666666665,146,0.12761324041811847,1.104928958687995,1.1409919280164191
respecto de,2,207,94,373,0.005517757733688891,33,0.2863247863247863,23,0.2611111111111111,151,0.13196864111498258,1.0212710296410854,0.8390394974646697
que lo,2,206,84,277,0.004859644201312506,36,0.31196581196581197,31,0.35,139,0.12151567944250871,1.1784616952488098,1.333880355042784
en esta,2,205,88,339,0.0048614894924155815,70,0.6025641025641025,42,0.4722222222222222,93,0.08144599303135888,2.459667376437887,1.8681717624870475
menor,1,205,94,392,0.004871202985461534,38,0.32905982905982906,31,0.35,136,0.11890243902439024,1.2810343207427317,1.3421243491376926
y de,2,205,92,308,0.004387785369318547,41,0.3547008547008547,28,0.31666666666666665,136,0.11890243902439024,1.4153607230046485,1.1731424516201254
la demanda,2,203,87,330,0.004900692766689141,45,0.3888888888888889,36,0.40555555555555556,122,0.10670731707317073,1.6017206754522542,1.6137349253823106
le,1,202,71,314,0.006633030112613378,39,0.33760683760683763,36,0.40555555555555556,127,0.11106271777003485,1.3528989880719857,1.6223738436561832
en un,2,201,92,294,0.004462527574280301,44,0.3803418803418803,39,0.4388888888888889,118,0.10322299651567944,1.578790477972084,1.7714124921087144
entre,1,200,91,306,0.004916277145713258,21,0.18376068376068377,30,0.3388888888888889,149,0.13022648083623695,0.3406897862720119,1.329037060386142
segundo,1,200,92,288,0.004512844730129297,46,0.3974358974358974,27,0.3055555555555556,127,0.11106271777003485,1.669960848596622,1.1544955127938268
puntos base,2,199,79,488,0.005501394674737867,85,0.7307692307692307,36,0.40555555555555556,78,0.06837979094076654,2.9809137921819193,1.648605385229363
expectativas de,2,197,91,353,0.004077746152395741,51,0.44017094017094016,35,0.39444444444444443,111,0.09712543554006968,1.8940087381539357,1.6173788634362933
opinion,1,195,90,264,0.00522695128504653,36,0.31196581196581197,33,0.37222222222222223,126,0.11019163763066202,1.274677010508113,1.5337209343893838
petroleo,1,195,79,323,0.005261427855103519,46,0.3974358974358974,25,0.2833333333333333,124,0.10844947735191637,1.7174222023028916,1.0707250647947515
