caso_id,intervencion_id,fold,reunion_o_texto_validacion,candidato_hd_alta,potencialmente_incorporable,incorporado_a_train
E014,RPM-2012-01-12:4571:1,2,0,1,1,0
E014,RPM-2012-01-12:4571:1,3,0,1,1,0
E014,RPM-2012-01-12:4571:1,4,1,1,0,0
E014,RPM-2012-01-12:4571:1,5,0,1,1,0
E015,RPM-2011-12-13:4512:1,1,0,0,0,0
E015,RPM-2011-12-13:4512:1,2,0,0,0,0
E015,RPM-2011-12-13:4512:1,3,0,0,0,0
E015,RPM-2011-12-13:4512:1,4,0,0,0,0
E015,RPM-2011-12-13:4512:1,5,0,0,0,0
E016,RPM-2011-12-13:4508:1,1,0,1,1,0
E016,RPM-2011-12-13:4508:1,2,0,1,1,0
E016,RPM-2011-12-13:4508:1,3,0,1,1,0
E016,RPM-2011-12-13:4508:1,4,0,1,1,0
E016,RPM-2011-12-13:4508:1,5,0,1,1,0
E017,RPM-2014-02-18:6043:1,1,0,1,1,0
E017,RPM-2014-02-18:6043:1,2,0,1,1,0
E017,RPM-2014-02-18:6043:1,3,0,1,1,0
E017,RPM-2014-02-18:6043:1,4,0,1,1,0
E017,RPM-2014-02-18:6043:1,5,0,1,1,0
E018,RPM-2005-07-12:309:1,1,0,1,1,0
E018,RPM-2005-07-12:309:1,2,0,1,1,0
E018,RPM-2005-07-12:309:1,3,0,1,1,0
E018,RPM-2005-07-12:309:1,4,1,1,0,0
E018,RPM-2005-07-12:309:1,5,0,1,1,0
E019,RPM-2012-01-12:4572:1,1,0,1,1,0
E019,RPM-2012-01-12:4572:1,2,0,1,1,0
E019,RPM-2012-01-12:4572:1,3,0,1,1,0
E019,RPM-2012-01-12:4572:1,4,1,1,0,0
E019,RPM-2012-01-12:4572:1,5,0,1,1,0
E020,RPM-2008-12-11:2253:1,1,1,1,0,0
E020,RPM-2008-12-11:2253:1,2,0,1,1,0
E020,RPM-2008-12-11:2253:1,3,0,1,1,0
E020,RPM-2008-12-11:2253:1,4,0,1,1,0
E020,RPM-2008-12-11:2253:1,5,0,1,1,0
