frag_id,fecha_ficticia,clase_origen,etiqueta_normalizada,tema,lote_inferido,sha256_texto,grupo_texto_normalizado,texto_duplicado_exacto_normalizado,n_repeticiones_texto,es_representante_texto_unico,cita_literal_espacios_normalizados,cita_coincide_solo_ignorando_mayusculas,n_oraciones_largas_repetidas,max_frecuencia_oracion_larga,contiene_caracter_no_ascii,n_caracteres_texto,n_caracteres_cita
SYNTH_00021,2021-09-14,Dovish,dovish,Resistencia o rechazo a subir la TPM para proteger la incipiente recuperación económica y el empleo,1_517,d2022df483344c0a168368e86826e9d776700f8193111ee827c392316c8b6193,7fdd11d20af86d2f,false,1,true,true,false,0,1,true,822,199
SYNTH_00022,2022-09-06,Hawkish,hawkish,Fuerte depreciación cambiaria del peso chileno y presiones de costos externos sobre bienes transables,1_517,60c415c1bd0f060e23ce0069dbd5b709abaa5dd0c6fcab8c5336198b80ff06ef,dabc00551ab4bc46,true,3,true,true,false,4,3,true,833,241
SYNTH_00023,2025-01-28,Dovish,dovish,Aceleración del ciclo de recortes de la TPM (bajas de 75 o 100 pb) para evitar contracción excesiva del crédito,1_517,23542319ff5e747fef9194ea4f888110343bd8598d044506ae63ff3c1202b2f4,251e29ec19de50b5,true,2,true,true,false,3,2,true,807,169
SYNTH_00024,2024-10-15,Neutral,neutral,Mantención condicionada de la tasa observando la evolución de las condiciones financieras externas y la Fed,1_517,81fb64112668881e7e8fe27d8617c4f0d436b66edce4caf3038d073eb97a1fcb,5b8c259a012266ed,true,3,true,true,false,4,3,true,829,223
SYNTH_00025,2024-04-02,Dovish,dovish,Deterioro de las condiciones del mercado laboral con aumento de la tasa de desocupación y menor empleo asalariado,1_517,2892fe110289bed02c7a262208bb8fdd63c38f8ccfbc9038957a4d909ff2db1d,0e0d6eb11b633d2b,true,3,true,true,false,4,3,true,787,227
SYNTH_00026,2024-06-18,Neutral,neutral,Evaluación de que la postura monetaria actual es la adecuada para garantizar el cumplimiento de la meta de 3%,1_517,906198ac382c0066c97854595be9e450c9e788fbc646b260dbe71467cab6d8a6,b788f2eccf5d07e1,true,4,true,true,false,4,4,true,743,210
SYNTH_00027,2023-09-05,Dovish,dovish,Apertura y profundización de la brecha de actividad negativa con contracción del comercio y construcción,1_517,023c4b184028829a594d580b471615cffe3c93dded071546b4e2c932b5891e86,cccd7b146ddf3630,true,2,true,true,false,4,2,true,766,186
SYNTH_00028,2022-09-06,Hawkish,hawkish,Fuerte depreciación cambiaria del peso chileno y presiones de costos externos sobre bienes transables,1_517,60c415c1bd0f060e23ce0069dbd5b709abaa5dd0c6fcab8c5336198b80ff06ef,dabc00551ab4bc46,true,3,false,true,false,4,3,true,833,241
SYNTH_00029,2024-05-20,Neutral,neutral,"Menú de opciones abierto donde el Consejo analiza mantener o recortar la tasa, postergando definición al IPC",1_517,3c65a716e1e4b40a62e0ce321570429686abd266d4ae7d2676f0e6789bf2835b,cc1387a6eed51cb9,false,1,true,true,false,0,1,true,743,165
SYNTH_00030,2025-01-28,Dovish,dovish,Aceleración del ciclo de recortes de la TPM (bajas de 75 o 100 pb) para evitar contracción excesiva del crédito,1_517,23542319ff5e747fef9194ea4f888110343bd8598d044506ae63ff3c1202b2f4,251e29ec19de50b5,true,2,false,true,false,3,2,true,807,169
SYNTH_00031,2024-07-30,Dovish,dovish,Deterioro de las condiciones del mercado laboral con aumento de la tasa de desocupación y menor empleo asalariado,1_517,b838522740aa3a3b8526eccd12516484705307bb9bb153d993252b15935dbfc7,cdac2ea7d6da2d66,false,1,true,true,false,0,1,true,747,209
SYNTH_00032,2024-09-03,Dovish,dovish,Llamado a avanzar con mayor celeridad hacia el rango neutral de la TPM (3.5% - 4.5% nominal),1_517,d124a3d4344506e6d71070862a3019354005dc9b631dfaf4d22a3a2df584d15e,6686c202bb21a0a0,true,4,true,true,false,4,5,true,804,161
SYNTH_00033,2024-09-03,Dovish,dovish,Llamado a avanzar con mayor celeridad hacia el rango neutral de la TPM (3.5% - 4.5% nominal),1_517,d124a3d4344506e6d71070862a3019354005dc9b631dfaf4d22a3a2df584d15e,6686c202bb21a0a0,true,4,false,true,false,4,5,true,804,161
SYNTH_00034,2024-12-17,Neutral,neutral,Evaluación equilibrada entre riesgos al alza por el tipo de cambio y riesgos a la baja por la holgura de actividad,1_517,2eb2c0007d759b835a710bd2557ba9a5820d78e94ee284695d7ecef86eeb21cb,21bbef930460a940,true,5,false,true,false,5,5,true,849,216
SYNTH_00035,2024-06-18,Neutral,neutral,Evaluación de que la postura monetaria actual es la adecuada para garantizar el cumplimiento de la meta de 3%,1_517,906198ac382c0066c97854595be9e450c9e788fbc646b260dbe71467cab6d8a6,b788f2eccf5d07e1,true,4,false,true,false,4,4,true,743,210
SYNTH_00036,2024-04-02,Dovish,dovish,Deterioro de las condiciones del mercado laboral con aumento de la tasa de desocupación y menor empleo asalariado,1_517,2892fe110289bed02c7a262208bb8fdd63c38f8ccfbc9038957a4d909ff2db1d,0e0d6eb11b633d2b,true,3,false,true,false,4,3,true,787,227
SYNTH_00037,2022-06-14,Hawkish,hawkish,Persistencia de la inflación subyacente sin volátiles (IPC SAE) muy por sobre la meta del 3%,1_517,cf39d976dfdf30dd59441586ef654642ba5bcc524baaf6525dd36799300fbd35,2dc855646226a95e,true,2,true,true,false,4,2,true,879,175
SYNTH_00038,2023-05-12,Hawkish,hawkish,Voto de consejeros que abogan por una postura más restrictiva ante divergencia con la política de la Fed,1_517,8d287ba9744e76ffcf1fd00f2b15eb2850cc116115c48e85beec59cc6f4c10ca,f9c621595f2104b6,true,4,false,true,false,4,4,true,845,222
SYNTH_00039,2023-09-05,Dovish,dovish,Apertura y profundización de la brecha de actividad negativa con contracción del comercio y construcción,1_517,023c4b184028829a594d580b471615cffe3c93dded071546b4e2c932b5891e86,cccd7b146ddf3630,true,2,false,true,false,4,2,true,766,186
SYNTH_00040,2024-10-15,Neutral,neutral,Mantención condicionada de la tasa observando la evolución de las condiciones financieras externas y la Fed,1_517,81fb64112668881e7e8fe27d8617c4f0d436b66edce4caf3038d073eb97a1fcb,5b8c259a012266ed,true,3,false,true,false,4,3,true,829,172
SYNTH_00041,2024-06-18,Neutral,neutral,Acuerdo por unanimidad de mantener la TPM en su nivel vigente mientras se acumula información para el IPoM,1_517,39df8c6388a6083c04ba1a250cbe23383ca0501748bbd102b42079dff623a7f7,7c421e5bc76532a1,true,2,false,true,false,4,2,true,827,200
SYNTH_00042,2023-03-28,Hawkish,hawkish,Postura de mantener la TPM en su nivel máximo restrictivo (11.25%) por un período más prolongado,1_517,8ae5cfb10471852985be02fac96c2f56e23482a6ab3373db74c5efdfb31d588e,781ec55dd9ae9542,false,1,true,true,false,0,1,true,802,175
SYNTH_00043,2022-06-14,Hawkish,hawkish,Persistencia de la inflación subyacente sin volátiles (IPC SAE) muy por sobre la meta del 3%,1_517,cf39d976dfdf30dd59441586ef654642ba5bcc524baaf6525dd36799300fbd35,2dc855646226a95e,true,2,false,true,false,4,2,true,879,175
SYNTH_00044,2024-09-17,Neutral,neutral,Evaluación de que la postura monetaria actual es la adecuada para garantizar el cumplimiento de la meta de 3%,1_517,906198ac382c0066c97854595be9e450c9e788fbc646b260dbe71467cab6d8a6,b788f2eccf5d07e1,true,4,false,true,false,4,4,true,743,210
SYNTH_00045,2023-05-12,Hawkish,hawkish,Voto de consejeros que abogan por una postura más restrictiva ante divergencia con la política de la Fed,1_517,8d287ba9744e76ffcf1fd00f2b15eb2850cc116115c48e85beec59cc6f4c10ca,f9c621595f2104b6,true,4,false,true,false,4,4,true,845,222
SYNTH_00046,2023-06-20,Hawkish,hawkish,Rechazo o resistencia a iniciar recortes prematuros de la TPM ante resistencia inflacionaria en servicios,1_517,3d8145fdf9054ffcbf232a9a3f99829901b6e3e14679760731bd4d867e39fe29,d5259d0b2dd10536,true,3,false,true,false,4,3,true,852,249
SYNTH_00047,2024-09-03,Dovish,dovish,Llamado a avanzar con mayor celeridad hacia el rango neutral de la TPM (3.5% - 4.5% nominal),1_517,d124a3d4344506e6d71070862a3019354005dc9b631dfaf4d22a3a2df584d15e,6686c202bb21a0a0,true,4,false,true,false,4,5,true,804,161
SYNTH_00048,2022-10-25,Hawkish,hawkish,Persistencia de la inflación subyacente sin volátiles (IPC SAE) muy por sobre la meta del 3%,1_517,c395574269243e7aed33e03cc1a9e7c780e1cf30f40bfacda70332c183340914,a41306c1f4d4811f,false,1,true,true,false,0,1,true,878,231
SYNTH_00049,2022-06-14,Hawkish,hawkish,Aceleración del ritmo de alzas de TPM hacia terreno fuertemente contractivo para frenar segunda vuelta,1_517,3b817a2c6544eed506bad16f462cf9beba87529a20b509e9e582a99c7195e59b,17e9c22ff9544e44,true,3,false,true,false,4,3,true,825,251
SYNTH_00050,2024-09-03,Dovish,dovish,Llamado a avanzar con mayor celeridad hacia el rango neutral de la TPM (3.5% - 4.5% nominal),1_517,d124a3d4344506e6d71070862a3019354005dc9b631dfaf4d22a3a2df584d15e,6686c202bb21a0a0,true,4,false,true,false,4,5,true,804,161
SYNTH_00051,2023-06-20,Hawkish,hawkish,Rechazo o resistencia a iniciar recortes prematuros de la TPM ante resistencia inflacionaria en servicios,1_517,3d8145fdf9054ffcbf232a9a3f99829901b6e3e14679760731bd4d867e39fe29,d5259d0b2dd10536,true,3,false,true,false,4,3,true,852,249
SYNTH_00052,2025-01-28,Dovish,dovish,Llamado a avanzar con mayor celeridad hacia el rango neutral de la TPM (3.5% - 4.5% nominal),1_517,3392823f87d7267cdc3b1edb7b3843438fd7c60b58bf2c89990effdd4b24a517,0c6f69f5b8a30948,false,1,true,true,false,0,1,true,798,186
SYNTH_00053,2022-03-29,Hawkish,hawkish,"Shock de oferta por invasión a Ucrania, escalada de precios de combustibles y materias primas",1_517,d03939827e2350cc2c26efabeca19a09ce358722dbcabf8a7a096fc0b9358216,910d2b2348cdf184,false,1,true,true,false,0,1,true,882,192
SYNTH_00054,2024-12-17,Neutral,neutral,Evaluación equilibrada entre riesgos al alza por el tipo de cambio y riesgos a la baja por la holgura de actividad,1_517,2eb2c0007d759b835a710bd2557ba9a5820d78e94ee284695d7ecef86eeb21cb,21bbef930460a940,true,5,false,true,false,5,5,true,849,216
SYNTH_00055,2024-10-15,Neutral,neutral,Mantención condicionada de la tasa observando la evolución de las condiciones financieras externas y la Fed,1_517,81fb64112668881e7e8fe27d8617c4f0d436b66edce4caf3038d073eb97a1fcb,5b8c259a012266ed,true,3,false,true,false,4,3,true,829,172
SYNTH_00056,2024-09-03,Dovish,dovish,Impacto contractivo de la astringencia financiera y estrictez de las condiciones de otorgamiento de crédito,1_517,577e5646dfe712e1757f1b8adc21fb65410717df6ebe3b6f4a3b078a01a3cab3,cf095d0bcace8137,true,2,false,true,false,4,2,true,845,182
SYNTH_00057,2024-06-18,Neutral,neutral,Evaluación de que la postura monetaria actual es la adecuada para garantizar el cumplimiento de la meta de 3%,1_517,906198ac382c0066c97854595be9e450c9e788fbc646b260dbe71467cab6d8a6,b788f2eccf5d07e1,true,4,false,true,false,4,4,true,743,210
SYNTH_00058,2024-04-02,Dovish,dovish,Deterioro de las condiciones del mercado laboral con aumento de la tasa de desocupación y menor empleo asalariado,1_517,2892fe110289bed02c7a262208bb8fdd63c38f8ccfbc9038957a4d909ff2db1d,0e0d6eb11b633d2b,true,3,false,true,false,4,3,true,787,227
SYNTH_00059,2022-06-14,Hawkish,hawkish,Aceleración del ritmo de alzas de TPM hacia terreno fuertemente contractivo para frenar segunda vuelta,1_517,3b817a2c6544eed506bad16f462cf9beba87529a20b509e9e582a99c7195e59b,17e9c22ff9544e44,true,3,false,true,false,4,3,true,825,251
SYNTH_00060,2024-06-18,Neutral,neutral,TPM ubicada en nivel neutral consistente con la convergencia proyectada en el escenario central del IPoM,1_517,533a6cc95ae43a258b08a0edc8050ddf90896f80b2440c7ae5f56ffa63e21ce7,b7e70cc9ccb46b9d,true,2,false,true,false,4,2,true,722,235
SYNTH_00061,2022-09-06,Hawkish,hawkish,Fuerte depreciación cambiaria del peso chileno y presiones de costos externos sobre bienes transables,1_517,60c415c1bd0f060e23ce0069dbd5b709abaa5dd0c6fcab8c5336198b80ff06ef,dabc00551ab4bc46,true,3,false,true,false,4,3,true,833,241
SYNTH_00062,2023-05-12,Hawkish,hawkish,Voto de consejeros que abogan por una postura más restrictiva ante divergencia con la política de la Fed,1_517,8d287ba9744e76ffcf1fd00f2b15eb2850cc116115c48e85beec59cc6f4c10ca,f9c621595f2104b6,true,4,false,true,false,4,4,true,845,222
SYNTH_00063,2024-10-15,Dovish,dovish,Voto disidente o minoritario de consejeros que proponen recortar la tasa con mayor magnitud que la mayoría,1_517,fcaa0f19bf10dea9d4b4192a3908b9c950e64220b49802be8ba566c9aa3457c9,8ae2499f03e3f8bb,true,2,false,true,false,3,2,true,794,260
SYNTH_00064,2025-01-28,Neutral,neutral,TPM ubicada en nivel neutral consistente con la convergencia proyectada en el escenario central del IPoM,1_517,c9a790fc72e8febd91de283d9dcf6f314cb823c8da2d81a8496287ffebfd96ce,98e10479bbc789c9,false,1,true,true,false,0,1,true,823,228
SYNTH_00065,2023-04-04,Hawkish,hawkish,"Un Consejero aboga por prolongar la mantención de la TPM en 11,25% más allá de lo que descuenta el mercado",1_517,651400ffbc685d10cf727d9e76b5984cc80a19fed51d41cec9ac17c1d26c8bfa,4e370083f9b09f16,false,1,true,true,false,0,1,true,758,168
SYNTH_00066,2024-04-30,Neutral,neutral,Pausa de monitoreo: la velocidad de transmisión opera según lo previsto respecto del corredor del IPoM,1_517,3ad3f5bf6d8a15b670aeca5868fa63de9c29c044aece095cdc38ef0f2f851768,ab14c045ddc893aa,false,1,true,true,false,0,1,true,735,190
SYNTH_00067,2024-06-18,Neutral,neutral,Mantención unánime de la tasa rectora con calibración coherente con el escenario base del IPoM,1_517,27429e595e73a084ee049cf2760f593ca73efb4ca877a87111bc195037236ea0,90768b028ec92393,false,1,true,true,false,0,1,true,686,186
SYNTH_00068,2022-10-25,Hawkish,hawkish,"Votación dividida: mantener la TPM en 11,25% versus recortar 25 pb ante pass-through cambiario y divergencia con la Fed",1_517,18b8388bd97b0fbd4c1d8e82013f2f3a67295bc4131c4886af58718d507baf40,d4a28d1a92a87844,false,1,true,true,false,0,1,true,726,145
SYNTH_00069,2024-04-02,Dovish,dovish,Deterioro del mercado laboral y moderación salarial abren espacio para recortar la tasa de política,1_517,f73d5d847b8bc029a79e84492a7795a09d6530369d276c76a7f607038005493a,78b02a4ba0d5963b,false,1,true,true,false,0,1,true,728,196
SYNTH_00070,2022-06-14,Hawkish,hawkish,Propuesta de intensificar el ritmo de alzas de la tasa de política hacia terreno fuertemente contractivo,1_517,14f90660a4bd42b2ab3497113d56716048897f169220993a6198c0ad120c58ae,22528f3854cd7caf,false,1,true,true,false,3,5,true,716,159
SYNTH_00071,2023-04-04,Hawkish,hawkish,"Transmisión financiera y prolongación de la mantención de la tasa de instancia en 11,25%",1_517,c53d49656a8f752c132ef536be5789f6cc646debec79515c24f05afedfb2037a,2dd89f1d216d4e6a,false,1,true,true,false,0,1,true,742,177
SYNTH_00072,2024-09-03,Dovish,dovish,Votación dividida: recortar 50 pb versus 75 pb ante astringencia del crédito comercial e hipotecario,1_517,46a94124237bdd64e3be9a0ee8b1c81e64eeb6dabb0425650354b5acfea16e20,697248cfdfffd94a,false,1,true,true,false,0,1,true,715,199
SYNTH_00073,2024-04-02,Dovish,dovish,Votación dividida: recortar 75 pb versus 50 pb ante deterioro del mercado laboral,1_517,1995cdef9a71475033fa397e6bf725e8d30706259842b5045651b8abf0d861f8,fcad47dbc9c47b0a,false,1,true,true,false,0,1,true,690,213
SYNTH_00074,2024-05-20,Neutral,neutral,Menú de opciones abierto: mantener o recortar la tasa rectora según el próximo IPC,1_517,a1b0b900d0712184e23510093db070e88a56b84d3b1e108784f39fd58de7fda7,5892f5112271f3b6,false,1,true,true,false,1,15,true,697,176
SYNTH_00075,2024-06-18,Neutral,neutral,Mantención unánime de la tasa de instancia coherente con el corredor del IPoM,1_517,548d1bce81d65cfb051fc7a3fd5a9ebf3c0174df453fb23162f61ed83f10bfbb,f8ebc7c3ff9be356,false,1,true,true,false,1,7,true,665,185
SYNTH_00076,2024-07-30,Dovish,dovish,Votación dividida: recortar 100 pb versus 75 pb ante mayor deterioro laboral,1_517,a90c224679502284ecb91685c23ef94451a8fec01fad5b08a4dd1626cb1b52e1,5a4adb1fa4c035f0,false,1,true,true,false,0,1,true,706,222
SYNTH_00077,2024-09-03,Dovish,dovish,Voto de minoría: un Consejero propone recortar la tasa de instancia en 100 pb en lugar de 50 pb,1_517,5680cb35e69edd1594b879990d732dba2a2e6c010987408eb7b7e0a55472bd1a,2e8db701d29ce491,false,1,true,true,false,0,1,true,644,144
SYNTH_00078,2024-10-15,Dovish,dovish,Voto de minoría: un Consejero propone recortar la tasa de política en 75 pb en lugar de 50 pb,1_517,b15fcb50a9e97cc296e6d83da14ece0242beb3c40cdc34d4cfa822c8703bcc70,8133074fbdee6506,false,1,true,true,false,0,1,true,593,149
SYNTH_00079,2024-04-02,Dovish,dovish,Deterioro laboral y transmisión financiera: espacio para recortar el tipo de interés de política,1_517,ac11a68a8caaf372c9a5be55367c903e78c27415be6a0d60e77538cb75b10594,846996b89ce2c110,false,1,true,true,false,0,1,true,688,203
SYNTH_00080,2024-06-18,Neutral,neutral,Mantención condicionada a la espera de la actualización de proyecciones en el siguiente IPoM,1_517,1f39939470def02f972aae7f239713f744af88322c6775d2b50d603a8f544665,84ea74dcb0fd3889,false,1,true,true,false,1,7,true,662,122
SYNTH_00081,2024-12-17,Neutral,neutral,Balance de riesgos equilibrado: presiones externas al alza compensadas por holguras internas,1_517,b1f8fc822ff63fcd31ec455f0ff04ff63f3a949004fd2261fa7b8eacfa9b7ca6,dd6c9497a272f938,false,1,true,true,false,1,4,true,698,163
SYNTH_00082,2022-06-14,Hawkish,hawkish,Persistencia del IPCSAE y desanclaje de expectativas a 24 meses exigen mayor restrictividad,1_517,823752731c44adc323b6d135fd9a024f05957796a6dc805e25f995235db06f33,8fdce24435d5771c,false,1,true,true,false,0,1,true,697,172
SYNTH_00083,2023-09-05,Dovish,dovish,Votación dividida: recortar la TPM en 100 pb versus 75 pb ante apertura de la brecha de capacidad negativa,1_517,75ab8d158c1b80ebe8e262145745db84ddd5fb81a0d16f689c76d343fcc2af25,5d9e61f44bb3e76a,false,1,true,true,false,0,1,true,658,164
SYNTH_00084,2022-06-14,Hawkish,hawkish,Voto de minoría de un Consejero que aboga por un alza mayor del costo del fondeo interbancario,1_517,7fa4ec175ec46ebb09c46b2ccb847e52cb926b1e25422cb0787c873018aaf509,5c583b7740d6d1e3,false,1,true,true,false,0,1,true,607,190
SYNTH_00085,2022-09-06,Hawkish,hawkish,Pass-through cambiario y divergencia con la Fed exigen mayor restrictividad del tipo de interés de política,1_517,89cd5d39af398e1c63daa00776caac609d4bb264ac9cb713ed7e1f3f10a65ebe,15c3c8006588e412,false,1,true,true,false,2,15,true,646,162
SYNTH_00086,2023-12-19,Dovish,dovish,Una Consejera destaca la rápida convergencia del IPCSAE y aboga por recortes más decididos del tipo de interés de política,1_517,d734583d85ae6c232f207fddc828b4e495919a27794944e0d4be5bc1aad2960c,f769894d9cd3cd07,false,1,true,true,false,2,3,true,640,230
SYNTH_00087,2023-06-20,Hawkish,hawkish,Rechazo a iniciar recortes de la TPM ante la rigidez de la inflación de servicios,1_517,69a7141417eac404f18e1df0da8732088185dc45a5b6c50f997e9725949b357d,4c582d42cf56e8b8,true,2,true,true,false,3,2,true,691,157
SYNTH_00088,2022-03-29,Hawkish,hawkish,Votación dividida: intensificar el ritmo de alzas de la tasa rectora hacia terreno fuertemente contractivo,1_517,c82cb2385d9dd31cb5b9749241ad676cafe4536b46a0447c873b24aacb2ab292,b7ee9ccffbbcc1ee,false,1,true,true,false,2,2,true,638,119
SYNTH_00089,2024-04-30,Neutral,neutral,Pausa de monitoreo: la transmisión de los ajustes previos opera según lo previsto en el corredor del IPoM,1_517,955502221768d37b15a4e11307e5b906a8d4011135632b49a87c76b93c5b7f46,a1210784cc6b854f,false,1,true,true,false,2,7,true,687,151
SYNTH_00090,2023-09-05,Dovish,dovish,Apertura de la brecha de capacidad negativa y caída de la inversión y el consumo privado,1_517,360ab8523402630903eeaf5519d0a152a577bc607bf3251b1bef97cf8f8d3ddd,b0290c47a4052462,false,1,true,true,false,2,15,true,690,145
SYNTH_00091,2024-06-18,Neutral,neutral,Mantención unánime de la tasa rectora coherente con el escenario base del IPoM,1_517,42aeeb2be29b2825ae5d9fa8cd0d5932cadf1c5b24e468665036b01219d01c1f,7f24494e6dbe86a5,false,1,true,true,false,0,1,true,623,138
SYNTH_00092,2023-12-19,Dovish,dovish,Rápida convergencia del IPCSAE y espacio para recortar el tipo de interés de política,1_517,d240b273ed86192321cd1262f10160dbc8433989f27d09d08039df81bf875e48,be4a171e728357b3,false,1,true,true,false,2,3,true,673,137
SYNTH_00093,2024-12-17,Neutral,neutral,El tipo de interés de política en el centro del rango neutral y expectativas ancladas al 3%,1_517,507f6d0ed46fc9187acb79849a0d5f363a644f43384258454331d93dc0406e78,c449826d7ba7dd6f,false,1,true,true,false,0,1,true,649,232
SYNTH_00094,2024-09-03,Neutral,neutral,Pausa de monitoreo: transmisión de los ajustes previos en línea con el corredor del IPoM,1_517,ea8f0973f5bca96623186e52b4fa08f4cb296d89f326eecbad945bbc7bc8dee4,047adab4c395f90a,false,1,true,true,false,0,1,true,644,151
