frag_id,tipo,detalle
SYNTH_00074,oracion_larga_reutilizada,max_frecuencia=15
SYNTH_00075,oracion_larga_reutilizada,max_frecuencia=7
SYNTH_00080,oracion_larga_reutilizada,max_frecuencia=7
SYNTH_00081,oracion_larga_reutilizada,max_frecuencia=4
SYNTH_00085,oracion_larga_reutilizada,max_frecuencia=15
SYNTH_00086,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00087,texto_duplicado_normalizado,"SYNTH_00087,SYNTH_00124"
SYNTH_00087,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00088,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00089,oracion_larga_reutilizada,max_frecuencia=7
SYNTH_00090,oracion_larga_reutilizada,max_frecuencia=15
SYNTH_00092,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00095,texto_duplicado_normalizado,"SYNTH_00095,SYNTH_00123"
SYNTH_00095,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00099,oracion_larga_reutilizada,max_frecuencia=15
SYNTH_00100,oracion_larga_reutilizada,max_frecuencia=15
SYNTH_00101,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00102,oracion_larga_reutilizada,max_frecuencia=4
SYNTH_00103,oracion_larga_reutilizada,max_frecuencia=5
SYNTH_00106,oracion_larga_reutilizada,max_frecuencia=15
SYNTH_00109,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00112,oracion_larga_reutilizada,max_frecuencia=7
SYNTH_00118,oracion_larga_reutilizada,max_frecuencia=4
SYNTH_00119,oracion_larga_reutilizada,max_frecuencia=15
SYNTH_00121,oracion_larga_reutilizada,max_frecuencia=5
SYNTH_00122,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00123,texto_duplicado_normalizado,"SYNTH_00095,SYNTH_00123"
SYNTH_00123,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00124,texto_duplicado_normalizado,"SYNTH_00087,SYNTH_00124"
SYNTH_00124,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00125,oracion_larga_reutilizada,max_frecuencia=5
SYNTH_00126,oracion_larga_reutilizada,max_frecuencia=7
SYNTH_00128,texto_duplicado_normalizado,"SYNTH_00128,SYNTH_00183"
SYNTH_00128,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00129,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00131,oracion_larga_reutilizada,max_frecuencia=15
SYNTH_00132,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00133,oracion_larga_reutilizada,max_frecuencia=7
SYNTH_00134,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00135,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00142,oracion_larga_reutilizada,max_frecuencia=15
SYNTH_00144,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00146,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00147,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00148,oracion_larga_reutilizada,max_frecuencia=4
SYNTH_00152,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00153,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00155,oracion_larga_reutilizada,max_frecuencia=7
SYNTH_00160,oracion_larga_reutilizada,max_frecuencia=15
SYNTH_00163,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00164,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00166,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00167,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00168,oracion_larga_reutilizada,max_frecuencia=15
SYNTH_00169,oracion_larga_reutilizada,max_frecuencia=15
SYNTH_00170,oracion_larga_reutilizada,max_frecuencia=4
SYNTH_00171,oracion_larga_reutilizada,max_frecuencia=4
SYNTH_00172,oracion_larga_reutilizada,max_frecuencia=5
SYNTH_00174,oracion_larga_reutilizada,max_frecuencia=4
SYNTH_00175,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00176,oracion_larga_reutilizada,max_frecuencia=15
SYNTH_00177,cita_no_literal_exacta,coincide_sin_caso
SYNTH_00177,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00178,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00179,oracion_larga_reutilizada,max_frecuencia=15
SYNTH_00181,oracion_larga_reutilizada,max_frecuencia=15
SYNTH_00182,oracion_larga_reutilizada,max_frecuencia=4
SYNTH_00183,texto_duplicado_normalizado,"SYNTH_00128,SYNTH_00183"
SYNTH_00183,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00186,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00187,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00191,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00193,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00194,oracion_larga_reutilizada,max_frecuencia=6
SYNTH_00196,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00197,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00198,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00199,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00200,oracion_larga_reutilizada,max_frecuencia=44
SYNTH_00201,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00203,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00204,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00205,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00206,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00208,texto_duplicado_normalizado,"SYNTH_00208,SYNTH_00273"
SYNTH_00208,oracion_larga_reutilizada,max_frecuencia=7
SYNTH_00209,oracion_larga_reutilizada,max_frecuencia=4
SYNTH_00210,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00211,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00212,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00213,oracion_larga_reutilizada,max_frecuencia=4
SYNTH_00214,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00215,texto_duplicado_normalizado,"SYNTH_00215,SYNTH_00264"
SYNTH_00215,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00216,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00217,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00218,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00219,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00220,oracion_larga_reutilizada,max_frecuencia=44
SYNTH_00221,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00222,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00223,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00224,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00225,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00226,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00227,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00228,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00229,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00232,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00233,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00235,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00236,oracion_larga_reutilizada,max_frecuencia=6
SYNTH_00237,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00238,texto_duplicado_normalizado,"SYNTH_00238,SYNTH_00239"
SYNTH_00238,oracion_larga_reutilizada,max_frecuencia=6
SYNTH_00239,texto_duplicado_normalizado,"SYNTH_00238,SYNTH_00239"
SYNTH_00239,oracion_larga_reutilizada,max_frecuencia=6
SYNTH_00240,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00241,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00242,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00243,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00244,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00245,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00246,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00247,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00248,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00249,oracion_larga_reutilizada,max_frecuencia=4
SYNTH_00250,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00251,oracion_larga_reutilizada,max_frecuencia=7
SYNTH_00252,oracion_larga_reutilizada,max_frecuencia=44
SYNTH_00253,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00254,oracion_larga_reutilizada,max_frecuencia=6
SYNTH_00255,oracion_larga_reutilizada,max_frecuencia=4
SYNTH_00256,oracion_larga_reutilizada,max_frecuencia=44
SYNTH_00257,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00258,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00259,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00260,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00261,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00262,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00263,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00264,texto_duplicado_normalizado,"SYNTH_00215,SYNTH_00264"
SYNTH_00264,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00266,texto_duplicado_normalizado,"SYNTH_00266,SYNTH_00271"
SYNTH_00266,oracion_larga_reutilizada,max_frecuencia=7
SYNTH_00267,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00268,oracion_larga_reutilizada,max_frecuencia=4
SYNTH_00269,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00270,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00271,texto_duplicado_normalizado,"SYNTH_00266,SYNTH_00271"
SYNTH_00271,oracion_larga_reutilizada,max_frecuencia=7
SYNTH_00273,texto_duplicado_normalizado,"SYNTH_00208,SYNTH_00273"
SYNTH_00273,oracion_larga_reutilizada,max_frecuencia=7
SYNTH_00274,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00275,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00276,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00277,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00278,oracion_larga_reutilizada,max_frecuencia=44
SYNTH_00279,oracion_larga_reutilizada,max_frecuencia=44
SYNTH_00280,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00281,oracion_larga_reutilizada,max_frecuencia=6
SYNTH_00282,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00283,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00284,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00285,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00286,texto_duplicado_normalizado,"SYNTH_00286,SYNTH_00296"
SYNTH_00286,oracion_larga_reutilizada,max_frecuencia=4
SYNTH_00287,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00290,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00291,oracion_larga_reutilizada,max_frecuencia=4
SYNTH_00292,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00293,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00294,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00295,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00296,texto_duplicado_normalizado,"SYNTH_00286,SYNTH_00296"
SYNTH_00296,oracion_larga_reutilizada,max_frecuencia=4
SYNTH_00297,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00298,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00299,oracion_larga_reutilizada,max_frecuencia=7
SYNTH_00300,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00301,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00302,oracion_larga_reutilizada,max_frecuencia=44
SYNTH_00303,oracion_larga_reutilizada,max_frecuencia=28
SYNTH_00306,oracion_larga_reutilizada,max_frecuencia=5
SYNTH_00307,oracion_larga_reutilizada,max_frecuencia=4
SYNTH_00308,oracion_larga_reutilizada,max_frecuencia=47
SYNTH_00310,oracion_larga_reutilizada,max_frecuencia=47
SYNTH_00311,oracion_larga_reutilizada,max_frecuencia=44
SYNTH_00312,oracion_larga_reutilizada,max_frecuencia=44
SYNTH_00313,texto_duplicado_normalizado,"SYNTH_00313,SYNTH_00398,SYNTH_00472"
SYNTH_00313,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00314,oracion_larga_reutilizada,max_frecuencia=47
SYNTH_00315,texto_duplicado_normalizado,"SYNTH_00315,SYNTH_00399,SYNTH_00400"
SYNTH_00315,oracion_larga_reutilizada,max_frecuencia=4
SYNTH_00316,oracion_larga_reutilizada,max_frecuencia=42
SYNTH_00317,oracion_larga_reutilizada,max_frecuencia=44
SYNTH_00319,oracion_larga_reutilizada,max_frecuencia=44
SYNTH_00320,oracion_larga_reutilizada,max_frecuencia=47
SYNTH_00321,oracion_larga_reutilizada,max_frecuencia=5
SYNTH_00322,texto_duplicado_normalizado,"SYNTH_00322,SYNTH_00325"
SYNTH_00322,oracion_larga_reutilizada,max_frecuencia=7
SYNTH_00323,texto_duplicado_normalizado,"SYNTH_00323,SYNTH_00359,SYNTH_00443"
SYNTH_00323,oracion_larga_reutilizada,max_frecuencia=47
SYNTH_00324,oracion_larga_reutilizada,max_frecuencia=5
SYNTH_00325,texto_duplicado_normalizado,"SYNTH_00322,SYNTH_00325"
SYNTH_00325,oracion_larga_reutilizada,max_frecuencia=7
SYNTH_00326,texto_duplicado_normalizado,"SYNTH_00326,SYNTH_00490,SYNTH_00502"
SYNTH_00326,oracion_larga_reutilizada,max_frecuencia=42
SYNTH_00327,oracion_larga_reutilizada,max_frecuencia=44
SYNTH_00328,texto_duplicado_normalizado,"SYNTH_00328,SYNTH_00370"
SYNTH_00328,oracion_larga_reutilizada,max_frecuencia=7
SYNTH_00329,oracion_larga_reutilizada,max_frecuencia=44
SYNTH_00330,texto_duplicado_normalizado,"SYNTH_00330,SYNTH_00385"
SYNTH_00330,oracion_larga_reutilizada,max_frecuencia=42
SYNTH_00331,oracion_larga_reutilizada,max_frecuencia=5
SYNTH_00332,texto_duplicado_normalizado,"SYNTH_00332,SYNTH_00338"
SYNTH_00332,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00333,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00334,oracion_larga_reutilizada,max_frecuencia=44
SYNTH_00335,oracion_larga_reutilizada,max_frecuencia=9
SYNTH_00336,texto_duplicado_normalizado,"SYNTH_00336,SYNTH_00361"
SYNTH_00336,oracion_larga_reutilizada,max_frecuencia=42
SYNTH_00337,oracion_larga_reutilizada,max_frecuencia=42
SYNTH_00338,texto_duplicado_normalizado,"SYNTH_00332,SYNTH_00338"
SYNTH_00338,oracion_larga_reutilizada,max_frecuencia=2
SYNTH_00339,oracion_larga_reutilizada,max_frecuencia=42
SYNTH_00341,oracion_larga_reutilizada,max_frecuencia=44
SYNTH_00342,oracion_larga_reutilizada,max_frecuencia=4
SYNTH_00343,oracion_larga_reutilizada,max_frecuencia=9
SYNTH_00345,oracion_larga_reutilizada,max_frecuencia=47
SYNTH_00346,oracion_larga_reutilizada,max_frecuencia=47
SYNTH_00347,texto_duplicado_normalizado,"SYNTH_00347,SYNTH_00356"
SYNTH_00347,oracion_larga_reutilizada,max_frecuencia=47
SYNTH_00348,texto_duplicado_normalizado,"SYNTH_00348,SYNTH_00387"
SYNTH_00348,oracion_larga_reutilizada,max_frecuencia=42
SYNTH_00349,texto_duplicado_normalizado,"SYNTH_00349,SYNTH_00388"
SYNTH_00349,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00350,oracion_larga_reutilizada,max_frecuencia=47
SYNTH_00351,oracion_larga_reutilizada,max_frecuencia=5
SYNTH_00352,oracion_larga_reutilizada,max_frecuencia=42
SYNTH_00354,oracion_larga_reutilizada,max_frecuencia=42
SYNTH_00355,texto_duplicado_normalizado,"SYNTH_00355,SYNTH_00471"
SYNTH_00355,oracion_larga_reutilizada,max_frecuencia=44
SYNTH_00356,texto_duplicado_normalizado,"SYNTH_00347,SYNTH_00356"
SYNTH_00356,oracion_larga_reutilizada,max_frecuencia=47
SYNTH_00357,oracion_larga_reutilizada,max_frecuencia=47
SYNTH_00359,texto_duplicado_normalizado,"SYNTH_00323,SYNTH_00359,SYNTH_00443"
SYNTH_00359,oracion_larga_reutilizada,max_frecuencia=47
SYNTH_00360,texto_duplicado_normalizado,"SYNTH_00360,SYNTH_00454"
SYNTH_00360,oracion_larga_reutilizada,max_frecuencia=9
SYNTH_00361,texto_duplicado_normalizado,"SYNTH_00336,SYNTH_00361"
SYNTH_00361,oracion_larga_reutilizada,max_frecuencia=42
SYNTH_00362,texto_duplicado_normalizado,"SYNTH_00362,SYNTH_00422"
SYNTH_00362,oracion_larga_reutilizada,max_frecuencia=42
SYNTH_00363,oracion_larga_reutilizada,max_frecuencia=47
SYNTH_00364,oracion_larga_reutilizada,max_frecuencia=47
SYNTH_00365,texto_duplicado_normalizado,"SYNTH_00365,SYNTH_00451"
SYNTH_00365,oracion_larga_reutilizada,max_frecuencia=47
SYNTH_00366,texto_duplicado_normalizado,"SYNTH_00366,SYNTH_00371"
SYNTH_00366,oracion_larga_reutilizada,max_frecuencia=47
SYNTH_00367,oracion_larga_reutilizada,max_frecuencia=9
SYNTH_00368,oracion_larga_reutilizada,max_frecuencia=9
SYNTH_00369,oracion_larga_reutilizada,max_frecuencia=7
SYNTH_00370,texto_duplicado_normalizado,"SYNTH_00328,SYNTH_00370"
SYNTH_00370,oracion_larga_reutilizada,max_frecuencia=7
SYNTH_00371,texto_duplicado_normalizado,"SYNTH_00366,SYNTH_00371"
SYNTH_00371,oracion_larga_reutilizada,max_frecuencia=47
SYNTH_00372,texto_duplicado_normalizado,"SYNTH_00372,SYNTH_00501"
SYNTH_00372,oracion_larga_reutilizada,max_frecuencia=47
SYNTH_00373,oracion_larga_reutilizada,max_frecuencia=4
SYNTH_00374,oracion_larga_reutilizada,max_frecuencia=5
SYNTH_00375,texto_duplicado_normalizado,"SYNTH_00375,SYNTH_00498"
SYNTH_00375,oracion_larga_reutilizada,max_frecuencia=4
SYNTH_00376,oracion_larga_reutilizada,max_frecuencia=47
SYNTH_00377,oracion_larga_reutilizada,max_frecuencia=44
SYNTH_00378,oracion_larga_reutilizada,max_frecuencia=47
SYNTH_00379,oracion_larga_reutilizada,max_frecuencia=47
SYNTH_00381,oracion_larga_reutilizada,max_frecuencia=47
SYNTH_00382,oracion_larga_reutilizada,max_frecuencia=42
SYNTH_00383,oracion_larga_reutilizada,max_frecuencia=47
SYNTH_00384,oracion_larga_reutilizada,max_frecuencia=44
SYNTH_00385,texto_duplicado_normalizado,"SYNTH_00330,SYNTH_00385"
SYNTH_00385,oracion_larga_reutilizada,max_frecuencia=42
SYNTH_00386,oracion_larga_reutilizada,max_frecuencia=42
SYNTH_00387,texto_duplicado_normalizado,"SYNTH_00348,SYNTH_00387"
SYNTH_00387,oracion_larga_reutilizada,max_frecuencia=42
SYNTH_00388,texto_duplicado_normalizado,"SYNTH_00349,SYNTH_00388"
SYNTH_00388,oracion_larga_reutilizada,max_frecuencia=3
SYNTH_00389,oracion_larga_reutilizada,max_frecuencia=44
SYNTH_00390,oracion_larga_reutilizada,max_frecuencia=4
SYNTH_00391,oracion_larga_reutilizada,max_frecuencia=42
SYNTH_00392,oracion_larga_reutilizada,max_frecuencia=44
SYNTH_00393,oracion_larga_reutilizada,max_frecuencia=47
