intervencion_id,meeting_id,fold,etiqueta_v2,pred_a,pred_tfidf,pred_beto,pred_b_tfidf,pred_b_beto,prob_b_hawkish,prob_b_dovish,prob_b_neutral,error_tfidf,error_beto,ambiguo_hd_conocido,n_segmentos_declarados
RPM-2005-01-11:1:1,RPM-2005-01-11,3,neutral,0,neutral,neutral,neutral,neutral,0.14608517289161682,0.12081683427095413,0.7330979704856873,correcto,correcto,0,1
RPM-2005-01-11:20:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.0008897671359591186,0.002335506957024336,0.9967747330665588,correcto,correcto,0,1
RPM-2005-01-11:21:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.0009769091848284006,0.002261098474264145,0.9967619180679321,correcto,correcto,0,1
RPM-2005-01-11:22:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.0009935073321685195,0.002133541274815798,0.9968729615211487,correcto,correcto,0,1
RPM-2005-01-11:23:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.0009020878351293504,0.0021547561045736074,0.9969431757926941,correcto,correcto,0,1
RPM-2005-01-11:24:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.0009527566144242883,0.0029506986029446125,0.9960965514183044,correcto,correcto,0,1
RPM-2005-01-11:25:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.0008851976017467678,0.0021823060233145952,0.9969325065612793,correcto,correcto,0,1
RPM-2005-01-11:26:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.0012518672738224268,0.003882618388161063,0.9948654770851135,correcto,correcto,0,1
RPM-2005-01-11:27:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.0008793365559540689,0.002236535307019949,0.9968841671943665,correcto,correcto,0,1
RPM-2005-01-11:28:1,RPM-2005-01-11,3,neutral,0,neutral,neutral,neutral,neutral,0.01811189390718937,0.02914884127676487,0.9527392387390137,correcto,correcto,0,1
RPM-2005-01-11:28:2,RPM-2005-01-11,3,neutral,0,neutral,neutral,neutral,neutral,0.059418756514787674,0.06847293674945831,0.8721083402633667,correcto,correcto,0,1
RPM-2005-01-11:29:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.0017440414521843195,0.012059729546308517,0.9861962795257568,correcto,correcto,0,1
RPM-2005-01-11:2:1,RPM-2005-01-11,3,neutral,0,neutral,neutral,neutral,neutral,0.02670944482088089,0.07454381138086319,0.8987467885017395,correcto,correcto,0,1
RPM-2005-01-11:30:1,RPM-2005-01-11,3,neutral,1,neutral,dovish,neutral,dovish,0.16024619340896606,0.7552440166473389,0.08450976759195328,correcto,n_a_hd,0,1
RPM-2005-01-11:31:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.0011766947573050857,0.0046311235055327415,0.9941921830177307,correcto,correcto,0,1
RPM-2005-01-11:32:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.004385100211948156,0.03236590698361397,0.9632489681243896,correcto,correcto,0,1
RPM-2005-01-11:33:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.0025815798435360193,0.018664678558707237,0.9787538051605225,correcto,correcto,0,1
RPM-2005-01-11:34:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.004202448762953281,0.04250779375433922,0.953289806842804,correcto,correcto,0,1
RPM-2005-01-11:35:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.0024783925618976355,0.01626349426805973,0.9812581539154053,correcto,correcto,0,1
RPM-2005-01-11:36:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.003068494377657771,0.028964458033442497,0.9679670929908752,correcto,correcto,0,1
RPM-2005-01-11:37:1,RPM-2005-01-11,3,neutral,0,neutral,neutral,neutral,neutral,0.002386267762631178,0.009257803671061993,0.9883559942245483,correcto,correcto,0,1
RPM-2005-01-11:38:1,RPM-2005-01-11,3,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.8402796983718872,0.12804275751113892,0.031677622348070145,correcto,correcto,0,3
RPM-2005-01-11:39:1,RPM-2005-01-11,3,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.8161137700080872,0.15354450047016144,0.030341770499944687,correcto,correcto,0,1
RPM-2005-01-11:3:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.037703726440668106,0.11067216843366623,0.851624071598053,correcto,correcto,0,4
RPM-2005-01-11:40:1,RPM-2005-01-11,3,neutral,0,neutral,neutral,neutral,neutral,0.0047578527592122555,0.015476302243769169,0.9797658324241638,correcto,correcto,0,1
RPM-2005-01-11:41:1,RPM-2005-01-11,3,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.9858783483505249,0.010666978545486927,0.0034546840470284224,correcto,correcto,0,1
RPM-2005-01-11:42:1,RPM-2005-01-11,3,neutral,1,dovish,neutral,dovish,neutral,0.0025479693431407213,0.017219457775354385,0.9802325963973999,n_a_hd,correcto,0,1
RPM-2005-01-11:43:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.0010063486406579614,0.0038961886893957853,0.9950974583625793,correcto,correcto,0,1
RPM-2005-01-11:44:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.004018622916191816,0.04324037581682205,0.9527409672737122,correcto,correcto,0,1
RPM-2005-01-11:45:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.0009285227861255407,0.0023887394927442074,0.9966827034950256,correcto,correcto,0,1
RPM-2005-01-11:46:1,RPM-2005-01-11,3,hawkish,1,neutral,neutral,neutral,neutral,0.0008971127099357545,0.002968417713418603,0.9961344003677368,hd_a_n,hd_a_n,0,1
RPM-2005-01-11:47:1,RPM-2005-01-11,3,neutral,0,neutral,neutral,neutral,neutral,0.0016647469019517303,0.006235063076019287,0.992100179195404,correcto,correcto,0,1
RPM-2005-01-11:48:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.0015727074351161718,0.0074364785104990005,0.9909907579421997,correcto,correcto,0,1
RPM-2005-01-11:49:1,RPM-2005-01-11,3,neutral,0,neutral,neutral,neutral,neutral,0.011713293381035328,0.022727571427822113,0.965559184551239,correcto,correcto,0,1
RPM-2005-01-11:4:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.03351778909564018,0.1091870665550232,0.8572951555252075,correcto,correcto,0,2
RPM-2005-01-11:50:1,RPM-2005-01-11,3,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.9877089262008667,0.009214351885020733,0.0030767919961363077,correcto,correcto,0,1
RPM-2005-01-11:51:1,RPM-2005-01-11,3,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.9804866909980774,0.016326840966939926,0.0031864908523857594,correcto,correcto,0,2
RPM-2005-01-11:52:1,RPM-2005-01-11,3,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.9522075057029724,0.04473138600587845,0.003061045426875353,correcto,correcto,0,1
RPM-2005-01-11:53:1,RPM-2005-01-11,3,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.5799367427825928,0.36979058384895325,0.05027268826961517,correcto,correcto,0,1
RPM-2005-01-11:54:1,RPM-2005-01-11,3,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.9844299554824829,0.011207975447177887,0.004362128209322691,correcto,correcto,0,1
RPM-2005-01-11:55:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.09787309169769287,0.13612577319145203,0.7660011649131775,correcto,correcto,0,1
RPM-2005-01-11:56:1,RPM-2005-01-11,3,hawkish,1,neutral,neutral,neutral,neutral,0.05262883007526398,0.17952598631381989,0.7678451538085938,hd_a_n,hd_a_n,0,1
RPM-2005-01-11:57:1,RPM-2005-01-11,3,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.9856802225112915,0.009540461003780365,0.00477926479652524,correcto,correcto,0,1
RPM-2005-01-11:5:1,RPM-2005-01-11,3,hawkish,1,hawkish,dovish,hawkish,dovish,0.2615901231765747,0.5890840888023376,0.14932580292224884,correcto,inversion_hd,0,2
RPM-2005-01-11:6:1,RPM-2005-01-11,3,neutral,0,neutral,neutral,neutral,neutral,0.0009295997442677617,0.0026590891648083925,0.9964113831520081,correcto,correcto,0,1
RPM-2005-01-11:7:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.0008430907619185746,0.0026527410373091698,0.9965041875839233,correcto,correcto,0,1
RPM-2005-01-11:8:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.0009052579989656806,0.0022471933625638485,0.9968475699424744,correcto,correcto,0,1
RPM-2005-01-11:9:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.0008635318372398615,0.0019708052277565002,0.9971657395362854,correcto,correcto,0,1
RPM-2005-03-10:140:1,RPM-2005-03-10,1,neutral,0,neutral,neutral,neutral,neutral,0.013213162310421467,0.07311716675758362,0.9136697053909302,correcto,correcto,0,1
RPM-2005-03-10:141:1,RPM-2005-03-10,1,neutral,0,neutral,neutral,neutral,hawkish,0.4462432861328125,0.3834550082683563,0.17030176520347595,correcto,correcto,0,1
RPM-2005-03-10:142:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0012394918594509363,0.005986130330711603,0.9927743673324585,correcto,correcto,0,1
RPM-2005-03-10:143:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.007029346190392971,0.08623230457305908,0.9067384004592896,correcto,correcto,0,2
RPM-2005-03-10:144:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.004162718541920185,0.026988442987203598,0.9688488245010376,correcto,correcto,0,2
RPM-2005-03-10:145:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.029841143637895584,0.27992236614227295,0.690236508846283,correcto,correcto,0,2
RPM-2005-03-10:146:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.013790602795779705,0.09830134361982346,0.8879080414772034,correcto,correcto,0,2
RPM-2005-03-10:147:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0022525442764163017,0.014684084802865982,0.9830633997917175,correcto,correcto,0,2
RPM-2005-03-10:148:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0023519759997725487,0.013424494303762913,0.9842235445976257,correcto,correcto,0,2
RPM-2005-03-10:149:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.002390211680904031,0.011531169526278973,0.9860785603523254,correcto,correcto,0,2
RPM-2005-03-10:150:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0025125371757894754,0.011946085840463638,0.9855414032936096,correcto,correcto,0,2
RPM-2005-03-10:151:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0032256185077130795,0.01774587109684944,0.9790285229682922,correcto,correcto,0,2
RPM-2005-03-10:152:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.003959852270781994,0.028212320059537888,0.9678277969360352,correcto,correcto,0,2
RPM-2005-03-10:153:1,RPM-2005-03-10,1,neutral,0,neutral,neutral,neutral,neutral,0.0022410829551517963,0.011593873612582684,0.9861650466918945,correcto,correcto,0,1
RPM-2005-03-10:154:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0010450574336573482,0.004630961921066046,0.9943239688873291,correcto,correcto,0,1
RPM-2005-03-10:155:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0009702942334115505,0.0030662857461720705,0.995963454246521,correcto,correcto,0,1
RPM-2005-03-10:156:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0011093283537775278,0.005551409907639027,0.9933392405509949,correcto,correcto,0,1
RPM-2005-03-10:157:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.001035223132930696,0.003024286823347211,0.9959405660629272,correcto,correcto,0,1
RPM-2005-03-10:158:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0009930288651958108,0.0033493144437670708,0.9956576824188232,correcto,correcto,0,1
RPM-2005-03-10:159:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.000908982299733907,0.0030895420350134373,0.9960014224052429,correcto,correcto,0,1
RPM-2005-03-10:160:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0009527535876259208,0.0033585382625460625,0.9956887364387512,correcto,correcto,0,1
RPM-2005-03-10:161:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.007608512882143259,0.13311834633350372,0.8592730760574341,correcto,correcto,0,1
RPM-2005-03-10:162:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0012489577056840062,0.004742778837680817,0.9940083026885986,correcto,correcto,0,1
RPM-2005-03-10:163:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0009205574751831591,0.0027198849711567163,0.996359646320343,correcto,correcto,0,1
RPM-2005-03-10:164:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0012505376944318414,0.008991120383143425,0.9897583723068237,correcto,correcto,0,1
RPM-2005-03-10:165:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0010639845859259367,0.0063638933934271336,0.9925721287727356,correcto,correcto,0,1
RPM-2005-03-10:166:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0010007580276578665,0.004022924695163965,0.9949764013290405,correcto,correcto,0,1
RPM-2005-03-10:167:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0009193297591991723,0.003700562287122011,0.9953800439834595,correcto,correcto,0,1
RPM-2005-03-10:168:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.001181144849397242,0.0073048146441578865,0.9915140271186829,correcto,correcto,0,1
RPM-2005-03-10:169:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0010999335208907723,0.004496853798627853,0.9944031238555908,correcto,correcto,0,1
RPM-2005-03-10:170:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0008957203826867044,0.004329069051891565,0.9947751760482788,correcto,correcto,0,1
RPM-2005-03-10:171:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.000875652942340821,0.0029156936798244715,0.996208667755127,correcto,correcto,0,1
RPM-2005-03-10:172:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0010291249491274357,0.0032474659383296967,0.9957233667373657,correcto,correcto,0,1
RPM-2005-03-10:173:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0010912383440881968,0.0037378675770014524,0.9951708912849426,correcto,correcto,0,1
RPM-2005-03-10:174:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0010430330876260996,0.004377005156129599,0.9945800304412842,correcto,correcto,0,1
RPM-2005-03-10:175:1,RPM-2005-03-10,1,neutral,0,neutral,neutral,neutral,neutral,0.05011925473809242,0.10435494035482407,0.8455258011817932,correcto,correcto,0,1
RPM-2005-03-10:176:1,RPM-2005-03-10,1,neutral,0,neutral,neutral,neutral,neutral,0.19438953697681427,0.25950518250465393,0.5461053252220154,correcto,correcto,0,1
RPM-2005-03-10:177:1,RPM-2005-03-10,1,neutral,0,neutral,neutral,neutral,neutral,0.005694000981748104,0.03294141963124275,0.9613646268844604,correcto,correcto,0,1
RPM-2005-03-10:178:1,RPM-2005-03-10,1,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.9802890419960022,0.016994407400488853,0.0027165431529283524,correcto,correcto,0,3
RPM-2005-03-10:178:2,RPM-2005-03-10,1,neutral,0,neutral,neutral,neutral,neutral,0.006817112676799297,0.030667182058095932,0.962515652179718,correcto,correcto,0,1
RPM-2005-03-10:179:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.03192007541656494,0.3547873795032501,0.6132925748825073,correcto,correcto,0,1
RPM-2005-03-10:180:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.001161845400929451,0.005048212595283985,0.9937899708747864,correcto,correcto,0,1
RPM-2005-03-10:181:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0009471018565818667,0.005905722267925739,0.993147075176239,correcto,correcto,0,1
RPM-2005-03-10:182:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0010388661175966263,0.00430689612403512,0.9946542978286743,correcto,correcto,0,1
RPM-2005-03-10:183:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.007885947823524475,0.14507584273815155,0.8470382690429688,correcto,correcto,0,1
RPM-2005-03-10:184:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.006574008148163557,0.21882249414920807,0.7746034264564514,correcto,correcto,0,1
RPM-2005-03-10:185:1,RPM-2005-03-10,1,dovish,1,dovish,dovish,dovish,dovish,0.02836378663778305,0.6193161606788635,0.35232001543045044,correcto,correcto,0,3
RPM-2005-03-10:186:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.004031274933367968,0.09381969273090363,0.902148962020874,correcto,correcto,0,1
RPM-2005-03-10:187:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.001041510608047247,0.004780356306582689,0.9941781759262085,correcto,correcto,0,1
RPM-2005-03-10:188:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.001021327916532755,0.00402854336425662,0.9949501752853394,correcto,correcto,0,1
RPM-2005-03-10:189:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.015721186995506287,0.42769697308540344,0.5565818548202515,correcto,correcto,0,1
RPM-2005-03-10:190:1,RPM-2005-03-10,1,hawkish,1,neutral,neutral,neutral,neutral,0.01958111859858036,0.4591844975948334,0.521234393119812,hd_a_n,hd_a_n,0,1
RPM-2005-03-10:191:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.014077777042984962,0.29049164056777954,0.6954305768013,correcto,correcto,0,2
RPM-2005-03-10:192:1,RPM-2005-03-10,1,hawkish,1,hawkish,dovish,hawkish,dovish,0.03513140231370926,0.8153784871101379,0.14949016273021698,correcto,inversion_hd,0,1
RPM-2005-03-10:193:1,RPM-2005-03-10,1,neutral,1,neutral,neutral,neutral,neutral,0.1681247353553772,0.3674880266189575,0.4643871784210205,correcto,correcto,0,2
RPM-2005-03-10:194:1,RPM-2005-03-10,1,neutral,0,neutral,neutral,neutral,dovish,0.11744289100170135,0.6069019436836243,0.2756551504135132,correcto,correcto,0,1
RPM-2005-03-10:195:1,RPM-2005-03-10,1,neutral,0,neutral,neutral,neutral,neutral,0.0037316177040338516,0.016321195289492607,0.9799470901489258,correcto,correcto,0,1
RPM-2005-03-10:196:1,RPM-2005-03-10,1,neutral,1,neutral,dovish,neutral,dovish,0.03549725189805031,0.5697336196899414,0.3947691321372986,correcto,n_a_hd,0,1
RPM-2005-03-10:197:1,RPM-2005-03-10,1,neutral,1,neutral,hawkish,neutral,hawkish,0.6683932542800903,0.3051389753818512,0.026467816904187202,correcto,n_a_hd,0,1
RPM-2005-03-10:198:1,RPM-2005-03-10,1,hawkish,1,hawkish,dovish,hawkish,dovish,0.096199631690979,0.8693896532058716,0.03441068157553673,correcto,inversion_hd,0,1
RPM-2005-03-10:199:1,RPM-2005-03-10,1,neutral,0,neutral,neutral,hawkish,hawkish,0.9331996440887451,0.058802612125873566,0.007997668348252773,correcto,correcto,0,1
RPM-2005-03-10:200:1,RPM-2005-03-10,1,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.9786108136177063,0.01629052311182022,0.005098605994135141,correcto,correcto,0,1
RPM-2005-04-07:201:1,RPM-2005-04-07,2,neutral,0,neutral,neutral,neutral,neutral,0.027239087969064713,0.05622194707393646,0.9165390133857727,correcto,correcto,0,1
RPM-2005-04-07:202:2,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.03367425128817558,0.16539445519447327,0.8009312748908997,correcto,correcto,0,5
RPM-2005-04-07:202:3,RPM-2005-04-07,2,neutral,0,neutral,neutral,neutral,neutral,0.006124910432845354,0.01637466624379158,0.9775004982948303,correcto,correcto,0,1
RPM-2005-04-07:203:1,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0022197202779352665,0.008841389790177345,0.9889388084411621,correcto,correcto,0,1
RPM-2005-04-07:203:2,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0011894586496055126,0.002397674834355712,0.9964128136634827,correcto,correcto,0,1
RPM-2005-04-07:203:3,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0013571688905358315,0.003289698390290141,0.995353102684021,correcto,correcto,0,1
RPM-2005-04-07:203:4,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0014335577143356204,0.004685000982135534,0.993881344795227,correcto,correcto,0,1
RPM-2005-04-07:204:1,RPM-2005-04-07,2,neutral,0,neutral,neutral,neutral,neutral,0.0020085482392460108,0.004799024201929569,0.9931924939155579,correcto,correcto,0,1
RPM-2005-04-07:204:2,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0013779354048892856,0.00290942401625216,0.9957126379013062,correcto,correcto,0,1
RPM-2005-04-07:204:3,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0016327369958162308,0.006853979546576738,0.9915133118629456,correcto,correcto,0,1
RPM-2005-04-07:205:1,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0011439583031460643,0.0024342278484255075,0.9964218139648438,correcto,correcto,0,1
RPM-2005-04-07:205:3,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0013477171305567026,0.00320148142054677,0.9954507946968079,correcto,correcto,0,1
RPM-2005-04-07:205:4,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.002360396785661578,0.011570457369089127,0.9860692024230957,correcto,correcto,0,1
RPM-2005-04-07:205:5,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0015891598304733634,0.0035581407137215137,0.9948527216911316,correcto,correcto,0,1
RPM-2005-04-07:206:1,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0014498456148430705,0.0032752673141658306,0.9952749013900757,correcto,correcto,0,1
RPM-2005-04-07:206:2,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0034261250402778387,0.006485600024461746,0.9900882840156555,correcto,correcto,0,1
RPM-2005-04-07:206:3,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.017539145424962044,0.053474053740501404,0.9289868474006653,correcto,correcto,0,6
RPM-2005-04-07:206:4,RPM-2005-04-07,2,neutral,0,neutral,neutral,neutral,neutral,0.0021719392389059067,0.004360653925687075,0.9934675097465515,correcto,correcto,0,1
RPM-2005-04-07:206:5,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0317603275179863,0.13411249220371246,0.8341271281242371,correcto,correcto,0,1
RPM-2005-04-07:207:1,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.001736409729346633,0.0026442930102348328,0.9956192374229431,correcto,correcto,0,1
RPM-2005-04-07:207:10,RPM-2005-04-07,2,neutral,0,neutral,neutral,neutral,neutral,0.0035343982744961977,0.00789682287722826,0.9885687828063965,correcto,correcto,0,1
RPM-2005-04-07:207:11,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0020236484706401825,0.005487727001309395,0.9924886226654053,correcto,correcto,0,1
RPM-2005-04-07:207:12,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.001943637733347714,0.004310282412916422,0.9937460422515869,correcto,correcto,0,1
RPM-2005-04-07:207:2,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0013919135089963675,0.002572708297520876,0.9960353970527649,correcto,correcto,0,1
RPM-2005-04-07:207:3,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0013031786074861884,0.002275963546708226,0.9964208602905273,correcto,correcto,0,1
RPM-2005-04-07:207:4,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0012342282570898533,0.002302291104570031,0.9964634776115417,correcto,correcto,0,1
RPM-2005-04-07:207:5,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0013131365412846208,0.002153927693143487,0.9965329170227051,correcto,correcto,0,1
RPM-2005-04-07:207:6,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0022530010901391506,0.0043268222361803055,0.9934201836585999,correcto,correcto,0,1
RPM-2005-04-07:207:7,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.00126907869707793,0.0022134233731776476,0.996517539024353,correcto,correcto,0,1
RPM-2005-04-07:207:8,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0014425362460315228,0.0022862600162625313,0.9962712526321411,correcto,correcto,0,1
RPM-2005-04-07:207:9,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.004102074075490236,0.011134866625070572,0.9847630858421326,correcto,correcto,0,2
RPM-2005-04-07:208:1,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0013160683447495103,0.002337818965315819,0.9963461756706238,correcto,correcto,0,1
