fold,intervencion_id,etiqueta,referencia,pred
1,RPM-2008-12-11:2237:4,neutral,mayoritaria,neutral
1,RPM-2008-12-11:2238:1,neutral,mayoritaria,neutral
1,RPM-2008-12-11:2249:1,neutral,mayoritaria,neutral
1,RPM-2008-12-11:2251:1,dovish,mayoritaria,neutral
1,RPM-2009-09-08:2705:7,neutral,mayoritaria,neutral
1,RPM-2009-09-08:2706:1,neutral,mayoritaria,neutral
1,RPM-2010-08-12:3286:3,neutral,mayoritaria,neutral
1,RPM-2010-08-12:3302:1,neutral,mayoritaria,neutral
1,RPM-2010-08-12:3303:3,neutral,mayoritaria,neutral
1,RPM-2010-08-12:3308:2,neutral,mayoritaria,neutral
1,RPM-2010-08-12:3310:4,neutral,mayoritaria,neutral
1,RPM-2010-08-12:3337:1,hawkish,mayoritaria,neutral
1,RPM-2012-11-13:5207:3,neutral,mayoritaria,neutral
1,RPM-2012-11-13:5215:1,neutral,mayoritaria,neutral
1,RPM-2013-08-13:5718:1,neutral,mayoritaria,neutral
1,RPM-2013-08-13:5727:2,neutral,mayoritaria,neutral
1,RPM-2013-08-13:5738:2,neutral,mayoritaria,neutral
1,RPM-2013-08-13:5748:1,neutral,mayoritaria,neutral
1,RPM-2013-08-13:5752:2,neutral,mayoritaria,neutral
1,RPM-2014-10-16:6451:2,neutral,mayoritaria,neutral
1,RPM-2014-10-16:6452:1,neutral,mayoritaria,neutral
1,RPM-2014-10-16:6484:1,dovish,mayoritaria,neutral
1,RPM-2015-05-14:6760:1,neutral,mayoritaria,neutral
1,RPM-2015-05-14:6762:1,neutral,mayoritaria,neutral
1,RPM-2015-05-14:6769:2,neutral,mayoritaria,neutral
1,RPM-2015-05-14:6772:1,neutral,mayoritaria,neutral
1,RPM-2015-05-14:6773:1,neutral,mayoritaria,neutral
1,RPM-2015-05-14:6774:1,neutral,mayoritaria,neutral
1,RPM-2015-05-14:6800:1,neutral,mayoritaria,neutral
1,RPM-2015-05-14:6804:1,neutral,mayoritaria,neutral
1,RPM-2005-03-10:165:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:180:1,neutral,mayoritaria_hd,hawkish
1,RPM-2006-08-10:806:1,neutral,mayoritaria_hd,hawkish
1,RPM-2006-08-10:808:1,neutral,mayoritaria_hd,hawkish
1,RPM-2007-06-14:1296:3,neutral,mayoritaria_hd,hawkish
1,RPM-2007-07-12:1325:1,neutral,mayoritaria_hd,hawkish
1,RPM-2008-06-10:1854:1,neutral,mayoritaria_hd,hawkish
1,RPM-2008-06-10:1870:3,neutral,mayoritaria_hd,hawkish
1,RPM-2008-06-10:1878:1,neutral,mayoritaria_hd,hawkish
1,RPM-2008-06-10:1904:1,hawkish,mayoritaria_hd,hawkish
1,RPM-2008-07-10:1923:8,neutral,mayoritaria_hd,hawkish
1,RPM-2008-07-10:1959:1,neutral,mayoritaria_hd,hawkish
1,RPM-2008-12-11:2176:1,neutral,mayoritaria_hd,hawkish
1,RPM-2008-12-11:2187:1,neutral,mayoritaria_hd,hawkish
1,RPM-2009-09-08:2689:1,neutral,mayoritaria_hd,hawkish
1,RPM-2009-09-08:2699:4,neutral,mayoritaria_hd,hawkish
1,RPM-2009-09-08:2711:2,dovish,mayoritaria_hd,hawkish
1,RPM-2010-08-12:3281:1,neutral,mayoritaria_hd,hawkish
1,RPM-2010-08-12:3306:1,neutral,mayoritaria_hd,hawkish
1,RPM-2012-11-13:5166:1,neutral,mayoritaria_hd,hawkish
1,RPM-2012-11-13:5168:1,neutral,mayoritaria_hd,hawkish
1,RPM-2012-11-13:5175:1,neutral,mayoritaria_hd,hawkish
1,RPM-2012-11-13:5217:1,neutral,mayoritaria_hd,hawkish
1,RPM-2013-08-13:5703:1,neutral,mayoritaria_hd,hawkish
1,RPM-2013-08-13:5714:1,neutral,mayoritaria_hd,hawkish
1,RPM-2014-10-16:6466:2,neutral,mayoritaria_hd,hawkish
1,RPM-2014-10-16:6473:1,neutral,mayoritaria_hd,hawkish
1,RPM-2015-05-14:6763:1,neutral,mayoritaria_hd,hawkish
1,RPM-2015-05-14:6768:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:140:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:141:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:142:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:143:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:144:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:145:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:146:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:147:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:148:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:149:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:150:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:151:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:152:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:153:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:154:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:155:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:156:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:157:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:158:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:159:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:160:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:161:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:162:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:163:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:164:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:166:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:167:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:168:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:169:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:170:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:171:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:172:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:173:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:174:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:175:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:176:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:177:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:178:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:178:2,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:179:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:181:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:182:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:183:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:184:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:185:1,dovish,mayoritaria_hd,hawkish
1,RPM-2005-03-10:186:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:187:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:188:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:189:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:190:1,hawkish,mayoritaria_hd,hawkish
1,RPM-2005-03-10:191:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:192:1,hawkish,mayoritaria_hd,hawkish
1,RPM-2005-03-10:193:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:194:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:195:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:196:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:197:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:198:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:199:1,neutral,mayoritaria_hd,hawkish
1,RPM-2005-03-10:200:1,hawkish,mayoritaria_hd,hawkish
1,RPM-2006-05-11:657:2,neutral,mayoritaria_hd,hawkish
1,RPM-2006-05-11:661:1,neutral,mayoritaria_hd,hawkish
1,RPM-2006-05-11:671:1,dovish,mayoritaria_hd,hawkish
1,RPM-2006-05-11:672:1,dovish,mayoritaria_hd,hawkish
1,RPM-2006-05-11:673:1,dovish,mayoritaria_hd,hawkish
1,RPM-2006-05-11:674:1,dovish,mayoritaria_hd,hawkish
1,RPM-2006-08-10:789:1,neutral,mayoritaria_hd,hawkish
1,RPM-2006-08-10:807:1,neutral,mayoritaria_hd,hawkish
1,RPM-2006-08-10:816:1,neutral,mayoritaria_hd,hawkish
1,RPM-2006-08-10:818:1,neutral,mayoritaria_hd,hawkish
1,RPM-2006-08-10:820:1,neutral,mayoritaria_hd,hawkish
1,RPM-2006-08-10:826:1,hawkish,mayoritaria_hd,hawkish
1,RPM-2007-06-14:1278:1,neutral,mayoritaria_hd,hawkish
1,RPM-2007-06-14:1305:1,hawkish,mayoritaria_hd,hawkish
1,RPM-2007-07-12:1314:2,neutral,mayoritaria_hd,hawkish
1,RPM-2007-07-12:1324:1,neutral,mayoritaria_hd,hawkish
1,RPM-2007-07-12:1325:3,neutral,mayoritaria_hd,hawkish
1,RPM-2007-07-12:1329:1,neutral,mayoritaria_hd,hawkish
1,RPM-2007-07-12:1332:1,neutral,mayoritaria_hd,hawkish
1,RPM-2007-07-12:1335:2,neutral,mayoritaria_hd,hawkish
1,RPM-2008-06-10:1869:7,neutral,mayoritaria_hd,hawkish
1,RPM-2008-06-10:1873:4,neutral,mayoritaria_hd,hawkish
1,RPM-2008-06-10:1874:1,neutral,mayoritaria_hd,hawkish
1,RPM-2008-06-10:1879:1,neutral,mayoritaria_hd,hawkish
1,RPM-2008-06-10:1889:3,neutral,mayoritaria_hd,hawkish
1,RPM-2008-06-10:1902:1,hawkish,mayoritaria_hd,hawkish
1,RPM-2008-07-10:1916:2,neutral,mayoritaria_hd,hawkish
1,RPM-2008-07-10:1917:3,neutral,mayoritaria_hd,hawkish
1,RPM-2008-07-10:1923:7,neutral,mayoritaria_hd,hawkish
1,RPM-2008-07-10:1945:1,neutral,mayoritaria_hd,hawkish
1,RPM-2008-07-10:1948:2,neutral,mayoritaria_hd,hawkish
1,RPM-2008-07-10:1953:1,neutral,mayoritaria_hd,hawkish
1,RPM-2008-07-10:1975:1,neutral,mayoritaria_hd,hawkish
1,RPM-2008-12-11:2177:2,neutral,mayoritaria_hd,hawkish
1,RPM-2008-12-11:2206:3,neutral,mayoritaria_hd,hawkish
1,RPM-2008-12-11:2217:1,neutral,mayoritaria_hd,hawkish
1,RPM-2008-12-11:2221:2,neutral,mayoritaria_hd,hawkish
1,RPM-2008-12-11:2229:1,neutral,mayoritaria_hd,hawkish
1,RPM-2008-12-11:2232:1,neutral,mayoritaria_hd,hawkish
1,RPM-2008-12-11:2237:4,neutral,mayoritaria_hd,hawkish
1,RPM-2008-12-11:2238:1,neutral,mayoritaria_hd,hawkish
1,RPM-2008-12-11:2249:1,neutral,mayoritaria_hd,hawkish
1,RPM-2008-12-11:2251:1,dovish,mayoritaria_hd,hawkish
1,RPM-2009-09-08:2705:7,neutral,mayoritaria_hd,hawkish
1,RPM-2009-09-08:2706:1,neutral,mayoritaria_hd,hawkish
1,RPM-2010-08-12:3286:3,neutral,mayoritaria_hd,hawkish
1,RPM-2010-08-12:3302:1,neutral,mayoritaria_hd,hawkish
1,RPM-2010-08-12:3303:3,neutral,mayoritaria_hd,hawkish
1,RPM-2010-08-12:3308:2,neutral,mayoritaria_hd,hawkish
1,RPM-2010-08-12:3310:4,neutral,mayoritaria_hd,hawkish
1,RPM-2010-08-12:3337:1,hawkish,mayoritaria_hd,hawkish
1,RPM-2012-11-13:5207:3,neutral,mayoritaria_hd,hawkish
1,RPM-2012-11-13:5215:1,neutral,mayoritaria_hd,hawkish
1,RPM-2013-08-13:5718:1,neutral,mayoritaria_hd,hawkish
1,RPM-2013-08-13:5727:2,neutral,mayoritaria_hd,hawkish
1,RPM-2013-08-13:5738:2,neutral,mayoritaria_hd,hawkish
1,RPM-2013-08-13:5748:1,neutral,mayoritaria_hd,hawkish
1,RPM-2013-08-13:5752:2,neutral,mayoritaria_hd,hawkish
1,RPM-2014-10-16:6451:2,neutral,mayoritaria_hd,hawkish
1,RPM-2014-10-16:6452:1,neutral,mayoritaria_hd,hawkish
1,RPM-2014-10-16:6484:1,dovish,mayoritaria_hd,hawkish
1,RPM-2015-05-14:6760:1,neutral,mayoritaria_hd,hawkish
1,RPM-2015-05-14:6762:1,neutral,mayoritaria_hd,hawkish
1,RPM-2015-05-14:6769:2,neutral,mayoritaria_hd,hawkish
1,RPM-2015-05-14:6772:1,neutral,mayoritaria_hd,hawkish
1,RPM-2015-05-14:6773:1,neutral,mayoritaria_hd,hawkish
1,RPM-2015-05-14:6774:1,neutral,mayoritaria_hd,hawkish
1,RPM-2015-05-14:6800:1,neutral,mayoritaria_hd,hawkish
1,RPM-2015-05-14:6804:1,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:207:10,neutral,mayoritaria,neutral
2,RPM-2006-01-12:527:1,neutral,mayoritaria,neutral
2,RPM-2006-01-12:571:1,hawkish,mayoritaria,neutral
2,RPM-2006-10-12:941:1,neutral,mayoritaria,neutral
2,RPM-2007-10-11:1505:1,neutral,mayoritaria,neutral
2,RPM-2008-09-04:2048:1,neutral,mayoritaria,neutral
2,RPM-2008-09-04:2083:1,neutral,mayoritaria,neutral
2,RPM-2008-09-04:2088:1,hawkish,mayoritaria,neutral
2,RPM-2009-07-09:2608:4,neutral,mayoritaria,neutral
2,RPM-2009-07-09:2644:2,dovish,mayoritaria,neutral
2,RPM-2009-10-13:2714:1,neutral,mayoritaria,neutral
2,RPM-2009-10-13:2725:5,neutral,mayoritaria,neutral
2,RPM-2009-10-13:2742:1,neutral,mayoritaria,neutral
2,RPM-2009-12-15:2809:1,neutral,mayoritaria,neutral
2,RPM-2009-12-15:2821:1,neutral,mayoritaria,neutral
2,RPM-2009-12-15:2823:2,neutral,mayoritaria,neutral
2,RPM-2009-12-15:2829:1,neutral,mayoritaria,neutral
2,RPM-2010-09-16:3372:1,neutral,mayoritaria,neutral
2,RPM-2010-09-16:3388:2,neutral,mayoritaria,neutral
2,RPM-2010-09-16:3422:1,neutral,mayoritaria,neutral
2,RPM-2011-01-13:3695:1,neutral,mayoritaria,neutral
2,RPM-2012-03-15:4713:1,neutral,mayoritaria,neutral
2,RPM-2012-03-15:4719:6,neutral,mayoritaria,neutral
2,RPM-2013-11-19:5864:1,neutral,mayoritaria,neutral
2,RPM-2013-11-19:5873:1,neutral,mayoritaria,neutral
2,RPM-2015-01-15:6562:1,neutral,mayoritaria,neutral
2,RPM-2015-01-15:6584:1,neutral,mayoritaria,neutral
2,RPM-2015-01-15:6586:3,neutral,mayoritaria,neutral
2,RPM-2005-04-07:201:1,neutral,mayoritaria,neutral
2,RPM-2005-04-07:202:2,neutral,mayoritaria,neutral
2,RPM-2005-04-07:202:3,neutral,mayoritaria,neutral
2,RPM-2005-04-07:203:1,neutral,mayoritaria,neutral
2,RPM-2005-04-07:203:2,neutral,mayoritaria,neutral
2,RPM-2005-04-07:203:3,neutral,mayoritaria,neutral
2,RPM-2005-04-07:203:4,neutral,mayoritaria,neutral
2,RPM-2005-04-07:204:1,neutral,mayoritaria,neutral
2,RPM-2005-04-07:204:2,neutral,mayoritaria,neutral
2,RPM-2005-04-07:204:3,neutral,mayoritaria,neutral
2,RPM-2005-04-07:205:1,neutral,mayoritaria,neutral
2,RPM-2005-04-07:205:3,neutral,mayoritaria,neutral
2,RPM-2005-04-07:205:4,neutral,mayoritaria,neutral
2,RPM-2005-04-07:205:5,neutral,mayoritaria,neutral
2,RPM-2005-04-07:206:1,neutral,mayoritaria,neutral
2,RPM-2005-04-07:206:2,neutral,mayoritaria,neutral
2,RPM-2005-04-07:206:3,neutral,mayoritaria,neutral
2,RPM-2005-04-07:206:4,neutral,mayoritaria,neutral
2,RPM-2005-04-07:206:5,neutral,mayoritaria,neutral
2,RPM-2005-04-07:207:1,neutral,mayoritaria,neutral
2,RPM-2005-04-07:207:11,neutral,mayoritaria,neutral
2,RPM-2005-04-07:207:12,neutral,mayoritaria,neutral
2,RPM-2005-04-07:207:2,neutral,mayoritaria,neutral
2,RPM-2005-04-07:207:3,neutral,mayoritaria,neutral
2,RPM-2005-04-07:207:4,neutral,mayoritaria,neutral
2,RPM-2005-04-07:207:5,neutral,mayoritaria,neutral
2,RPM-2005-04-07:207:6,neutral,mayoritaria,neutral
2,RPM-2005-04-07:207:7,neutral,mayoritaria,neutral
2,RPM-2005-04-07:207:8,neutral,mayoritaria,neutral
2,RPM-2005-04-07:207:9,neutral,mayoritaria,neutral
2,RPM-2005-04-07:208:1,neutral,mayoritaria,neutral
2,RPM-2005-04-07:209:1,neutral,mayoritaria,neutral
2,RPM-2005-04-07:210:1,neutral,mayoritaria,neutral
2,RPM-2005-04-07:210:2,neutral,mayoritaria,neutral
2,RPM-2005-04-07:210:3,neutral,mayoritaria,neutral
2,RPM-2005-04-07:211:1,neutral,mayoritaria,neutral
2,RPM-2005-04-07:212:1,neutral,mayoritaria,neutral
2,RPM-2005-04-07:212:2,neutral,mayoritaria,neutral
2,RPM-2005-04-07:212:3,neutral,mayoritaria,neutral
2,RPM-2005-04-07:212:4,neutral,mayoritaria,neutral
2,RPM-2005-04-07:212:5,neutral,mayoritaria,neutral
2,RPM-2005-04-07:213:1,neutral,mayoritaria,neutral
2,RPM-2005-04-07:213:2,neutral,mayoritaria,neutral
2,RPM-2005-04-07:213:3,neutral,mayoritaria,neutral
2,RPM-2005-04-07:214:1,neutral,mayoritaria,neutral
2,RPM-2005-04-07:214:2,neutral,mayoritaria,neutral
2,RPM-2005-04-07:214:3,neutral,mayoritaria,neutral
2,RPM-2005-04-07:214:4,hawkish,mayoritaria,neutral
2,RPM-2005-04-07:214:5,neutral,mayoritaria,neutral
2,RPM-2005-04-07:215:1,dovish,mayoritaria,neutral
2,RPM-2005-04-07:216:1,hawkish,mayoritaria,neutral
2,RPM-2005-04-07:217:1,hawkish,mayoritaria,neutral
2,RPM-2005-04-07:217:2,hawkish,mayoritaria,neutral
2,RPM-2005-04-07:218:1,hawkish,mayoritaria,neutral
2,RPM-2005-04-07:219:1,hawkish,mayoritaria,neutral
2,RPM-2005-04-07:219:2,hawkish,mayoritaria,neutral
2,RPM-2005-04-07:220:1,neutral,mayoritaria,neutral
2,RPM-2005-09-08:390:1,hawkish,mayoritaria,neutral
2,RPM-2005-09-08:391:1,neutral,mayoritaria,neutral
2,RPM-2006-01-12:533:1,neutral,mayoritaria,neutral
2,RPM-2006-01-12:553:1,neutral,mayoritaria,neutral
2,RPM-2006-01-12:564:1,neutral,mayoritaria,neutral
2,RPM-2006-01-12:567:1,neutral,mayoritaria,neutral
2,RPM-2006-10-12:897:1,neutral,mayoritaria,neutral
2,RPM-2006-10-12:906:1,neutral,mayoritaria,neutral
