intervencion_id,meeting_id,fold_validacion,texto_identico_en_train
RPM-2006-09-07:835:1,RPM-2006-09-07,3,False
RPM-2006-09-07:857:1,RPM-2006-09-07,3,False
RPM-2006-09-07:873:1,RPM-2006-09-07,3,False
RPM-2006-10-12:941:1,RPM-2006-10-12,2,False
RPM-2006-12-14:1017:1,RPM-2006-12-14,3,False
RPM-2007-01-11:1030:1,RPM-2007-01-11,3,False
RPM-2007-01-11:1047:5,RPM-2007-01-11,3,True
RPM-2007-01-11:1049:3,RPM-2007-01-11,3,False
RPM-2007-02-08:1087:1,RPM-2007-02-08,5,False
RPM-2007-02-08:1103:1,RPM-2007-02-08,5,False
RPM-2007-04-12:1194:1,RPM-2007-04-12,0,False
RPM-2007-05-10:1233:2,RPM-2007-05-10,4,False
RPM-2007-05-10:1241:1,RPM-2007-05-10,4,False
RPM-2007-05-10:1261:2,RPM-2007-05-10,4,False
RPM-2007-06-14:1296:3,RPM-2007-06-14,1,False
RPM-2007-07-12:1325:1,RPM-2007-07-12,1,False
RPM-2007-08-09:1388:1,RPM-2007-08-09,0,False
RPM-2007-09-13:1421:1,RPM-2007-09-13,0,False
RPM-2007-10-11:1505:1,RPM-2007-10-11,2,False
RPM-2007-11-13:1552:1,RPM-2007-11-13,0,False
RPM-2007-11-13:1553:1,RPM-2007-11-13,0,False
RPM-2007-12-13:1577:1,RPM-2007-12-13,5,False
RPM-2007-12-13:1582:2,RPM-2007-12-13,5,False
RPM-2007-12-13:1587:2,RPM-2007-12-13,5,False
RPM-2007-12-13:1590:1,RPM-2007-12-13,5,False
RPM-2007-12-13:1594:2,RPM-2007-12-13,5,False
RPM-2007-12-13:1596:1,RPM-2007-12-13,5,False
RPM-2007-12-13:1608:3,RPM-2007-12-13,5,False
RPM-2008-01-10:1619:2,RPM-2008-01-10,3,False
RPM-2008-01-10:1628:2,RPM-2008-01-10,3,False
RPM-2008-02-07:1649:2,RPM-2008-02-07,4,False
RPM-2008-02-07:1672:1,RPM-2008-02-07,4,False
RPM-2008-03-13:1716:1,RPM-2008-03-13,4,False
RPM-2008-03-13:1718:12,RPM-2008-03-13,4,False
RPM-2008-03-13:1724:1,RPM-2008-03-13,4,False
RPM-2008-04-10:1760:1,RPM-2008-04-10,0,False
RPM-2008-04-10:1775:1,RPM-2008-04-10,0,False
RPM-2008-05-08:1808:1,RPM-2008-05-08,5,False
RPM-2008-05-08:1841:1,RPM-2008-05-08,5,False
RPM-2008-06-10:1854:1,RPM-2008-06-10,1,False
RPM-2008-06-10:1870:3,RPM-2008-06-10,1,False
RPM-2008-06-10:1878:1,RPM-2008-06-10,1,False
RPM-2008-06-10:1904:1,RPM-2008-06-10,1,False
RPM-2008-07-10:1923:8,RPM-2008-07-10,1,False
RPM-2008-07-10:1959:1,RPM-2008-07-10,1,False
RPM-2008-08-14:2011:1,RPM-2008-08-14,4,False
RPM-2008-08-14:2017:1,RPM-2008-08-14,4,False
RPM-2008-08-14:2045:1,RPM-2008-08-14,4,False
RPM-2008-09-04:2048:1,RPM-2008-09-04,2,False
RPM-2008-09-04:2083:1,RPM-2008-09-04,2,False
RPM-2008-09-04:2088:1,RPM-2008-09-04,2,False
RPM-2008-10-09:2106:3,RPM-2008-10-09,0,False
RPM-2008-11-13:2139:1,RPM-2008-11-13,0,False
RPM-2008-11-13:2167:3,RPM-2008-11-13,0,False
RPM-2008-12-11:2176:1,RPM-2008-12-11,1,False
RPM-2008-12-11:2187:1,RPM-2008-12-11,1,False
RPM-2009-01-08:2263:1,RPM-2009-01-08,0,False
RPM-2009-02-12:2326:1,RPM-2009-02-12,0,False
RPM-2009-02-12:2328:1,RPM-2009-02-12,0,False
RPM-2009-02-12:2332:1,RPM-2009-02-12,0,False
RPM-2009-02-12:2338:1,RPM-2009-02-12,0,False
RPM-2009-02-12:2353:1,RPM-2009-02-12,0,False
RPM-2009-02-12:2377:1,RPM-2009-02-12,0,False
RPM-2009-02-12:2382:1,RPM-2009-02-12,0,False
RPM-2009-03-12:2392:2,RPM-2009-03-12,0,False
RPM-2009-04-09:2476:1,RPM-2009-04-09,0,False
RPM-2009-04-09:2487:2,RPM-2009-04-09,0,False
RPM-2009-04-09:2489:3,RPM-2009-04-09,0,False
RPM-2009-04-09:2500:2,RPM-2009-04-09,0,False
RPM-2009-05-07:2517:1,RPM-2009-05-07,4,False
RPM-2009-05-07:2519:1,RPM-2009-05-07,4,False
RPM-2009-05-07:2528:2,RPM-2009-05-07,4,False
RPM-2009-05-07:2532:2,RPM-2009-05-07,4,False
RPM-2009-06-16:2567:3,RPM-2009-06-16,0,False
RPM-2009-07-09:2608:4,RPM-2009-07-09,2,False
RPM-2009-07-09:2644:2,RPM-2009-07-09,2,False
RPM-2009-08-13:2659:1,RPM-2009-08-13,3,False
RPM-2009-09-08:2689:1,RPM-2009-09-08,1,False
RPM-2009-09-08:2699:4,RPM-2009-09-08,1,False
RPM-2009-09-08:2711:2,RPM-2009-09-08,1,False
RPM-2009-10-13:2714:1,RPM-2009-10-13,2,False
RPM-2009-10-13:2725:5,RPM-2009-10-13,2,False
RPM-2009-10-13:2742:1,RPM-2009-10-13,2,False
RPM-2009-11-12:2776:1,RPM-2009-11-12,0,False
RPM-2009-11-12:2781:1,RPM-2009-11-12,0,False
RPM-2009-12-15:2809:1,RPM-2009-12-15,2,False
RPM-2009-12-15:2821:1,RPM-2009-12-15,2,False
RPM-2009-12-15:2823:2,RPM-2009-12-15,2,False
RPM-2009-12-15:2829:1,RPM-2009-12-15,2,False
RPM-2010-01-14:2843:2,RPM-2010-01-14,0,False
RPM-2010-01-14:2850:1,RPM-2010-01-14,0,False
RPM-2010-01-14:2859:1,RPM-2010-01-14,0,False
RPM-2010-01-14:2865:1,RPM-2010-01-14,0,False
RPM-2010-01-14:2884:1,RPM-2010-01-14,0,False
RPM-2010-02-11:2911:2,RPM-2010-02-11,5,False
RPM-2010-02-11:2918:2,RPM-2010-02-11,5,False
RPM-2010-02-11:2933:1,RPM-2010-02-11,5,False
RPM-2010-02-11:2947:4,RPM-2010-02-11,5,False
RPM-2010-02-11:2957:3,RPM-2010-02-11,5,False
RPM-2010-03-18:2981:6,RPM-2010-03-18,0,False
RPM-2010-03-18:2986:1,RPM-2010-03-18,0,False
RPM-2010-03-18:2995:1,RPM-2010-03-18,0,False
RPM-2010-03-18:3003:1,RPM-2010-03-18,0,False
RPM-2010-03-18:3004:1,RPM-2010-03-18,0,False
RPM-2010-03-18:3014:1,RPM-2010-03-18,0,False
RPM-2010-04-15:3042:1,RPM-2010-04-15,5,False
RPM-2010-04-15:3044:3,RPM-2010-04-15,5,False
RPM-2010-04-15:3051:4,RPM-2010-04-15,5,False
RPM-2010-05-13:3109:3,RPM-2010-05-13,0,False
RPM-2010-05-13:3124:1,RPM-2010-05-13,0,False
RPM-2010-05-13:3125:1,RPM-2010-05-13,0,False
RPM-2010-06-15:3137:1,RPM-2010-06-15,3,False
RPM-2010-06-15:3166:1,RPM-2010-06-15,3,False
RPM-2010-06-15:3199:1,RPM-2010-06-15,3,False
RPM-2010-07-15:3208:1,RPM-2010-07-15,0,False
RPM-2010-07-15:3210:1,RPM-2010-07-15,0,False
RPM-2010-07-15:3242:2,RPM-2010-07-15,0,False
RPM-2010-07-15:3244:1,RPM-2010-07-15,0,False
RPM-2010-08-12:3281:1,RPM-2010-08-12,1,False
RPM-2010-08-12:3306:1,RPM-2010-08-12,1,False
RPM-2010-09-16:3372:1,RPM-2010-09-16,2,False
RPM-2010-09-16:3388:2,RPM-2010-09-16,2,False
RPM-2010-09-16:3422:1,RPM-2010-09-16,2,False
RPM-2010-10-14:3439:3,RPM-2010-10-14,5,False
RPM-2010-10-14:3467:1,RPM-2010-10-14,5,False
RPM-2010-10-14:3476:2,RPM-2010-10-14,5,False
RPM-2010-10-14:3476:3,RPM-2010-10-14,5,False
RPM-2010-10-14:3493:1,RPM-2010-10-14,5,True
RPM-2010-11-16:3538:1,RPM-2010-11-16,0,False
RPM-2010-11-16:3568:1,RPM-2010-11-16,0,False
RPM-2010-12-16:3584:1,RPM-2010-12-16,0,False
RPM-2010-12-16:3615:1,RPM-2010-12-16,0,False
RPM-2010-12-16:3620:1,RPM-2010-12-16,0,False
RPM-2010-12-16:3633:1,RPM-2010-12-16,0,False
RPM-2011-01-13:3695:1,RPM-2011-01-13,2,False
RPM-2011-02-17:3728:1,RPM-2011-02-17,0,False
RPM-2011-02-17:3814:1,RPM-2011-02-17,0,False
RPM-2011-03-17:3828:1,RPM-2011-03-17,0,False
RPM-2011-03-17:3841:1,RPM-2011-03-17,0,False
RPM-2011-03-17:3858:1,RPM-2011-03-17,0,False
RPM-2011-05-12:3973:1,RPM-2011-05-12,0,False
RPM-2011-05-12:3978:1,RPM-2011-05-12,0,False
RPM-2011-05-12:3989:1,RPM-2011-05-12,0,False
RPM-2011-05-12:4015:1,RPM-2011-05-12,0,False
RPM-2011-05-12:4024:1,RPM-2011-05-12,0,False
RPM-2011-05-12:4047:1,RPM-2011-05-12,0,False
RPM-2011-06-14:4062:1,RPM-2011-06-14,0,False
RPM-2011-06-14:4106:1,RPM-2011-06-14,0,False
RPM-2011-07-14:4134:1,RPM-2011-07-14,0,False
RPM-2011-07-14:4182:2,RPM-2011-07-14,0,False
RPM-2011-08-18:4224:2,RPM-2011-08-18,3,False
RPM-2011-08-18:4263:1,RPM-2011-08-18,3,False
RPM-2011-08-18:4272:1,RPM-2011-08-18,3,False
RPM-2011-10-13:4376:1,RPM-2011-10-13,0,False
RPM-2011-10-13:4392:1,RPM-2011-10-13,0,False
RPM-2011-11-15:4413:2,RPM-2011-11-15,5,False
RPM-2011-11-15:4419:1,RPM-2011-11-15,5,False
RPM-2011-11-15:4428:1,RPM-2011-11-15,5,False
RPM-2011-11-15:4433:2,RPM-2011-11-15,5,False
RPM-2011-11-15:4434:1,RPM-2011-11-15,5,False
RPM-2011-11-15:4444:3,RPM-2011-11-15,5,False
RPM-2011-11-15:4456:2,RPM-2011-11-15,5,False
RPM-2011-12-13:4461:1,RPM-2011-12-13,0,False
RPM-2011-12-13:4466:1,RPM-2011-12-13,0,False
RPM-2011-12-13:4502:3,RPM-2011-12-13,0,False
RPM-2012-01-12:4528:1,RPM-2012-01-12,4,False
RPM-2012-01-12:4537:2,RPM-2012-01-12,4,False
RPM-2012-01-12:4559:1,RPM-2012-01-12,4,False
RPM-2012-02-14:4615:1,RPM-2012-02-14,4,False
RPM-2012-02-14:4640:1,RPM-2012-02-14,4,False
RPM-2012-03-15:4713:1,RPM-2012-03-15,2,False
RPM-2012-03-15:4719:6,RPM-2012-03-15,2,False
RPM-2012-05-17:4812:1,RPM-2012-05-17,5,False
RPM-2012-05-17:4825:1,RPM-2012-05-17,5,False
RPM-2012-06-14:4862:1,RPM-2012-06-14,4,False
RPM-2012-06-14:4885:3,RPM-2012-06-14,4,False
RPM-2012-07-12:4934:1,RPM-2012-07-12,0,False
RPM-2012-07-12:4942:1,RPM-2012-07-12,0,False
RPM-2012-08-16:4989:1,RPM-2012-08-16,4,False
RPM-2012-08-16:5008:1,RPM-2012-08-16,4,False
RPM-2012-09-13:5044:1,RPM-2012-09-13,5,False
RPM-2012-09-13:5084:2,RPM-2012-09-13,5,False
RPM-2012-10-18:5131:1,RPM-2012-10-18,0,False
RPM-2012-10-18:5137:1,RPM-2012-10-18,0,False
RPM-2012-10-18:5149:1,RPM-2012-10-18,0,False
RPM-2012-10-18:5159:3,RPM-2012-10-18,0,False
RPM-2012-11-13:5166:1,RPM-2012-11-13,1,False
RPM-2012-11-13:5168:1,RPM-2012-11-13,1,False
RPM-2012-11-13:5175:1,RPM-2012-11-13,1,False
RPM-2012-11-13:5217:1,RPM-2012-11-13,1,False
RPM-2012-12-13:5237:1,RPM-2012-12-13,0,False
RPM-2013-01-17:5306:1,RPM-2013-01-17,3,False
RPM-2013-02-14:5336:1,RPM-2013-02-14,0,False
RPM-2013-02-14:5349:1,RPM-2013-02-14,0,False
RPM-2013-02-14:5385:1,RPM-2013-02-14,0,False
RPM-2013-03-14:5443:1,RPM-2013-03-14,4,False
RPM-2013-04-11:5465:1,RPM-2013-04-11,0,False
RPM-2013-04-11:5494:1,RPM-2013-04-11,0,False
RPM-2013-05-16:5525:1,RPM-2013-05-16,0,False
RPM-2013-05-16:5548:2,RPM-2013-05-16,0,False
RPM-2013-05-16:5556:1,RPM-2013-05-16,0,False
RPM-2013-06-13:5612:1,RPM-2013-06-13,4,False
RPM-2013-06-13:5620:1,RPM-2013-06-13,4,True
RPM-2013-06-13:5630:1,RPM-2013-06-13,4,False
RPM-2013-06-13:5631:1,RPM-2013-06-13,4,False
RPM-2013-06-13:5635:1,RPM-2013-06-13,4,True
RPM-2013-07-11:5670:1,RPM-2013-07-11,0,False
RPM-2013-07-11:5699:3,RPM-2013-07-11,0,False
RPM-2013-08-13:5703:1,RPM-2013-08-13,1,False
RPM-2013-08-13:5714:1,RPM-2013-08-13,1,False
RPM-2013-09-12:5758:1,RPM-2013-09-12,0,False
RPM-2013-11-19:5864:1,RPM-2013-11-19,2,False
RPM-2013-11-19:5873:1,RPM-2013-11-19,2,False
RPM-2013-12-12:5936:1,RPM-2013-12-12,0,False
RPM-2013-12-12:5946:1,RPM-2013-12-12,0,False
RPM-2013-12-12:5963:1,RPM-2013-12-12,0,False
RPM-2014-01-16:5977:1,RPM-2014-01-16,5,False
RPM-2014-01-16:5987:1,RPM-2014-01-16,5,False
RPM-2014-01-16:5991:2,RPM-2014-01-16,5,False
RPM-2014-01-16:6006:3,RPM-2014-01-16,5,False
RPM-2014-02-18:6017:1,RPM-2014-02-18,0,False
RPM-2014-02-18:6026:2,RPM-2014-02-18,0,False
RPM-2014-02-18:6027:1,RPM-2014-02-18,0,False
RPM-2014-02-18:6051:1,RPM-2014-02-18,0,False
RPM-2014-03-13:6057:1,RPM-2014-03-13,3,False
RPM-2014-03-13:6075:1,RPM-2014-03-13,3,True
RPM-2014-03-13:6103:2,RPM-2014-03-13,3,False
RPM-2014-04-17:6151:1,RPM-2014-04-17,0,False
RPM-2014-05-15:6181:1,RPM-2014-05-15,5,False
RPM-2014-06-12:6244:1,RPM-2014-06-12,0,False
RPM-2014-06-12:6245:2,RPM-2014-06-12,0,False
RPM-2014-06-12:6263:1,RPM-2014-06-12,0,False
RPM-2014-06-12:6277:3,RPM-2014-06-12,0,False
RPM-2014-06-12:6284:1,RPM-2014-06-12,0,False
RPM-2014-08-14:6389:3,RPM-2014-08-14,3,False
RPM-2014-10-16:6466:2,RPM-2014-10-16,1,False
RPM-2014-10-16:6473:1,RPM-2014-10-16,1,False
RPM-2014-11-18:6490:2,RPM-2014-11-18,0,False
RPM-2014-11-18:6512:1,RPM-2014-11-18,0,False
RPM-2014-12-11:6533:2,RPM-2014-12-11,0,False
RPM-2015-01-15:6562:1,RPM-2015-01-15,2,False
RPM-2015-01-15:6584:1,RPM-2015-01-15,2,False
RPM-2015-01-15:6586:3,RPM-2015-01-15,2,True
RPM-2015-03-19:6680:1,RPM-2015-03-19,3,False
RPM-2015-03-19:6681:1,RPM-2015-03-19,3,False
RPM-2015-04-16:6699:1,RPM-2015-04-16,4,False
RPM-2015-05-14:6763:1,RPM-2015-05-14,1,False
RPM-2015-05-14:6768:1,RPM-2015-05-14,1,False
RPM-2015-06-11:6810:1,RPM-2015-06-11,4,False
RPM-2015-06-11:6857:2,RPM-2015-06-11,4,False
RPM-2015-07-14:6878:1,RPM-2015-07-14,0,False
RPM-2015-08-13:6955:1,RPM-2015-08-13,5,False
RPM-2015-08-13:6962:1,RPM-2015-08-13,5,False
RPM-2015-08-13:6969:1,RPM-2015-08-13,5,False
RPM-2015-09-15:6980:1,RPM-2015-09-15,5,False
RPM-2015-09-15:7045:1,RPM-2015-09-15,5,False
RPM-2015-10-15:7075:1,RPM-2015-10-15,4,False
RPM-2015-10-15:7093:1,RPM-2015-10-15,4,False
RPM-2015-10-15:7107:1,RPM-2015-10-15,4,False
RPM-2015-11-12:7124:2,RPM-2015-11-12,0,False
RPM-2015-11-12:7129:1,RPM-2015-11-12,0,False
RPM-2015-11-12:7148:3,RPM-2015-11-12,0,False
RPM-2015-12-17:7207:1,RPM-2015-12-17,4,False
RPM-2015-12-17:7210:1,RPM-2015-12-17,4,False
RPM-2015-12-17:7211:1,RPM-2015-12-17,4,False
RPM-2005-01-11:10:1,RPM-2005-01-11,3,False
RPM-2005-01-11:11:1,RPM-2005-01-11,3,False
RPM-2005-01-11:12:1,RPM-2005-01-11,3,False
RPM-2005-01-11:13:1,RPM-2005-01-11,3,False
RPM-2005-01-11:14:1,RPM-2005-01-11,3,False
RPM-2005-01-11:15:1,RPM-2005-01-11,3,False
RPM-2005-01-11:16:1,RPM-2005-01-11,3,False
RPM-2005-01-11:17:1,RPM-2005-01-11,3,False
RPM-2005-01-11:18:1,RPM-2005-01-11,3,False
RPM-2005-01-11:19:1,RPM-2005-01-11,3,False
RPM-2005-01-11:1:1,RPM-2005-01-11,3,False
RPM-2005-01-11:20:1,RPM-2005-01-11,3,False
RPM-2005-01-11:21:1,RPM-2005-01-11,3,False
RPM-2005-01-11:22:1,RPM-2005-01-11,3,False
RPM-2005-01-11:23:1,RPM-2005-01-11,3,False
RPM-2005-01-11:25:1,RPM-2005-01-11,3,False
RPM-2005-01-11:26:1,RPM-2005-01-11,3,False
RPM-2005-01-11:27:1,RPM-2005-01-11,3,False
RPM-2005-01-11:28:1,RPM-2005-01-11,3,True
RPM-2005-01-11:28:2,RPM-2005-01-11,3,False
RPM-2005-01-11:29:1,RPM-2005-01-11,3,False
RPM-2005-01-11:2:1,RPM-2005-01-11,3,False
RPM-2005-01-11:30:1,RPM-2005-01-11,3,False
RPM-2005-01-11:31:1,RPM-2005-01-11,3,False
RPM-2005-01-11:32:1,RPM-2005-01-11,3,False
RPM-2005-01-11:33:1,RPM-2005-01-11,3,False
RPM-2005-01-11:34:1,RPM-2005-01-11,3,False
RPM-2005-01-11:35:1,RPM-2005-01-11,3,False
RPM-2005-01-11:36:1,RPM-2005-01-11,3,False
RPM-2005-01-11:37:1,RPM-2005-01-11,3,False
RPM-2005-01-11:38:1,RPM-2005-01-11,3,False
RPM-2005-01-11:39:1,RPM-2005-01-11,3,False
RPM-2005-01-11:3:1,RPM-2005-01-11,3,False
RPM-2005-01-11:40:1,RPM-2005-01-11,3,True
RPM-2005-01-11:41:1,RPM-2005-01-11,3,False
RPM-2005-01-11:42:1,RPM-2005-01-11,3,False
RPM-2005-01-11:43:1,RPM-2005-01-11,3,False
RPM-2005-01-11:44:1,RPM-2005-01-11,3,False
RPM-2005-01-11:46:1,RPM-2005-01-11,3,False
RPM-2005-01-11:47:1,RPM-2005-01-11,3,False
RPM-2005-01-11:49:1,RPM-2005-01-11,3,True
RPM-2005-01-11:4:1,RPM-2005-01-11,3,False
RPM-2005-01-11:50:1,RPM-2005-01-11,3,False
RPM-2005-01-11:51:1,RPM-2005-01-11,3,False
RPM-2005-01-11:52:1,RPM-2005-01-11,3,False
RPM-2005-01-11:53:1,RPM-2005-01-11,3,False
RPM-2005-01-11:54:1,RPM-2005-01-11,3,False
RPM-2005-01-11:55:1,RPM-2005-01-11,3,False
RPM-2005-01-11:56:1,RPM-2005-01-11,3,False
RPM-2005-01-11:57:1,RPM-2005-01-11,3,False
RPM-2005-01-11:5:1,RPM-2005-01-11,3,False
RPM-2005-01-11:6:1,RPM-2005-01-11,3,False
RPM-2005-01-11:7:1,RPM-2005-01-11,3,False
RPM-2005-01-11:8:1,RPM-2005-01-11,3,False
RPM-2005-01-11:9:1,RPM-2005-01-11,3,False
RPM-2005-02-10:100:1,RPM-2005-02-10,0,False
RPM-2005-02-10:101:1,RPM-2005-02-10,0,False
RPM-2005-02-10:102:1,RPM-2005-02-10,0,False
RPM-2005-02-10:103:1,RPM-2005-02-10,0,False
RPM-2005-02-10:104:1,RPM-2005-02-10,0,False
RPM-2005-02-10:105:1,RPM-2005-02-10,0,False
RPM-2005-02-10:106:1,RPM-2005-02-10,0,False
RPM-2005-02-10:107:1,RPM-2005-02-10,0,False
RPM-2005-02-10:108:1,RPM-2005-02-10,0,False
RPM-2005-02-10:109:1,RPM-2005-02-10,0,False
RPM-2005-02-10:110:1,RPM-2005-02-10,0,False
RPM-2005-02-10:111:1,RPM-2005-02-10,0,False
RPM-2005-02-10:112:1,RPM-2005-02-10,0,False
RPM-2005-02-10:113:1,RPM-2005-02-10,0,False
RPM-2005-02-10:114:1,RPM-2005-02-10,0,False
RPM-2005-02-10:115:1,RPM-2005-02-10,0,False
RPM-2005-02-10:116:1,RPM-2005-02-10,0,False
RPM-2005-02-10:117:1,RPM-2005-02-10,0,False
RPM-2005-02-10:119:1,RPM-2005-02-10,0,False
RPM-2005-02-10:120:1,RPM-2005-02-10,0,False
RPM-2005-02-10:122:1,RPM-2005-02-10,0,False
RPM-2005-02-10:123:1,RPM-2005-02-10,0,False
RPM-2005-02-10:125:1,RPM-2005-02-10,0,False
RPM-2005-02-10:126:1,RPM-2005-02-10,0,False
RPM-2005-02-10:127:1,RPM-2005-02-10,0,False
RPM-2005-02-10:128:1,RPM-2005-02-10,0,False
RPM-2005-02-10:129:1,RPM-2005-02-10,0,False
RPM-2005-02-10:130:1,RPM-2005-02-10,0,False
RPM-2005-02-10:131:1,RPM-2005-02-10,0,False
RPM-2005-02-10:132:1,RPM-2005-02-10,0,False
RPM-2005-02-10:133:1,RPM-2005-02-10,0,False
RPM-2005-02-10:134:1,RPM-2005-02-10,0,False
RPM-2005-02-10:135:1,RPM-2005-02-10,0,False
RPM-2005-02-10:136:1,RPM-2005-02-10,0,False
RPM-2005-02-10:137:1,RPM-2005-02-10,0,False
RPM-2005-02-10:138:1,RPM-2005-02-10,0,False
RPM-2005-02-10:139:1,RPM-2005-02-10,0,False
RPM-2005-02-10:58:1,RPM-2005-02-10,0,False
RPM-2005-02-10:59:1,RPM-2005-02-10,0,False
RPM-2005-02-10:61:1,RPM-2005-02-10,0,False
RPM-2005-02-10:62:1,RPM-2005-02-10,0,False
RPM-2005-02-10:63:1,RPM-2005-02-10,0,False
RPM-2005-02-10:64:1,RPM-2005-02-10,0,False
RPM-2005-02-10:65:1,RPM-2005-02-10,0,False
RPM-2005-02-10:66:1,RPM-2005-02-10,0,False
RPM-2005-02-10:67:1,RPM-2005-02-10,0,False
RPM-2005-02-10:68:1,RPM-2005-02-10,0,False
RPM-2005-02-10:69:1,RPM-2005-02-10,0,False
RPM-2005-02-10:70:1,RPM-2005-02-10,0,False
RPM-2005-02-10:71:1,RPM-2005-02-10,0,False
RPM-2005-02-10:72:1,RPM-2005-02-10,0,False
RPM-2005-02-10:74:1,RPM-2005-02-10,0,False
RPM-2005-02-10:75:1,RPM-2005-02-10,0,False
RPM-2005-02-10:76:1,RPM-2005-02-10,0,False
RPM-2005-02-10:77:1,RPM-2005-02-10,0,False
RPM-2005-02-10:78:1,RPM-2005-02-10,0,False
RPM-2005-02-10:79:1,RPM-2005-02-10,0,False
RPM-2005-02-10:80:1,RPM-2005-02-10,0,False
RPM-2005-02-10:81:1,RPM-2005-02-10,0,False
RPM-2005-02-10:82:1,RPM-2005-02-10,0,False
RPM-2005-02-10:83:1,RPM-2005-02-10,0,False
RPM-2005-02-10:84:1,RPM-2005-02-10,0,False
RPM-2005-02-10:85:1,RPM-2005-02-10,0,False
RPM-2005-02-10:86:1,RPM-2005-02-10,0,False
RPM-2005-02-10:88:1,RPM-2005-02-10,0,False
RPM-2005-02-10:89:1,RPM-2005-02-10,0,False
RPM-2005-02-10:90:1,RPM-2005-02-10,0,False
RPM-2005-02-10:91:1,RPM-2005-02-10,0,False
RPM-2005-02-10:92:1,RPM-2005-02-10,0,False
RPM-2005-02-10:93:1,RPM-2005-02-10,0,False
RPM-2005-02-10:94:1,RPM-2005-02-10,0,False
RPM-2005-02-10:95:1,RPM-2005-02-10,0,False
RPM-2005-02-10:96:1,RPM-2005-02-10,0,False
RPM-2005-02-10:97:1,RPM-2005-02-10,0,False
RPM-2005-02-10:98:1,RPM-2005-02-10,0,False
RPM-2005-02-10:99:1,RPM-2005-02-10,0,False
RPM-2005-03-10:140:1,RPM-2005-03-10,1,False
RPM-2005-03-10:141:1,RPM-2005-03-10,1,False
RPM-2005-03-10:142:1,RPM-2005-03-10,1,False
RPM-2005-03-10:143:1,RPM-2005-03-10,1,False
RPM-2005-03-10:144:1,RPM-2005-03-10,1,False
RPM-2005-03-10:145:1,RPM-2005-03-10,1,False
RPM-2005-03-10:146:1,RPM-2005-03-10,1,False
RPM-2005-03-10:147:1,RPM-2005-03-10,1,False
RPM-2005-03-10:148:1,RPM-2005-03-10,1,False
RPM-2005-03-10:149:1,RPM-2005-03-10,1,False
RPM-2005-03-10:150:1,RPM-2005-03-10,1,False
RPM-2005-03-10:151:1,RPM-2005-03-10,1,False
RPM-2005-03-10:152:1,RPM-2005-03-10,1,False
RPM-2005-03-10:153:1,RPM-2005-03-10,1,False
RPM-2005-03-10:154:1,RPM-2005-03-10,1,False
RPM-2005-03-10:155:1,RPM-2005-03-10,1,False
RPM-2005-03-10:156:1,RPM-2005-03-10,1,False
RPM-2005-03-10:157:1,RPM-2005-03-10,1,False
RPM-2005-03-10:158:1,RPM-2005-03-10,1,False
RPM-2005-03-10:159:1,RPM-2005-03-10,1,False
RPM-2005-03-10:160:1,RPM-2005-03-10,1,False
RPM-2005-03-10:161:1,RPM-2005-03-10,1,False
RPM-2005-03-10:162:1,RPM-2005-03-10,1,False
RPM-2005-03-10:163:1,RPM-2005-03-10,1,False
